STUDENT_ID,resume_score,communication_skills,aptitude_score,mock_interview_score,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill
S100407,38.84,53.8,46.33,41.01,2,0,3,9.01,0.58
S100408,9.98,60.26,30.01,61.64,4,0,7,4.52,33.31
S100409,,74.48,45.01,64.04,2,3,4,4.81,66.05
S100410,62.47,67.32,67.76,52.98,2,0,2,2.91,42.56
S100411,45.42,78.93,44.6,35.33,2,1,4,5.71,66.66
S100412,63.4,72.33,46.07,74.19,2,2,3,3.74,80.72
S100413,36.74,70.54,50.83,49.89,4,0,7,7.94,26.78
S100414,66.21,67.39,51.49,69.11,3,0,5,7.84,86.35
S100415,46.57,51.63,55.3,40.01,0,1,2,7.75,6.85
S100416,56.4,89.87,56.09,45.74,1,0,7,5.33,49.39
S100417,81.39,37.49,67.36,54.19,1,1,7,4.9,66.88
S100418,31.42,67.98,85.24,76.72,3,2,3,4.21,50.95
S100419,42.73,56.39,56.14,74.52,1,0,2,1.05,80.14
S100420,13.65,59.45,47.07,55.72,2,1,2,1.87,78.42
S100421,11.55,46.67,60.74,43.78,5,3,5,3.9,48.42
S100422,61.82,40.43,73.06,68.1,0,0,5,1.41,63.55
S100423,49.36,33.48,57.19,42.41,4,2,4,5.81,4.59
S100424,65.72,59.22,55.72,69.74,5,1,4,4.61,57.08
S100425,93.62,82.96,70.87,38.28,4,1,6,7.1,44.56
S100426,72.3,63.27,68.72,60.68,1,1,6,3.21,44.11
S100427,61.56,53.35,64.12,23.41,2,0,7,6.96,51.63
S100428,61.55,67.72,15.37,64.49,4,1,1,1.87,34.49
S100429,71.76,79.76,42.67,57.64,7,1,3,7.98,49.09
S100430,63.57,64.2,38.98,43.36,1,0,8,2.98,55.43
S100431,83.5,100.0,74.33,49.49,3,0,8,10.0,65.46
S100432,55.95,56.32,70.54,42.06,2,1,9,6.52,89.05
S100433,41.26,77.34,29.23,64.84,2,1,6,3.36,68.04
S100434,34.12,33.7,44.57,62.63,2,2,4,4.46,44.13
S100435,39.82,81.97,53.56,88.45,2,2,2,6.86,70.29
S100436,58.22,81.39,65.5,22.33,2,2,5,3.34,48.71
S100437,66.38,45.51,49.94,60.56,2,1,4,2.73,27.01
S100438,61.91,30.16,64.73,73.11,3,0,7,5.4,40.12
S100439,47.36,69.23,60.93,73.1,3,0,4,8.6,30.73
S100440,77.45,63.27,46.64,43.3,2,1,3,10.0,30.02
S100441,32.03,50.84,38.93,48.88,2,0,4,3.15,44.34
S100442,46.2,73.26,86.83,36.66,3,1,5,7.87,36.93
S100443,59.74,71.07,70.92,61.5,1,0,4,5.61,83.8
S100444,52.47,89.98,66.21,45.31,4,0,8,4.97,64.23
S100445,81.86,36.3,65.15,29.22,3,2,2,2.75,22.7
S100446,55.12,45.37,59.16,66.32,6,0,6,2.55,63.35
S100447,62.14,30.72,51.52,69.1,1,1,3,10.0,96.45
S100448,79.2 ,34.98,67.83,73.21,1,1,6,1.57,91.08
S100449,28.58,97.53,38.93,56.89,1,1,4,2.87,45.53
S100450,18.68,33.43,61.52,28.66,4,1,7,6.06,46.79
S100451,53.29,46.45,79.67,40.2,3,0,9,1.66,54.74
S100452,25.86,54.36,52.65,31.5,0,0,8,5.75,64.24
S100453,52.29,42.17,66.16,60.31,5,1,7,10.0,41.98
S100454,49.91,58.02,48.55,40.93,1,0,1,5.49,47.07
S100455,77.77,62.54,41.82,42.58,1,1,3,3.53,63.4
S100456,51.93,55.39,38.08,48.76,1,1,7,9.17,22.29
S100457,39.4,72.4,45.77,85.83,4,1,6,5.16,26.12
S100458,49.5,66.45,44.01,47.35,3,0,3,6.96,26.28
S100459,58.17,34.53,55.15,32.92,0,2,2,9.33,55.74
S100460,28.78,75.9,70.01,72.53,1,1,4,3.47,65.12
S100461,77.03,71.79,38.04,78.45,3,3,5,6.76,66.25
S100462,55.84,49.94,89.55,70.11,2,1,7,4.96,52.65
S100463,45.56,17.23,70.28,41.88,2,1,3,3.84,23.52
S100464,59.2,59.61,84.36,43.68,4,0,5,1.7,57.82
S100465,36.28,40.19,77.3,51.84,2,0,4,2.54,68.79
S100466,28.03,54.15,40.75,69.53,1,1,2,5.8,37.61
S100467,58.69,81.38,91.28,56.98,1,3,3,6.3,32.31
S100468,31.0,61.44,56.14,57.5,3,3,2,3.94,33.03
S100469,30.04,50.03,27.37,42.97,8,0,1,4.32,57.65
S100470,60.33,46.89,45.67,48.39,3,2,2,3.03,44.43
S100471,49.14,32.26,77.47,49.93,2,0,5,1.14,76.14
S100472,25.5,79.18,41.87,36.21,3,0,2,5.77,49.32
S100473,62.76,82.57,29.74,28.65,1,3,3,2.02,37.21
S100474,67.77,19.36,50.89,58.86,2,2,1,7.12,40.23
S100475,90.33,44.19,74.64,63.89,3,2,6,3.18,88.72
S100476,61.96,52.15,40.59,32.33,1,1,1,7.57,67.68
S100477,57.74,70.28,50.77,69.49,1,0,2,1.81,52.8
S100478,79.02,32.0,55.76,25.96,3,1,6,2.67,45.42
S100479,41.93,83.53,48.2,94.28,2,0,4,5.3,71.78
S100480,11.7,88.65,56.1,25.3,3,0,4,5.58,30.22
S100481,49.64,71.63,60.11,59.49,0,1,3,4.33,77.73
S100482,33.31,22.76,62.79,70.34,0,0,6,3.19,64.89
S100483,58.87,56.69,67.9,77.79,2,2,5,0.65,53.9
S100484,80.23,74.84,59.65,14.82,2,1,4,7.44,48.12
S100485,81.98,50.55,60.52,69.43,2,0,6,4.48,19.39
S100486,60.65,95.54,27.84,39.06,1,1,5,8.93,22.4
S100487,49.07,61.92,73.61,67.03,3,1,2,1.12,49.01
S100488,50.7,56.59,66.52,23.51,3,0,5,8.75,50.86
S100489,64.53,74.72,33.96,51.73,4,0,1,2.59,45.56
S100490,17.43,42.6,60.12,,1,0,4,6.6,47.64
S100491,32.08,61.41,64.52,64.68,3,0,3,4.29,33.02
S100492,59.33,59.52,83.73,44.21,5,0,5,2.35,58.03
S100493,37.69,88.31,36.56,60.74,4,1,1,4.51,25.64
S100494,41.57,33.43,57.23,36.84,1,2,1,7.58,86.45
S100495,77.52,48.88,48.33,47.18,2,1,1,3.42,5.71
S100496,42.78,79.44,51.95,69.94,1,1,4,7.91,76.84
S100497,,45.49,69.45,62.83,4,2,5,8.76,37.47
S100498,22.18,82.89,45.79,35.81,1,0,3,6.72,91.11
S100499,49.66,66.03,45.41,57.08,3,2,5,5.0,27.05
S100500,1.49,75.82,39.04,57.12,1,2,3,6.28,41.76
S100501,47.88,43.27,59.24,61.22,1,0,3,5.51,55.69
S100502,45.76,56.83,50.76,63.85,1,2,4,6.82,23.18
S100503,49.95,60.68,56.14,43.55,3,1,4,4.19,66.96
S100504,,64.36,20.37,42.57,2,1,6,6.95,17.61
S100505,33.78,57.41,75.05,57.73,3,0,6,7.76,56.12
S100506,69.92,47.11,41.34,23.54,2,2,3,9.3,46.93
S100507,94.01,63.35,56.95,82.51,2,1,4,8.18,48.13
S100508,30.11,78.38,79.79,64.63,1,1,8,3.96,72.69
S100509,52.24,66.65,46.51,79.42,3,1,2,4.13,49.45
S100510,62.91,50.61,41.09,37.91,3,2,2,4.4,73.81
S100511,63.05,51.6,66.91,52.84,2,1,4,3.59,41.62
S100512,71.07,81.49,60.61,59.94,2,2,4,5.08,69.52
S100513,68.44,68.45,33.16,36.58,3,0,4,5.98,49.93
S100514,66.97,60.02,100.0,63.14,4,1,7,5.68,84.67
S100515,91.46,50.19,50.18,42.63,3,0,2,4.73,45.77
S100516,38.56,69.31,66.98,55.47,3,0,2,3.8,7.28
S100517,14.86,84.78,50.6,65.28,1,0,2,7.03,45.88
S100518,64.49,68.96,56.86,43.82,6,1,3,9.7,68.25
S100519,57.9,71.96,68.34,37.12,1,0,3,2.82,46.24
S100520,59.61,76.31,54.23,84.89,4,0,2,5.48,58.77
S100521,25.19,58.28,48.83,44.52,2,0,2,4.49,78.23
S100522,37.57,62.37,58.12,29.03,1,0,1,4.07,79.97
S100523,67.32,77.39,68.77,65.35,3,0,6,4.96,62.64
S100524,48.9,58.92,67.85,70.51,2,0,5,3.09,29.77
S100525,42.99,54.91,40.72,58.86,3,1,2,3.05,39.38
S100526,49.66,66.7,60.55,86.93,1,1,0,5.85,34.37
S100527,90.45,55.45,71.99,54.18,1,0,2,8.88,27.39
S100528,38.14,87.51,47.36,34.57,1,1,2,5.8,38.46
S100529,21.83,39.44,41.25,60.46,5,1,0,6.18,83.75
S100530,71.67,55.25,81.89,29.22,2,1,5,3.8,47.13
S100531,70.05,41.34,29.9,54.99,2,0,2,7.13,55.78
S100532,58.98,41.7,65.82,100.0,0,0,6,1.81,69.15
S100533,64.03,61.08,50.37,,1,3,3,6.0,56.32
S100534,51.8 ,74.01,48.5,70.0,2,1,3,2.26,66.96
S100535,69.74,61.59,48.45,48.67,2,1,2,9.57,60.22
S100536,42.84,60.73,33.38,41.3,2,0,2,3.92,36.63
S100537,59.78,59.18,35.19,81.85,2,0,6,6.43,45.82
S100538,72.74,50.83,51.91,26.28,4,1,4,3.35,39.67
S100539,72.62,49.68,79.45,61.61,3,1,2,5.61,71.34
S100540,55.9 ,50.01,51.16,30.94,4,1,3,5.43,82.66
S100541,62.13,70.1,58.9,40.95,2,2,5,9.53,55.43
S100542,40.4 ,58.89,77.71,35.39,3,0,4,9.94,59.66
S100543,37.61,43.43,51.18,41.73,1,0,4,9.49,7.3
S100544,,93.88,46.32,57.9,2,1,3,4.9,37.89
S100545,80.31,87.86,38.38,79.28,2,4,1,5.11,57.13
S100546,53.1,51.06,43.23,33.73,2,0,1,5.33,65.59
S100547,,35.17,44.95,38.22,1,2,2,3.99,52.34
S100548,46.9 ,59.7,83.58,45.36,1,0,4,7.12,31.83
S100549,53.82,45.97,46.61,30.33,3,0,6,3.81,11.88
S100550,98.79,58.56,58.78,43.94,1,0,5,1.83,42.23
S100551,89.61,90.84,60.18,66.18,3,1,6,7.18,70.47
S100552,36.75,87.96,46.17,52.71,2,1,6,0.0,40.01
S100553,74.98,24.58,37.97,63.63,0,3,4,0.0,52.22
S100554,82.5 ,51.73,61.43,64.3,1,2,4,8.3,48.85
S100555,68.78,73.63,52.99,43.09,3,0,9,5.22,46.31
S100556,,43.61,34.33,58.65,1,2,2,8.25,48.81
S100557,55.82,85.79,43.37,74.11,2,0,4,6.34,80.07
S100558,44.71,67.36,67.74,81.67,3,1,4,0.0,37.74
S100559,69.26,79.03,25.23,,4,0,2,5.18,40.8
S100560,73.8,75.49,67.32,52.33,2,2,1,0.75,63.41
S100561,56.82,75.27,43.23,75.2,3,0,1,7.31,69.95
S100562,25.26,62.99,34.63,58.71,3,0,3,8.52,46.13
S100563,78.04,43.8,52.56,46.19,2,1,6,7.99,38.18
S100564,61.5,61.51,52.62,46.41,4,2,9,8.19,49.59
S100565,40.18,47.27,93.15,67.5,2,1,6,7.06,48.47
S100566,68.96,78.77,54.32,67.42,0,0,2,7.95,51.73
S100567,32.3,45.23,51.02,30.31,1,0,3,9.73,61.49
S100568,43.0,52.04,66.98,38.63,2,0,6,4.9,45.3
S100569,86.76,80.8,57.0,24.4,1,0,3,3.67,46.1
S100570,22.97,83.09,48.08,58.48,3,2,1,6.07,60.78
S100571,72.91,100.0,59.84,73.44,4,0,4,7.1,75.28
S100572,45.19,78.31,50.24,42.0,3,0,4,2.35,73.56
S100573,20.45,47.53,33.37,84.09,1,1,6,4.94,33.82
S100574,64.71,38.59,35.7,51.12,1,0,3,5.03,27.17
S100575,29.96,52.98,53.29,43.53,0,1,4,5.31,87.79
S100576,52.85,65.18,48.88,63.95,4,0,5,4.0,20.62
S100577,74.98,62.02,73.95,71.75,1,0,3,3.05,46.43
S100578,72.82,61.54,41.17,60.51,2,0,5,2.08,65.17
S100579,42.74,59.46,64.66,23.49,3,0,4,7.26,39.03
S100580,33.27,59.91,59.75,53.67,2,1,2,3.31,0.0
S100581,32.91,56.41,50.69,65.1,2,2,4,6.58,47.5
S100582,59.72,52.37,41.94,41.34,4,1,4,6.08,37.21
S100583,66.4,66.19,63.93,44.81,1,1,5,10.0,53.36
S100584,73.84,44.29,69.42,60.39,3,0,5,8.21,75.97
S100585,25.02,47.73,66.95,43.04,1,1,6,6.54,48.78
S100586,52.29,57.07,36.7,45.48,3,0,1,8.16,66.16
S100587,69.54,50.36,47.39,29.24,0,0,2,4.73,76.15
S100588,69.99,46.45,38.26,44.62,0,0,4,6.62,59.78
S100589,50.58,57.92,60.18,41.6,1,0,6,8.6,73.41
S100590,77.26,52.53,77.45,64.11,3,0,5,2.12,61.96
S100591,47.45,49.58,67.04,44.86,2,1,4,7.1,54.22
S100592,95.96,18.13,46.98,37.15,3,1,5,7.99,74.13
S100593,86.43,38.34,55.38,54.5,6,0,4,5.31,47.34
S100594,53.59,50.65,63.24,67.18,6,3,2,3.32,57.05
S100595,26.78,66.82,54.55,60.21,1,2,5,6.18,37.44
S100596,81.69,57.12,56.28,51.35,3,1,2,5.78,77.8
S100597,61.08,40.83,55.03,29.38,0,0,4,8.76,67.01
S100598,47.63,72.46,40.68,54.92,5,0,7,4.11,52.16
S100599,49.92,43.28,62.6,69.55,4,0,7,7.72,34.75
S100600,64.7 ,31.17,60.79,48.08,1,1,2,10.0,71.7
S100601,66.34,76.29,46.58,57.48,5,0,2,8.84,15.45
S100602,49.26,67.58,59.46,49.96,1,2,0,2.94,82.09
S100603,58.26,50.99,60.45,70.03,3,0,4,2.99,45.5
S100604,35.03,51.47,58.7,70.99,5,0,5,6.44,9.93
S100605,39.57,53.28,56.78,61.74,4,2,7,8.31,9.79
S100606,29.74,59.73,32.06,32.57,4,1,3,1.6,70.65
S100607,31.69,53.48,69.84,52.78,1,1,3,2.97,45.21
S100608,51.74,61.82,72.91,68.46,1,2,7,4.35,45.4
S100609,49.56,31.46,84.02,51.37,2,2,4,7.74,76.71
S100610,91.51,48.67,27.31,85.48,2,1,4,1.69,57.11
S100611,69.23,59.84,100.0,82.29,5,0,6,6.18,21.71
S100612,50.72,42.39,50.06,40.44,0,1,3,3.96,29.05
S100613,52.1,80.92,38.59,67.75,3,2,2,4.6,56.15
S100614,68.72,73.44,57.36,23.01,1,0,1,6.29,62.67
S100615,13.07,77.22,31.0,80.54,5,0,7,3.05,23.24
S100616,48.5,48.01,47.78,41.73,6,3,7,7.03,53.15
S100617,25.95,66.39,41.38,50.95,6,1,3,8.89,32.66
S100618,74.08,58.51,59.73,30.36,1,1,3,5.49,67.84
S100619,56.39,100.0,45.76,89.86,2,0,6,5.59,78.32
S100620,48.99,51.62,49.39,68.12,1,1,1,5.23,53.58
S100621,21.2,60.72,83.27,66.24,3,1,4,5.76,47.15
S100622,34.44,57.31,77.18,11.28,4,2,8,4.79,68.48
S100623,47.75,57.04,46.32,81.13,4,1,4,8.31,31.18
S100624,72.03,37.75,42.92,34.39,0,2,4,4.28,40.11
S100625,68.78,59.97,50.63,34.06,1,1,4,3.27,39.92
S100626,49.48,45.97,39.49,34.62,4,0,7,4.85,8.81
S100627,60.03,70.46,74.95,33.28,3,0,5,6.97,42.4
S100628,45.78,53.25,87.4,57.44,4,1,5,4.77,92.59
S100629,47.1,56.78,59.32,49.21,3,2,5,4.12,17.31
S100630,31.63,71.71,50.36,62.49,2,0,4,3.25,37.52
S100631,19.31,59.94,59.66,43.4,2,1,4,9.32,37.66
S100632,60.4,53.02,36.45,87.2,5,0,5,5.93,73.13
S100633,43.0,59.88,31.39,37.59,1,0,2,2.93,38.37
S100634,43.18,40.54,61.0,68.91,1,0,6,2.81,72.79
S100635,16.59,66.89,41.99,34.8,3,0,6,7.06,38.78
S100636,82.37,57.28,78.84,72.3,4,1,5,10.0,63.92
S100637,60.47,38.3,63.19,51.27,2,2,4,6.88,72.28
S100638,49.65,62.08,63.22,59.82,2,2,4,5.83,43.36
S100639,47.87,83.53,41.68,62.86,2,0,2,5.26,53.6
S100640,64.6,59.69,47.63,58.7,1,2,2,8.44,34.73
S100641,40.47,38.91,84.45,67.08,3,1,3,6.29,15.24
S100642,65.79,83.1,49.68,59.09,4,1,5,7.71,59.35
S100643,56.83,41.17,69.93,60.38,1,1,4,2.55,40.02
S100644,18.39,86.45,80.64,56.58,1,2,2,6.65,96.38
S100645,68.5,74.75,51.8,68.42,4,0,2,6.36,43.71
S100646,39.6,23.09,65.47,59.67,0,0,2,6.01,55.6
S100647,39.71,47.62,58.54,97.67,0,0,2,7.41,40.74
S100648,52.07,64.14,57.71,,3,0,3,5.49,50.28
S100649,61.67,64.04,69.58,70.52,2,1,2,9.64,50.22
S100650,54.05,64.59,58.04,63.03,1,0,4,2.73,59.83
S100651,87.92,81.21,54.65,60.07,3,0,2,5.1,48.67
S100652,64.58,56.4,26.08,23.88,0,0,2,1.93,51.13
S100653,100.0,92.1,64.82,51.9,2,1,4,1.51,75.65
S100654,54.29,73.04,61.97,45.81,3,1,3,2.34,60.16
S100655,68.18,47.07,40.58,41.22,1,2,1,4.61,98.09
S100656,54.52,70.05,74.83,41.48,2,1,3,8.23,14.84
S100657,52.93,57.64,69.09,32.38,4,1,3,2.53,34.39
S100658,64.63,38.63,46.06,42.44,3,1,4,3.88,85.65
S100659,64.74,44.62,54.59,16.47,1,4,5,6.56,29.8
S100660,61.72,69.17,59.54,28.18,2,3,3,4.38,43.07
S100661,67.26,39.65,55.03,69.62,1,0,1,5.01,41.45
S100662,33.9,75.01,67.12,27.77,4,1,2,6.77,40.69
S100663,72.8,79.0,79.65,,0,1,3,4.19,16.09
S100664,43.53,39.97,55.98,83.4,1,0,5,1.23,40.97
S100665,,78.78,63.45,28.74,0,1,4,7.72,66.7
S100666,40.16,78.15,66.77,86.06,3,0,3,6.12,51.57
S100667,51.36,48.29,79.79,50.57,1,1,1,7.78,44.95
S100668,100.0,75.9,78.38,90.7,2,1,1,7.37,54.98
S100669,64.53,53.2,57.7,66.25,2,1,1,0.23,34.65
S100670,73.86,26.24,18.17,38.31,2,0,3,4.7,36.01
S100671,30.87,51.35,50.03,50.71,4,2,3,1.77,45.97
S100672,36.41,50.87,53.18,59.45,3,2,5,1.41,50.06
S100673,44.31,91.65,35.33,24.09,3,1,2,5.08,52.81
S100674,59.38,89.34,31.99,64.82,1,0,9,5.12,37.26
S100675,21.18,37.69,60.46,65.58,4,0,3,7.96,17.84
S100676,39.73,34.66,20.29,42.08,2,0,2,3.6,100.0
S100677,42.9,54.42,55.91,46.38,0,0,4,5.82,27.94
S100678,,34.61,60.13,71.74,3,0,3,5.26,10.36
S100679,46.87,59.93,49.68,13.12,4,1,2,6.09,69.61
S100680,67.26,44.37,42.11,60.88,4,0,3,9.96,81.15
S100681,55.05,61.99,66.81,65.53,1,1,4,6.54,20.79
S100682,42.97,54.81,90.31,,4,0,3,9.24,41.75
S100683,41.69,34.92,63.78,31.32,6,0,3,7.05,35.46
S100684,44.89,68.55,35.57,69.57,4,1,5,4.79,39.11
S100685,32.6,56.89,76.36,74.84,4,0,5,1.99,55.26
S100686,44.69,39.75,51.3,5.74,4,2,2,1.08,64.77
S100687,49.43,71.11,43.57,76.41,4,0,4,5.18,37.96
S100688,38.57,48.97,61.02,73.43,2,1,2,6.66,27.08
S100689,36.44,71.01,70.18,56.53,0,2,3,10.0,61.15
S100690,59.57,53.97,33.6,68.39,5,0,4,4.52,43.06
S100691,43.1,58.5,47.51,52.4,4,1,4,5.8,16.27
S100692,87.08,56.69,55.83,70.25,2,0,0,5.42,37.03
S100693,69.59,65.84,100.0,63.75,3,1,3,3.75,50.58
S100694,60.82,87.44,63.99,74.69,2,0,3,4.89,0.0
S100695,69.86,40.71,70.08,28.76,3,0,3,2.32,61.5
S100696,52.14,94.31,48.19,67.36,4,1,6,8.03,75.4
S100697,83.73,48.95,33.94,66.55,3,1,5,6.68,9.28
S100698,27.66,53.56,43.51,68.83,4,1,6,3.89,96.01
S100699,46.41,58.59,52.88,80.97,8,1,6,6.21,53.15
S100700,48.96,66.12,46.29,42.82,3,1,3,4.63,60.77
S100701,65.37,66.54,66.23,36.76,0,0,4,5.48,41.93
S100702,57.83,81.53,72.92,70.94,3,2,1,7.69,44.17
S100703,73.24,63.87,96.79,36.85,1,0,1,5.01,63.8
S100704,62.75,51.99,74.56,52.94,2,2,5,4.03,34.95
S100705,63.8,50.3,83.92,54.43,1,2,3,6.82,64.42
S100706,18.53,31.45,60.29,59.43,6,0,10,2.35,42.29
S100707,74.66,84.22,42.59,58.24,3,0,2,5.84,52.18
S100708,100.0,50.34,64.35,16.58,1,0,5,5.25,48.94
S100709,29.63,37.2,64.18,56.68,4,0,1,3.85,64.64
S100710,78.0 ,68.39,48.96,70.81,4,0,6,10.0,38.27
S100711,77.63,68.57,55.93,60.28,1,1,6,0.0,15.24
S100712,55.13,62.25,53.52,68.21,0,0,3,0.89,46.51
S100713,78.94,95.26,65.14,82.36,0,1,2,10.0,32.13
S100714,84.65,60.66,60.04,43.72,1,1,2,6.72,59.52
S100715,67.73,61.51,52.69,63.49,1,1,4,6.15,36.92
S100716,57.67,82.12,77.03,39.19,1,0,3,5.29,75.27
S100717,46.39,63.65,63.97,89.37,3,0,2,4.14,43.75
S100718,51.1 ,28.65,59.66,62.58,3,2,8,5.06,34.04
S100719,91.8,37.9,72.32,29.76,1,0,5,6.15,25.07
S100720,56.23,75.28,43.91,74.04,6,1,2,4.09,67.35
S100721,44.64,52.11,48.39,53.34,1,1,5,2.5,58.42
S100722,51.26,79.3,65.98,,4,0,4,0.4,55.38
S100723,63.73,52.15,76.89,97.47,3,1,8,1.66,63.88
S100724,72.39,50.69,63.68,77.47,2,1,6,1.09,81.01
S100725,48.76,67.06,53.15,88.93,6,0,0,6.09,34.64
S100726,86.9,71.81,44.2,61.86,3,0,3,6.38,75.54
S100727,66.46,44.42,57.92,52.17,3,0,5,3.15,0.0
S100728,75.07,30.41,36.97,76.1,2,1,3,5.48,66.64
S100729,60.37,75.22,85.56,42.56,1,0,2,6.63,67.17
S100730,87.48,39.52,58.26,65.9,2,0,3,1.82,57.17
S100731,58.81,74.46,61.57,53.34,0,1,4,2.39,66.12
S100732,36.3,62.41,62.16,79.4,3,0,11,3.26,41.97
S100733,,92.3,14.83,61.67,4,2,4,8.6,53.52
S100734,88.32,36.39,47.52,37.73,3,1,5,7.4,26.54
S100735,13.83,67.36,64.99,55.65,4,0,6,10.0,81.65
S100736,60.03,9.17,47.24,70.3,2,7,6,4.51,51.43
S100737,73.1,51.02,69.03,51.89,5,0,5,1.78,57.4
S100738,33.18,38.3,58.27,51.8,4,0,2,2.78,64.91
S100739,33.09,56.01,73.43,16.98,1,1,3,8.29,41.53
S100740,36.59,41.6,67.07,52.17,3,1,8,5.68,36.47
S100741,72.08,71.99,62.16,45.38,1,1,3,7.42,56.68
S100742,82.93,66.89,71.17,47.52,2,0,6,10.0,64.44
S100743,78.48,72.78,62.21,62.25,0,2,3,3.79,21.28
S100744,66.18,43.01,46.26,30.22,5,0,3,4.2,53.62
S100745,54.58,49.69,29.48,24.23,1,1,3,6.15,36.25
S100746,26.48,57.73,59.77,39.1,1,0,4,4.07,44.31
S100747,30.95,44.54,61.8,67.02,2,1,1,4.35,57.75
S100748,31.39,59.12,46.88,68.52,2,3,4,6.27,66.71
S100749,45.92,42.3,52.66,47.57,4,1,4,8.24,73.17
S100750,49.62,35.74,35.99,64.31,4,1,1,3.63,44.08
S100751,100.0,44.05,56.14,74.85,2,0,2,6.58,32.13
S100752,50.26,51.49,70.34,49.4,3,2,8,5.58,50.04
S100753,48.56,53.96,35.85,90.22,1,0,6,2.19,60.96
S100754,100.0,53.07,69.19,55.97,2,0,1,7.15,54.74
S100755,77.04,21.92,56.19,73.18,4,0,4,5.07,52.45
S100756,74.34,63.23,43.43,42.15,2,1,5,0.6,69.36
S100757,65.31,62.87,56.72,70.73,2,0,6,5.48,27.94
S100758,17.04,53.16,54.14,68.89,2,1,2,6.62,49.24
S100759,53.62,76.64,68.44,,2,1,0,8.67,39.25
S100760,58.49,64.92,68.02,35.53,2,0,2,3.06,38.41
S100761,62.13,65.15,56.22,16.1,2,0,3,7.69,44.25
S100762,73.73,70.69,54.87,34.16,1,0,2,7.24,41.25
S100763,44.19,43.51,44.2,49.59,1,1,3,3.73,84.45
S100764,43.61,56.94,59.12,76.61,2,0,6,7.17,63.1
S100765,59.61,84.29,59.86,44.39,1,0,3,6.78,56.78
S100766,72.67,72.61,42.14,34.12,0,1,4,4.14,43.18
S100767,76.82,60.99,52.79,41.32,2,0,6,5.58,27.38
S100768,86.55,53.31,67.56,27.71,5,0,4,8.14,25.02
S100769,88.04,99.86,77.24,55.59,2,2,7,3.51,41.91
S100770,55.87,52.95,40.39,12.31,2,0,4,1.81,59.64
S100771,47.75,44.75,47.5,76.81,1,0,4,3.63,60.16
S100772,58.97,72.13,81.41,56.91,3,0,3,0.3,44.79
S100773,34.16,83.02,29.06,71.1,3,1,5,4.59,60.37
S100774,46.24,57.08,68.42,31.79,2,1,6,3.32,38.39
S100775,55.99,54.05,56.67,33.26,1,1,4,5.32,57.72
S100776,51.59,79.94,79.39,29.25,3,0,3,4.76,45.68
S100777,62.24,72.37,45.72,47.88,2,1,6,2.28,56.0
S100778,,55.38,51.66,67.17,4,0,3,7.24,42.91
S100779,56.91,86.26,31.49,41.13,1,1,8,5.19,49.23
S100780,50.36,38.77,62.73,65.04,1,1,2,3.49,44.12
S100781,40.67,40.21,51.34,89.4,1,1,3,6.46,29.69
S100782,50.53,87.53,73.49,19.85,0,0,3,5.29,67.68
S100783,54.98,70.49,65.83,57.1,1,1,2,3.01,62.38
S100784,76.86,57.0,61.65,48.85,1,0,5,4.62,62.82
S100785,44.75,76.42,58.81,50.79,4,0,2,4.37,51.13
S100786,80.67,78.42,42.71,56.58,0,1,5,6.73,15.85
S100787,19.93,69.46,77.85,49.41,5,2,2,4.48,38.87
S100788,81.63,59.6,25.94,64.72,1,1,3,6.25,79.31
S100789,65.04,58.51,52.96,31.32,2,1,6,0.0,57.46
S100790,54.4 ,67.96,36.04,66.26,5,0,5,5.95,20.27
S100791,63.31,39.29,58.28,75.89,3,0,5,7.74,43.53
S100792,73.26,68.09,31.63,49.97,1,0,0,5.82,67.92
S100793,,72.85,63.91,66.62,2,1,6,5.72,29.74
S100794,36.55,63.9,53.97,62.38,1,0,6,8.04,34.82
S100795,51.11,38.5,53.12,58.72,2,0,5,2.22,81.07
S100796,76.92,34.16,58.58,74.06,3,1,4,6.16,52.14
S100797,38.46,56.34,36.86,42.9,2,0,2,5.15,39.89
S100798,,61.91,62.38,59.66,1,1,2,1.47,64.62
S100799,41.26,63.9,33.86,24.77,0,0,5,5.75,38.18
S100800,70.01,41.29,54.94,58.69,6,1,4,1.23,80.39
S100801,58.72,77.81,55.16,85.5,2,1,1,9.34,48.03
S100802,47.84,25.41,45.53,83.67,3,2,3,8.02,38.61
S100803,69.51,67.33,67.89,70.88,0,1,2,5.2,47.83
S100804,68.85,48.82,42.89,76.05,4,0,4,5.97,31.27
S100805,56.4,56.11,40.72,72.11,4,1,2,8.43,76.71
S100806,32.36,57.2,65.44,43.8,4,1,2,5.48,55.67
S100807,94.87,41.29,44.35,73.45,3,1,3,6.61,86.92
S100808,75.32,61.33,41.58,48.9,2,0,5,1.22,65.2
S100809,36.81,49.64,54.07,55.21,4,1,5,6.54,53.07
S100810,63.4,64.43,49.02,54.82,6,0,6,6.67,34.53
S100811,74.45,27.83,19.12,100.0,1,2,11,6.89,65.55
S100812,63.65,51.83,62.32,57.2,2,1,3,10.0,62.02
S100813,56.64,61.98,66.39,50.76,1,1,4,3.85,43.95
S100814,28.13,34.6,50.6,37.38,2,2,2,4.12,33.62
S100815,47.91,71.88,45.27,64.81,7,1,4,4.93,67.85
S100816,48.27,55.24,78.03,44.1,3,1,6,5.79,73.25
