StudentID,previous_cgpa,previous_semester_percentage,previous_internal_marks,previous_assignment_score,previous_midterm_score,previous_subject_avg,weak_subject_count,lowest_subject_score,subject_consistency,assignment_completion_rate,practice_questions,next_semester_marks,performance_band
S100252,9.76,0.9482,35.03,50.86,51.85,59.16,1,52.83,82.79,78.21,10.0,47.47,At_Risk
S100253,8.34,76.18,39.32,,56.56,79.58,0,51.85,62.57,99.66,100.0,78.14,Good
S100254,5.02,47.93,28.23,55.94,75.13,65.45,0,37.36,56.84,73.9,,29.17,At_Risk
S100255,6.37,55.11,30.05,69.99,46.29,70.43,0,45.46,69.73,74.27,152.0,48.89,At_Risk
S100256,8.65,85%,37.83,72.39,60.75,54.09,2,27.57,61.06,70.04,119.0,52.71,Average
S100257,6.08,56.71,50.0,59.06,79.27,75.72,0,60.3,80.25,56.47,317.0,69.21,Average
S100258,7.58,70.24,46.44,36.4,42.26,96.92,3,88.34,91.03,67.1,15.0,46.21,At_Risk
S100259,8.01,75.94,39.66,72.86,57.0,74.81,1,65.73,84.7,80.83,231.0,68.36,Average
S100260,5.79,55.21,36.21,58.7,46.97,73.7,1,59.26,71.11,83.44,106.0,55.86,Average
S100261,6.92,69.34,46.21,71.75,52.62,71.27,1,55.04,83.4,65.48,170.0,65.92,Average
S100262,3.5,35.61,41.36,68.17,83.97,59.42,2,27.18,55.31,72.35,,16.31,At_Risk
S100263,5.67,53.22,16.65,73.95,87.48,80.48,2,64.17,77.72,51.61,31.0,36.63,At_Risk
S100264,6.67,66.44,26.57,93.43,69.13,66.42,1,48.33,69.38,100.0,2.0,45.24,At_Risk
S100265,5.38,52.69,37.71,61.81,73.52,90.41,5,72.51,67.75,100.0,16.0,38.41,At_Risk
S100266,9.12,84.95,20.7,62.97,73.08,91.23,1,64.37,58.3,69.26,173.0,73.09,Good
S100267,5.14,48.34,27.82,45.01,54.24,61.01,1,55.13,97.07,82.06,42.0,35.51,At_Risk
S100268,6.43,0.6047,29.4,67.07,68.81,77.96,0,59.55,76.81,66.81,89.0,47.43,At_Risk
S100269,7.17,70.1%,32.95,76.15,44.28,60.36,1,29.29,44.28,95.37,53.0,56.92,Average
S100270,8.87,82.83,32.7,62.75,49.66,83.12,3,51.94,57.2,89.65,51.0,65.03,Average
S100271,5.13,47.21,32.69,76.25,63.61,56.54,0,29.36,52.99,60.29,84.0,18.24,At_Risk
S100272,8.51,88.74,41.6,67.34,48.02,71.08,2,54.04,74.0,65.39,46.0,80.1,Good
S100273,7.01,70.4%,32.88,50.47,44.64,74.75,1,62.22,79.82,78.96,2.0,41.97,At_Risk
S100274,5.72,51.34,31.92,74.68,53.61,78.01,1,70.28,100.0,100.0,129.0,40.8,At_Risk
S100275,7.6,74.49,24.21,66.91,83.34,54.72,2,35.27,62.68,74.31,26.0,59.96,Average
S100276,7.26,69.43,43.19,71.84,89.91,73.93,3,43.24,49.07,99.61,89.0,51.35,Average
S100277,6.22,60.65,29.63,61.5,64.48,70.8,0,55.34,66.09,84.66,86.0,44.8,At_Risk
S100278,7.09,67.91,26.3,60.17,74.32,53.25,1,32.84,71.97,67.51,12.0,37.48,At_Risk
S100279,6.5,66.5,36.7,72.36,55.98,83.03,0,68.19,86.63,73.73,14.0,58.42,Average
S100280,7.15,69.28,28.86,66.54,31.95,88.89,0,71.8,79.75,89.49,48.0,52.55,Average
S100281,7.86,74.43,30.79,95.86,50.7,68.78,8,59.58,77.43,92.61,33.0,54.24,Average
S100282,9.06,90.26,37.07,81.98,60.07,66.27,0,40.46,62.13,93.98,26.0,60.93,Average
S100283,5.39,52.15,32.39,78.18,67.26,63.22,0,56.75,95.44,83.21,30.0,57.2,Average
S100284,9.77,93.33,50.0,67.34,63.38,100.0,1,65.78,47.06,86.69,23.0,80.62,Good
S100285,4.46,43.65,34.4,39.61,60.49,80.21,2,63.68,69.23,100.0,,43.87,At_Risk
S100286,6.8,64.25,39.94,57.89,55.81,58.71,0,45.56,84.85,100.0,7.0,37.27,At_Risk
S100287,7.76,73.8,19.47,60.29,70.5,47.3,2,24.61,67.62,80.71,170.0,39.69,At_Risk
S100288,7.37,67.6%,28.11,65.88,43.18,62.45,1,30.37,58.87,53.48,135.0,48.27,At_Risk
S100289,6.19,55.8,26.3,69.5,77.83,62.54,2,31.02,56.74,81.94,55.0,39.11,At_Risk
S100290,6.73,59.94,27.36,79.84,55.62,71.32,2,38.56,67.3,81.74,31.0,50.73,Average
S100291,6.36,54.84,38.32,74.1,98.07,68.58,1,60.75,93.18,61.06,93.0,56.77,Average
S100292,6.23,55.7,43.28,87.39,59.95,82.88,1,71.08,81.03,81.87,9.0,56.78,Average
S100293,8.1,76.3,37.76,65.32,57.32,32.79,2,25.59,82.06,64.33,9.0,46.81,At_Risk
S100294,7.46,71.3%,33.19,,56.0,74.99,0,67.2,84.93,85.65,12.0,64.21,Average
S100295,6.1,56.86,29.95,75.16,57.48,79.62,1,68.98,83.75,88.92,94.0,34.52,At_Risk
S100296,8.17,68.19,43.91,73.69,74.72,44.64,2,36.03,89.06,87.9,138.0,47.01,At_Risk
S100297,7.4,76.59,50.0,89.23,64.32,56.72,2,41.77,82.99,94.84,61.0,71.89,Good
S100298,8.06,80.9%,36.08,82.06,80.79,61.71,1,44.45,65.5,87.04,15.0,45.19,At_Risk
S100299,7.82,76.06,42.51,50.21,72.43,74.58,0,59.41,84.86,91.83,33.0,61.5,Average
S100300,5.92,63.89,37.75,68.29,65.5,62.62,3,45.37,71.55,99.38,138.0,27.5,At_Risk
S100301,6.27,55.67,41.04,69.79,70.97,67.55,2,36.52,49.03,73.37,57.0,52.14,Average
S100302,7.97,83.28,25.68,100.0,84.14,57.75,2,27.92,64.49,77.84,48.0,56.61,Average
S100303,7.79,70.2%,31.09,65.05,75.51,68.83,2,34.95,42.01,74.67,86.0,44.72,At_Risk
S100304,6.97,67.2,38.16,55.26,69.49,59.79,6,31.17,50.83,68.82,35.0,36.57,At_Risk
S100305,7.15,62.85,44.7,76.57,71.76,56.59,2,26.33,50.22,75.53,0.0,47.99,At_Risk
S100306,8.66,0.8234,28.45,77.45,46.56,69.83,5,44.01,60.08,92.52,226.0,57.94,Average
S100307,6.23,60.74,18.73,68.89,100.0,79.23,3,69.0,91.23,90.91,99.0,47.32,At_Risk
S100308,7.71,72.64,31.01,66.7,73.45,71.41,1,38.31,56.23,54.59,,48.31,At_Risk
S100309,6.74,66.86,43.08,84.23,75.05,65.07,1,53.8,89.27,100.0,152.0,74.73,Good
S100310,6.72,64.21,22.33,57.2,64.54,81.12,2,55.79,61.76,92.71,37.0,37.99,At_Risk
S100311,8.43,78%,25.58,64.89,28.24,62.04,3,50.15,81.57,83.41,38.0,47.63,At_Risk
S100312,8.07,74.4%,36.25,62.17,60.75,66.96,1,59.27,89.73,59.28,12.0,59.5,Average
S100313,8.06,79.79,34.07,86.41,66.22,83.21,0,72.33,85.86,62.22,132.0,63.06,Average
S100314,8.7,80.01,39.76,74.28,51.83,62.4,1,50.44,82.94,100.0,77.0,84.12,Good
S100315,7.03,70.42,25.17,54.03,51.7,60.97,1,44.55,79.32,95.07,24.0,41.05,At_Risk
S100316,7.89,79.81,32.4,55.53,59.57,77.67,2,70.59,91.84,96.93,258.0,65.81,Average
S100317,6.6,55.99,44.56,98.1,77.34,55.02,0,32.45,67.07,78.01,117.0,48.39,At_Risk
S100318,7.42,75.04,25.46,86.25,85.09,83.62,3,54.65,53.68,99.6,171.0,49.64,At_Risk
S100319,6.83,73.1%,46.82,82.62,67.74,42.81,0,14.88,62.86,59.46,15.0,53.93,Average
S100320,7.13,68.71,26.46,70.18,55.92,68.97,0,38.85,52.12,61.5,72.0,42.32,At_Risk
S100321,7.77,76.2%,41.8,92.63,59.2,59.54,1,25.15,49.03,95.13,376.0,78.71,Good
S100322,5.94,60.54,32.02,53.45,66.59,72.41,1,37.54,43.25,66.24,34.0,41.8,At_Risk
S100323,9.72,91.24,25.84,81.29,68.49,87.03,1,69.72,70.01,79.4,41.0,75.46,Good
S100324,5.69,54.8,31.02,63.35,71.96,52.96,1,32.89,61.67,53.38,62.0,46.61,At_Risk
S100325,5.42,46.25,39.36,66.27,57.97,49.74,0,29.79,66.36,37.33,4.0,22.4,At_Risk
S100326,8.51,81.36,34.95,80.89,73.47,82.95,1,58.69,62.8,64.68,20.0,54.42,Average
S100327,8.03,78.3%,43.95,67.85,72.2,65.01,0,52.63,79.66,74.32,31.0,73.01,Good
S100328,7.81,76.27,46.49,63.48,58.68,66.92,3,38.75,62.78,66.13,1.0,66.86,Average
S100329,7.82,78.52,25.54,62.57,37.49,64.54,1,55.74,84.21,89.31,30.0,47.91,At_Risk
S100330,6.98,63.25,24.95,40.2,50.84,63.29,2,29.75,51.03,95.16,63.0,43.44,At_Risk
S100331,5.83,53.29,24.56,81.45,90.08,56.14,1,47.4,88.02,89.15,2.0,44.19,At_Risk
S100332,7.1,75.02,27.81,54.9,37.9,64.85,3,37.57,58.01,62.65,61.0,32.73,At_Risk
S100333,6.12,57.54,43.83,97.88,86.08,57.04,1,40.13,73.31,87.87,129.0,52.65,Average
S100334,8.27,79%,39.48,65.69,37.34,81.02,1,57.0,65.79,61.58,13.0,50.94,Average
S100335,6.81,64.42,30.64,89.64,52.63,60.81,2,46.38,72.82,100.0,260.0,45.55,At_Risk
S100336,5.93,53.02,34.91,42.86,59.0,85.04,3,76.45,91.31,80.73,43.0,37.86,At_Risk
S100337,6.58,69.0%,46.23,80.97,93.52,76.7,1,43.56,47.24,67.16,,62.77,Average
S100338,7.54,69.49,50.0,84.83,65.42,54.97,2,34.67,71.75,80.79,58.0,73.72,Good
S100339,6.27,55.0%,37.08,89.55,61.58,54.18,5,40.16,78.83,82.52,40.0,48.69,At_Risk
S100340,5.93,54.54,13.73,47.08,50.03,65.13,1,41.4,71.44,90.61,85.0,23.5,At_Risk
S100341,7.32,61.5,37.38,59.46,73.35,58.48,2,45.74,82.25,51.68,16.0,22.58,At_Risk
S100342,7.32,66.92,42.48,78.65,56.8,58.39,2,52.18,98.98,69.56,202.0,64.37,Average
S100343,6.34,56.37,36.8,72.23,61.34,78.92,2,50.11,58.01,87.22,162.0,44.03,At_Risk
S100344,6.39,63.15,40.81,74.4,59.27,71.57,0,36.69,50.02,91.68,83.0,57.95,Average
S100345,7.3,66.67,37.86,64.6,76.52,83.99,2,50.3,44.72,100.0,125.0,60.76,Average
S100346,5.12,52%,25.12,93.26,77.19,54.07,2,22.67,55.93,100.0,99.0,43.81,At_Risk
S100347,5.17,54.71,27.91,100.0,50.75,44.17,0,16.75,62.89,69.67,51.0,40.81,At_Risk
S100348,6.07,60.75,32.43,71.56,54.96,58.5,1,48.64,79.74,100.0,14.0,18.2,At_Risk
S100349,6.72,63.0,43.52,,53.39,82.0,0,72.33,79.26,88.7,31.0,42.55,At_Risk
S100350,7.4,70.9,28.87,,67.93,59.85,0,50.36,95.45,100.0,173.0,70.65,Good
S100351,8.92,78.62,38.65,89.26,79.51,89.28,0,70.49,72.67,87.0,88.0,98.12,Excellent
S100352,8.11,76.6%,37.43,82.44,68.15,61.07,1,41.79,72.89,100.0,160.0,63.35,Average
S100353,6.79,61.08,47.69,54.0,29.95,75.59,0,53.27,72.87,96.24,168.0,62.44,Average
S100354,6.98,69.04,34.67,60.81,77.16,67.66,1,55.86,82.07,88.28,60.0,61.18,Average
S100355,5.7,64.41,20.96,54.86,43.42,42.52,1,36.33,86.73,73.42,46.0,16.71,At_Risk
S100356,6.98,68%,40.17,100.0,53.56,59.42,0,51.4,85.66,73.38,45.0,60.08,Average
S100357,6.62,54.97,50.0,79.53,68.17,74.24,2,67.16,93.9,65.75,47.0,61.78,Average
S100358,7.42,69.04,40.7,61.06,63.66,67.39,3,38.6,49.55,78.88,234.0,42.38,At_Risk
S100359,5.92,56.77,28.7,59.87,78.96,62.31,1,53.27,86.5,96.61,13.0,47.67,At_Risk
S100360,7.68,73.26,26.34,82.08,55.23,65.81,2,38.29,56.31,88.72,13.0,40.35,At_Risk
S100361,8.99,82.51,27.38,83.57,49.53,69.96,1,61.74,90.31,68.37,39.0,59.14,Average
S100362,6.86,66.14,50.0,81.97,60.01,32.62,3,12.74,73.99,94.52,130.0,48.52,At_Risk
S100363,7.52,66.49,32.38,63.62,80.63,60.75,2,47.11,86.16,62.36,153.0,56.67,Average
S100364,7.9,71.24,29.7,74.59,75.07,57.48,0,32.94,63.88,84.99,140.0,60.35,Average
S100365,6.48,64.13,33.73,71.66,66.39,77.0,1,67.62,89.28,100.0,70.0,60.39,Average
S100366,7.29,65.2,32.46,55.96,86.22,77.85,0,55.19,60.28,62.36,156.0,46.49,At_Risk
S100367,7.02,68.8%,47.54,56.1,83.32,70.21,1,48.06,62.96,82.56,17.0,79.51,Good
S100368,7.13,62.23,26.88,76.18,77.62,69.47,1,52.38,80.91,69.52,73.0,50.03,Average
S100369,6.0,64.01,44.45,72.95,46.15,41.84,0,22.37,65.53,100.0,32.0,39.43,At_Risk
S100370,7.03,63.71,35.98,78.3,77.53,56.19,2,46.78,97.38,100.0,26.0,55.75,Average
S100371,7.65,71.76,44.66,81.87,61.76,63.41,1,34.09,53.68,88.33,8.0,71.58,Good
S100372,8.89,85.74,47.66,92.49,58.68,66.58,1,43.44,65.48,93.17,36.0,93.84,Excellent
S100373,8.25,76.09,35.68,58.36,54.08,67.93,0,59.35,89.53,100.0,3.0,65.69,Average
S100374,9.8,94%,32.48,79.45,62.25,42.67,1,10.15,46.43,91.47,35.0,67.33,Average
S100375,6.0,59.32,35.53,81.24,54.99,80.68,3,57.0,66.78,67.65,52.0,57.63,Average
S100376,8.13,81.12,34.24,65.32,67.72,54.7,3,44.53,89.79,73.33,35.0,53.16,Average
S100377,7.24,71.93,21.74,71.83,62.23,38.53,1,26.8,79.56,73.22,118.0,45.2,At_Risk
S100378,9.85,92.86,47.42,65.7,68.53,78.19,1,67.06,79.59,54.01,26.0,80.08,Good
S100379,5.95,55.93,36.97,100.0,73.85,56.14,5,44.38,88.07,94.67,6.0,42.69,At_Risk
S100380,5.91,65.53,25.7,71.57,60.29,77.0,2,65.7,78.22,61.22,18.0,47.92,At_Risk
S100381,6.22,62.9,18.46,76.77,53.2,45.33,2,17.95,55.49,92.43,137.0,36.17,At_Risk
S100382,4.24,36.58,16.38,66.04,32.9,62.73,6,39.99,70.84,69.1,81.0,0.0,At_Risk
S100383,6.32,60.41,41.16,62.81,77.33,55.47,3,43.47,85.7,76.67,69.0,54.77,Average
S100384,6.01,56%,30.05,50.47,66.26,73.11,1,40.15,56.31,88.37,62.0,45.4,At_Risk
S100385,7.2,67.82,31.36,86.5,62.18,56.42,0,51.08,86.88,100.0,111.0,54.3,Average
S100386,7.44,65.8,38.91,81.53,83.75,73.11,6,47.54,56.67,93.04,17.0,49.26,At_Risk
S100387,9.44,88.02,30.87,65.48,44.38,62.5,1,41.2,69.79,78.23,19.0,59.73,Average
S100388,8.24,85.48,39.37,56.49,65.9,59.45,3,38.51,71.24,79.49,11.0,67.92,Average
S100389,6.25,61.69,35.76,72.7,49.58,79.69,1,58.15,68.65,62.34,33.0,43.25,At_Risk
S100390,5.83,45.44,34.33,62.53,75.5,93.4,1,73.8,76.02,89.55,26.0,49.32,At_Risk
S100391,7.64,77.44,22.42,66.67,29.38,63.26,3,29.86,49.92,78.77,197.0,50.06,Average
S100392,5.28,0.5455,28.44,51.05,77.86,57.94,0,34.38,65.27,66.04,1.0,17.67,At_Risk
S100393,9.38,87.68,39.82,73.26,77.2,66.2,2,47.41,78.14,91.67,51.0,83.24,Good
S100394,8.53,83.94,29.54,,50.23,69.4,0,38.6,49.64,100.0,105.0,62.55,Average
S100395,6.39,57.27,44.64,86.42,66.06,44.68,4,12.99,54.01,77.32,190.0,45.21,At_Risk
S100396,4.77,0.4346,50.0,67.74,50.58,54.81,0,26.58,59.48,71.56,271.0,33.76,At_Risk
S100397,8.76,89.21,40.25,,71.84,48.42,2,26.21,63.53,71.33,6.0,51.72,Average
S100398,6.85,64.0,46.94,46.65,78.12,53.02,1,46.74,90.64,86.02,17.0,51.41,Average
S100399,8.61,74.31,40.77,86.51,48.92,86.88,1,54.58,51.42,62.11,500.0,83.88,Good
S100400,4.93,46.56,30.73,83.39,44.25,38.27,1,8.75,52.6,81.13,30.0,28.04,At_Risk
S100401,6.22,58.78,36.6,70.43,82.54,72.84,2,39.84,43.98,73.91,5.0,51.77,Average
S100402,7.01,71.36,50.0,50.06,96.06,63.19,1,54.15,82.24,87.58,217.0,83.91,Good
S100403,7.06,67.14,30.81,51.78,72.91,71.17,0,37.33,49.29,88.73,41.0,54.2,Average
S100404,6.41,59.26,26.69,61.79,74.1,52.81,3,18.84,46.72,63.16,28.0,29.6,At_Risk
S100405,7.81,78.37,25.93,84.48,59.69,62.02,5,43.42,65.17,90.02,13.0,41.9,At_Risk
S100406,5.61,53.8,33.26,74.36,67.88,83.91,2,76.68,97.53,86.87,44.0,29.59,At_Risk
S100407,6.81,61.74,26.97,47.6,70.61,62.09,3,38.44,64.86,77.14,37.0,40.58,At_Risk
S100408,7.16,72.61,48.39,76.06,62.08,86.33,3,62.54,64.0,73.54,206.0,65.27,Average
S100409,7.67,73.63,36.73,57.41,86.6,32.57,5,11.65,61.26,73.63,19.0,38.82,At_Risk
S100410,7.93,75.3,42.77,62.17,67.83,75.01,3,60.16,82.72,77.43,7.0,53.98,Average
S100411,5.54,0.5332,32.61,84.58,69.89,68.54,5,61.39,97.06,66.03,26.0,24.77,At_Risk
S100412,5.01,43.27,25.88,81.48,62.41,49.3,3,27.43,68.85,69.73,63.0,18.7,At_Risk
S100413,8.66,80.17,24.52,86.4,64.03,79.91,1,65.48,76.64,83.07,32.0,57.12,Average
S100414,7.43,70.62,27.74,69.65,84.5,58.27,0,50.28,87.8,71.43,30.0,44.73,At_Risk
S100415,6.03,56.48,37.78,83.25,67.33,71.01,3,60.3,82.22,93.17,41.0,64.15,Average
S100416,9.02,91%,39.16,61.21,67.71,55.17,2,26.46,54.0,78.03,165.0,58.08,Average
S100417,7.15,68.8%,39.83,66.14,67.92,61.37,0,32.17,54.72,72.88,87.0,60.55,Average
S100418,8.53,84.48,23.09,65.11,59.17,77.17,3,49.14,60.58,84.97,60.0,33.64,At_Risk
S100419,7.09,67.37,35.0,70.36,42.47,98.58,4,91.31,90.94,73.91,41.0,32.91,At_Risk
S100420,9.68,96.18,26.79,50.7,90.16,56.33,2,48.01,99.71,68.3,6.0,50.72,Average
S100421,9.28,89.77,38.21,66.62,82.09,84.24,4,72.24,88.24,74.93,173.0,92.39,Excellent
S100422,6.68,63.48,38.83,91.77,84.98,85.42,3,51.04,38.43,49.36,11.0,44.72,At_Risk
S100423,8.26,78.45,25.62,53.61,47.84,76.29,4,63.04,84.17,50.44,17.0,35.37,At_Risk
S100424,7.84,70.65,42.74,50.06,88.12,77.98,1,44.93,64.17,66.2,48.0,78.08,Good
S100425,8.78,85.43,50.0,,96.47,58.81,0,34.03,68.23,62.09,12.0,75.94,Good
S100426,5.75,54.4%,41.68,100.0,81.72,55.4,2,49.58,87.74,89.75,82.0,47.13,At_Risk
S100427,7.89,72.96,33.7,76.97,91.37,61.85,1,42.23,75.05,98.9,55.0,64.36,Average
S100428,8.38,84.0,32.47,65.95,77.77,71.47,0,41.38,53.43,84.87,55.0,81.49,Good
S100429,4.71,39.78,33.33,71.02,51.45,64.08,0,57.18,84.25,51.55,273.0,30.35,At_Risk
S100430,5.46,50.2,28.91,73.41,73.12,58.29,0,34.99,65.77,58.85,90.0,28.19,At_Risk
S100431,4.35,45.43,37.02,60.39,48.67,58.86,0,44.25,84.93,85.25,105.0,36.88,At_Risk
S100432,6.65,64.43,25.89,62.24,55.44,64.05,0,53.04,89.54,77.42,75.0,34.33,At_Risk
S100433,7.93,75.17,19.88,67.63,70.06,79.18,3,58.33,67.64,52.15,24.0,41.89,At_Risk
S100434,8.95,86.06,36.76,59.13,67.91,53.98,3,25.1,54.07,67.14,5.0,45.15,At_Risk
S100435,7.1,68.13,35.17,64.05,72.41,75.36,1,47.0,65.09,63.88,66.0,53.52,Average
S100436,9.12,80.55,30.43,75.3,36.33,74.83,0,64.6,90.95,100.0,47.0,74.45,Good
S100437,5.21,48.06,24.74,55.04,62.53,61.21,0,45.76,75.01,90.58,11.0,32.98,At_Risk
S100438,4.79,52%,37.32,100.0,73.78,71.85,2,56.4,73.48,75.69,157.0,48.18,At_Risk
S100439,6.93,63.18,27.08,81.3,76.97,83.42,5,53.69,55.89,83.43,55.0,44.0,At_Risk
S100440,7.5,69.97,33.89,50.95,78.02,63.79,5,43.9,66.58,82.19,48.0,39.04,At_Risk
S100441,6.96,63.93,49.12,32.83,69.02,57.96,3,41.7,83.33,81.19,43.0,46.13,At_Risk
S100442,4.31,40.62,40.21,59.69,58.93,55.49,1,26.34,55.12,100.0,107.0,29.5,At_Risk
S100443,6.88,63.07,24.05,80.27,73.02,57.02,3,25.29,61.23,100.0,4.0,11.46,At_Risk
S100444,5.3,52.34,24.8,77.36,60.2,78.28,3,63.57,72.92,100.0,19.0,25.15,At_Risk
S100445,7.87,75.56,36.21,68.34,79.42,67.26,0,32.7,42.94,84.96,186.0,42.58,At_Risk
S100446,7.48,74.12,24.0,60.98,71.84,47.17,1,26.1,68.76,74.93,3.0,45.9,At_Risk
S100447,5.78,50.69,18.99,56.44,64.01,84.31,0,77.45,90.54,61.39,75.0,54.93,Average
S100448,6.33,58.79,39.26,63.96,52.7,65.65,1,49.68,75.93,65.07,22.0,43.66,At_Risk
S100449,5.62,52.52,37.57,54.81,82.91,74.24,0,52.91,63.97,95.21,62.0,58.37,Average
S100450,6.92,68%,38.6,64.02,73.94,75.82,2,46.03,54.21,60.89,,49.94,At_Risk
S100451,8.24,75.12,37.1,89.96,98.65,57.16,0,30.88,58.1,77.31,85.0,65.19,Average
S100452,5.72,58.0%,34.48,58.43,73.42,52.0,3,41.02,75.28,59.22,15.0,16.14,At_Risk
S100453,7.66,77.47,29.7,79.16,74.76,55.43,0,37.72,70.77,78.54,82.0,56.05,Average
S100454,6.31,56.0,39.13,81.45,41.56,65.46,0,57.51,86.53,64.08,122.0,45.2,At_Risk
S100455,5.97,54.74,47.24,53.81,69.97,73.69,2,42.37,45.49,89.96,15.0,53.25,Average
S100456,6.86,63.05,30.99,57.35,59.94,92.22,0,87.11,96.77,76.34,125.0,50.96,Average
S100457,5.65,64.24,26.83,86.03,78.22,79.67,3,66.85,89.23,67.87,10.0,39.65,At_Risk
S100458,6.28,57.94,25.92,56.11,70.35,42.46,1,14.59,58.39,65.66,24.0,25.33,At_Risk
S100459,5.44,58.42,28.07,69.14,80.76,66.02,1,60.36,84.76,82.01,36.0,49.73,At_Risk
S100460,9.55,85.7,36.62,100.0,99.12,38.43,1,11.8,58.94,80.76,30.0,60.93,Average
S100461,7.05,62.98,17.88,84.7,52.23,80.49,1,55.86,62.35,71.72,106.0,53.82,Average
S100462,6.09,55.1%,38.51,71.28,80.15,65.41,0,47.05,73.54,75.23,25.0,58.78,Average
S100463,7.28,65.76,40.15,82.61,75.94,68.46,1,59.22,95.18,72.61,111.0,72.48,Good
S100464,6.85,64.04,20.62,69.16,96.67,64.93,1,50.64,73.18,47.32,5.0,35.37,At_Risk
S100465,6.71,60.94,27.17,85.27,76.29,68.98,1,58.01,85.14,79.42,31.0,52.06,Average
S100466,7.8,70.81,35.64,39.31,74.62,59.09,0,53.91,96.28,56.66,195.0,45.57,At_Risk
S100467,7.98,80.49,33.85,67.91,78.62,69.28,2,53.24,79.73,66.69,39.0,54.31,Average
S100468,6.31,64.84,39.16,38.7,79.74,55.65,2,23.58,57.46,84.81,51.0,56.04,Average
S100469,6.25,63.19,33.87,72.42,88.27,71.78,4,52.4,70.91,76.41,112.0,43.64,At_Risk
S100470,6.64,65.2,45.12,66.46,51.89,71.52,1,48.5,65.36,100.0,4.0,44.14,At_Risk
S100471,4.01,38.44,32.43,90.41,58.72,74.22,2,40.98,51.04,68.04,96.0,22.82,At_Risk
S100472,5.03,45.8,27.14,,92.76,66.71,1,48.19,72.23,73.83,5.0,46.41,At_Risk
S100473,8.78,79.57,26.49,62.11,33.66,81.51,3,59.0,62.4,82.43,64.0,51.38,Average
S100474,9.14,88.27,40.88,63.91,63.64,91.64,1,83.87,89.38,79.44,76.0,72.38,Good
S100475,6.68,59%,35.24,75.71,67.39,48.06,3,39.05,89.03,95.71,12.0,34.12,At_Risk
S100476,7.75,70%,40.07,61.41,62.17,51.53,2,29.01,63.49,89.6,152.0,58.0,Average
S100477,7.4,74.96,39.9,69.51,90.3,65.78,0,59.34,92.74,100.0,67.0,64.66,Average
S100478,10.0,100.0,18.84,89.75,72.62,62.12,5,56.05,87.2,55.76,13.0,62.01,Average
S100479,8.46,81.9,25.88,57.56,58.8,74.17,1,66.04,86.13,91.79,158.0,56.91,Average
S100480,6.83,69.35,26.83,63.28,54.85,74.18,2,62.18,81.22,65.28,139.0,55.44,Average
S100481,5.76,53.72,28.47,65.39,69.51,71.9,1,63.97,93.49,86.67,89.0,68.11,Average
S100482,4.91,41.31,31.64,100.0,83.66,46.42,1,33.74,82.53,76.34,42.0,47.83,At_Risk
S100483,7.26,71.46,42.99,79.12,67.21,70.55,2,43.39,63.38,69.67,55.0,61.68,Average
S100484,6.02,59%,44.59,86.98,62.85,92.07,0,74.61,75.03,97.61,97.0,59.86,Average
S100485,5.15,49.22,32.66,81.52,53.88,74.71,0,49.79,65.13,54.84,29.0,40.64,At_Risk
S100486,6.16,58%,32.99,82.53,70.98,67.14,0,39.2,56.86,100.0,72.0,60.74,Average
S100487,5.59,56.99,29.36,77.1,70.1,76.04,2,61.19,77.85,89.47,78.0,53.99,Average
S100488,9.19,83.39,35.71,75.48,53.41,56.76,4,24.93,57.33,82.54,20.0,45.87,At_Risk
S100489,8.15,74.29,36.62,48.24,81.42,73.43,0,42.58,46.24,77.77,11.0,62.59,Average
S100490,6.99,62.37,41.45,75.37,92.3,67.73,0,50.33,73.93,74.44,14.0,65.04,Average
S100491,8.92,85.12,41.39,68.37,65.78,53.13,2,23.37,56.26,87.03,2.0,53.46,Average
S100492,7.1,63.1,16.58,78.18,69.83,71.19,3,56.08,79.93,59.09,111.0,50.64,Average
S100493,5.88,0.5313,33.78,68.94,47.32,68.57,4,41.87,60.91,33.9,133.0,32.44,At_Risk
S100494,8.98,82.49,46.07,81.45,76.8,78.5,1,44.36,49.24,81.29,129.0,45.42,At_Risk
S100495,7.7,72.11,31.5,84.1,72.43,69.73,1,55.38,73.4,68.81,213.0,60.92,Average
S100496,5.65,47.74,44.11,26.32,59.78,70.68,2,48.51,64.1,66.26,7.0,44.04,At_Risk
S100497,6.75,64.5,32.55,63.49,53.1,69.93,4,54.12,82.67,56.37,214.0,32.34,At_Risk
S100498,5.86,60.68,36.4,42.14,94.56,69.74,1,49.82,78.34,98.06,56.0,40.48,At_Risk
S100499,5.2,49.96,25.9,73.58,71.12,82.81,1,71.28,86.23,100.0,40.0,0.0,At_Risk
S100500,8.2,84.1,26.21,65.49,50.32,77.31,0,59.46,69.34,79.22,12.0,50.38,Average
S100501,9.48,95.42,40.8,90.34,78.69,55.81,2,31.47,67.87,77.67,53.0,86.73,Excellent
S100502,5.18,52.34,42.05,73.11,68.67,66.37,1,51.03,80.53,86.35,92.0,40.16,At_Risk
S100503,7.73,73.75,35.21,62.72,65.94,49.69,2,36.02,75.75,85.45,7.0,36.77,At_Risk
S100504,6.15,58.55,25.18,84.08,80.66,87.39,0,72.45,77.56,72.2,305.0,50.3,Average
S100505,6.37,63.54,35.35,65.23,23.2,58.94,0,44.57,94.63,98.19,199.0,66.52,Average
S100506,6.23,57.62,45.06,62.53,36.09,58.11,0,48.3,88.28,96.99,175.0,54.62,Average
