roll_number,hackathons_participated,preferred_domain,career_goal,submitted_at
S100567,0,Product/Management,Higher Studies,07/01/2024
S100568,1,Cybersecurity,Job,2024-01-08
S100569,1,Product/Management,Higher Studies,2024-03-14
S100570,0,AI/ML,Job,2024-02-19
S100571,1,Product/Management,Job,2024-03-16
S100572,0,Data Science,Higher Studies,2023-11-22
S100573,0,Data Science,Job,12-22-2023
S100574,3,Web Development,Job,2024/03/25 10:10:17
S100575,5,Cybersecurity,Job,2024-02-26
S100576,0,Product/Management,Higher Studies,02/11/2023
S100577,1,Web Development,Higher Studies,05/02/2024
S100578,0,Data Science,Job,03-25-2024
S100579,0,Web Development,Job,12-02-2023
S100580,0,Core Engineering,Job,2023-12-09
S100581,3,Cybersecurity,Higher Studies,2023-12-16
S100582,1,Web Development,Job,2024-01-14
S100583,3,Data Science,Higher Studies,2024/01/11 00:53:59
S100584,3,Product/Management,Job,2024/02/06 15:07:16
S100585,1,AI/ML,Startup/Entrepreneurship,2024-01-08
S100586,0,Product/Management,Job,30/11/2023
S100587,1,AI/ML,Job,2023-12-14
S100588,0,Core Engineering,Startup/Entrepreneurship,2024-01-29
S100589,1,Web Development,Job,01/01/2024
S100590,1,Cybersecurity,Startup/Entrepreneurship,2024-04-12
S100591,1,Cybersecurity,Job,2024-03-05
S100592,1,Data Science,Higher Studies,2023/11/28 07:22:36
S100593,1,AI/ML,Higher Studies,2024-03-27
S100594,1,Cybersecurity,,2023-11-13
S100595,0,,Job,24/11/2023
S100596,2,Product/Management,Job,2024-03-08
S100597,0,AI/ML,Startup/Entrepreneurship,2023-12-22
S100598,2,Cybersecurity,Job,2024-03-11
S100599,1,Product/Management,Startup/Entrepreneurship,2023-12-30
S100600,1,Web Development,Job,24/02/2024
S100601,1,AI/ML,Startup/Entrepreneurship,2023-11-08
S100602,0,Data Science,Job,20/01/2024
S100603,0,AI/ML,Job,2023-11-10
S100604,1,Cybersecurity,Job,2024-02-20
S100605,0,AI/ML,Job,2024-02-07
S100606,0,Core Engineering,Higher Studies,2024-01-05
S100607,0,Core Engineering,Job,2024-03-04
S100608,0,Web Development,Startup/Entrepreneurship,2023-12-23
S100609,3,Product/Management,Job,27/01/2024
S100610,0,AI/ML,Startup/Entrepreneurship,2023-12-14
S100611,3,Web Development,Job,21/12/2023
S100612,1,Product/Management,Job,2023-11-26
S100613,0,Web Development,Job,01/11/2023
S100614,1,Core Engineering,Higher Studies,2023-11-19
S100615,1,Core Engineering,Job,2024-03-08
S100616,3,AI/ML,Job,2024-04-07
S100617,0,Web Development,Job,12-03-2023
S100618,0,Cybersecurity,Job,20/01/2024
S100619,2,Product/Management,Higher Studies,2023-11-23
S100620,0,Data Science,,2024-02-14
S100621,2,Web Development,Job,31/01/2024
S100622,5,Web Development,Job,19/11/2023
S100623,2,Web Development,Job,2023/11/25 14:11:04
S100624,1,Web Development,Job,2024/02/24 20:27:31
S100625,1,AI/ML,Job,01-05-2024
S100626,2,Core Engineering,Job,2023-11-23
S100627,0,Core Engineering,Higher Studies,2024-04-01
S100628,1,Cybersecurity,Job,2023-12-03
S100629,1,Core Engineering,Startup/Entrepreneurship,2024-03-13
S100630,3,Cybersecurity,Job,2024-02-18
S100631,3,Data Science,Higher Studies,2023-12-06
S100632,2,Product/Management,Job,2024-02-14
S100633,2,Core Engineering,Startup/Entrepreneurship,07/11/2023
S100634,1,Data Science,Job,2024-03-30
S100635,1,Data Science,Job,2024-02-21
S100636,2,Product/Management,Higher Studies,2024-01-22
S100637,1,Web Development,Higher Studies,20/11/2023
S100638,1,Cybersecurity,Job,2024-03-15
S100639,0,AI/ML,Higher Studies,06/11/2023
S100640,1,Cybersecurity,Job,06/02/2024
S100641,2,Cybersecurity,Job,2024-01-14
S100642,4,Product/Management,Job,2024-02-14
S100643,0,Cybersecurity,Job,2024-03-11
S100644,1,AI/ML,Higher Studies,2024-01-14
S100645,2,Core Engineering,Job,15/02/2024
S100646,0,AI/ML,Job,2024-02-04
S100647,2,AI/ML,Job,2023-11-02
S100648,4,AI/ML,Job,2024-02-08
S100649,3,Product/Management,Job,2024-03-31
S100650,1,Product/Management,Job,23/03/2024
S100651,1,Data Science,Job,2024-03-05
S100652,3,Data Science,Higher Studies,2024-03-10
S100653,1,Web Development,Higher Studies,2024-01-19
S100654,1,Cybersecurity,Startup/Entrepreneurship,2023-12-08
S100655,1,Cybersecurity,Higher Studies,2024-01-06
S100656,0,Product/Management,Job,13/11/2023
S100657,1,Core Engineering,Job,2024-04-01
S100658,0,Product/Management,Job,2024-03-07
S100659,1,Product/Management,Startup/Entrepreneurship,2023-11-23
S100660,0,Core Engineering,Higher Studies,02/01/2024
S100661,3,Product/Management,Job,2024-01-18
S100662,0,AI/ML,Job,18/11/2023
S100663,0,Product/Management,Job,2024-03-29
S100664,1,Data Science,Job,04-12-2024
S100665,0,Product/Management,Higher Studies,2024-03-08
S100666,0,Product/Management,Job,2023-12-27
S100667,3,Web Development,Higher Studies,01-26-2024
S100668,1,Core Engineering,Job,2024-03-22
S100669,0,Product/Management,Job,02-22-2024
S100670,1,AI/ML,Higher Studies,2023-12-30
S100671,1,Data Science,Startup/Entrepreneurship,16/03/2024
S100672,1,Data Science,Job,07/11/2023
S100673,0,Product/Management,Higher Studies,12-12-2023
S100674,3,,Startup/Entrepreneurship,2024-02-12
S100675,3,Web Development,Job,04-05-2024
S100676,3,Core Engineering,Job,2023-12-15
S100677,2,Product/Management,Startup/Entrepreneurship,2024-02-01
S100678,3,Web Development,Higher Studies,2023-11-14
S100679,0,Cybersecurity,Job,23/02/2024
S100680,1,Core Engineering,Higher Studies,2024/02/22 16:55:05
S100681,0,Core Engineering,Job,2023-11-10
S100682,2,Product/Management,Job,2024-03-28
S100683,2,Core Engineering,Job,2024-02-10
S100684,2,Product/Management,Higher Studies,2023-11-24
S100685,2,AI/ML,,22/01/2024
S100686,1,Web Development,Job,2024-02-10
S100687,2,Web Development,Startup/Entrepreneurship,04-10-2024
S100688,0,Core Engineering,Job,2024-02-23
S100689,2,Product/Management,Job,17/01/2024
S100690,0,Cybersecurity,Job,01-14-2024
S100691,1,AI/ML,,2023-12-05
S100692,1,Core Engineering,Higher Studies,2024-03-01
S100693,1,Data Science,Job,2024-01-25
S100694,3,Web Development,Job,06/04/2024
S100695,0,Web Development,Job,2024-02-04
S100696,0,Product/Management,Startup/Entrepreneurship,04/03/2024
S100697,2,AI/ML,Startup/Entrepreneurship,2024-03-18
S100698,0,Core Engineering,Startup/Entrepreneurship,26/03/2024
S100699,3,Product/Management,Job,2023-11-07
S100700,1,Product/Management,Higher Studies,29/03/2024
S100701,0,Product/Management,Job,2024-02-11
S100702,0,AI/ML,Job,01-19-2024
S100703,2,,Job,2024-01-23
S100704,1,Web Development,Higher Studies,02-01-2024
S100705,3,Data Science,Higher Studies,12-24-2023
S100706,1,Data Science,Higher Studies,22/01/2024
S100707,1,AI/ML,Job,2024-04-06
S100708,1,Cybersecurity,Job,2024-04-08
S100709,1,Data Science,Job,11-17-2023
S100710,6,Core Engineering,Job,2024-01-25
S100711,1,Core Engineering,Job,2024-03-15
S100712,0,Core Engineering,Job,2023-12-28
S100713,0,Cybersecurity,Job,2023-12-11
S100714,3,AI/ML,Job,2024-01-11
S100715,1,AI/ML,Job,2023/11/30 11:41:22
S100716,1,Cybersecurity,Startup/Entrepreneurship,24/01/2024
S100717,0,Cybersecurity,Higher Studies,05/04/2024
S100718,2,Product/Management,Job,2024-03-30
S100719,0,AI/ML,Higher Studies,2024-03-31
S100720,0,Web Development,Job,2023-11-27
S100721,1,Web Development,Higher Studies,2024-01-29
S100722,2,Data Science,Job,2023-11-26
S100723,0,AI/ML,Job,2023-12-13
S100724,1,AI/ML,Job,01/02/2024
S100725,0,Web Development,Job,2023/12/08 11:11:53
S100726,1,Web Development,Job,2024-02-01
S100727,0,Core Engineering,Job,2024-03-14
S100728,1,Web Development,Job,2024-03-01
S100729,1,Cybersecurity,Job,2023-12-19
S100730,0,Cybersecurity,Job,2024/02/25 10:50:34
S100731,1,AI/ML,Job,2023-11-13
S100732,2,Web Development,Job,01-11-2024
S100733,0,AI/ML,Job,2024-02-28
S100734,1,Product/Management,Job,2023-11-17
S100735,1,Cybersecurity,Startup/Entrepreneurship,2023-12-15
S100736,2,Data Science,Job,08/02/2024
S100737,0,Core Engineering,Job,2023-12-13
S100738,0,Product/Management,Job,12-10-2023
S100739,1,Data Science,Job,2024-01-23
S100740,3,Core Engineering,Job,2023-12-16
S100741,1,Product/Management,Job,2024-02-01
S100742,2,Product/Management,Job,2024-01-21
S100743,1,Data Science,Higher Studies,13/01/2024
S100744,0,Data Science,Higher Studies,2023-12-17
S100745,0,Product/Management,Job,29/01/2024
S100746,0,Data Science,Job,2023-11-25
S100747,3,Data Science,Higher Studies,2023-11-18
S100748,2,Core Engineering,Startup/Entrepreneurship,2024-01-06
S100749,0,Core Engineering,Job,01/04/2024
S100750,1,Core Engineering,Higher Studies,17/01/2024
S100751,1,Cybersecurity,Higher Studies,03-19-2024
S100752,1,Cybersecurity,Job,25/03/2024
S100753,0,Data Science,Job,2023-12-31
S100754,2,Data Science,job,2024-03-12
S100755,0,Product/Management,Job,06/01/2024
S100756,2,Product/Management,Higher Studies,07/04/2024
S100757,1,AI/ML,Job,2023-12-01
S100758,2,Cybersecurity,Job,2024-04-08
S100759,0,AI/ML,Higher Studies,18/03/2024
S100760,2,Core Engineering,Job,2023-12-06
S100761,1,Cybersecurity,Higher Studies,2024-01-27
S100762,1,Web Development,Higher Studies,2024-03-21
S100763,1,Cybersecurity,Job,13/04/2024
S100764,1,Core Engineering,Job,2024-03-08
S100765,1,Web Development,Higher Studies,2023-12-13
S100766,2,Core Engineering,Job,2023-12-29
S100767,0,Data Science,Job,14/04/2024
S100768,3,Cybersecurity,Job,2024-02-21
S100769,2,Data Science,Job,2024-03-18
S100770,1,Cybersecurity,Job,08/11/2023
S100771,1,Product/Management,Startup/Entrepreneurship,14/11/2023
S100772,1,Cybersecurity,Job,2023-11-19
S100773,1,Cybersecurity,Higher Studies,2024-01-25
S100774,2,Web Development,Higher Studies,2024-02-21
S100775,1,Product/Management,Job,14/04/2024
S100776,1,Product/Management,Job,2024-03-14
S100777,1,AI/ML,Job,2023-12-09
S100778,2,AI/ML,Startup/Entrepreneurship,2023-12-05
S100779,1,AI/ML,Higher Studies,2023-12-24
S100780,0,Cybersecurity,Job,2024-03-12
S100781,1,Web Development,Job,2024-02-06
S100782,1,AI/ML,Higher Studies,2024-04-06
S100783,2,Cybersecurity,Higher Studies,2023-12-08
S100784,0,Web Development,,28/03/2024
S100785,1,Core Engineering,Job,2023-11-21
S100786,0,Web Development,Job,26/01/2024
S100787,2,Data Science,Job,2024-02-11
S100788,1,Web Development,Job,2023/11/25 22:46:20
S100789,1,Cybersecurity,Job,2024-03-29
S100790,0,AI/ML,Higher Studies,15/01/2024
S100791,0,Core Engineering,Startup/Entrepreneurship,12-04-2023
S100792,1,AI/ML,Job,2023-11-10
S100793,2,Web Development,Job,2024-02-06
S100794,1,Data Science,Job,24/01/2024
S100795,1,Product/Management,Job,2024-04-08
S100796,1,Data Science,Job,2023-11-03
S100797,2,Data Science,Higher Studies,24/02/2024
S100798,0,Web Development,Higher Studies,16/02/2024
S100799,0,Product/Management,Higher Studies,2024-02-12
S100800,0,Web Development,Job,2023-11-05
S100801,0,,Job,2024-03-01
S100802,2,Web Development,Job,2023-11-22
S100803,1,Core Engineering,Startup/Entrepreneurship,2024-01-07
S100804,1,Cybersecurity,Job,23/12/2023
S100805,1,AI/ML,Higher Studies,2023-11-20
S100806,0,Data Science,Higher Studies,02/04/2024
S100807,2,Product/Management,Job,17/02/2024
S100808,1,Core Engineering,Startup/Entrepreneurship,2024-01-12
S100809,0,Product/Management,Job,2023-12-09
S100810,1,Data Science,Job,12/12/2023
S100811,0,Data Science,Job,31/01/2024
S100812,0,Cybersecurity,Higher Studies,2024-02-01
S100813,1,Cybersecurity,Higher Studies,2023-11-25
S100814,1,Cybersecurity,Job,11-24-2023
S100815,0,Data Science,Higher Studies,2023-12-31
S100816,1,Product/Management,Higher Studies,10/11/2023
S100817,0,Product/Management,Job,2024-03-04
S100818,0,Web Development,Job,2024-03-24
S100819,2,Cybersecurity,Job,05/02/2024
S100820,1,AI/ML,Higher Studies,16/01/2024
S100821,0,Core Engineering,Job,2023-11-02
S100822,2,Cybersecurity,Higher Studies,2024-01-26
S100823,0,Core Engineering,Startup/Entrepreneurship,2023-12-21
S100824,1,Cybersecurity,Job,07/04/2024
S100825,2,AI/ML,Job,2024-03-22
S100826,1,Web Development,Job,2024-01-12
S100827,2,Web Development,Higher Studies,2023-11-21
S100828,1,Data Science,Job,2023-12-22
S100829,1,Core Engineering,Job,2023-12-09
S100830,0,Data Science,Higher Studies,17/03/2024
S100831,1,Web Development,Higher Studies,26/01/2024
S100832,2,Data Science,Startup/Entrepreneurship,2023-11-05
S100833,2,AI/ML,Job,2023-12-22
S100834,1,Data Science,Job,09/04/2024
S100835,0,Cybersecurity,Higher Studies,18/03/2024
S100836,2,Cybersecurity,Job,2024-02-01
S100837,2,Product/Management,Job,2024-03-18
S100838,1,Cybersecurity,Higher Studies,25/03/2024
S100839,0,Product/Management,Higher Studies,2024-01-22
S100840,2,Product/Management,Job,2024-02-06
S100841,1,AI/ML,Startup/Entrepreneurship,2024-01-16
S100842,1,Data Science,Job,2024-02-10
S100843,0,Web Development,Job,2023-12-22
S100844,1,Cybersecurity,Higher Studies,16/11/2023
S100845,2,Core Engineering,Job,2023-12-06
S100846,0,Web Development,Job,2023/11/14 18:35:24
S100847,1,Web Development,Higher Studies,2024-02-01
S100848,0,Cybersecurity,Higher Studies,2023-11-25
S100849,2,Product/Management,Job,2023-11-28
S100850,1,Core Engineering,Higher Studies,11/03/2024
S100851,0,AI/ML,Startup/Entrepreneurship,01-20-2024
S100852,0,Data Science,Job,2024-02-18
S100853,1,Web Development,Job,2023-12-20
S100854,2,Web Development,,2024-01-07
S100855,0,Core Engineering,Job,13/01/2024
S100856,0,Cybersecurity,Job,2024-03-29
S100857,0,Core Engineering,Job,2024-03-19
S100858,0,Cybersecurity,Job,2024-03-07
S100859,1,Product/Management,Job,03-12-2024
S100860,1,AI/ML,Job,02-02-2024
S100861,2,Cybersecurity,Job,07/04/2024
S100862,1,Product/Management,Job,2024-04-12
S100863,0,Web Development,Job,2023-11-20
S100864,2,AI/ML,Higher Studies,2023-12-02
S100865,0,AI/ML,Higher Studies,2023-11-24
S100866,4,Web Development,Job,2023-11-20
S100867,3,AI/ML,Job,2024-02-25
S100868,0,AI/ML,Job,07/11/2023
S100869,0,Product/Management,Higher Studies,17/12/2023
S100870,2,Product/Management,HIGHER STUDIES,2024-01-14
S100871,2,,Higher Studies,2024-03-25
S100872,4,Core Engineering,Job,2023/11/27 01:03:56
S100873,3,Cybersecurity,Higher Studies,26/03/2024
S100874,0,Web Development,Job,2023-11-26
S100875,0,Cybersecurity,,2024/01/24 04:48:57
S100876,0,Core Engineering,Higher Studies,2024-02-01
S100877,0,Cybersecurity,Job,2023-12-28
S100878,1,Cybersecurity,Job,2024/04/12 09:43:38
S100879,1,Cybersecurity,Job,2024-04-06
S100880,2,Cybersecurity,Job,14/12/2023
S100881,2,Core Engineering,Job,24/12/2023
S100882,1,Cybersecurity,Higher Studies,2024-02-02
S100883,2,Product/Management,Startup/Entrepreneurship,12-25-2023
S100884,0,Cybersecurity,Higher Studies,2023-11-22
S100885,1,Cybersecurity,Higher Studies,02-15-2024
S100886,1,Web Development,Higher Studies,2023-12-01
S100887,1,Core Engineering,Job,08/03/2024
S100888,3,Web Development,Job,2023-12-28
S100889,1,Data Science,Startup/Entrepreneurship,2024-01-22
S100890,1,Web Development,Higher Studies,2024-03-03
S100891,0,Core Engineering,Job,2023-12-21
S100892,2,Core Engineering,Higher Studies,2024-01-07
S100893,1,Product/Management,Job,05/03/2024
S100894,4,Cybersecurity,Job,2024-02-26
S100895,2,Data Science,Startup/Entrepreneurship,2023-12-10
S100896,1,Core Engineering,Job,2023-11-04
S100897,1,Core Engineering,Higher Studies,20/11/2023
S100898,2,Product/Management,Higher Studies,2023-11-06
S100899,2,Cybersecurity,Job,2023-11-08
S100900,0,Core Engineering,Higher Studies,2024-03-09
S100901,0,Core Engineering,Higher Studies,2023-11-10
S100902,1,Core Engineering,Job,2023-12-25
S100903,1,AI/ML,Job,05/01/2024
S100904,1,Data Science,Higher Studies,2024/02/29 04:12:18
S100905,1,Product/Management,Higher Studies,22/02/2024
S100906,0,Core Engineering,Job,2023-12-23
S100907,1,Product/Management,Job,12-08-2023
S100908,0,AI/ML,Higher Studies,2024-02-01
S100909,0,Core Engineering,Job,2024-03-07
S100910,3,Cybersecurity,Job,2024-01-09
S100911,0,Product/Management,Job,25/01/2024
S100912,1,Data Science,Startup/Entrepreneurship,15/03/2024
S100913,2,Core Engineering,Higher Studies,2023-11-23
S100914,2,AI/ML,Job,2023-12-12
S100915,2,AI/ML,Higher Studies,2024-01-19
S100916,0,Data Science,Job,03-24-2024
S100917,0,AI/ML,Job,2024-02-22
S100918,0,Data Science,Job,2024-01-07
S100919,3,Data Science,Higher Studies,2024-03-19
S100920,0,Core Engineering,Job,22/11/2023
S100921,1,AI/ML,Startup/Entrepreneurship,12-29-2023
S100922,1,Core Engineering,Job,2024-02-24
S100923,1,Data Science,Job,01/03/2024
S100924,1,AI/ML,Higher Studies,2023-11-28
S100925,2,Cybersecurity,Job,2024-03-12
S100926,2,AI/ML,Job,22/11/2023
S100927,5,Core Engineering,Job,22/03/2024
S100928,0,Data Science,Job,2023-12-01
S100929,0,AI/ML,Job,02-21-2024
S100930,3,Product/Management,Job,12-08-2023
S100931,0,AI/ML,Higher Studies,2024-01-11
S100932,1,Data Science,Higher Studies,11/01/2024
S100933,1,Web Development,Higher Studies,2024-01-03
S100934,1,Web Development,Job,13/02/2024
S100935,2,Product/Management,Job,2023-11-03
S100936,1,Web Development,Higher Studies,12/04/2024
S100937,1,AI/ML,Job,2024-01-29
S100938,1,AI/ML,Job,28/01/2024
S100939,3,Web Development,Job,12-27-2023
S100940,1,AI/ML,Job,2023-11-01
S100941,2,Web Development,Higher Studies,2024-01-10
S100942,3,AI/ML,Job,2024-02-01
S100943,1,AI/ML,Job,2023-11-02
S100944,1,Data Science,Job,11-09-2023
S100945,0,Core Engineering,Job,2024-01-12
S100946,3,Core Engineering,Job,2023-12-25
S100947,1,Web Development,Startup/Entrepreneurship,2023-11-17
S100948,0,Data Science,Startup/Entrepreneurship,2024-01-16
S100949,3,Web Development,Higher Studies,2024-01-02
S100950,2,Cybersecurity,Higher Studies,05/03/2024
S100951,3,Web Development,Job,12-01-2023
S100952,0,Data Science,Job,15/12/2023
S100953,1,Core Engineering,Job,2024-01-10
S100954,1,,Job,14/11/2023
S100955,1,Cybersecurity,Job,16/12/2023
S100956,0,Data Science,Job,2023-12-16
S100957,0,AI/ML,Job,2024-02-15
S100958,0,AI/ML,Job,2024/04/14 18:15:22
S100959,0,Data Science,Startup/Entrepreneurship,01-15-2024
S100960,1,Data Science,Job,2024-01-22
S100961,2,Product/Management,Job,2023-12-10
S100962,0,Web Development,Job,2023-12-05
S100963,1,AI/ML,Job,01/12/2023
S100964,1,Cybersecurity,Job,2024-03-11
S100965,2,Data Science,Job,2024-02-25
S100966,1,Core Engineering,Job,2024-03-13
S100967,2,Product/Management,Job,2023-11-07
S100968,0,Data Science,Job,2023/11/24 22:18:44
S100969,1,Product/Management,Higher Studies,2023-11-28
S100970,2,Core Engineering,Higher Studies,2024-03-19
S100971,2,Cybersecurity,Job,2023-12-24
S100972,0,Cybersecurity,Job,02/03/2024
S100973,1,Core Engineering,Startup/Entrepreneurship,28/03/2024
S100974,0,Product/Management,Higher Studies,2024-02-24
S100975,3,Data Science,JOB,2023-11-13
S100976,0,AI/ML,Higher Studies,2023-11-20
S100977,0,Product/Management,Higher Studies,17/12/2023
S100978,0,AI/ML,Job,2024-03-10
S100979,2,Data Science,Job,2024-01-15
S100980,2,,Higher Studies,2023-11-28
S100981,1,,Job,2024-03-22
S100982,1,Data Science,Job,2024-03-24
S100983,1,Cybersecurity,Job,2024-02-06
S100984,0,Core Engineering,Job,24/12/2023
S100985,3,AI/ML,Job,2024-01-26
S100986,1,AI/ML,Higher Studies,2023-12-05
S100987,1,Core Engineering,Job,2024-01-18
S100988,0,Core Engineering,Startup/Entrepreneurship,11/03/2024
S100989,4,AI/ML,Job,02-01-2024
S100990,0,Product/Management,Higher Studies,26/02/2024
S100991,1,Core Engineering,Job,2024-03-05
S100992,0,Core Engineering,STARTUP/ENTREPRENEURSHIP,2023-12-26
S100993,0,Data Science,Job,01/11/2023
S100994,1,Core Engineering,Job,2024-03-22
S100995,2,Product/Management,Startup/Entrepreneurship,02/01/2024
S100996,0,Core Engineering,Higher Studies,2023-11-11
S100997,2,AI/ML,Job,2023-11-21
S100998,3,AI/ML,Higher Studies,2024-01-21
S100999,1,Core Engineering,JOB,2024-04-11
S101000,3,AI/ML,Job,01/02/2024
S101001,1,Core Engineering,Job,2024-04-12
S101002,0,Data Science,Job,2024-01-01
S101003,2,AI/ML,Job,2024-01-28
S101004,0,Data Science,Job,2024-01-18
S101005,2,Web Development,Job,03-21-2024
S101006,5,Web Development,Higher Studies,2024-01-11
S101007,3,Data Science,Job,04/04/2024
S101008,4,Core Engineering,Higher Studies,2023-12-29
S101009,1,Product/Management,Startup/Entrepreneurship,2024-03-27
