student_id,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,study_hours_daily,self_learning_hours,motivation_level,adaptability_score,gym_frequency,family_income_lpa,resume_score,communication_skills,aptitude_score,mock_interview_score,hackathons_participated,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,wellness_score,screen_to_study_ratio,backlog_history,attendance_percentage,cgpa,at_risk_flag
S200138,3.57,4.37,0.07,5.21,68.68,4.02,1.34,4.9,46.9,3,13.6,53.64,69.1,64.2,27.01,1,5,0,5,4.2,96.93,36.07,1.09,2,66.55,7.47,1
S200139,6.82,8.52,0.28,6.38,74.63,4.82,4.1,7.12,76.48,3,6.2,51.78,50.4,91.91,43.74,0,4,1,5,6.26,53.87,43.27,1.77,0,67.23,7.36,0
S200140,5.3,6.25,0.93,4.29,48.13,3.27,0.25,4.24,53.29,4,1.0,33.23,54.9,52.93,52.68,3,1,2,0,5.66,60.11,53.4,1.91,1,100.0,5.79,1
S200141,6.99,7.55,3.4,5.88,20.64,2.88,0.52,5.94,38.2,1,4.9,24.41,76.72,26.81,36.91,0,5,0,5,8.84,41.64,69.5,2.62,1,91.83,4.91,0
S200142,5.56,4.53,0.47,6.48,36.03,2.04,3.12,3.96,69.48,6,4.7,60.55,41.62,65.7,39.41,0,3,1,3,4.27,34.16,55.58,2.22,0,72.1,5.42,0
S200143,4.73,5.43,0.61,6.98,40.72,3.39,3.02,6.62,73.72,4,1.0,39.03,71.67,54.07,51.06,1,0,1,6,1.92,72.65,42.08,1.6,1,78.82,7.87,1
S200144,4.56,6.08,0.34,7.46,45.76,1.57,0.91,4.99,75.08,0,1.3,34.31,66.37,48.24,59.23,1,2,1,7,2.5,36.87,44.01,3.87,1,76.67,5.96,0
S200145,5.58,7.21,0.01,4.96,43.19,3.51,0.02,7.36,75.6,3,5.3,46.72,92.85,58.56,98.01,0,6,0,6,9.42,28.19,47.86,2.05,0,92.62,5.98,0
S200146,5.92,9.03,4.01,8.78,58.06,4.78,0.88,3.42,53.53,1,1.0,47.82,62.43,52.5,48.43,0,5,2,8,3.8,62.9,29.94,1.89,0,87.46,7.54,1
S200147,5.15,2.58,2.65,6.48,29.09,2.34,3.66,4.6,37.33,1,12.8,54.65,100.0,49.01,49.01,2,3,0,3,5.67,41.86,58.79,1.1,0,60.31,7.04,1
S200148,5.91,4.54,3.24,5.22,100.0,1.86,0.73,7.35,46.88,1,2.9,44.17,39.83,59.44,58.04,1,4,1,2,3.49,32.15,32.49,2.45,1,77.48,5.05,1
S200149,4.15,4.67,0.91,8.46,40.51,4.45,4.36,6.57,64.42,0,10.0,71.58,57.9,59.15,25.99,1,1,0,4,7.1,43.77,39.01,1.05,0,83.41,5.08,1
S200150,6.32,6.78,3.09,4.99,61.16,2.92,1.38,6.49,56.63,2,27.6,71.68,43.84,54.31,63.73,0,4,1,4,8.03,66.23,53.3,2.32,0,79.09,6.36,0
S200151,3.79,4.7,2.16,3.39,59.81,2.24,0.99,3.54,77.28,2,5.0,50.84,76.72,75.21,48.09,1,1,1,7,9.58,27.75,47.12,2.1,1,56.99,5.81,1
S200152,6.03,6.66,1.55,6.59,49.64,3.27,0.53,2.29,88.09,2,1.0,39.31,36.38,63.57,52.47,0,1,1,3,5.25,82.83,52.18,2.03,1,73.5,6.84,0
S200153,7.28,9.2,0.42,2.34,32.46,3.74,0.62,2.72,49.32,3,1.0,28.85,91.02,53.35,63.25,3,2,0,9,6.6,70.99,66.64,2.46,0,82.9,7.05,1
S200154,7.83,6.82,2.51,4.54,85.51,3.08,1.2,3.45,74.51,2,1.7,57.7,63.77,60.25,47.84,2,1,2,3,4.55,42.82,39.53,2.21,1,79.09,9.13,0
S200155,8.7,9.48,0.58,5.97,38.73,3.17,0.98,4.61,58.31,5,1.0,37.84,45.18,47.97,61.4,0,6,0,3,7.05,7.35,62.73,2.99,0,96.16,6.72,1
S200156,4.12,6.44,0.93,6.86,55.79,4.42,0.11,3.6,65.75,1,6.1,58.71,57.89,61.91,56.52,1,0,0,6,9.37,69.96,44.92,1.46,0,54.76,4.77,1
S200157,7.36,2.07,2.99,7.57,31.19,2.6,0.98,6.75,32.7,1,1.0,38.98,35.56,54.53,34.13,3,2,0,3,5.94,67.37,61.3,0.8,1,85.19,6.7,0
S200158,7.99,6.39,1.47,6.68,56.4,0.41,0.02,5.51,66.84,4,6.0,37.73,47.74,44.8,46.15,1,3,0,6,6.45,45.24,49.84,15.49,2,63.54,5.98,1
S200159,7.67,7.21,0.5,6.56,61.35,4.05,0.79,10.0,45.19,2,4.1,72.68,31.36,87.01,30.42,1,2,2,7,0.0,24.51,46.84,1.78,0,59.69,5.82,0
S200160,5.0,4.9,0.16,4.33,31.43,6.5,2.37,1.0,52.43,3,4.4,69.29,56.63,44.9,30.9,1,1,0,5,8.74,50.74,57.33,0.75,0,94.94,5.4,0
S200161,6.88,6.13,2.35,6.73,66.19,0.62,2.02,7.22,79.65,1,12.1,70.25,73.95,100.0,45.26,0,2,0,2,10.0,51.44,41.66,9.91,2,44.79,4.12,0
S200162,8.9,9.6,0.34,4.95,45.4,2.46,0.69,8.71,64.16,2,20.2,56.56,57.74,54.84,66.23,1,5,2,3,7.55,26.17,68.56,3.9,2,77.21,6.16,0
S200163,4.2,7.63,0.05,5.22,14.42,3.1,0.45,4.89,33.98,2,2.2,60.85,69.46,74.16,19.27,0,3,0,2,9.76,73.19,56.32,2.46,2,73.83,7.48,0
S200164,6.97,3.83,0.42,4.64,29.24,2.02,0.42,5.72,72.25,3,2.6,48.95,83.74,55.41,88.32,2,0,0,6,3.26,51.45,68.6,1.9,3,74.51,8.72,0
S200165,7.86,3.38,0.4,8.86,20.29,0.88,2.07,4.79,37.1,2,7.8,45.61,63.56,72.04,79.68,2,4,0,7,2.8,33.9,57.95,3.86,2,83.37,5.41,1
S200166,5.32,8.08,0.26,8.67,18.69,3.31,0.35,6.19,86.27,1,7.3,64.33,44.47,52.23,76.49,2,6,0,3,7.17,35.7,53.13,2.44,2,77.51,6.5,1
S200167,7.12,7.92,2.96,1.28,55.52,5.14,1.06,4.18,56.15,1,1.7,50.63,43.52,26.71,68.21,2,2,2,1,7.29,81.28,64.79,1.54,0,86.97,7.33,0
S200168,4.8,3.56,0.69,4.99,56.2,2.66,0.12,9.73,42.69,1,3.1,60.08,48.45,83.62,48.66,2,0,0,5,5.62,31.41,48.95,1.34,0,68.81,9.55,0
S200169,5.16,5.99,1.22,3.52,35.76,6.16,1.04,4.04,48.74,0,39.2,34.32,59.0,75.47,51.95,1,1,2,3,4.23,22.41,65.48,0.97,0,59.99,6.99,0
S200170,5.16,6.67,2.44,5.61,19.86,3.67,2.06,9.69,76.28,3,1.0,31.74,60.06,79.33,63.34,1,4,0,5,6.46,66.9,61.17,1.82,0,89.5,7.17,0
S200171,6.57,8.9,0.98,8.55,44.35,1.02,2.8,1.68,51.7,2,30.4,54.44,62.71,49.77,42.28,2,1,2,1,3.05,41.12,51.67,8.71,0,54.32,6.59,1
S200172,6.17,8.49,0.37,5.91,61.67,3.94,2.31,7.3,56.86,3,2.0,55.98,21.18,56.86,5.42,2,5,0,0,3.11,75.01,45.4,2.16,0,71.96,6.77,0
S200173,7.64,12.24,1.49,7.97,48.41,2.66,1.86,8.24,45.65,0,1.0,49.99,46.54,39.68,37.03,2,4,0,3,2.82,27.1,49.97,4.61,1,75.98,7.22,1
S200174,4.98,4.83,0.3,4.06,19.66,3.04,0.31,5.58,45.16,1,1.2,54.99,59.98,53.97,25.0,3,2,1,1,0.0,24.51,65.15,1.59,1,73.07,6.28,1
S200175,6.12,2.11,2.17,9.23,60.08,1.58,1.41,6.59,48.85,1,1.0,48.32,84.51,64.76,38.34,0,5,0,6,5.33,65.15,34.76,1.34,2,70.32,9.43,1
S200176,7.65,6.25,0.4,10.0,66.5,5.21,0.51,3.47,61.1,2,1.7,53.76,21.1,61.02,40.27,0,3,1,1,7.45,82.12,37.05,1.2,1,88.95,7.16,1
S200177,7.09,8.98,0.39,6.05,48.8,4.47,1.58,9.62,76.36,2,2.1,83.68,61.89,59.29,86.45,3,7,0,3,7.58,37.39,55.03,2.01,0,73.0,6.95,0
S200178,4.45,3.74,0.2,1.0,1.14,2.18,2.37,5.37,30.76,0,4.9,66.58,60.45,57.65,62.91,2,2,1,8,6.25,59.24,76.91,1.71,0,84.59,8.26,0
S200179,7.23,3.9,5.15,2.6,45.89,3.69,0.8,7.17,63.42,1,4.4,48.33,39.72,64.5,24.78,1,1,0,4,6.39,34.08,76.83,1.06,2,53.36,7.2,0
S200180,5.63,7.07,3.06,3.26,45.76,3.05,1.42,5.75,46.22,1,2.0,84.78,62.42,54.79,53.97,0,5,1,3,7.88,76.74,67.01,2.32,1,77.19,7.6,0
S200181,6.84,6.57,3.21,7.71,29.02,0.6,0.62,7.76,78.84,0,4.4,62.1,78.69,27.93,49.88,1,6,0,6,2.22,55.6,57.22,10.94,1,77.84,6.17,0
S200182,6.72,9.68,0.83,5.54,15.29,5.42,4.95,8.17,75.42,2,2.8,55.32,72.07,53.28,70.74,0,1,1,2,5.88,52.61,61.16,1.78,1,85.3,5.44,0
S200183,8.01,5.32,0.27,3.48,59.45,2.6,2.7,6.95,69.45,3,17.5,38.36,16.4,67.03,55.52,0,4,1,1,9.6,78.19,58.73,2.05,2,67.1,3.98,0
S200184,6.46,12.96,5.81,7.19,58.8,3.28,2.14,6.64,62.75,2,1.0,73.34,43.43,62.92,14.81,3,1,2,3,1.09,54.23,49.37,3.96,0,83.47,6.27,1
S200185,3.7,8.69,0.41,4.75,33.41,3.5,0.35,5.33,55.19,1,1.6,41.12,77.92,58.98,64.02,0,4,4,7,1.75,36.29,45.63,2.48,0,85.09,5.71,1
S200186,4.38,8.72,0.12,2.33,62.71,2.11,2.97,1.0,62.16,2,10.4,71.46,69.14,35.34,46.25,1,1,1,3,8.69,28.93,43.23,4.14,0,62.42,9.52,1
S200187,7.32,3.29,1.81,1.45,21.53,3.32,5.07,5.71,38.37,2,15.2,28.84,85.12,40.19,79.04,1,2,1,4,4.7,30.01,79.36,0.99,0,60.22,7.78,0
S200188,5.94,7.68,1.05,7.46,26.95,3.16,0.06,5.41,73.66,0,3.1,76.1,59.67,43.8,58.59,0,2,0,3,4.53,81.63,52.02,2.43,1,64.18,6.49,1
S200189,7.89,11.03,0.13,7.39,7.37,2.67,0.44,3.66,28.57,2,13.7,29.15,40.89,64.31,42.21,1,1,3,4,9.85,70.34,68.19,4.13,0,41.29,4.96,1
S200190,6.68,5.88,0.75,3.73,36.39,2.77,2.11,10.0,75.12,0,2.6,20.1,38.06,42.77,77.66,1,4,0,3,6.86,68.6,63.78,2.12,2,79.49,3.5,0
S200191,5.25,10.94,0.25,3.35,37.47,4.38,1.27,3.3,46.92,5,2.2,81.61,49.86,54.76,66.68,2,5,5,3,8.98,43.96,62.59,2.5,0,76.04,9.37,1
S200192,7.82,8.5,2.74,4.9,68.08,4.33,2.94,8.78,31.75,3,2.0,68.92,43.77,44.96,17.67,1,1,0,6,8.31,59.52,53.17,1.96,1,71.41,7.07,0
S200193,5.17,9.55,0.5,10.0,47.76,2.46,2.27,5.49,30.0,1,1.0,38.97,65.38,51.14,55.14,2,3,1,8,6.91,17.17,38.98,3.88,0,75.33,8.64,1
S200194,3.43,7.6,1.34,6.53,51.3,2.49,1.16,6.79,87.3,1,2.8,86.91,32.09,41.3,49.81,3,1,3,3,8.05,36.4,42.81,3.05,1,81.82,8.25,0
S200195,9.19,9.07,1.03,4.65,12.57,3.01,1.82,2.69,56.24,0,37.1,40.15,67.9,65.66,61.17,0,3,1,4,3.42,41.53,79.7,3.02,1,66.05,7.66,0
S200196,3.62,2.2,3.11,4.42,35.31,3.59,1.57,6.4,69.54,0,5.4,65.6,97.99,77.2,64.01,1,5,0,3,4.25,54.22,51.17,0.61,0,77.55,7.84,0
S200197,7.19,6.18,0.97,7.07,45.89,0.0,2.68,5.33,66.47,3,13.3,60.37,43.41,47.34,44.49,1,3,0,3,9.93,54.33,51.05,24.7,1,88.53,5.73,1
S200198,7.61,5.4,0.16,7.92,64.25,4.34,0.86,7.87,68.09,2,13.2,82.08,73.95,33.35,30.29,0,5,0,9,6.57,42.74,38.77,1.24,0,85.35,8.45,0
S200199,6.51,6.75,0.34,3.32,38.06,5.76,0.36,2.6,68.84,0,1.7,63.99,68.2,48.58,76.64,0,2,0,3,3.48,33.69,60.19,1.17,1,73.86,7.33,0
S200200,3.94,5.48,1.2,4.76,54.59,0.96,1.63,6.29,18.0,0,4.0,65.7,61.61,71.8,55.43,0,2,1,2,7.17,13.81,48.88,5.72,1,60.77,9.38,0
S200201,7.72,3.46,0.59,5.86,62.52,1.41,4.4,1.9,72.55,0,5.5,50.23,56.0,59.51,60.17,0,6,1,6,0.23,0.0,53.48,2.46,1,66.84,7.62,1
S200202,4.28,7.52,0.68,5.69,32.37,2.75,1.64,6.88,75.24,3,1.0,58.26,49.86,33.49,50.42,1,9,1,5,7.11,43.09,47.53,2.73,0,83.46,6.46,0
S200203,4.42,7.29,0.17,6.05,36.79,2.05,0.17,4.13,76.54,1,7.4,25.44,56.52,56.39,49.94,0,3,0,5,3.69,40.91,49.98,3.55,1,70.54,9.14,1
S200204,5.79,6.47,4.0,5.39,12.39,3.54,2.78,7.48,33.54,1,5.0,41.65,68.17,77.16,54.04,0,5,0,3,2.16,41.19,67.53,1.82,0,80.21,5.68,0
S200205,7.4,8.83,1.16,9.55,30.33,3.43,0.19,3.41,65.31,3,8.1,42.99,94.1,65.21,64.7,3,1,0,3,8.36,58.33,54.82,2.57,2,63.24,5.35,1
S200206,6.72,5.6,1.05,4.69,39.99,1.27,3.2,8.42,100.0,1,1.1,100.0,58.3,54.29,38.03,1,2,1,1,5.33,29.27,59.94,4.42,0,67.17,7.0,0
S200207,7.44,8.81,0.53,7.95,44.08,4.72,0.74,3.98,51.92,4,11.2,61.05,40.32,45.62,41.13,4,0,3,5,7.61,32.87,55.83,1.87,0,76.0,4.85,1
S200208,5.68,8.41,0.14,4.81,79.37,3.92,1.08,5.63,64.04,2,2.9,71.74,68.34,78.72,31.93,0,4,0,7,4.06,75.95,46.64,2.15,0,60.22,7.02,1
S200209,6.06,4.31,1.13,10.0,50.63,3.37,0.67,7.04,47.53,2,1.7,57.36,35.36,59.18,70.88,1,1,0,5,5.45,69.46,35.73,1.28,2,74.88,6.97,1
S200210,4.71,8.54,0.54,5.04,57.82,2.74,2.19,2.89,40.92,3,14.6,81.91,80.15,56.85,41.9,2,4,1,4,7.57,58.05,50.45,3.12,0,83.13,5.42,1
S200211,5.86,5.81,0.1,5.55,58.21,5.15,1.25,6.7,71.17,3,1.0,37.98,72.52,63.65,46.95,0,3,2,5,2.83,32.66,46.29,1.13,1,72.41,6.14,0
S200212,7.13,7.38,0.23,8.18,45.47,4.94,4.42,6.49,35.09,0,1.0,17.08,48.49,84.96,50.69,1,2,0,5,5.33,65.12,54.33,1.49,0,66.35,6.8,0
S200213,5.88,5.51,1.56,4.08,2.98,3.7,0.29,3.06,39.97,3,1.0,85.31,70.14,63.11,56.39,3,5,1,8,4.49,59.5,78.97,1.49,2,89.35,6.48,1
S200214,6.97,9.77,2.34,7.75,56.22,2.23,0.35,5.81,70.77,1,7.4,96.16,94.29,66.97,70.18,1,1,1,6,7.58,34.28,46.6,4.39,0,69.32,6.48,0
S200215,5.5,7.69,0.43,5.49,53.55,6.7,2.26,4.42,33.86,2,2.1,17.25,76.85,32.9,45.38,0,3,1,3,2.62,0.55,47.54,1.15,1,99.42,3.67,1
S200216,5.47,0.0,0.28,5.62,45.91,2.39,0.12,4.41,58.92,1,2.6,50.07,74.92,53.56,51.15,3,4,1,5,1.25,52.26,46.72,0.0,0,74.26,9.22,0
S200217,6.35,4.14,0.88,3.85,36.77,2.99,0.18,5.83,91.1,1,3.8,41.66,45.19,24.76,35.31,0,3,0,1,5.97,77.62,65.8,1.39,1,80.8,6.29,0
S200218,6.03,3.36,4.11,6.85,31.59,6.79,0.48,5.25,72.12,2,6.9,46.41,69.72,83.32,72.81,0,4,1,4,6.6,22.58,54.32,0.5,0,61.21,4.76,0
S200219,7.13,5.81,3.26,4.53,55.8,3.84,8.0,1.0,72.68,2,1.0,42.98,36.88,49.23,36.18,0,0,0,3,4.21,67.64,61.18,1.51,0,96.59,7.67,0
S200220,6.55,8.2,1.29,6.06,46.76,5.18,6.07,10.0,86.59,3,25.5,83.46,82.76,33.8,36.03,1,1,1,7,10.0,23.02,56.28,1.58,1,83.23,5.85,0
S200221,8.74,6.67,2.48,5.41,24.96,0.0,1.88,1.09,49.18,1,3.1,45.63,64.32,64.44,59.34,0,4,1,3,4.64,51.7,65.76,26.69,0,91.05,5.41,1
S200222,5.99,2.19,0.07,6.29,12.68,4.09,0.37,5.74,52.66,2,1.0,34.98,73.43,32.41,67.06,1,2,1,3,3.92,56.48,65.73,0.53,0,67.51,5.48,0
S200223,5.98,1.23,1.11,5.42,56.51,1.43,0.49,5.58,61.08,0,1.0,64.18,34.41,71.28,58.8,0,1,0,3,9.0,47.05,43.79,0.86,0,78.28,6.47,1
S200224,4.84,6.49,0.59,8.24,27.94,1.39,3.06,5.51,65.42,3,17.6,83.14,67.95,54.77,53.82,1,4,0,4,3.13,56.7,52.2,4.65,0,50.36,7.9,1
S200225,6.33,5.77,1.81,3.25,30.01,3.13,6.21,4.35,34.44,0,5.8,56.06,93.41,65.42,72.74,2,1,0,2,7.52,72.02,64.68,1.85,0,54.21,6.25,0
S200226,7.26,8.53,3.11,5.79,54.61,4.95,1.65,4.83,75.12,3,14.9,100.0,94.99,49.03,46.4,4,3,1,5,6.49,96.91,48.44,1.72,0,81.44,6.04,0
S200227,5.26,7.88,0.62,8.17,17.78,3.21,3.09,1.54,69.71,1,1.2,28.42,53.7,85.82,54.72,1,3,0,2,5.2,62.27,55.96,2.46,0,41.67,6.42,1
S200228,6.23,7.11,0.09,7.38,14.18,2.53,1.5,5.57,63.86,3,1.0,97.77,68.79,58.93,53.37,0,3,0,5,8.43,62.94,53.04,2.81,0,75.68,6.96,0
S200229,7.31,9.96,0.6,8.02,45.88,1.03,5.08,5.89,65.72,5,2.6,75.82,64.55,77.77,18.6,3,3,1,4,4.78,12.8,51.24,9.65,0,72.71,7.12,1
S200230,6.12,7.36,1.94,3.73,25.53,3.4,2.41,8.54,31.47,0,23.7,43.78,39.31,59.55,29.91,1,5,3,2,2.7,42.55,64.7,2.17,0,66.49,7.13,0
S200231,5.57,8.27,3.03,8.86,68.42,3.17,1.85,5.07,77.21,1,19.6,60.42,68.1,44.88,56.82,1,3,1,6,6.76,64.7,33.19,2.61,2,78.01,6.34,1
S200232,7.66,5.35,0.04,4.72,29.06,4.27,2.04,3.85,48.35,4,4.5,46.34,42.84,65.54,74.35,1,3,0,4,0.64,45.92,71.38,1.25,1,68.88,5.78,0
S200233,6.44,7.49,2.09,5.88,22.62,3.0,0.86,4.24,65.28,0,5.7,69.84,76.69,66.86,48.96,1,1,1,5,7.35,44.59,59.21,2.5,0,74.31,7.61,0
S200234,6.86,10.72,0.15,4.32,60.66,4.53,8.0,3.07,50.83,2,1.0,55.75,49.6,59.38,73.62,5,4,1,2,3.98,79.98,47.27,2.37,0,70.6,7.09,0
S200235,7.94,3.72,0.91,7.51,51.56,2.57,4.11,3.25,28.22,2,1.0,75.03,49.51,42.12,19.85,1,3,1,7,4.36,51.2,54.17,1.45,1,72.32,6.86,1
S200236,7.9,3.39,0.06,7.62,53.6,3.98,2.86,7.52,93.79,3,8.6,66.49,47.48,54.46,40.98,1,7,0,3,5.73,57.86,44.71,0.85,1,86.37,7.6,0
S200237,5.81,5.33,1.17,2.29,65.32,4.48,1.85,5.7,55.66,1,23.6,72.57,62.26,57.66,59.15,1,3,1,2,7.58,70.76,54.38,1.19,0,82.12,7.01,0
S200238,5.56,9.26,0.51,1.0,53.92,2.15,1.17,8.44,100.0,0,4.2,69.96,81.71,54.64,59.24,0,2,1,12,6.96,41.42,56.44,4.3,0,78.21,3.5,0
S200239,6.7,6.63,3.09,7.42,50.29,3.04,2.92,7.14,68.28,0,1.8,33.16,76.31,67.33,23.08,0,2,0,5,4.06,49.08,47.58,2.18,0,49.73,6.53,1
S200240,6.11,4.66,1.34,4.73,28.03,4.21,0.01,5.32,31.3,2,3.7,70.22,30.51,65.84,57.52,0,2,1,4,5.77,63.21,59.63,1.11,0,74.48,7.28,0
S200241,3.64,7.97,1.21,7.45,55.46,2.13,4.59,9.61,86.22,1,1.0,53.47,97.12,53.74,22.18,1,1,1,3,7.22,46.42,36.3,3.75,0,66.61,7.0,1
S200242,8.09,6.35,1.07,6.3,35.54,6.15,0.79,6.2,67.38,3,4.4,41.87,52.0,61.88,39.06,5,4,1,5,6.61,36.66,56.06,1.03,0,80.27,7.38,0
S200243,6.33,6.47,1.76,5.85,91.49,3.14,1.74,2.18,55.32,2,2.2,48.23,76.58,18.95,59.7,1,2,0,4,6.63,34.18,39.81,2.06,1,84.74,5.37,1
S200244,7.33,3.2,0.2,5.37,80.96,1.78,1.81,3.24,99.03,1,2.0,30.97,77.34,57.62,67.05,1,4,0,4,6.12,97.29,47.26,1.8,0,65.71,6.0,1
S200245,4.66,1.87,0.66,3.02,75.98,1.6,0.8,7.21,74.46,2,6.1,42.52,60.76,44.16,53.6,1,3,1,4,6.21,62.05,49.55,1.17,2,99.34,5.38,1
S200246,8.1,7.6,0.7,4.48,35.17,4.69,2.44,6.48,52.76,1,3.9,38.23,63.66,69.0,51.2,0,5,1,4,5.71,44.22,70.2,1.62,0,77.96,6.96,0
S200247,5.48,5.12,0.08,6.95,41.08,4.65,0.19,5.63,59.03,1,3.4,29.26,37.62,90.06,32.85,1,3,2,4,7.55,47.13,44.13,1.1,0,100.0,8.18,0
S200248,6.15,8.25,0.94,7.03,14.92,1.81,0.85,3.97,49.86,2,1.0,70.12,46.8,77.53,80.17,1,3,0,4,6.79,19.42,69.63,4.55,1,42.55,8.78,0
S200249,4.34,11.51,0.75,8.55,54.37,3.03,1.42,5.24,66.73,2,23.2,57.79,52.35,100.0,43.01,2,2,1,1,4.71,34.49,30.24,3.8,0,80.66,9.61,1
S200250,6.07,8.58,0.54,5.29,43.06,1.71,2.85,7.32,61.88,4,30.0,54.39,72.88,83.04,40.33,0,4,2,6,7.77,51.23,54.12,5.02,0,66.84,6.77,0
S200251,5.98,3.51,0.54,5.29,42.45,0.87,0.18,6.07,35.29,1,1.0,58.01,76.61,67.87,59.04,1,0,1,2,7.25,17.95,57.04,4.04,1,47.98,8.57,0
S200252,6.04,7.17,1.63,6.46,33.21,3.27,1.31,7.05,66.34,3,6.9,30.2,66.84,21.53,57.15,0,2,3,3,3.2,50.6,53.76,2.19,1,75.19,7.83,0
S200253,6.91,5.04,0.94,1.0,0.0,4.47,0.01,6.67,65.4,2,3.6,75.27,44.39,50.13,63.77,1,1,2,5,9.38,40.76,92.27,1.13,0,89.54,7.04,0
S200254,6.38,7.28,1.4,8.28,47.63,5.6,2.94,6.45,65.9,3,5.7,47.05,55.07,74.83,49.29,2,2,0,4,7.43,36.8,48.13,1.3,0,77.53,7.72,0
S200255,7.67,8.74,0.95,5.14,47.49,1.55,2.73,5.23,74.78,2,1.0,72.13,59.88,44.08,41.18,0,2,1,1,5.68,65.55,58.76,5.62,0,72.19,4.95,1
S200256,5.64,5.73,0.35,5.64,57.95,3.22,3.67,8.74,57.27,1,8.6,39.53,44.3,59.56,49.75,1,3,0,6,7.15,62.0,45.83,1.78,0,83.11,6.65,0
S200257,4.91,7.93,0.43,6.12,30.09,3.47,0.85,2.89,47.81,0,1.4,59.67,87.64,38.41,45.75,2,2,0,5,3.11,75.88,56.17,2.29,0,86.25,7.5,0
S200258,6.27,6.87,0.05,3.52,60.94,4.4,7.49,4.32,63.02,1,1.5,34.34,69.69,44.53,37.47,3,4,0,4,8.0,49.42,45.78,1.56,2,95.68,4.67,0
S200259,7.18,7.74,0.04,6.85,88.26,1.73,1.32,5.37,66.1,2,1.0,27.25,51.03,42.51,63.24,1,3,0,5,5.75,46.58,33.0,4.47,0,97.95,5.71,1
S200260,8.04,8.62,2.03,3.76,75.65,4.33,1.44,5.79,61.87,1,8.5,77.87,42.57,57.02,44.12,1,4,1,5,7.33,69.52,48.31,1.99,0,66.77,8.31,0
S200261,7.44,6.39,3.5,1.0,32.73,1.78,0.18,3.83,57.57,2,4.9,60.23,76.97,83.0,37.52,1,8,2,6,8.71,50.82,72.65,3.58,0,54.6,8.39,1
S200262,3.83,9.34,1.06,7.26,16.6,3.55,0.93,7.86,51.51,4,1.0,41.51,72.2,49.73,44.77,3,4,0,5,6.23,34.11,49.1,2.63,0,58.1,4.6,1
S200263,6.83,9.74,2.24,10.0,45.62,3.21,0.78,4.24,39.45,1,12.4,50.4,51.85,52.73,60.22,2,2,0,4,7.09,49.12,41.37,3.03,0,87.83,7.91,0
S200264,8.34,4.35,0.42,7.22,60.1,2.74,3.43,4.03,80.49,1,3.8,80.84,65.01,72.38,31.05,2,4,1,4,3.11,28.96,43.35,1.59,2,73.71,7.02,1
S200265,6.39,6.14,3.23,7.11,30.28,4.66,2.73,5.53,70.45,1,11.1,35.11,52.99,60.51,29.27,0,3,3,2,3.1,28.65,64.4,1.32,0,100.0,4.02,0
S200266,5.58,6.45,1.24,5.73,66.5,0.74,0.96,6.25,39.89,2,1.0,51.18,68.33,62.64,51.69,2,4,2,3,10.0,70.98,40.82,8.77,1,62.77,6.0,1
S200267,6.73,1.73,0.24,10.0,96.01,4.09,1.88,5.39,56.41,1,22.8,68.35,63.64,49.18,47.11,3,1,0,3,7.35,64.13,17.61,0.42,0,63.68,7.73,1
S200268,5.6,4.27,1.29,9.19,58.72,3.19,8.0,4.39,89.65,3,4.4,57.1,47.95,73.91,73.05,1,1,0,4,4.36,76.96,36.3,1.34,1,83.98,10.0,1
S200269,7.19,9.69,1.77,4.71,63.75,3.41,1.07,7.61,80.73,3,5.0,52.38,44.78,30.98,36.32,0,2,3,5,5.58,23.04,51.52,2.84,0,100.0,3.86,1
S200270,6.28,7.99,0.01,5.63,47.12,0.58,0.33,3.14,55.85,0,11.2,18.79,66.16,100.0,50.11,1,4,0,5,8.93,53.68,51.01,13.87,0,100.0,9.14,1
S200271,8.25,6.71,1.04,3.5,34.99,3.69,0.39,3.65,61.66,0,2.4,57.55,44.11,75.85,64.19,2,4,0,2,10.0,61.32,70.83,1.82,0,83.29,6.98,1
S200272,7.0,7.06,1.62,5.91,15.72,1.31,1.94,9.96,20.31,0,12.4,64.88,48.03,36.8,70.37,5,3,1,7,3.19,52.09,69.73,5.38,1,75.24,5.47,0
S200273,5.29,8.92,0.9,2.27,39.35,3.45,5.51,6.56,51.91,4,8.0,43.91,62.1,69.54,56.32,0,0,1,0,4.26,55.76,62.19,2.59,1,78.68,8.77,0
S200274,7.15,3.6,0.16,4.34,34.38,3.31,0.47,8.02,69.32,3,1.0,58.6,71.11,29.59,73.19,2,6,0,4,7.04,51.47,58.52,1.09,0,66.08,5.6,0
S200275,7.61,10.23,2.33,5.79,30.85,1.68,0.31,5.7,70.72,0,7.2,22.64,49.67,40.68,92.53,2,4,1,9,10.0,47.4,65.94,6.09,2,81.76,8.1,0
S200276,5.5,5.12,2.81,1.88,78.23,1.2,0.02,6.26,83.71,1,16.9,40.42,45.68,62.11,54.88,2,4,2,4,9.91,39.41,49.15,4.26,1,56.2,6.76,1
S200277,5.7,5.59,0.1,4.18,67.88,1.24,2.9,3.19,70.82,1,11.3,69.2,61.32,66.95,51.5,2,2,0,2,7.27,27.94,42.45,4.52,2,73.53,6.73,1
