student_id,previous_cgpa,previous_semester_percentage,previous_internal_marks,previous_assignment_score,previous_midterm_score,attendance_percentage,study_hours_per_week,assignment_completion_rate,practice_questions,previous_subject_avg,weak_subject_count,lowest_subject_score,subject_consistency,sleep_hours,extracurricular_hours,stress_level,backlogs,failed_subjects,next_semester_marks,performance_band
S100178,6.66,69.27,37.24,59.72,62.08,86.56,11.07,89.34,108,63.63,4,44.67,69.31,7.73,1.19,7.21,1,0,45.74,At_Risk
S100179,10.0,99.47,27.33,66.25,57.3,68.16,23.63,100.0,41,46.34,0,22.28,61.56,7.06,3.59,8.44,1,0,65.84,Average
S100180,7.81,68.55,23.28,59.98,66.37,74.0,19.67,74.19,200,75.78,3,59.74,77.46,7.24,1.87,6.34,0,0,56.87,Average
S100181,5.89,56.81,40.23,61.55,81.34,77.71,20.18,88.71,30,46.12,1,32.67,87.12,5.47,5.68,5.07,1,1,40.11,At_Risk
S100182,5.61,56.22,42.18,82.24,38.74,70.42,10.32,87.26,128,71.59,1,62.75,84.92,5.13,0.98,7.43,0,0,44.02,At_Risk
S100183,7.63,74.93,40.97,80.74,57.9,92.99,12.18,82.61,55,77.45,2,57.34,66.54,5.09,1.44,5.43,0,0,62.9,Average
S100184,6.71,61.22,36.24,69.91,51.85,68.83,18.42,69.67,151,64.0,0,43.15,74.83,7.12,1.7,4.09,0,0,54.19,Average
S100185,7.93,86.97,41.14,85.39,52.54,71.08,7.3,64.8,66,64.7,1,47.85,74.78,5.34,3.88,4.38,1,1,57.88,Average
S100186,7.62,67.24,40.71,81.9,51.83,94.3,19.66,68.04,17,35.22,1,13.47,67.04,8.49,3.6,4.61,1,0,43.13,At_Risk
S100187,6.91,61.27,41.3,67.56,66.09,91.98,14.29,77.32,129,55.95,0,33.32,70.39,9.25,9.46,10.0,0,0,57.71,Average
S100188,5.9,56.98,28.12,46.99,73.37,97.06,22.45,73.71,0,61.78,2,53.14,82.72,6.08,0.12,8.72,1,0,13.1,At_Risk
S100189,5.03,56.26,26.22,82.45,70.57,55.1,12.01,62.76,56,47.01,1,34.09,77.86,5.81,2.04,3.55,0,0,37.28,At_Risk
S100190,6.42,57.64,31.89,72.54,67.97,80.41,27.7,76.92,17,84.68,0,53.87,53.31,8.65,0.0,8.0,0,0,61.66,Average
S100191,8.11,76.01,34.86,70.33,74.95,79.08,17.87,70.46,33,57.9,0,38.4,78.72,5.04,3.71,6.58,1,0,59.71,Average
S100192,7.28,73.45,33.06,63.01,100.0,71.26,18.64,88.35,42,61.95,2,46.55,67.08,7.07,1.51,3.46,1,0,64.97,Average
S100193,5.38,51.04,19.99,81.17,67.17,81.89,10.15,74.14,66,91.19,2,84.05,89.94,9.8,0.16,3.37,0,1,33.22,At_Risk
S100194,7.23,67.3,48.77,75.23,81.34,74.14,16.77,92.66,35,81.28,2,61.02,65.53,6.93,3.89,6.51,2,0,53.91,Average
S100195,7.5,73.52,32.81,66.45,80.43,79.94,11.16,83.45,83,90.86,2,66.62,55.6,6.69,7.81,1.67,1,0,78.68,Good
S100196,5.85,56.67,36.38,51.62,93.44,100.0,4.22,72.55,17,84.58,2,62.61,63.67,6.64,7.64,9.78,2,0,26.53,At_Risk
S100197,7.2,72.52,44.96,86.02,73.97,81.81,13.63,77.55,125,77.02,1,48.42,57.09,7.48,6.58,5.55,1,0,65.6,Average
S100198,7.08,72.38,16.24,79.07,51.49,82.31,23.14,77.97,74,57.57,1,44.17,80.05,4.77,2.31,8.85,0,0,46.06,At_Risk
S100199,5.51,53.61,30.91,73.83,69.88,87.85,14.55,82.49,35,48.85,2,42.31,87.05,7.62,0.07,3.17,0,0,44.32,At_Risk
S100200,7.47,72.09,31.9,30.15,69.02,80.17,12.94,85.42,61,78.37,0,55.98,69.23,5.04,3.76,7.26,0,0,66.86,Average
S100201,7.73,74.28,32.31,69.43,78.04,64.82,12.85,73.25,41,60.91,2,48.98,73.36,5.24,10.11,7.8,0,1,48.32,At_Risk
S100202,8.41,81.83,33.61,66.38,51.03,58.24,30.69,76.42,166,37.49,0,27.01,81.71,5.48,1.51,6.23,0,0,74.05,Good
S100203,8.37,79.74,46.58,60.72,85.26,77.65,19.26,81.72,63,73.68,4,49.21,67.33,6.26,0.06,8.93,0,1,58.59,Average
S100204,5.21,49.48,40.39,81.31,65.08,74.77,3.87,35.64,124,71.01,0,50.0,71.5,5.24,2.01,5.38,0,1,30.59,At_Risk
S100205,5.78,59.7,42.66,80.72,78.43,54.44,11.2,88.29,127,51.08,3,20.42,64.76,6.28,20.0,6.82,3,0,31.68,At_Risk
S100206,7.67,78.93,35.38,76.55,69.95,97.55,12.19,65.69,106,86.15,0,57.99,61.49,6.69,3.63,4.62,1,0,69.0,Average
S100207,7.67,66.82,23.81,85.57,66.96,79.28,9.95,75.66,111,56.68,0,38.1,65.36,8.01,5.3,6.67,1,0,48.1,At_Risk
S100208,7.67,72.9,18.36,54.67,68.74,95.27,15.45,69.84,20,96.96,5,82.68,83.57,5.54,3.87,6.55,0,0,46.78,At_Risk
S100209,10.0,92.25,22.76,63.2,75.75,51.22,10.98,91.23,164,85.08,2,50.77,46.23,7.35,1.97,7.9,1,0,74.43,Good
S100210,7.74,72.31,37.88,71.12,96.34,95.5,11.41,95.37,98,81.14,1,55.89,69.73,5.76,1.56,6.07,1,0,75.44,Good
S100211,8.48,82.13,35.25,60.67,32.72,72.18,16.07,78.32,4,60.11,2,25.42,54.29,6.23,4.32,7.19,0,1,48.3,At_Risk
S100212,8.24,80.96,33.32,80.91,73.64,93.11,4.21,78.51,83,70.25,3,47.81,59.09,6.91,3.38,3.37,1,0,60.17,Average
S100213,7.85,74.1,32.05,62.17,65.7,80.58,0.0,79.42,53,71.49,2,59.46,83.33,7.61,6.18,7.14,0,2,35.45,At_Risk
S100214,6.59,54.95,50.0,89.48,62.17,83.44,23.7,79.76,12,64.23,1,39.06,60.97,6.85,3.65,6.69,0,1,59.55,Average
S100215,7.99,72.01,28.42,56.03,27.19,83.45,20.86,95.02,51,68.21,0,36.03,50.15,6.43,1.2,5.62,0,1,50.59,Average
S100216,6.0,60.54,42.42,100.0,74.28,72.9,17.58,100.0,204,90.53,1,66.46,72.74,5.79,0.31,1.06,0,0,72.91,Good
S100217,6.69,52.61,35.02,100.0,63.0,70.24,17.13,77.42,167,58.92,1,39.93,72.14,5.24,1.68,8.4,0,0,40.69,At_Risk
S100218,6.37,65.26,34.51,68.58,51.65,73.67,13.68,88.53,7,73.94,2,62.31,87.26,8.93,3.3,4.89,0,0,37.43,At_Risk
S100219,7.11,69.6,44.41,87.19,65.68,60.34,36.11,67.3,46,60.66,3,34.12,63.42,6.75,0.49,3.01,0,0,74.43,Good
S100220,10.0,100.0,46.7,63.99,60.32,72.23,16.35,68.67,57,47.54,1,33.13,77.34,7.99,5.25,4.79,1,0,80.22,Good
S100221,4.57,42.64,33.08,85.2,37.12,69.64,33.26,64.7,94,81.8,4,63.75,74.05,6.74,5.25,4.13,0,0,43.67,At_Risk
S100222,7.89,66.73,41.39,67.36,66.41,60.05,29.44,100.0,116,73.25,1,48.14,54.24,4.65,0.82,5.23,0,0,59.24,Average
S100223,4.9,48.3,37.91,50.72,74.28,83.5,18.23,90.55,141,80.79,0,61.19,68.26,8.46,8.75,3.95,0,0,61.59,Average
S100224,6.39,65.77,35.06,17.01,56.21,78.09,13.53,74.23,73,55.55,1,33.65,66.64,5.21,6.47,7.23,0,0,34.61,At_Risk
S100225,8.42,83.65,36.63,65.97,69.19,80.95,15.11,83.19,171,59.92,1,48.58,82.33,6.93,4.31,4.72,1,0,81.32,Good
S100226,7.08,64.64,29.5,74.19,66.73,86.37,12.19,91.47,65,73.13,2,43.54,54.75,3.0,0.85,5.89,1,0,38.55,At_Risk
S100227,5.6,53.54,32.55,89.95,81.73,75.15,18.23,97.94,2,78.05,1,68.51,82.4,7.55,1.86,3.16,1,0,60.87,Average
S100228,6.07,55.53,30.35,70.55,63.34,66.74,19.72,86.13,49,83.51,1,73.32,83.6,6.74,1.7,10.0,0,0,56.03,Average
S100229,7.88,71.62,42.21,85.04,77.82,81.65,6.43,81.38,14,66.69,3,59.93,82.46,5.77,2.48,4.8,0,0,53.47,Average
S100230,6.05,61.3,34.24,63.19,59.99,42.93,33.3,99.78,68,74.55,1,48.32,70.36,7.71,5.19,5.84,2,0,51.65,Average
S100231,7.28,64.38,24.62,64.94,96.48,76.7,9.53,63.45,91,91.24,3,58.28,44.02,6.42,1.19,4.32,1,0,46.37,At_Risk
S100232,7.06,63.49,29.21,85.81,58.01,87.18,0.0,51.17,91,63.02,2,55.91,87.53,6.11,8.86,7.09,3,0,27.49,At_Risk
S100233,6.15,54.04,9.41,33.03,54.04,90.56,14.43,98.84,54,71.66,1,61.34,87.55,7.15,1.69,8.25,0,1,25.33,At_Risk
S100234,9.79,87.02,31.04,70.19,63.39,71.65,6.96,73.26,101,66.11,1,49.92,82.2,5.66,15.38,6.84,0,0,81.47,Good
S100235,7.82,74.91,35.3,64.0,53.35,51.1,14.63,100.0,10,70.73,0,57.25,86.38,5.65,0.49,8.24,0,1,43.6,At_Risk
S100236,4.37,46.14,33.91,90.41,45.02,46.4,15.5,100.0,236,86.02,0,62.11,65.07,6.7,3.95,6.63,0,0,49.59,At_Risk
S100237,7.24,68.06,50.0,62.08,76.64,85.66,18.12,100.0,148,60.26,2,54.06,86.0,6.01,6.72,6.99,1,0,55.59,Average
S100238,6.14,52.3,39.6,77.75,16.0,73.75,22.04,34.82,155,57.05,4,34.56,73.14,7.53,3.56,6.03,1,1,31.83,At_Risk
S100239,8.11,80.39,39.24,83.82,53.52,100.0,7.95,92.01,3,79.39,2,57.84,67.01,7.64,3.75,6.18,1,0,59.76,Average
S100240,5.97,63.46,21.85,47.61,43.53,61.07,12.46,72.37,21,87.63,1,81.39,83.77,8.54,4.14,7.49,1,0,38.48,At_Risk
S100241,6.85,62.5,32.08,67.91,67.27,82.11,19.75,70.21,8,49.05,1,32.78,75.44,6.71,5.69,7.37,1,1,36.05,At_Risk
S100242,7.66,70.82,31.11,63.53,29.97,97.95,10.4,85.58,160,63.6,0,30.97,49.42,6.58,2.74,3.23,1,0,54.47,Average
S100243,8.13,79.25,28.71,84.19,73.77,80.48,1.86,70.6,111,72.09,4,61.31,79.8,4.88,6.66,7.79,0,1,42.58,At_Risk
S100244,5.44,58.16,28.6,80.13,75.5,58.9,19.34,91.24,8,68.58,0,35.69,51.59,6.44,3.5,7.02,0,0,35.77,At_Risk
S100245,6.57,60.29,20.54,66.5,38.88,100.0,11.04,99.82,41,69.81,2,42.89,49.08,3.88,5.23,4.22,2,1,21.98,At_Risk
S100246,6.38,55.3,24.79,54.29,68.05,96.97,10.58,76.97,57,68.89,3,56.11,73.25,7.03,1.79,4.65,0,0,41.09,At_Risk
S100247,6.15,60.96,41.99,85.57,73.26,75.27,15.84,85.38,100,58.46,1,53.2,92.47,5.11,0.21,8.12,1,0,48.42,At_Risk
S100248,9.3,91.5,33.86,68.99,80.04,87.83,15.03,73.13,28,34.7,1,17.02,70.35,3.9,2.43,8.23,0,1,54.94,Average
S100249,7.53,71.53,30.95,45.72,41.5,87.96,21.98,87.02,27,67.66,4,44.69,64.83,6.13,0.39,4.66,0,1,45.04,At_Risk
S100250,5.36,48.7,34.96,47.01,39.25,85.7,6.26,100.0,61,65.04,0,56.81,95.85,6.45,3.06,7.61,1,0,29.17,At_Risk
S100251,8.19,81.81,44.34,76.56,89.04,61.42,30.84,86.15,60,48.57,1,41.66,90.1,4.98,0.2,5.51,0,1,81.74,Good
S100252,9.76,94.82,35.03,50.86,51.85,81.89,5.1,78.21,10,59.16,1,52.83,82.79,7.42,1.68,6.77,1,1,47.47,At_Risk
S100253,8.34,76.18,39.32,97.89,56.56,95.53,12.29,99.66,100,79.58,0,51.85,62.57,3.33,5.54,7.69,0,0,78.14,Good
S100254,5.02,47.93,28.23,55.94,75.13,84.05,8.92,73.9,16,65.45,0,37.36,56.84,9.26,18.33,6.41,0,0,29.17,At_Risk
S100255,6.37,55.11,30.05,69.99,46.29,82.77,15.39,74.27,152,70.43,0,45.46,69.73,6.99,1.21,8.08,0,0,48.89,At_Risk
S100256,8.65,84.89,37.83,72.39,60.75,71.56,15.13,70.04,119,54.09,2,27.57,61.06,5.11,0.57,8.16,1,1,52.71,Average
S100257,6.08,56.71,50.0,59.06,79.27,67.15,16.16,56.47,317,75.72,0,60.3,80.25,5.39,4.43,6.68,1,0,69.21,Average
S100258,7.58,70.24,46.44,36.4,42.26,59.13,16.83,67.1,15,96.92,3,88.34,91.03,6.37,1.14,4.79,0,0,46.21,At_Risk
S100259,8.01,75.94,39.66,72.86,57.0,87.09,24.14,80.83,231,74.81,1,65.73,84.7,6.05,0.11,8.69,0,0,68.36,Average
S100260,5.79,55.21,36.21,58.7,46.97,75.35,16.1,83.44,106,73.7,1,59.26,71.11,5.78,13.21,1.77,0,0,55.86,Average
S100261,6.92,69.34,46.21,71.75,52.62,61.9,24.72,65.48,170,71.27,1,55.04,83.4,7.16,8.98,5.07,0,0,65.92,Average
S100262,3.5,35.61,41.36,68.17,83.97,89.72,2.75,72.35,3,59.42,2,27.18,55.31,8.08,0.9,5.61,0,1,16.31,At_Risk
S100263,5.67,53.22,16.65,73.95,87.48,70.96,0.0,51.61,31,80.48,2,64.17,77.72,5.18,2.95,3.71,1,0,36.63,At_Risk
S100264,6.67,66.44,26.57,93.43,69.13,67.71,15.89,100.0,2,66.42,1,48.33,69.38,5.56,6.97,6.0,0,0,45.24,At_Risk
S100265,5.38,52.69,37.71,61.81,73.52,72.05,17.29,100.0,16,90.41,5,72.51,67.75,6.09,9.43,6.78,0,0,38.41,At_Risk
S100266,9.12,84.95,20.7,62.97,73.08,75.68,11.26,69.26,173,91.23,1,64.37,58.3,7.49,3.68,6.28,1,0,73.09,Good
S100267,5.14,48.34,27.82,45.01,54.24,83.5,14.93,82.06,42,61.01,1,55.13,97.07,6.66,1.52,4.51,0,0,35.51,At_Risk
S100268,6.43,60.47,29.4,67.07,68.81,67.5,22.53,66.81,89,77.96,0,59.55,76.81,6.84,5.1,5.65,0,1,47.43,At_Risk
S100269,7.17,70.14,32.95,76.15,44.28,90.12,19.69,95.37,53,60.36,1,29.29,44.28,6.91,1.11,2.6,1,0,56.92,Average
S100270,8.87,82.83,32.7,62.75,49.66,83.81,12.69,89.65,51,83.12,3,51.94,57.2,6.01,1.88,5.48,0,0,65.03,Average
S100271,5.13,47.21,32.69,76.25,63.61,71.82,16.39,60.29,84,56.54,0,29.36,52.99,8.77,4.24,8.17,2,0,18.24,At_Risk
S100272,8.51,88.74,41.6,67.34,48.02,76.08,20.31,65.39,46,71.08,2,54.04,74.0,7.54,0.86,6.79,0,0,80.1,Good
S100273,7.01,70.39,32.88,50.47,44.64,72.93,6.39,78.96,2,74.75,1,62.22,79.82,4.47,4.65,6.15,1,0,41.97,At_Risk
S100274,5.72,51.34,31.92,74.68,53.61,78.79,9.37,100.0,129,78.01,1,70.28,100.0,8.83,4.2,6.72,0,2,40.8,At_Risk
S100275,7.6,74.49,24.21,66.91,83.34,96.24,21.46,74.31,26,54.72,2,35.27,62.68,5.08,5.43,5.8,0,0,59.96,Average
S100276,7.26,69.43,43.19,71.84,89.91,72.8,2.89,99.61,89,73.93,3,43.24,49.07,7.13,4.99,6.77,1,0,51.35,Average
S100277,6.22,60.65,29.63,61.5,64.48,80.27,7.37,84.66,86,70.8,0,55.34,66.09,5.89,3.02,6.14,0,1,44.8,At_Risk
S100278,7.09,67.91,26.3,60.17,74.32,69.62,6.51,67.51,12,53.25,1,32.84,71.97,9.57,2.9,6.7,0,0,37.48,At_Risk
S100279,6.5,66.5,36.7,72.36,55.98,84.38,21.42,73.73,14,83.03,0,68.19,86.63,6.79,9.4,3.11,1,0,58.42,Average
S100280,7.15,69.28,28.86,66.54,31.95,81.32,7.41,89.49,48,88.89,0,71.8,79.75,5.73,5.04,4.49,2,0,52.55,Average
S100281,7.86,74.43,30.79,95.86,50.7,93.96,20.54,92.61,33,68.78,8,59.58,77.43,7.41,7.42,4.91,1,0,54.24,Average
S100282,9.06,90.26,37.07,81.98,60.07,68.05,12.53,93.98,26,66.27,0,40.46,62.13,5.43,0.35,3.69,0,0,60.93,Average
S100283,5.39,52.15,32.39,78.18,67.26,86.29,27.45,83.21,30,63.22,0,56.75,95.44,6.1,0.64,7.15,0,0,57.2,Average
S100284,9.77,93.33,50.0,67.34,63.38,93.17,15.9,86.69,23,100.0,1,65.78,47.06,8.88,8.88,5.83,1,0,80.62,Good
S100285,4.46,43.65,34.4,39.61,60.49,72.75,22.47,100.0,9,80.21,2,63.68,69.23,5.74,1.51,3.32,0,0,43.87,At_Risk
S100286,6.8,64.25,39.94,57.89,55.81,76.48,18.22,100.0,7,58.71,0,45.56,84.85,8.52,2.05,5.81,3,0,37.27,At_Risk
S100287,7.76,73.8,19.47,60.29,70.5,80.29,11.84,80.71,170,47.3,2,24.61,67.62,5.84,6.38,3.5,1,1,39.69,At_Risk
S100288,7.37,67.62,28.11,65.88,43.18,75.16,14.91,53.48,135,62.45,1,30.37,58.87,7.06,3.2,4.77,0,0,48.27,At_Risk
S100289,6.19,55.8,26.3,69.5,77.83,80.13,15.06,81.94,55,62.54,2,31.02,56.74,6.6,6.68,5.86,2,0,39.11,At_Risk
S100290,6.73,59.94,27.36,79.84,55.62,86.08,11.77,81.74,31,71.32,2,38.56,67.3,6.23,2.47,7.63,0,0,50.73,Average
S100291,6.36,54.84,38.32,74.1,98.07,76.63,21.22,61.06,93,68.58,1,60.75,93.18,8.76,2.05,8.46,0,1,56.77,Average
S100292,6.23,55.7,43.28,87.39,59.95,76.54,32.57,81.87,9,82.88,1,71.08,81.03,4.87,7.25,6.62,0,0,56.78,Average
S100293,8.1,76.3,37.76,65.32,57.32,81.2,15.81,64.33,9,32.79,2,25.59,82.06,6.23,6.06,3.69,1,0,46.81,At_Risk
S100294,7.46,71.32,33.19,73.86,56.0,73.21,20.02,85.65,12,74.99,0,67.2,84.93,5.23,1.8,4.6,0,0,64.21,Average
S100295,6.1,56.86,29.95,75.16,57.48,73.8,18.7,88.92,94,79.62,1,68.98,83.75,5.09,9.94,9.23,1,1,34.52,At_Risk
S100296,8.17,68.19,43.91,73.69,74.72,67.21,0.0,87.9,138,44.64,2,36.03,89.06,5.52,3.12,1.57,1,0,47.01,At_Risk
S100297,7.4,76.59,50.0,89.23,64.32,77.49,18.44,94.84,61,56.72,2,41.77,82.99,7.38,3.51,2.33,0,0,71.89,Good
S100298,8.06,80.88,36.08,82.06,80.79,83.37,18.09,87.04,15,61.71,1,44.45,65.5,4.51,2.6,7.23,0,1,45.19,At_Risk
S100299,7.82,76.06,42.51,50.21,72.43,74.77,6.26,91.83,33,74.58,0,59.41,84.86,7.02,10.51,4.64,0,1,61.5,Average
S100300,5.92,63.89,37.75,68.29,65.5,68.72,2.48,99.38,138,62.62,3,45.37,71.55,5.73,3.42,8.02,1,1,27.5,At_Risk
S100301,6.27,55.67,41.04,69.79,70.97,76.85,17.99,73.37,57,67.55,2,36.52,49.03,8.03,2.24,3.84,0,0,52.14,Average
S100302,7.97,83.28,25.68,100.0,84.14,82.77,26.52,77.84,48,57.75,2,27.92,64.49,6.13,5.37,5.25,1,1,56.61,Average
S100303,7.79,70.18,31.09,65.05,75.51,79.54,12.41,74.67,86,68.83,2,34.95,42.01,6.38,0.43,7.11,2,0,44.72,At_Risk
S100304,6.97,67.2,38.16,55.26,69.49,100.0,12.68,68.82,35,59.79,6,31.17,50.83,6.69,3.5,4.27,0,1,36.57,At_Risk
S100305,7.15,62.85,44.7,76.57,71.76,70.12,31.16,75.53,0,56.59,2,26.33,50.22,6.14,7.3,3.54,1,0,47.99,At_Risk
S100306,8.66,82.34,28.45,77.45,46.56,76.2,21.27,92.52,226,69.83,5,44.01,60.08,5.12,20.0,2.38,1,0,57.94,Average
S100307,6.23,60.74,18.73,68.89,100.0,87.35,6.5,90.91,99,79.23,3,69.0,91.23,6.8,0.85,4.09,0,0,47.32,At_Risk
S100308,7.71,72.64,31.01,66.7,73.45,69.66,10.01,54.59,254,71.41,1,38.31,56.23,6.54,0.4,7.71,1,0,48.31,At_Risk
S100309,6.74,66.86,43.08,84.23,75.05,100.0,30.25,100.0,152,65.07,1,53.8,89.27,7.23,0.63,6.0,0,1,74.73,Good
S100310,6.72,64.21,22.33,57.2,64.54,78.06,10.36,92.71,37,81.12,2,55.79,61.76,6.07,0.9,8.12,0,0,37.99,At_Risk
S100311,8.43,77.98,25.58,64.89,28.24,84.73,11.27,83.41,38,62.04,3,50.15,81.57,5.08,17.03,6.3,0,0,47.63,At_Risk
S100312,8.07,74.43,36.25,62.17,60.75,78.23,19.69,59.28,12,66.96,1,59.27,89.73,5.2,1.28,6.07,0,0,59.5,Average
S100313,8.06,79.79,34.07,86.41,66.22,90.22,13.16,62.22,132,83.21,0,72.33,85.86,6.52,4.43,3.54,1,1,63.06,Average
S100314,8.7,80.01,39.76,74.28,51.83,65.25,18.1,100.0,77,62.4,1,50.44,82.94,5.46,6.61,3.31,0,0,84.12,Good
S100315,7.03,70.42,25.17,54.03,51.7,96.86,17.02,95.07,24,60.97,1,44.55,79.32,6.49,0.94,6.61,0,2,41.05,At_Risk
S100316,7.89,79.81,32.4,55.53,59.57,80.78,13.98,96.93,258,77.67,2,70.59,91.84,8.06,1.55,2.8,0,1,65.81,Average
S100317,6.6,55.99,44.56,98.1,77.34,85.9,23.47,78.01,117,55.02,0,32.45,67.07,4.9,0.1,7.48,2,0,48.39,At_Risk
S100318,7.42,75.04,25.46,86.25,85.09,69.14,6.07,99.6,171,83.62,3,54.65,53.68,5.61,0.06,6.03,0,0,49.64,At_Risk
S100319,6.83,73.13,46.82,82.62,67.74,82.05,15.82,59.46,15,42.81,0,14.88,62.86,7.64,7.49,7.8,0,0,53.93,Average
S100320,7.13,68.71,26.46,70.18,55.92,66.38,10.94,61.5,72,68.97,0,38.85,52.12,3.97,16.3,4.97,1,0,42.32,At_Risk
S100321,7.77,76.25,41.8,92.63,59.2,92.11,26.49,95.13,376,59.54,1,25.15,49.03,7.04,3.78,3.47,0,0,78.71,Good
S100322,5.94,60.54,32.02,53.45,66.59,62.52,13.78,66.24,34,72.41,1,37.54,43.25,8.21,4.59,7.69,1,0,41.8,At_Risk
S100323,9.72,91.24,25.84,81.29,68.49,79.85,28.46,79.4,41,87.03,1,69.72,70.01,7.37,1.52,5.57,0,1,75.46,Good
S100324,5.69,54.8,31.02,63.35,71.96,73.34,12.05,53.38,62,52.96,1,32.89,61.67,5.71,8.59,5.24,0,0,46.61,At_Risk
S100325,5.42,46.25,39.36,66.27,57.97,59.25,15.76,37.33,4,49.74,0,29.79,66.36,7.53,5.05,8.5,0,1,22.4,At_Risk
S100326,8.51,81.36,34.95,80.89,73.47,66.78,22.62,64.68,20,82.95,1,58.69,62.8,6.45,7.87,10.0,2,1,54.42,Average
S100327,8.03,78.27,43.95,67.85,72.2,83.4,8.31,74.32,31,65.01,0,52.63,79.66,6.96,1.78,1.5,0,0,73.01,Good
S100328,7.81,76.27,46.49,63.48,58.68,67.24,25.56,66.13,1,66.92,3,38.75,62.78,8.97,0.99,4.61,0,0,66.86,Average
S100329,7.82,78.52,25.54,62.57,37.49,69.97,15.18,89.31,30,64.54,1,55.74,84.21,7.91,0.31,4.69,1,0,47.91,At_Risk
S100330,6.98,63.25,24.95,40.2,50.84,82.48,17.88,95.16,63,63.29,2,29.75,51.03,3.53,3.94,2.83,0,1,43.44,At_Risk
S100331,5.83,53.29,24.56,81.45,90.08,88.98,18.82,89.15,2,56.14,1,47.4,88.02,6.87,0.66,6.52,0,1,44.19,At_Risk
S100332,7.1,75.02,27.81,54.9,37.9,85.93,14.47,62.65,61,64.85,3,37.57,58.01,5.8,7.65,3.93,1,1,32.73,At_Risk
S100333,6.12,57.54,43.83,97.88,86.08,77.44,9.33,87.87,129,57.04,1,40.13,73.31,5.05,0.4,4.68,1,0,52.65,Average
S100334,8.27,79.34,39.48,65.69,37.34,80.61,15.66,61.58,13,81.02,1,57.0,65.79,5.72,1.08,3.86,3,1,50.94,Average
S100335,6.81,64.42,30.64,89.64,52.63,79.42,0.92,100.0,260,60.81,2,46.38,72.82,7.41,1.81,4.93,0,0,45.55,At_Risk
S100336,5.93,53.02,34.91,42.86,59.0,65.56,5.83,80.73,43,85.04,3,76.45,91.31,6.83,3.76,1.61,1,1,37.86,At_Risk
S100337,6.58,69.03,46.23,80.97,93.52,81.35,14.02,67.16,46,76.7,1,43.56,47.24,6.72,0.51,2.2,1,0,62.77,Average
S100338,7.54,69.49,50.0,84.83,65.42,65.46,25.83,80.79,58,54.97,2,34.67,71.75,9.53,10.47,1.14,1,0,73.72,Good
S100339,6.27,55.03,37.08,89.55,61.58,85.37,25.62,82.52,40,54.18,5,40.16,78.83,6.34,0.47,5.74,0,0,48.69,At_Risk
S100340,5.93,54.54,13.73,47.08,50.03,79.62,21.86,90.61,85,65.13,1,41.4,71.44,6.55,1.36,8.6,0,0,23.5,At_Risk
S100341,7.32,61.5,37.38,59.46,73.35,52.03,4.23,51.68,16,58.48,2,45.74,82.25,4.33,4.2,6.61,1,0,22.58,At_Risk
S100342,7.32,66.92,42.48,78.65,56.8,89.75,17.11,69.56,202,58.39,2,52.18,98.98,7.14,2.76,6.11,0,0,64.37,Average
S100343,6.34,56.37,36.8,72.23,61.34,71.74,8.98,87.22,162,78.92,2,50.11,58.01,7.15,3.12,5.09,0,0,44.03,At_Risk
S100344,6.39,63.15,40.81,74.4,59.27,70.74,14.53,91.68,83,71.57,0,36.69,50.02,7.83,0.19,6.0,0,0,57.95,Average
S100345,7.3,66.67,37.86,64.6,76.52,89.47,21.68,100.0,125,83.99,2,50.3,44.72,5.19,2.27,6.07,1,1,60.76,Average
S100346,5.12,52.17,25.12,93.26,77.19,76.04,19.61,100.0,99,54.07,2,22.67,55.93,6.04,1.08,4.52,0,1,43.81,At_Risk
S100347,5.17,54.71,27.91,100.0,50.75,85.17,23.98,69.67,51,44.17,0,16.75,62.89,5.91,1.09,2.98,1,0,40.81,At_Risk
S100348,6.07,60.75,32.43,71.56,54.96,70.16,5.14,100.0,14,58.5,1,48.64,79.74,7.02,3.21,8.39,1,0,18.2,At_Risk
S100349,6.72,63.0,43.52,76.8,53.39,87.64,7.84,88.7,31,82.0,0,72.33,79.26,6.79,5.93,2.71,3,0,42.55,At_Risk
S100350,7.4,70.9,28.87,70.84,67.93,80.37,25.55,100.0,173,59.85,0,50.36,95.45,6.39,0.02,3.01,1,0,70.65,Good
S100351,8.92,78.62,38.65,89.26,79.51,82.86,25.65,87.0,88,89.28,0,70.49,72.67,6.33,1.88,5.52,1,0,98.12,Excellent
S100352,8.11,76.56,37.43,82.44,68.15,75.86,14.89,100.0,160,61.07,1,41.79,72.89,6.13,5.07,6.48,0,1,63.35,Average
S100353,6.79,61.08,47.69,54.0,29.95,97.56,14.84,96.24,168,75.59,0,53.27,72.87,6.58,0.97,6.33,1,0,62.44,Average
S100354,6.98,69.04,34.67,60.81,77.16,100.0,23.21,88.28,60,67.66,1,55.86,82.07,5.48,7.14,7.38,0,0,61.18,Average
S100355,5.7,64.41,20.96,54.86,43.42,51.56,18.72,73.42,46,42.52,1,36.33,86.73,5.39,0.51,5.79,0,2,16.71,At_Risk
S100356,6.98,68.27,40.17,100.0,53.56,89.12,19.24,73.38,45,59.42,0,51.4,85.66,6.65,5.06,7.68,1,1,60.08,Average
S100357,6.62,54.97,50.0,79.53,68.17,65.04,8.53,65.75,47,74.24,2,67.16,93.9,6.28,3.85,3.32,0,0,61.78,Average
