student_id,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,performance_band
S100523,7.74,73.3,66.2,2,88.63,Average
S100524,6.01,58.0,79.01,2,93.24,Average
S100525,4.65,43.87,71.54,0,37.81,At_Risk
S100526,4.88,44.15,80.61,0,80.24,Average
S100527,7.06,63.31,62.55,2,79.16,Average
S100528,7.34,74.23,60.77,2,67.21,Average
S100529,5.82,55.0,84.02,0,72.04,At_Risk
S100530,7.83,80.55,71.16,1,47.35,Average
S100531,4.84,43.87,80.77,0,77.66,At_Risk
S100532,6.91,63.94,49.65,3,69.71,At_Risk
S100533,5.43,54.81,57.53,1,58.51,At_Risk
S100534,6.15,52.0,61.2,1,52.49,At_Risk
S100535,7.06,62.23,84.87,1,48.15,Average
S100536,5.88,60.26,84.38,1,85.66,At_Risk
S100537,6.5,57.06,69.14,2,79.43,At_Risk
S100538,8.31,71.65,74.25,1,62.37,Good
S100539,6.25,67.0,70.19,1,87.15,At_Risk
S100540,8.09,71.25,55.03,2,75.56,Average
S100541,5.53,53.28,68.78,1,54.91,Average
S100542,7.69,73.3,56.26,1,83.34,Average
S100543,8.87,73.06,63.05,1,71.87,Average
S100544,3.79,35.0,65.08,1,89.79,At_Risk
S100545,5.96,58.45,89.46,1,53.19,Good
S100546,7.75,75.04,70.05,2,68.1,Average
S100547,6.74,67.61,62.7,1,50.42,At_Risk
S100548,7.48,69.5,75.98,1,53.34,Average
S100549,6.21,61.89,59.41,1,82.07,Average
S100550,7.11,64.8,100.0,3,56.18,At_Risk
S100551,6.8,58.94,73.59,2,41.7,Average
S100552,8.52,75.73,35.86,1,59.83,At_Risk
S100553,7.33,63.79,57.55,1,55.24,Average
S100554,7.44,74.71,91.42,2,65.67,Average
S100555,6.46,55.36,69.93,3,63.5,At_Risk
S100556,6.37,61.57,61.85,2,62.71,At_Risk
S100557,6.44,60.09,73.27,4,84.76,At_Risk
S100558,7.51,71.0,47.34,0,48.41,At_Risk
S100559,6.45,66.76,55.37,3,79.72,At_Risk
S100560,7.38,68.33,49.7,0,73.71,Average
S100561,9.7,95.0,63.22,1,65.5,Average
S100562,8.13,77.4,88.92,1,55.79,Good
S100563,6.58,61.87,75.77,1,72.62,Average
S100564,8.56,91.0,74.22,1,76.74,Good
S100565,6.47,55.69,59.42,2,81.55,At_Risk
S100566,4.35,46.49,78.14,1,53.09,At_Risk
S100567,5.69,56.68,57.91,2,51.82,At_Risk
S100568,4.57,41.48,65.34,3,76.59,At_Risk
S100569,6.54,69.0,77.81,0,65.95,Good
S100570,7.02,59.0,66.95,1,78.6,Average
S100571,9.18,85.0,79.89,2,64.79,Average
S100572,7.43,65.7,65.39,3,73.64,At_Risk
S100573,6.72,65.0,85.65,4,67.28,At_Risk
S100574,8.08,72.29,73.43,0,88.48,Good
S100575,4.13,40.92,56.54,2,63.1,At_Risk
S100576,7.31,68.7,60.94,1,64.26,Average
S100577,8.0,74.1,65.1,2,45.69,Average
S100578,5.08,49.79,80.44,3,74.89,At_Risk
S100579,8.49,79.55,91.89,1,48.86,Good
S100580,7.44,66.33,48.67,0,66.26,Good
S100581,6.46,72.58,62.98,2,51.9,Average
S100582,7.82,72.0,83.94,2,53.07,Average
S100583,9.95,85.67,67.28,1,53.57,Average
S100584,7.24,65.38,65.98,1,42.98,Good
S100585,7.32,64.5,75.47,2,84.98,Average
S100586,6.4,64.13,50.49,3,73.63,At_Risk
S100587,5.9,57.29,75.89,2,88.64,Good
S100588,8.08,78.0,71.98,0,52.94,Average
S100589,5.89,54.45,70.57,0,58.12,Average
S100590,7.09,66.27,82.05,0,48.78,At_Risk
S100591,6.38,59.1,67.1,1,62.02,At_Risk
S100592,7.62,72.09,68.52,2,89.17,Average
S100593,7.43,73.96,70.35,0,80.76,Average
S100594,8.35,80.66,41.38,1,83.88,Average
S100595,6.34,62.2,81.62,1,87.38,Average
S100596,6.65,65.2,75.72,4,81.82,At_Risk
S100597,5.73,58.0,75.02,1,64.71,At_Risk
S100598,6.42,62.17,72.43,2,52.49,At_Risk
S100599,7.49,72.6,85.66,1,69.79,Good
S100600,7.98,80.6,70.77,2,78.36,At_Risk
S100601,5.8,52.45,65.21,0,67.58,At_Risk
S100602,8.13,73.82,45.46,1,88.99,Good
S100603,8.76,78.5,51.49,3,64.76,Average
S100604,7.54,72.34,64.04,5,65.23,At_Risk
S100605,9.44,82.26,69.3,2,86.21,Average
S100606,5.99,58.79,60.33,0,97.06,At_Risk
S100607,5.38,50.69,65.01,2,66.4,At_Risk
S100608,4.69,49.07,56.24,1,76.81,Average
S100609,8.94,82.29,80.27,2,52.22,Average
S100610,7.85,73.77,64.3,1,67.22,Average
S100611,6.93,70.3,83.32,1,92.66,At_Risk
S100612,7.36,75.5,64.59,3,69.71,Average
S100613,5.54,49.88,72.71,2,68.29,At_Risk
S100614,10.0,95.73,74.09,2,76.81,Average
S100615,7.17,69.27,70.09,1,95.36,Average
S100616,7.14,69.35,53.65,1,60.53,Average
S100617,7.94,74.41,63.56,2,79.86,Average
S100618,7.63,77.57,41.0,3,91.26,At_Risk
S100619,7.29,61.71,89.35,2,54.61,Average
S100620,5.97,55.05,24.31,0,85.02,At_Risk
S100621,7.61,74.1,78.95,1,84.83,At_Risk
S100622,9.45,91.57,69.41,0,90.9,Average
S100623,8.75,88.53,45.42,2,80.46,Average
S100624,9.07,90.97,71.39,2,79.97,Good
S100625,6.34,59.04,53.61,2,87.39,At_Risk
S100626,5.71,59.48,73.62,1,57.94,At_Risk
S100627,6.84,62.09,67.25,2,59.44,At_Risk
S100628,7.07,70.91,70.98,2,94.62,Average
S100629,8.42,87.26,63.2,2,83.74,Good
S100630,4.8,50.46,85.29,3,52.4,At_Risk
S100631,8.99,85.81,54.79,1,70.95,Average
S100632,6.79,63.22,59.23,2,86.32,Average
S100633,6.45,55.11,65.77,0,57.52,Average
S100634,5.68,55.24,66.67,0,53.59,Average
S100635,4.85,41.6,53.29,2,71.1,At_Risk
S100636,8.07,73.49,42.06,2,91.0,At_Risk
S100637,7.1,62.64,72.62,2,60.71,Average
S100638,5.32,48.73,72.26,3,68.72,At_Risk
S100639,5.32,50.39,90.14,1,80.63,Average
S100640,6.56,63.45,84.27,1,74.33,Average
S100641,9.17,84.71,68.86,1,82.12,Average
S100642,6.66,67.57,59.22,1,50.84,Average
S100643,5.05,47.1,82.67,0,78.81,At_Risk
S100644,6.68,60.0,56.97,1,63.6,Average
S100645,6.65,64.04,79.61,1,85.68,Average
S100646,3.5,41.1,49.35,1,74.89,At_Risk
S100647,6.93,67.17,93.56,0,57.66,Average
S100648,6.7,62.2,54.11,3,74.63,At_Risk
S100649,7.91,68.99,55.13,1,66.46,Average
S100650,9.4,88.46,43.22,5,81.49,Average
S100651,8.46,81.35,62.83,3,88.78,Average
S100652,6.65,61.63,73.67,1,86.37,At_Risk
S100653,5.56,46.17,60.23,0,88.1,Average
S100654,10.0,91.6,56.45,1,56.36,Good
S100655,7.08,73.05,49.16,0,92.74,Average
S100656,7.02,72.41,71.64,1,81.36,At_Risk
S100657,6.97,62.66,77.04,2,45.82,At_Risk
S100658,7.26,71.64,70.13,1,81.18,Average
S100659,6.81,60.0,77.0,3,81.0,At_Risk
S100660,6.25,65.03,52.2,3,54.19,At_Risk
S100661,6.29,60.73,59.77,1,66.75,Average
S100662,6.96,69.89,65.4,1,93.59,At_Risk
S100663,6.29,52.93,84.61,4,86.59,At_Risk
S100664,6.07,60.41,84.53,0,76.46,Average
S100665,7.14,67.78,78.31,1,77.52,Average
S100666,6.67,66.76,77.99,0,94.47,Average
S100667,8.96,88.7,57.74,3,82.19,Good
S100668,3.55,35.0,69.34,2,62.85,At_Risk
S100669,8.42,77.58,46.33,1,83.03,Average
S100670,8.62,85.01,77.99,0,57.18,Good
S100671,4.3,40.65,64.76,1,61.49,At_Risk
S100672,6.55,58.78,94.54,1,67.04,Average
S100673,6.52,58.23,71.39,3,51.07,At_Risk
S100674,5.17,43.21,58.18,2,64.89,At_Risk
S100675,5.99,54.85,64.44,4,83.45,At_Risk
S100676,5.56,57.2,59.8,1,80.86,At_Risk
S100677,9.28,88.85,60.44,1,89.62,Average
S100678,8.22,75.94,67.71,2,92.03,Average
S100679,8.65,85.0,55.17,1,67.68,Average
S100680,7.94,72.08,67.24,5,63.25,At_Risk
S100681,5.53,52.94,42.34,0,48.81,At_Risk
S100682,6.32,59.3,70.09,2,66.8,Average
S100683,7.64,75.66,58.13,2,77.6,Average
S100684,5.41,45.1,50.47,1,64.73,Average
S100685,7.93,71.9,77.41,3,60.26,Average
S100686,6.69,56.98,45.0,0,55.96,At_Risk
S100687,6.51,60.83,76.12,3,67.72,At_Risk
S100688,7.92,80.13,74.1,0,83.45,Average
S100689,7.58,69.96,56.4,0,81.1,Average
S100690,6.53,60.0,64.43,2,65.27,Average
S100691,8.51,84.3,71.45,2,80.01,At_Risk
S100692,5.59,57.42,71.02,2,47.94,At_Risk
S100693,7.8,73.75,79.88,0,50.17,Average
S100694,7.77,76.56,77.52,2,92.3,Average
S100695,6.6,58.37,81.45,0,41.42,At_Risk
S100696,7.42,76.04,82.95,2,66.12,Average
S100697,5.37,59.6,69.48,1,65.16,Average
S100698,8.2,80.0,64.22,1,80.93,Good
S100699,6.76,55.88,66.42,2,60.02,At_Risk
S100700,6.32,57.81,63.56,1,81.04,At_Risk
S100701,8.36,81.9,86.82,1,67.89,Average
S100702,6.08,56.12,58.14,2,56.93,At_Risk
S100703,5.17,54.19,82.75,0,94.81,Average
S100704,4.98,49.63,61.74,2,69.57,At_Risk
S100705,7.79,71.16,82.36,1,71.37,Good
S100706,5.34,50.82,77.45,1,59.05,At_Risk
S100707,9.28,84.6,67.49,4,66.11,Average
S100708,4.29,40.06,71.37,2,87.89,At_Risk
S100709,9.21,85.23,53.57,0,69.92,Average
S100710,7.27,73.81,75.51,1,52.65,Average
S100711,6.87,73.77,80.31,2,63.13,At_Risk
S100712,6.29,54.05,85.39,2,71.56,Average
S100713,7.52,63.7,63.78,1,84.0,Average
S100714,6.95,65.05,96.6,2,78.39,Average
S100715,8.43,74.0,63.87,0,61.72,Average
S100716,7.15,68.1,62.15,1,82.49,At_Risk
S100717,7.2,71.3,65.83,1,79.95,Average
S100718,6.53,67.99,65.95,5,65.24,At_Risk
S100719,6.93,66.6,49.36,0,59.47,At_Risk
S100720,7.4,69.53,53.29,0,62.89,Excellent
S100721,4.78,37.47,52.12,1,86.42,At_Risk
S100722,5.25,50.0,71.06,2,90.74,At_Risk
S100723,7.97,75.96,87.45,0,67.1,Average
S100724,7.22,71.17,59.31,0,49.11,At_Risk
S100725,6.76,61.39,66.33,2,83.37,Average
S100726,7.02,65.0,57.5,0,60.41,At_Risk
S100727,7.45,64.88,76.58,0,77.51,Average
S100728,6.3,50.67,71.47,1,55.61,Average
S100729,5.99,52.0,80.0,4,87.88,At_Risk
S100730,7.25,62.64,54.93,0,65.7,At_Risk
S100731,5.73,56.0,67.52,3,84.15,Average
S100732,7.53,69.47,64.96,0,76.28,Average
S100733,4.79,43.32,65.79,0,61.48,At_Risk
S100734,8.34,75.27,80.93,2,82.31,Good
S100735,7.61,59.41,60.58,0,79.42,Average
S100736,7.33,75.7,62.16,2,60.18,At_Risk
S100737,8.28,75.0,57.71,0,52.9,Average
S100738,9.17,85.0,96.05,2,56.42,Average
S100739,8.32,73.21,55.61,1,77.97,At_Risk
S100740,4.61,47.65,75.73,1,68.79,At_Risk
S100741,5.34,51.27,50.19,3,83.75,At_Risk
S100742,6.19,55.48,74.02,1,64.45,At_Risk
S100743,7.03,65.25,53.07,1,75.69,Average
S100744,7.67,79.61,69.97,1,90.16,Good
S100745,6.06,57.25,72.05,2,59.69,Average
S100746,7.24,68.1,67.03,2,60.72,At_Risk
S100747,6.02,53.41,77.18,1,55.94,At_Risk
S100748,6.21,51.37,74.05,0,88.52,Average
S100749,5.17,48.49,59.12,5,91.72,At_Risk
S100750,5.8,56.4,74.4,4,52.83,Average
S100751,5.24,54.21,70.95,1,68.42,At_Risk
S100752,5.73,45.45,80.44,2,64.11,At_Risk
S100753,8.37,75.0,49.13,3,84.29,Average
S100754,5.77,52.45,69.46,3,79.45,At_Risk
S100755,10.0,94.99,69.24,2,49.42,Average
S100756,7.64,72.01,63.17,3,92.85,Average
S100757,7.24,68.3,81.77,2,62.88,At_Risk
S100758,5.88,57.53,58.76,0,72.13,Average
S100759,7.91,71.54,77.26,3,47.83,Average
S100760,6.25,63.1,58.59,3,54.38,At_Risk
S100761,7.16,69.74,85.24,7,86.5,At_Risk
S100762,10.0,93.72,73.27,0,71.87,Good
S100763,6.88,71.72,47.76,1,72.09,Average
S100764,8.49,86.92,82.78,2,92.48,Average
S100765,6.09,61.55,75.31,0,78.86,Average
S100766,6.95,53.99,69.19,1,62.92,Average
S100767,9.3,94.69,59.68,1,78.23,Good
S100768,6.18,61.94,56.9,2,81.31,At_Risk
S100769,9.36,96.91,74.57,4,68.74,Average
S100770,7.92,80.19,47.96,0,78.99,Good
S100771,6.27,65.87,59.2,1,88.19,Average
S100772,7.82,77.82,77.07,3,81.38,Average
S100773,8.26,83.91,49.71,3,56.04,At_Risk
S100774,7.81,82.16,50.3,1,59.16,Average
S100775,4.96,47.97,74.78,1,66.78,At_Risk
S100776,6.05,51.23,64.54,3,45.95,At_Risk
S100777,6.68,62.21,89.64,3,90.08,At_Risk
S100778,6.9,67.14,64.03,1,63.63,At_Risk
S100779,7.81,74.46,47.84,3,73.49,At_Risk
S100780,7.23,63.7,82.73,0,78.03,Good
S100781,5.26,43.48,50.71,2,73.89,At_Risk
S100782,7.49,68.23,54.87,0,80.04,Average
S100783,7.79,77.27,63.63,2,70.98,Average
S100784,7.73,79.73,70.11,0,85.85,Good
S100785,8.41,83.51,72.95,2,76.97,Average
S100786,8.08,81.03,80.49,0,95.2,Good
S100787,7.6,71.85,34.52,2,73.59,At_Risk
S100788,6.91,58.67,55.76,0,52.17,Average
S100789,4.84,44.17,81.76,3,84.29,At_Risk
S100790,7.56,70.77,56.37,1,50.7,Average
S100791,7.27,67.08,67.34,2,67.64,Average
S100792,7.35,70.07,85.51,0,76.24,Average
S100793,5.34,52.0,65.78,0,55.87,Average
S100794,5.59,57.0,64.59,0,86.83,Average
S100795,8.37,78.39,65.92,1,90.03,Average
S100796,6.95,58.4,84.74,2,65.64,At_Risk
S100797,7.89,72.99,47.16,1,57.06,Average
S100798,7.04,67.02,91.24,2,66.79,Good
S100799,7.04,71.76,65.06,3,60.81,At_Risk
S100800,8.22,75.82,63.56,2,68.74,At_Risk
S100801,6.33,62.18,57.45,2,89.43,At_Risk
S100802,7.12,68.85,53.25,2,46.09,At_Risk
S100803,6.4,60.97,37.6,0,95.67,At_Risk
S100804,6.44,64.86,83.83,0,85.46,Average
S100805,6.6,60.04,39.19,2,51.98,Average
S100806,7.29,66.9,67.33,1,87.62,Average
S100807,6.38,60.54,62.25,1,65.02,At_Risk
S100808,8.63,79.45,71.81,0,83.49,Good
S100809,5.84,57.48,42.05,1,84.77,At_Risk
S100810,6.76,61.34,57.26,0,71.91,At_Risk
S100811,6.43,61.97,74.17,3,79.16,Average
S100812,8.88,83.97,70.4,2,45.54,Average
S100813,7.26,69.79,59.37,1,74.24,Average
S100814,8.34,77.4,69.34,2,68.29,Average
S100815,5.07,46.8,90.4,1,98.43,Average
S100816,7.35,70.18,82.16,0,80.6,Good
S100817,8.16,78.3,80.63,0,68.27,Good
S100818,7.11,67.5,75.15,2,75.41,Average
S100819,8.39,86.48,70.36,0,70.04,Average
S100820,6.33,56.0,59.11,1,63.53,Average
S100821,8.83,83.65,68.72,1,63.13,Good
S100822,9.99,88.6,93.57,0,83.78,Excellent
S100823,6.53,63.51,79.95,1,83.64,At_Risk
S100824,6.42,56.54,63.34,0,68.52,Average
S100825,8.89,83.34,40.76,3,66.28,At_Risk
S100826,9.05,84.52,77.85,1,87.17,Excellent
S100827,6.32,61.17,80.17,2,86.84,At_Risk
S100828,6.45,59.1,60.94,3,57.24,At_Risk
S100829,6.63,60.64,59.32,1,92.76,At_Risk
S100830,5.25,55.6,42.66,0,60.04,At_Risk
S100831,5.81,56.29,84.33,1,63.85,At_Risk
S100832,5.69,51.9,62.61,1,53.46,At_Risk
S100833,6.0,56.01,71.39,1,89.82,Average
S100834,6.95,72.65,53.72,1,78.87,Average
S100835,7.3,68.45,49.18,4,60.02,At_Risk
S100836,9.02,82.89,87.44,0,74.12,Good
S100837,5.7,51.43,62.94,2,73.16,At_Risk
S100838,8.28,76.46,58.24,0,62.28,Average
S100839,6.72,61.5,100.0,0,84.63,Average
S100840,6.94,60.77,80.81,1,68.05,Average
S100841,7.88,70.0,58.62,0,53.61,Average
S100842,5.54,49.32,77.58,1,74.91,Average
S100843,7.5,73.59,47.13,1,42.88,Average
S100844,7.22,67.03,63.85,1,68.84,Good
S100845,7.64,72.0,57.11,1,68.89,At_Risk
S100846,7.38,75.15,73.44,1,81.77,Average
S100847,10.0,100.0,89.54,2,52.45,Average
S100848,6.17,57.5,45.98,0,73.9,At_Risk
S100849,6.31,57.42,92.14,2,79.02,At_Risk
S100850,6.19,55.35,77.75,1,95.85,At_Risk
S100851,6.28,62.41,55.01,2,67.38,At_Risk
S100852,6.17,57.81,55.26,1,84.08,At_Risk
S100853,8.55,79.64,58.71,1,81.5,Average
S100854,8.85,80.79,56.74,2,94.06,Average
S100855,6.26,56.4,57.14,4,63.53,At_Risk
S100856,5.92,57.5,44.42,3,70.25,At_Risk
S100857,7.61,67.06,65.46,2,58.15,At_Risk
S100858,6.28,63.66,77.71,2,62.62,At_Risk
S100859,7.82,72.18,60.54,3,53.36,Average
S100860,7.26,68.41,71.87,0,54.35,Good
S100861,5.03,42.43,82.63,2,95.92,At_Risk
S100862,9.01,85.56,48.56,0,57.16,Good
S100863,9.33,87.37,59.32,1,54.26,Average
S100864,6.2,58.7,48.43,1,60.88,At_Risk
S100865,6.5,67.6,49.78,2,65.33,Average
S100866,7.37,70.74,85.7,0,46.98,Good
S100867,7.43,67.45,61.44,1,50.78,At_Risk
S100868,7.86,71.79,74.02,1,62.94,Good
S100869,9.61,93.71,70.15,0,75.39,Good
S100870,6.77,69.51,77.21,0,84.59,Average
S100871,5.96,57.77,69.92,2,81.3,At_Risk
S100872,5.21,52.22,69.39,0,81.41,Average
S100873,6.05,59.91,48.72,2,93.99,At_Risk
S100874,6.96,71.77,68.45,0,47.53,Good
S100875,9.33,80.86,68.31,1,53.36,Average
S100876,6.33,62.78,55.76,2,77.11,At_Risk
S100877,7.29,73.2,41.11,2,54.46,Average
S100878,6.98,60.94,71.18,3,60.42,At_Risk
S100879,8.54,77.63,83.92,2,77.63,Average
S100880,10.0,92.0,45.0,1,83.0,Good
S100881,6.31,57.03,65.81,1,56.52,At_Risk
S100882,6.36,58.53,38.96,1,53.79,At_Risk
S100883,8.36,80.37,76.45,1,66.68,At_Risk
S100884,7.89,78.38,83.39,2,39.16,Average
S100885,9.4,93.63,66.73,0,69.51,Average
S100886,7.76,70.36,76.12,2,64.69,Average
S100887,6.53,58.68,68.83,0,76.09,At_Risk
S100888,7.77,79.06,55.38,2,79.76,Average
S100889,8.44,82.78,66.25,4,86.68,Good
S100890,8.07,76.96,67.64,2,50.84,Average
S100891,7.66,74.7,66.11,2,84.87,Average
S100892,8.39,79.55,72.83,5,46.12,Average
S100893,8.52,83.04,69.72,1,57.19,Average
S100894,8.8,82.23,65.48,2,78.73,At_Risk
S100895,7.84,75.59,59.66,3,73.41,At_Risk
S100896,6.78,58.4,74.5,1,77.94,Good
S100897,7.19,65.56,73.59,1,60.69,Average
S100898,8.57,78.69,70.3,0,51.21,Good
S100899,5.94,54.91,57.22,2,59.69,At_Risk
S100900,7.48,67.35,53.29,1,67.28,At_Risk
S100901,6.49,59.51,76.78,3,47.03,At_Risk
S100902,7.04,60.8,56.41,1,53.45,At_Risk
S100903,8.66,84.48,63.61,2,60.38,Average
S100904,7.25,68.53,47.78,1,83.26,Average
S100905,7.06,60.25,73.76,1,52.28,Good
S100906,5.23,46.0,51.88,1,81.49,At_Risk
S100907,7.97,77.06,51.21,1,65.63,Average
S100908,7.84,72.3,55.14,1,56.32,Average
S100909,9.81,90.0,73.58,0,85.95,Average
S100910,6.6,62.4,65.19,1,54.57,At_Risk
S100911,7.28,70.58,59.76,1,52.05,At_Risk
S100912,7.32,64.0,89.48,0,64.75,Average
S100913,9.05,88.18,74.79,2,64.01,Good
S100914,6.88,62.12,42.11,4,67.51,Average
S100915,7.36,69.87,56.65,0,73.23,Average
S100916,7.79,73.9,42.29,0,55.07,Average
S100917,7.24,66.7,61.79,0,84.66,At_Risk
S100918,6.42,56.89,81.47,0,71.25,Average
S100919,7.25,67.75,71.23,1,70.83,Average
S100920,8.4,86.26,64.96,1,64.52,Good
S100921,5.67,48.38,61.87,3,61.99,At_Risk
S100922,7.17,74.91,72.16,2,61.2,At_Risk
S100923,6.09,56.81,45.98,1,41.81,At_Risk
S100924,8.55,81.0,66.43,1,78.94,Average
S100925,5.02,43.34,70.19,1,53.45,At_Risk
S100926,6.27,56.51,51.44,3,82.71,At_Risk
S100927,7.49,69.15,56.46,0,95.5,Average
S100928,9.04,81.7,93.57,4,63.51,Good
S100929,6.91,64.85,74.86,1,83.95,Average
S100930,6.28,58.02,45.84,5,48.48,At_Risk
S100931,9.45,97.14,58.25,1,84.91,Good
S100932,5.12,43.95,67.62,2,63.35,At_Risk
S100933,4.14,39.76,98.01,1,58.51,At_Risk
S100934,7.57,72.93,79.57,4,71.16,At_Risk
S100935,6.35,56.02,82.17,4,70.73,At_Risk
S100936,5.67,56.64,73.17,1,68.82,At_Risk
S100937,7.92,73.65,55.2,1,88.72,At_Risk
S100938,7.32,59.54,88.74,1,71.59,Good
S100939,6.27,62.17,79.11,4,51.15,Average
S100940,5.34,46.22,84.58,0,100.0,Average
S100941,8.13,73.08,90.11,3,70.71,Average
S100942,7.85,77.28,88.22,2,57.1,Average
S100943,6.87,63.89,67.79,1,51.69,Average
S100944,9.4,92.98,71.55,4,81.59,Average
S100945,5.61,58.13,70.51,3,64.61,At_Risk
S100946,5.02,45.08,80.07,1,49.66,At_Risk
S100947,6.1,61.13,72.32,3,95.46,At_Risk
S100948,6.94,62.92,69.89,2,74.03,Average
S100949,7.32,78.44,66.63,2,61.74,At_Risk
S100950,6.69,60.75,66.07,0,85.66,Average
S100951,7.46,74.95,71.91,1,84.8,Average
S100952,5.37,54.42,84.88,0,92.28,Average
S100953,8.88,85.59,55.62,0,97.62,Good
S100954,6.89,62.8,68.95,0,62.14,At_Risk
S100955,8.45,79.69,72.49,2,73.01,Good
S100956,7.45,62.12,89.53,3,69.44,At_Risk
S100957,7.59,73.04,62.38,2,41.84,Average
S100958,7.74,74.94,57.86,1,72.48,Average
S100959,7.58,72.56,87.63,2,47.96,Average
S100960,7.84,62.54,74.63,0,62.66,Average
S100961,8.73,77.8,62.51,1,72.3,Average
S100962,7.26,65.93,81.72,2,91.39,Average
S100963,7.92,76.0,43.6,2,85.85,Average
S100964,6.88,66.55,67.3,0,53.31,Average
S100965,8.87,83.6,71.82,1,55.84,Good
S100966,6.12,60.69,75.67,0,49.55,At_Risk
S100967,9.34,84.64,57.26,0,68.52,Average
S100968,6.95,68.44,57.04,1,68.81,Average
S100969,5.14,50.73,88.02,2,54.8,Average
S100970,7.17,69.59,68.21,2,72.74,At_Risk
S100971,6.11,57.4,70.07,1,78.92,At_Risk
S100972,8.09,84.2,58.53,2,69.99,Average
S100973,6.15,60.41,56.08,0,78.82,At_Risk
S100974,6.42,57.12,60.62,1,83.85,Average
S100975,4.54,44.16,83.54,3,52.25,At_Risk
S100976,6.41,63.92,59.91,4,70.17,Average
S100977,3.85,35.0,64.93,1,71.81,At_Risk
S100978,4.94,51.3,88.96,2,73.7,At_Risk
S100979,7.99,77.42,95.78,0,91.7,Good
S100980,8.02,66.83,48.93,0,78.39,Average
S100981,7.55,72.95,40.37,3,73.9,Average
S100982,5.74,52.93,58.74,0,84.78,Average
S100983,6.94,68.06,55.29,0,66.59,At_Risk
S100984,7.0,70.23,74.2,2,83.77,Average
S100985,5.49,52.97,67.82,3,52.2,At_Risk
S100986,8.95,91.73,66.32,1,62.01,Good
S100987,8.14,76.62,79.41,2,65.95,Average
S100988,6.71,66.27,40.34,0,51.32,At_Risk
S100989,7.03,70.05,59.96,3,93.28,At_Risk
S100990,7.27,68.68,66.49,1,66.53,At_Risk
S100991,4.35,44.4,81.42,1,81.0,At_Risk
S100992,6.68,61.0,67.24,1,77.39,At_Risk
S100993,6.11,56.39,73.35,1,74.58,Average
S100994,5.7,48.88,63.77,2,71.53,At_Risk
S100995,6.63,63.99,67.44,1,56.69,At_Risk
S100996,9.34,90.0,64.19,1,80.41,Good
S100997,7.83,79.13,65.01,0,68.94,Average
S100998,6.26,63.0,68.98,2,75.24,At_Risk
S100999,7.74,72.4,86.8,0,84.21,At_Risk
S101000,8.82,79.07,73.39,1,34.45,Average
S101001,8.2,79.65,65.33,3,71.72,Average
S101002,7.08,72.0,75.08,0,84.18,At_Risk
S101003,6.16,61.53,70.37,2,56.38,At_Risk
S101004,7.91,79.0,75.63,0,67.44,Excellent
S101005,7.51,70.51,62.88,2,82.89,Good
S101006,8.16,75.69,74.39,1,93.05,Good
S101007,7.83,71.0,74.63,0,88.98,Average
S101008,8.36,79.2,49.55,2,57.14,Average
S101009,6.3,59.58,62.99,1,82.88,At_Risk
S101010,8.71,83.6,65.78,1,91.69,Average
S101011,7.26,68.42,63.77,4,80.55,Average
S101012,9.7,91.59,54.63,3,92.02,At_Risk
S101013,6.1,54.88,35.87,1,71.02,At_Risk
S101014,9.26,91.71,81.37,1,84.93,Excellent
S101015,7.26,69.25,39.84,3,66.99,Average
S101016,6.15,57.76,93.72,1,93.17,At_Risk
S101017,6.37,57.53,64.93,0,61.89,Average
S101018,6.58,57.22,59.32,1,76.65,Average
S101019,7.55,76.97,47.85,2,84.67,At_Risk
S101020,7.68,75.18,46.42,0,57.32,Average
S101021,6.25,52.92,56.41,1,69.16,At_Risk
S101022,6.97,69.25,70.48,2,58.5,At_Risk
S101023,9.78,96.65,86.36,2,69.99,Good
S101024,9.25,88.33,47.86,2,82.8,Good
S101025,7.57,78.28,72.67,0,72.94,Average
S101026,7.05,67.84,43.94,0,46.55,At_Risk
S101027,7.16,62.32,56.22,1,62.29,At_Risk
S101028,7.8,75.54,74.53,0,85.0,At_Risk
S101029,5.67,54.85,54.78,2,49.61,At_Risk
S101030,6.67,60.91,88.07,1,90.66,At_Risk
S101031,4.83,48.19,77.81,1,57.39,Average
S101032,7.52,64.76,74.44,0,52.65,Average
S101033,7.84,78.46,60.75,2,62.37,Average
S101034,6.37,57.02,56.74,2,87.85,At_Risk
S101035,9.05,82.0,62.06,1,97.67,Excellent
S101036,5.41,50.91,71.25,3,80.41,At_Risk
S101037,5.1,50.15,71.24,1,79.58,At_Risk
S101038,7.29,69.93,57.35,0,62.45,At_Risk
S101039,8.36,76.46,58.56,2,68.52,At_Risk
S101040,9.19,85.27,47.88,2,87.65,Average
S101041,6.4,56.3,97.63,0,57.3,At_Risk
S101042,8.4,78.92,56.33,1,55.85,Average
S101043,6.95,70.32,46.1,4,81.43,At_Risk
S101044,6.78,64.35,35.66,2,65.97,At_Risk
S101045,8.15,80.85,59.27,2,62.83,At_Risk
S101046,7.85,80.38,73.28,2,63.94,At_Risk
S101047,4.95,45.0,66.64,2,60.36,At_Risk
S101048,8.92,83.99,65.54,4,84.23,Average
S101049,8.79,92.23,77.49,2,62.73,At_Risk
S101050,6.19,64.55,75.59,3,84.6,At_Risk
S101051,7.51,64.7,56.32,3,80.03,Average
S101052,7.64,74.0,71.39,2,57.06,Average
