student_id,hackathons_participated,preferred_domain,career_goal,submitted_at
S100458,0,Core Engineering,Job,2023-11-19 00:00:00
S100459,1,Core Engineering,Job,2023-04-12 00:00:00
S100460,0,AI/ML,Job,2024-02-01 00:00:00
S100461,2,Web Development,Job,2024-03-31 00:00:00
S100462,1,Data Science,Job,2024-03-03 00:00:00
S100463,1,Product/Management,Job,2024-01-31 00:00:00
S100464,1,Data Science,Job,2023-12-31 00:00:00
S100465,4,Core Engineering,Job,2023-08-12 00:00:00
S100466,2,Web Development,Job,2023-11-10 00:00:00
S100467,1,Web Development,Job,2024-01-16 00:00:00
S100468,0,Core Engineering,Job,2023-12-07 00:00:00
S100469,2,Core Engineering,Job,2024-01-15 00:00:00
S100470,1,Product/Management,Job,2024-02-20 00:00:00
S100471,1,Product/Management,Startup/Entrepreneurship,2024-05-01 00:00:00
S100472,1,Web Development,Job,2024-11-04 00:00:00
S100473,0,Product/Management,Job,2023-12-31 00:00:00
S100474,0,Product/Management,Job,2024-01-04 00:00:00
S100475,0,AI/ML,Higher Studies,2024-01-19 00:00:00
S100476,1,Data Science,Job,2024-02-18 00:00:00
S100477,0,AI/ML,Job,2024-02-24 00:00:00
S100478,0,Core Engineering,Job,2024-02-19 00:00:00
S100479,2,AI/ML,Job,2023-11-17 00:00:00
S100480,1,AI/ML,Job,2023-12-18 00:00:00
S100481,1,Web Development,Job,2024-08-04 00:00:00
S100482,2,Core Engineering,Job,2024-01-30 00:00:00
S100483,1,AI/ML,Job,2024-03-17 06:57:20
S100484,0,Product/Management,Job,2024-03-15 00:00:00
S100485,1,Core Engineering,Job,2024-03-08 18:21:52
S100486,1,Cybersecurity,Higher Studies,2024-02-06 00:00:00
S100487,2,AI/ML,Job,2023-12-15 20:16:07
S100488,2,AI/ML,Job,2024-03-27 00:00:00
S100489,0,AI/ML,Higher Studies,2023-12-26 00:00:00
S100490,2,Core Engineering,Job,2024-01-19 00:00:00
S100491,2,Data Science,Startup/Entrepreneurship,2024-02-22 00:00:00
S100492,4,Product/Management,Job,2024-03-31 00:00:00
S100493,1,Product/Management,Job,2024-03-05 00:00:00
S100494,1,AI/ML,Higher Studies,2023-11-06 00:00:00
S100495,1,Product/Management,Job,2023-11-05 00:00:00
S100496,0,AI/ML,Job,2023-12-03 00:00:00
S100497,3,Data Science,Job,2023-11-11 22:41:58
S100498,3,Cybersecurity,Startup/Entrepreneurship,2024-09-02 00:00:00
S100499,1,Core Engineering,Startup/Entrepreneurship,2024-03-04 00:00:00
S100500,0,AI/ML,Higher Studies,2024-03-19 00:00:00
S100501,4,Cybersecurity,Job,2024-01-28 00:00:00
S100502,1,AI/ML,Job,2024-02-12 00:00:00
S100503,0,AI/ML,Higher Studies,2024-07-04 00:00:00
S100504,3,Data Science,Higher Studies,2023-12-15 00:00:00
S100505,2,Web Development,Startup/Entrepreneurship,2024-01-08 00:00:00
S100506,1,AI/ML,Job,2023-11-10 00:00:00
S100507,2,Cybersecurity,Job,2024-02-28 00:00:00
S100508,0,Cybersecurity,Job,2024-01-03 00:00:00
S100509,1,Data Science,Job,2024-02-28 00:00:00
S100510,2,Cybersecurity,Job,2024-01-03 00:00:00
S100511,0,Core Engineering,Job,2023-11-20 00:00:00
S100512,0,Cybersecurity,Startup/Entrepreneurship,2024-05-04 00:00:00
S100513,0,Web Development,Job,2023-11-12 00:00:00
S100514,1,Product/Management,Higher Studies,2024-01-01 00:00:00
S100515,0,Product/Management,Higher Studies,2024-01-09 00:00:00
S100516,0,Data Science,Job,2023-12-19 00:00:00
S100517,2,Data Science,Job,2024-04-04 00:00:00
S100518,0,Data Science,Job,2024-03-28 00:00:00
S100519,0,Cybersecurity,Job,2024-03-03 00:00:00
S100520,0,Cybersecurity,Higher Studies,2024-01-07 00:00:00
S100521,2,Data Science,Job,2024-05-03 00:00:00
S100522,0,Core Engineering,Job,2024-03-14 00:00:00
S100523,1,Product/Management,Job,2024-02-18 00:00:00
S100524,1,Web Development,Job,2023-12-10 00:00:00
S100525,2,Web Development,Startup/Entrepreneurship,2023-11-25 00:00:00
S100526,2,Cybersecurity,Startup/Entrepreneurship,2024-02-28 00:00:00
S100527,0,AI/ML,Job,2023-12-13 00:00:00
S100528,0,Data Science,Job,2023-12-23 00:00:00
S100529,1,Core Engineering,Job,2023-11-26 00:00:00
S100530,0,Core Engineering,Higher Studies,2024-02-01 00:00:00
S100531,0,Web Development,Higher Studies,2024-01-28 00:00:00
S100532,3,Core Engineering,Higher Studies,2024-04-08 00:00:00
S100533,0,Core Engineering,Higher Studies,2024-01-31 00:00:00
S100534,0,Data Science,Job,2023-11-07 00:00:00
S100535,1,AI/ML,Higher Studies,2024-02-16 00:00:00
S100536,0,Cybersecurity,Higher Studies,2024-01-29 00:00:00
S100537,2,Web Development,Higher Studies,2024-03-02 00:00:00
S100538,0,Core Engineering,Startup/Entrepreneurship,2024-04-12 00:00:00
S100539,2,Web Development,Job,2024-03-20 00:00:00
S100540,0,Data Science,Job,2024-03-30 00:00:00
S100541,3,Core Engineering,Job,2024-03-22 00:00:00
S100542,2,Product/Management,Job,2023-11-13 00:00:00
S100543,2,Product/Management,Job,2024-02-07 00:00:00
S100544,1,Data Science,Job,2023-12-15 00:00:00
S100545,0,Product/Management,Higher Studies,2023-12-01 00:00:00
S100546,3,Core Engineering,Job,2024-02-04 00:00:00
S100547,2,Core Engineering,Startup/Entrepreneurship,2024-01-30 00:00:00
S100548,1,Cybersecurity,Job,2023-11-29 00:00:00
S100549,2,Product/Management,Higher Studies,2024-01-03 00:00:00
S100550,0,Core Engineering,Job,2024-01-03 00:00:00
S100551,1,Web Development,Higher Studies,2024-01-17 00:00:00
S100552,0,Web Development,Job,2024-03-26 00:00:00
S100553,1,AI/ML,Job,2024-01-27 00:00:00
S100554,0,Core Engineering,Job,2024-02-10 00:56:07
S100555,1,Cybersecurity,Job,2024-04-08 13:46:27
S100556,0,Web Development,Job,2023-12-28 00:00:00
S100557,0,Cybersecurity,Job,2023-11-20 00:00:00
S100558,3,Data Science,Job,2023-11-29 02:32:10
S100559,0,Cybersecurity,Job,2023-11-10 00:00:00
S100560,2,Data Science,Higher Studies,2023-11-18 00:00:00
S100561,2,Web Development,Higher Studies,2023-01-12 00:00:00
S100562,2,Core Engineering,Job,2024-02-18 00:00:00
S100563,1,AI/ML,Higher Studies,2024-03-20 05:05:00
S100564,1,Data Science,Higher Studies,2023-11-20 00:00:00
S100565,0,Core Engineering,Job,2023-11-03 00:00:00
S100566,1,Product/Management,Higher Studies,2023-11-11 00:00:00
S100567,0,Product/Management,Higher Studies,2024-07-01 00:00:00
S100568,1,Cybersecurity,Job,2024-01-08 00:00:00
S100569,1,Product/Management,Higher Studies,2024-03-14 00:00:00
S100570,0,AI/ML,Job,2024-02-19 00:00:00
S100571,1,Product/Management,Job,2024-03-16 00:00:00
S100572,0,Data Science,Higher Studies,2023-11-22 00:00:00
S100573,0,Data Science,Job,2023-12-22 00:00:00
S100574,3,Web Development,Job,2024-03-25 10:10:17
S100575,5,Cybersecurity,Job,2024-02-26 00:00:00
S100576,0,Product/Management,Higher Studies,2023-02-11 00:00:00
S100577,1,Web Development,Higher Studies,2024-05-02 00:00:00
S100578,0,Data Science,Job,2024-03-25 00:00:00
S100579,0,Web Development,Job,2023-12-02 00:00:00
S100580,0,Core Engineering,Job,2023-12-09 00:00:00
S100581,3,Cybersecurity,Higher Studies,2023-12-16 00:00:00
S100582,1,Web Development,Job,2024-01-14 00:00:00
S100583,3,Data Science,Higher Studies,2024-01-11 00:53:59
S100584,3,Product/Management,Job,2024-02-06 15:07:16
S100585,1,AI/ML,Startup/Entrepreneurship,2024-01-08 00:00:00
S100586,0,Product/Management,Job,2023-11-30 00:00:00
S100587,1,AI/ML,Job,2023-12-14 00:00:00
S100588,0,Core Engineering,Startup/Entrepreneurship,2024-01-29 00:00:00
S100589,1,Web Development,Job,2024-01-01 00:00:00
S100590,1,Cybersecurity,Startup/Entrepreneurship,2024-04-12 00:00:00
S100591,1,Cybersecurity,Job,2024-03-05 00:00:00
S100592,1,Data Science,Higher Studies,2023-11-28 07:22:36
S100593,1,AI/ML,Higher Studies,2024-03-27 00:00:00
S100594,1,Cybersecurity,Job,2023-11-13 00:00:00
S100595,0,AI/ML,Job,2023-11-24 00:00:00
S100596,2,Product/Management,Job,2024-03-08 00:00:00
S100597,0,AI/ML,Startup/Entrepreneurship,2023-12-22 00:00:00
S100598,2,Cybersecurity,Job,2024-03-11 00:00:00
S100599,1,Product/Management,Startup/Entrepreneurship,2023-12-30 00:00:00
S100600,1,Web Development,Job,2024-02-24 00:00:00
S100601,1,AI/ML,Startup/Entrepreneurship,2023-11-08 00:00:00
S100602,0,Data Science,Job,2024-01-20 00:00:00
S100603,0,AI/ML,Job,2023-11-10 00:00:00
S100604,1,Cybersecurity,Job,2024-02-20 00:00:00
S100605,0,AI/ML,Job,2024-02-07 00:00:00
S100606,0,Core Engineering,Higher Studies,2024-01-05 00:00:00
S100607,0,Core Engineering,Job,2024-03-04 00:00:00
S100608,0,Web Development,Startup/Entrepreneurship,2023-12-23 00:00:00
S100609,3,Product/Management,Job,2024-01-27 00:00:00
S100610,0,AI/ML,Startup/Entrepreneurship,2023-12-14 00:00:00
S100611,3,Web Development,Job,2023-12-21 00:00:00
S100612,1,Product/Management,Job,2023-11-26 00:00:00
S100613,0,Web Development,Job,2023-01-11 00:00:00
S100614,1,Core Engineering,Higher Studies,2023-11-19 00:00:00
S100615,1,Core Engineering,Job,2024-03-08 00:00:00
S100616,3,AI/ML,Job,2024-04-07 00:00:00
S100617,0,Web Development,Job,2023-12-03 00:00:00
S100618,0,Cybersecurity,Job,2024-01-20 00:00:00
S100619,2,Product/Management,Higher Studies,2023-11-23 00:00:00
S100620,0,Data Science,Job,2024-02-14 00:00:00
S100621,2,Web Development,Job,2024-01-31 00:00:00
S100622,5,Web Development,Job,2023-11-19 00:00:00
S100623,2,Web Development,Job,2023-11-25 14:11:04
S100624,1,Web Development,Job,2024-02-24 20:27:31
S100625,1,AI/ML,Job,2024-01-05 00:00:00
S100626,2,Core Engineering,Job,2023-11-23 00:00:00
S100627,0,Core Engineering,Higher Studies,2024-04-01 00:00:00
S100628,1,Cybersecurity,Job,2023-12-03 00:00:00
S100629,1,Core Engineering,Startup/Entrepreneurship,2024-03-13 00:00:00
S100630,3,Cybersecurity,Job,2024-02-18 00:00:00
S100631,3,Data Science,Higher Studies,2023-12-06 00:00:00
S100632,2,Product/Management,Job,2024-02-14 00:00:00
S100633,2,Core Engineering,Startup/Entrepreneurship,2023-07-11 00:00:00
S100634,1,Data Science,Job,2024-03-30 00:00:00
S100635,1,Data Science,Job,2024-02-21 00:00:00
S100636,2,Product/Management,Higher Studies,2024-01-22 00:00:00
S100637,1,Web Development,Higher Studies,2023-11-20 00:00:00
S100638,1,Cybersecurity,Job,2024-03-15 00:00:00
S100639,0,AI/ML,Higher Studies,2023-06-11 00:00:00
S100640,1,Cybersecurity,Job,2024-06-02 00:00:00
S100641,2,Cybersecurity,Job,2024-01-14 00:00:00
S100642,4,Product/Management,Job,2024-02-14 00:00:00
S100643,0,Cybersecurity,Job,2024-03-11 00:00:00
S100644,1,AI/ML,Higher Studies,2024-01-14 00:00:00
S100645,2,Core Engineering,Job,2024-02-15 00:00:00
S100646,0,AI/ML,Job,2024-02-04 00:00:00
S100647,2,AI/ML,Job,2023-11-02 00:00:00
S100648,4,AI/ML,Job,2024-02-08 00:00:00
S100649,3,Product/Management,Job,2024-03-31 00:00:00
S100650,1,Product/Management,Job,2024-03-23 00:00:00
S100651,1,Data Science,Job,2024-03-05 00:00:00
S100652,3,Data Science,Higher Studies,2024-03-10 00:00:00
S100653,1,Web Development,Higher Studies,2024-01-19 00:00:00
S100654,1,Cybersecurity,Startup/Entrepreneurship,2023-12-08 00:00:00
S100655,1,Cybersecurity,Higher Studies,2024-01-06 00:00:00
S100656,0,Product/Management,Job,2023-11-13 00:00:00
S100657,1,Core Engineering,Job,2024-04-01 00:00:00
S100658,0,Product/Management,Job,2024-03-07 00:00:00
S100659,1,Product/Management,Startup/Entrepreneurship,2023-11-23 00:00:00
S100660,0,Core Engineering,Higher Studies,2024-02-01 00:00:00
S100661,3,Product/Management,Job,2024-01-18 00:00:00
S100662,0,AI/ML,Job,2023-11-18 00:00:00
S100663,0,Product/Management,Job,2024-03-29 00:00:00
S100664,1,Data Science,Job,2024-04-12 00:00:00
S100665,0,Product/Management,Higher Studies,2024-03-08 00:00:00
S100666,0,Product/Management,Job,2023-12-27 00:00:00
S100667,3,Web Development,Higher Studies,2024-01-26 00:00:00
S100668,1,Core Engineering,Job,2024-03-22 00:00:00
S100669,0,Product/Management,Job,2024-02-22 00:00:00
S100670,1,AI/ML,Higher Studies,2023-12-30 00:00:00
S100671,1,Data Science,Startup/Entrepreneurship,2024-03-16 00:00:00
S100672,1,Data Science,Job,2023-07-11 00:00:00
S100673,0,Product/Management,Higher Studies,2023-12-12 00:00:00
S100674,3,AI/ML,Startup/Entrepreneurship,2024-02-12 00:00:00
S100675,3,Web Development,Job,2024-04-05 00:00:00
S100676,3,Core Engineering,Job,2023-12-15 00:00:00
S100677,2,Product/Management,Startup/Entrepreneurship,2024-02-01 00:00:00
S100678,3,Web Development,Higher Studies,2023-11-14 00:00:00
S100679,0,Cybersecurity,Job,2024-02-23 00:00:00
S100680,1,Core Engineering,Higher Studies,2024-02-22 16:55:05
S100681,0,Core Engineering,Job,2023-11-10 00:00:00
S100682,2,Product/Management,Job,2024-03-28 00:00:00
S100683,2,Core Engineering,Job,2024-02-10 00:00:00
S100684,2,Product/Management,Higher Studies,2023-11-24 00:00:00
S100685,2,AI/ML,Job,2024-01-22 00:00:00
S100686,1,Web Development,Job,2024-02-10 00:00:00
S100687,2,Web Development,Startup/Entrepreneurship,2024-04-10 00:00:00
S100688,0,Core Engineering,Job,2024-02-23 00:00:00
S100689,2,Product/Management,Job,2024-01-17 00:00:00
S100690,0,Cybersecurity,Job,2024-01-14 00:00:00
S100691,1,AI/ML,Job,2023-12-05 00:00:00
S100692,1,Core Engineering,Higher Studies,2024-03-01 00:00:00
S100693,1,Data Science,Job,2024-01-25 00:00:00
S100694,3,Web Development,Job,2024-06-04 00:00:00
S100695,0,Web Development,Job,2024-02-04 00:00:00
S100696,0,Product/Management,Startup/Entrepreneurship,2024-04-03 00:00:00
S100697,2,AI/ML,Startup/Entrepreneurship,2024-03-18 00:00:00
S100698,0,Core Engineering,Startup/Entrepreneurship,2024-03-26 00:00:00
S100699,3,Product/Management,Job,2023-11-07 00:00:00
S100700,1,Product/Management,Higher Studies,2024-03-29 00:00:00
S100701,0,Product/Management,Job,2024-02-11 00:00:00
S100702,0,AI/ML,Job,2024-01-19 00:00:00
S100703,2,AI/ML,Job,2024-01-23 00:00:00
S100704,1,Web Development,Higher Studies,2024-02-01 00:00:00
S100705,3,Data Science,Higher Studies,2023-12-24 00:00:00
S100706,1,Data Science,Higher Studies,2024-01-22 00:00:00
S100707,1,AI/ML,Job,2024-04-06 00:00:00
S100708,1,Cybersecurity,Job,2024-04-08 00:00:00
S100709,1,Data Science,Job,2023-11-17 00:00:00
S100710,6,Core Engineering,Job,2024-01-25 00:00:00
S100711,1,Core Engineering,Job,2024-03-15 00:00:00
S100712,0,Core Engineering,Job,2023-12-28 00:00:00
S100713,0,Cybersecurity,Job,2023-12-11 00:00:00
S100714,3,AI/ML,Job,2024-01-11 00:00:00
S100715,1,AI/ML,Job,2023-11-30 11:41:22
S100716,1,Cybersecurity,Startup/Entrepreneurship,2024-01-24 00:00:00
S100717,0,Cybersecurity,Higher Studies,2024-05-04 00:00:00
S100718,2,Product/Management,Job,2024-03-30 00:00:00
S100719,0,AI/ML,Higher Studies,2024-03-31 00:00:00
S100720,0,Web Development,Job,2023-11-27 00:00:00
S100721,1,Web Development,Higher Studies,2024-01-29 00:00:00
S100722,2,Data Science,Job,2023-11-26 00:00:00
S100723,0,AI/ML,Job,2023-12-13 00:00:00
S100724,1,AI/ML,Job,2024-01-02 00:00:00
S100725,0,Web Development,Job,2023-12-08 11:11:53
S100726,1,Web Development,Job,2024-02-01 00:00:00
S100727,0,Core Engineering,Job,2024-03-14 00:00:00
S100728,1,Web Development,Job,2024-03-01 00:00:00
S100729,1,Cybersecurity,Job,2023-12-19 00:00:00
S100730,0,Cybersecurity,Job,2024-02-25 10:50:34
S100731,1,AI/ML,Job,2023-11-13 00:00:00
S100732,2,Web Development,Job,2024-01-11 00:00:00
S100733,0,AI/ML,Job,2024-02-28 00:00:00
S100734,1,Product/Management,Job,2023-11-17 00:00:00
S100735,1,Cybersecurity,Startup/Entrepreneurship,2023-12-15 00:00:00
S100736,2,Data Science,Job,2024-08-02 00:00:00
S100737,0,Core Engineering,Job,2023-12-13 00:00:00
S100738,0,Product/Management,Job,2023-12-10 00:00:00
S100739,1,Data Science,Job,2024-01-23 00:00:00
S100740,3,Core Engineering,Job,2023-12-16 00:00:00
S100741,1,Product/Management,Job,2024-02-01 00:00:00
S100742,2,Product/Management,Job,2024-01-21 00:00:00
S100743,1,Data Science,Higher Studies,2024-01-13 00:00:00
S100744,0,Data Science,Higher Studies,2023-12-17 00:00:00
S100745,0,Product/Management,Job,2024-01-29 00:00:00
S100746,0,Data Science,Job,2023-11-25 00:00:00
S100747,3,Data Science,Higher Studies,2023-11-18 00:00:00
S100748,2,Core Engineering,Startup/Entrepreneurship,2024-01-06 00:00:00
S100749,0,Core Engineering,Job,2024-01-04 00:00:00
S100750,1,Core Engineering,Higher Studies,2024-01-17 00:00:00
S100751,1,Cybersecurity,Higher Studies,2024-03-19 00:00:00
S100752,1,Cybersecurity,Job,2024-03-25 00:00:00
S100753,0,Data Science,Job,2023-12-31 00:00:00
S100754,2,Data Science,Job,2024-03-12 00:00:00
S100755,0,Product/Management,Job,2024-06-01 00:00:00
S100756,2,Product/Management,Higher Studies,2024-07-04 00:00:00
S100757,1,AI/ML,Job,2023-12-01 00:00:00
S100758,2,Cybersecurity,Job,2024-04-08 00:00:00
S100759,0,AI/ML,Higher Studies,2024-03-18 00:00:00
S100760,2,Core Engineering,Job,2023-12-06 00:00:00
S100761,1,Cybersecurity,Higher Studies,2024-01-27 00:00:00
S100762,1,Web Development,Higher Studies,2024-03-21 00:00:00
S100763,1,Cybersecurity,Job,2024-04-13 00:00:00
S100764,1,Core Engineering,Job,2024-03-08 00:00:00
S100765,1,Web Development,Higher Studies,2023-12-13 00:00:00
S100766,2,Core Engineering,Job,2023-12-29 00:00:00
S100767,0,Data Science,Job,2024-04-14 00:00:00
S100768,3,Cybersecurity,Job,2024-02-21 00:00:00
S100769,2,Data Science,Job,2024-03-18 00:00:00
S100770,1,Cybersecurity,Job,2023-08-11 00:00:00
S100771,1,Product/Management,Startup/Entrepreneurship,2023-11-14 00:00:00
S100772,1,Cybersecurity,Job,2023-11-19 00:00:00
S100773,1,Cybersecurity,Higher Studies,2024-01-25 00:00:00
S100774,2,Web Development,Higher Studies,2024-02-21 00:00:00
S100775,1,Product/Management,Job,2024-04-14 00:00:00
S100776,1,Product/Management,Job,2024-03-14 00:00:00
S100777,1,AI/ML,Job,2023-12-09 00:00:00
S100778,2,AI/ML,Startup/Entrepreneurship,2023-12-05 00:00:00
S100779,1,AI/ML,Higher Studies,2023-12-24 00:00:00
S100780,0,Cybersecurity,Job,2024-03-12 00:00:00
S100781,1,Web Development,Job,2024-02-06 00:00:00
S100782,1,AI/ML,Higher Studies,2024-04-06 00:00:00
S100783,2,Cybersecurity,Higher Studies,2023-12-08 00:00:00
S100784,0,Web Development,Job,2024-03-28 00:00:00
S100785,1,Core Engineering,Job,2023-11-21 00:00:00
S100786,0,Web Development,Job,2024-01-26 00:00:00
S100787,2,Data Science,Job,2024-02-11 00:00:00
S100788,1,Web Development,Job,2023-11-25 22:46:20
S100789,1,Cybersecurity,Job,2024-03-29 00:00:00
S100790,0,AI/ML,Higher Studies,2024-01-15 00:00:00
S100791,0,Core Engineering,Startup/Entrepreneurship,2023-12-04 00:00:00
S100792,1,AI/ML,Job,2023-11-10 00:00:00
S100793,2,Web Development,Job,2024-02-06 00:00:00
S100794,1,Data Science,Job,2024-01-24 00:00:00
S100795,1,Product/Management,Job,2024-04-08 00:00:00
S100796,1,Data Science,Job,2023-11-03 00:00:00
S100797,2,Data Science,Higher Studies,2024-02-24 00:00:00
S100798,0,Web Development,Higher Studies,2024-02-16 00:00:00
S100799,0,Product/Management,Higher Studies,2024-02-12 00:00:00
S100800,0,Web Development,Job,2023-11-05 00:00:00
S100801,0,AI/ML,Job,2024-03-01 00:00:00
S100802,2,Web Development,Job,2023-11-22 00:00:00
S100803,1,Core Engineering,Startup/Entrepreneurship,2024-01-07 00:00:00
S100804,1,Cybersecurity,Job,2023-12-23 00:00:00
S100805,1,AI/ML,Higher Studies,2023-11-20 00:00:00
S100806,0,Data Science,Higher Studies,2024-02-04 00:00:00
S100807,2,Product/Management,Job,2024-02-17 00:00:00
S100808,1,Core Engineering,Startup/Entrepreneurship,2024-01-12 00:00:00
S100809,0,Product/Management,Job,2023-12-09 00:00:00
S100810,1,Data Science,Job,2023-12-12 00:00:00
S100811,0,Data Science,Job,2024-01-31 00:00:00
S100812,0,Cybersecurity,Higher Studies,2024-02-01 00:00:00
S100813,1,Cybersecurity,Higher Studies,2023-11-25 00:00:00
S100814,1,Cybersecurity,Job,2023-11-24 00:00:00
S100815,0,Data Science,Higher Studies,2023-12-31 00:00:00
S100816,1,Product/Management,Higher Studies,2023-10-11 00:00:00
S100817,0,Product/Management,Job,2024-03-04 00:00:00
S100818,0,Web Development,Job,2024-03-24 00:00:00
S100819,2,Cybersecurity,Job,2024-05-02 00:00:00
S100820,1,AI/ML,Higher Studies,2024-01-16 00:00:00
S100821,0,Core Engineering,Job,2023-11-02 00:00:00
S100822,2,Cybersecurity,Higher Studies,2024-01-26 00:00:00
S100823,0,Core Engineering,Startup/Entrepreneurship,2023-12-21 00:00:00
S100824,1,Cybersecurity,Job,2024-07-04 00:00:00
S100825,2,AI/ML,Job,2024-03-22 00:00:00
S100826,1,Web Development,Job,2024-01-12 00:00:00
S100827,2,Web Development,Higher Studies,2023-11-21 00:00:00
S100828,1,Data Science,Job,2023-12-22 00:00:00
S100829,1,Core Engineering,Job,2023-12-09 00:00:00
S100830,0,Data Science,Higher Studies,2024-03-17 00:00:00
S100831,1,Web Development,Higher Studies,2024-01-26 00:00:00
S100832,2,Data Science,Startup/Entrepreneurship,2023-11-05 00:00:00
S100833,2,AI/ML,Job,2023-12-22 00:00:00
S100834,1,Data Science,Job,2024-09-04 00:00:00
S100835,0,Cybersecurity,Higher Studies,2024-03-18 00:00:00
S100836,2,Cybersecurity,Job,2024-02-01 00:00:00
S100837,2,Product/Management,Job,2024-03-18 00:00:00
S100838,1,Cybersecurity,Higher Studies,2024-03-25 00:00:00
S100839,0,Product/Management,Higher Studies,2024-01-22 00:00:00
S100840,2,Product/Management,Job,2024-02-06 00:00:00
S100841,1,AI/ML,Startup/Entrepreneurship,2024-01-16 00:00:00
S100842,1,Data Science,Job,2024-02-10 00:00:00
