student_id,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,last_sync_time
S100421,82.08,2.54,1.08,21.54,2024-04-11 00:00:00
S100422,75.0,2.61,8.0,5.0,2024-02-09 00:00:00
S100423,68.9,1.23,2.6,10.47,2024-01-17 00:00:00
S100424,67.09,3.65,1.37,22.58,2024-02-06 00:00:00
S100425,65.9,3.39,1.14,13.51,2024-11-02 00:00:00
S100426,85.79,2.98,0.39,14.3,2024-04-16 00:00:00
S100427,61.9,3.55,0.11,17.66,2024-03-06 00:00:00
S100428,86.35,2.89,1.8,11.9,2024-05-26 00:00:00
S100429,99.0,2.23,1.16,9.56,2024-01-10 00:00:00
S100430,81.0,2.24,0.01,17.15,2024-04-09 00:00:00
S100431,78.51,6.25,1.11,5.33,2024-05-14 00:00:00
S100432,81.8,3.39,0.5,3.71,2024-04-06 00:00:00
S100433,63.6,5.03,5.47,10.16,2024-04-25 00:00:00
S100434,73.47,2.03,0.88,19.98,2024-02-07 00:00:00
S100435,72.0,2.45,3.67,23.14,2024-01-22 00:00:00
S100436,76.4,2.62,0.07,11.68,2024-12-03 00:00:00
S100437,82.61,1.75,1.36,20.81,2024-05-15 00:00:00
S100438,70.7,3.36,6.43,24.67,2024-02-02 00:00:00
S100439,75.1,2.73,2.23,15.26,2024-04-27 00:00:00
S100440,70.61,1.96,4.35,19.45,2024-01-27 00:00:00
S100441,52.63,1.41,2.41,28.07,2024-04-29 00:00:00
S100442,74.98,4.94,0.47,10.07,2024-01-25 00:00:00
S100443,67.7,2.97,0.02,13.31,2024-04-18 00:00:00
S100444,61.73,5.5,3.87,26.2,2024-03-19 00:00:00
S100445,92.26,1.55,1.55,8.42,2024-03-14 00:00:00
S100446,66.72,2.27,0.03,16.09,2024-05-22 00:00:00
S100447,94.42,2.63,3.69,10.6,2024-12-05 00:00:00
S100448,86.69,3.1,0.14,24.55,2024-03-24 00:00:00
S100449,67.58,5.03,0.63,6.71,2024-04-11 00:00:00
S100450,92.3,0.51,0.62,14.53,2024-05-21 00:00:00
S100451,51.74,1.01,0.77,7.67,2024-02-19 00:00:00
S100452,71.56,0.0,1.74,4.73,2024-03-27 00:00:00
S100453,93.27,3.07,1.87,1.71,2024-04-11 00:00:00
S100454,67.94,3.97,2.23,13.85,2024-02-22 00:00:00
S100455,69.24,2.22,0.75,18.39,2024-02-26 00:00:00
S100456,67.38,5.64,1.04,15.13,2024-01-22 00:00:00
S100457,93.56,0.1,1.58,16.64,2024-01-17 00:00:00
S100458,74.64,3.82,2.66,11.96,2024-03-02 00:00:00
S100459,65.5,4.33,2.14,21.89,2024-03-28 00:00:00
S100460,77.11,1.14,0.17,20.09,2024-02-04 00:00:00
S100461,93.58,2.85,3.46,15.88,2024-03-16 00:00:00
S100462,94.51,6.86,3.58,16.44,2024-11-03 00:00:00
S100463,63.95,3.15,0.46,11.74,2024-03-10 00:00:00
S100464,57.2,4.39,0.74,28.62,2024-02-24 00:00:00
S100465,81.6,4.66,0.82,20.66,2024-04-17 00:00:00
S100466,75.14,6.18,1.26,14.28,2024-02-14 00:00:00
S100467,77.23,2.74,6.75,13.79,2024-02-18 00:00:00
S100468,100.0,1.27,0.4,12.27,2024-02-18 00:44:08
S100469,88.88,4.98,1.22,12.91,2024-05-15 00:00:00
S100470,75.39,2.76,0.26,16.72,2024-03-14 17:39:30
S100471,63.04,2.14,0.22,3.05,2024-05-16 00:00:00
S100472,67.18,4.04,1.11,13.26,2024-05-17 00:00:00
S100473,88.19,2.9,0.09,14.08,2024-01-20 00:00:00
S100474,73.67,2.68,0.02,14.94,2024-01-25 00:00:00
S100475,99.1,2.94,0.01,16.22,2024-04-17 00:00:00
S100476,74.16,3.76,0.29,15.22,2024-02-10 00:00:00
S100477,60.06,1.66,7.11,17.84,2024-03-15 00:00:00
S100478,89.9,4.2,1.95,14.06,2024-03-03 00:00:00
S100479,90.1,3.66,2.98,21.92,2024-04-11 00:00:00
S100480,70.0,4.18,3.51,19.6,2024-05-27 00:00:00
S100481,65.21,4.19,1.42,30.72,2024-03-12 00:00:00
S100482,74.1,0.83,4.04,19.91,2024-01-13 00:00:00
S100483,83.38,0.33,1.78,9.78,2024-02-11 00:00:00
S100484,80.08,2.56,4.47,13.9,2024-03-21 00:00:00
S100485,81.69,4.24,2.66,11.45,2024-05-27 00:00:00
S100486,64.41,4.57,0.42,15.06,2024-05-04 06:53:47
S100487,63.31,2.3,0.66,22.69,2024-03-18 00:00:00
S100488,99.83,2.73,0.87,12.73,2024-05-25 00:00:00
S100489,74.4,0.5,0.01,11.02,2024-02-03 00:00:00
S100490,65.76,2.09,0.66,18.61,2024-02-15 00:00:00
S100491,57.5,2.3,0.81,9.29,2024-02-18 00:00:00
S100492,75.18,2.1,5.42,8.88,2024-02-21 00:00:00
S100493,76.41,1.85,0.9,17.67,2024-01-11 05:07:02
S100494,72.8,5.13,1.37,2.46,2024-02-13 00:00:00
S100495,78.8,4.3,2.33,11.62,2024-05-04 00:00:00
S100496,50.33,2.57,1.22,20.99,2024-01-23 00:00:00
S100497,73.35,1.68,3.04,2.16,2024-03-29 00:00:00
S100498,82.61,3.46,0.15,2.67,2024-02-07 00:00:00
S100499,70.66,1.6,1.12,4.96,2024-01-30 00:00:00
S100500,100.0,3.06,2.21,0.0,2024-03-26 00:00:00
S100501,86.0,2.54,0.72,28.28,2024-10-04 00:00:00
S100502,94.0,3.83,0.5,15.84,2024-04-20 00:00:00
S100503,67.34,3.42,5.26,10.31,2024-04-23 00:00:00
S100504,88.47,4.95,2.34,5.97,2024-03-30 00:00:00
S100505,78.0,1.52,7.82,30.41,2024-04-02 00:00:00
S100506,88.5,0.96,1.78,19.59,2024-05-03 00:00:00
S100507,82.29,4.53,2.52,14.1,2024-05-28 00:00:00
S100508,74.84,1.61,8.0,23.54,2024-04-25 00:00:00
S100509,78.08,1.8,3.69,17.72,2024-03-12 00:00:00
S100510,69.92,1.03,0.36,11.49,2024-04-21 00:00:00
S100511,64.25,1.32,1.17,10.76,2024-02-12 00:00:00
S100512,95.45,4.28,2.85,10.87,2024-04-15 00:00:00
S100513,98.95,1.41,0.45,7.89,2024-04-05 00:00:00
S100514,64.36,4.6,4.35,22.78,2024-05-29 00:00:00
S100515,84.87,2.7,3.03,11.37,2024-04-20 00:00:00
S100516,96.17,5.17,1.22,24.47,2024-05-09 00:00:00
S100517,70.35,1.62,1.2,9.2,2024-04-23 00:00:00
S100518,63.2,6.8,0.85,10.81,2024-09-05 00:00:00
S100519,95.52,4.59,3.33,11.83,2024-01-30 00:00:00
S100520,71.53,5.48,1.78,8.71,2024-05-04 00:00:00
S100521,84.0,0.94,0.81,10.9,2024-05-02 00:00:00
S100522,70.57,1.92,0.15,18.85,2024-05-27 00:00:00
S100523,69.0,2.14,1.48,23.41,2024-05-27 00:00:00
S100524,64.45,2.79,5.65,17.09,2024-03-15 00:00:00
S100525,68.45,1.35,3.83,6.67,2024-02-22 00:00:00
S100526,100.0,5.5,4.06,10.8,2024-02-07 20:26:39
S100527,74.0,6.08,2.44,10.95,2024-02-04 00:00:00
S100528,85.31,4.82,1.59,26.9,2024-05-02 00:00:00
S100529,80.38,5.68,0.08,21.9,2024-03-07 00:00:00
S100530,87.43,3.17,0.25,23.5,2024-05-08 00:00:00
S100531,61.41,3.87,3.66,10.04,2024-03-28 00:00:00
S100532,79.46,3.93,4.73,6.09,2024-05-29 00:00:00
S100533,54.22,0.91,0.34,19.01,2024-01-20 00:00:00
S100534,77.54,5.04,0.37,11.78,2024-01-12 00:00:00
S100535,87.28,4.17,0.32,17.04,2024-02-13 00:00:00
S100536,39.22,1.33,0.05,17.89,2024-05-13 00:00:00
S100537,83.51,6.09,2.23,12.23,2024-02-15 00:00:00
S100538,78.13,0.0,1.34,22.03,2024-04-25 00:00:00
S100539,88.98,2.31,3.23,4.78,2024-02-01 00:00:00
S100540,80.0,3.56,0.5,15.77,2024-04-19 00:00:00
S100541,89.0,2.81,1.59,19.75,2024-03-07 00:00:00
S100542,55.67,3.18,0.2,26.92,2024-04-06 00:00:00
S100543,65.56,1.1,0.64,15.94,2024-09-03 00:00:00
S100544,73.98,2.1,0.65,23.8,2024-01-05 00:00:00
S100545,80.43,2.47,0.2,23.34,2024-01-20 00:00:00
S100546,53.45,3.75,0.06,31.36,2024-01-31 00:00:00
S100547,88.36,3.32,1.55,17.27,2024-05-20 00:00:00
S100548,62.82,1.07,1.84,29.36,2024-04-05 00:00:00
S100549,90.62,3.27,5.96,20.67,2024-05-20 00:00:00
S100550,77.89,1.91,0.29,4.26,2024-03-14 00:00:00
S100551,100.0,2.15,0.84,15.2,2024-04-03 00:00:00
S100552,99.12,1.38,1.82,8.58,2024-02-17 00:00:00
S100553,79.42,3.34,1.56,25.71,2024-05-10 00:00:00
S100554,100.0,1.53,3.78,16.18,2024-01-21 00:00:00
S100555,48.16,0.0,0.42,5.76,2024-03-11 00:00:00
S100556,57.14,3.2,2.61,21.18,2024-02-07 00:00:00
S100557,61.22,3.77,0.28,24.25,2024-03-02 00:00:00
S100558,88.09,3.39,0.95,12.18,2024-01-29 00:00:00
S100559,93.06,1.09,3.24,11.87,2024-05-19 00:00:00
S100560,77.7,0.86,0.18,16.41,2024-01-21 00:00:00
S100561,73.3,1.09,0.82,2.33,2024-03-19 08:04:11
S100562,91.1,1.51,2.86,19.97,2024-06-02 00:00:00
S100563,61.29,2.59,0.13,26.84,2024-02-14 00:00:00
S100564,100.0,3.13,1.25,10.45,2024-05-22 05:13:49
S100565,80.47,4.44,4.18,27.9,2024-03-12 00:00:00
S100566,71.21,4.55,2.62,21.96,2024-04-28 00:00:00
S100567,58.54,0.68,1.1,14.46,2024-05-04 00:00:00
S100568,89.7,2.89,2.51,19.44,2024-04-22 00:00:00
S100569,86.46,1.04,0.37,26.18,2024-03-05 00:00:00
S100570,85.56,3.36,1.3,15.99,2024-05-20 00:00:00
S100571,65.16,1.19,1.22,17.75,2024-12-05 00:00:00
S100572,70.42,0.7,2.49,11.25,2024-04-13 00:00:00
S100573,86.5,0.7,3.51,14.16,2024-05-02 00:00:00
S100574,80.0,3.91,0.42,19.91,2024-04-10 00:00:00
S100575,78.0,0.75,3.41,13.74,2024-05-05 00:00:00
S100576,51.74,1.72,1.25,11.48,2024-03-03 00:00:00
S100577,73.85,2.7,0.98,23.06,2024-01-10 00:00:00
S100578,56.53,3.39,4.14,18.38,2024-04-14 00:00:00
S100579,100.0,5.05,1.0,11.64,2024-03-25 00:00:00
S100580,88.0,2.66,0.96,27.27,2024-02-07 00:00:00
S100581,81.0,1.49,2.31,29.8,2024-12-03 00:00:00
S100582,70.22,3.26,3.27,22.1,2024-04-06 00:00:00
S100583,81.64,1.38,6.55,6.64,2024-01-31 00:00:00
S100584,93.7,3.96,2.09,17.85,2024-05-11 00:00:00
S100585,67.92,4.4,1.03,19.12,2024-04-23 00:00:00
S100586,81.11,4.85,2.01,3.91,2024-05-14 00:00:00
S100587,61.18,1.1,1.55,23.34,2024-05-23 00:00:00
S100588,90.41,3.09,1.75,16.46,2024-04-22 00:00:00
S100589,73.98,3.13,1.85,22.86,2024-04-16 00:00:00
S100590,87.66,3.65,4.26,12.86,2024-03-04 00:00:00
S100591,90.77,3.59,0.28,18.39,2024-05-03 00:00:00
S100592,56.0,2.95,0.73,18.72,2024-04-28 00:00:00
S100593,53.0,3.2,0.7,16.32,2024-02-17 00:00:00
S100594,49.61,2.68,1.79,18.44,2024-03-25 00:00:00
S100595,75.0,1.32,1.76,14.04,2024-04-14 00:00:00
S100596,61.02,3.61,0.14,6.72,2024-02-27 00:00:00
S100597,84.95,1.28,0.04,0.71,2024-05-06 00:00:00
S100598,79.0,3.41,2.18,10.68,2024-04-04 00:00:00
S100599,65.59,2.79,0.3,20.54,2024-01-28 00:00:00
S100600,72.3,1.76,6.36,7.73,2024-04-19 00:00:00
S100601,72.04,3.47,0.06,22.43,2024-03-05 00:00:00
S100602,68.52,4.97,1.68,24.74,2024-04-02 00:00:00
S100603,58.8,4.11,4.74,18.31,2024-01-31 00:00:00
S100604,80.99,1.4,0.3,13.84,2024-02-19 00:00:00
S100605,89.52,4.7,0.9,22.17,2024-05-04 00:00:00
S100606,70.23,2.15,0.08,23.1,2024-02-08 00:00:00
S100607,96.61,4.01,3.84,13.42,2024-01-11 22:02:19
S100608,69.2,3.18,3.41,15.59,2024-01-24 00:00:00
S100609,80.04,3.99,3.01,9.31,2024-03-28 00:00:00
S100610,58.0,4.29,0.17,17.0,2024-04-24 00:00:00
S100611,53.16,3.63,0.47,0.53,2024-03-05 00:00:00
S100612,80.06,4.3,0.44,12.95,2024-04-29 00:00:00
S100613,80.96,2.9,3.15,9.03,2024-01-27 00:00:00
S100614,49.63,4.2,8.0,14.38,2024-04-05 00:00:00
S100615,72.14,2.36,2.59,9.43,2024-04-25 00:00:00
S100616,75.99,1.76,5.03,1.61,2024-01-15 00:00:00
S100617,81.0,3.57,2.96,10.42,2024-01-12 00:00:00
S100618,96.6,3.65,0.49,11.67,2024-05-28 00:00:00
S100619,77.11,1.3,1.94,22.46,2024-04-23 00:00:00
S100620,72.55,2.18,0.34,10.51,2024-04-06 00:00:00
S100621,65.12,0.0,6.73,9.07,2024-04-09 00:00:00
S100622,42.86,2.79,1.68,6.66,2024-01-30 00:00:00
S100623,57.29,1.98,5.59,23.0,2024-01-14 00:00:00
S100624,77.43,4.05,0.8,13.44,2024-02-20 00:00:00
S100625,75.74,3.36,0.83,16.91,2024-03-19 00:00:00
S100626,85.23,0.39,1.86,4.19,2024-01-11 00:00:00
S100627,83.45,5.65,0.73,2.72,2024-03-21 00:00:00
S100628,98.25,2.38,3.19,8.69,2024-05-20 10:32:25
S100629,78.1,3.64,0.32,26.36,2024-01-15 00:00:00
S100630,84.81,3.14,1.22,7.36,2024-05-27 00:00:00
S100631,70.85,3.51,0.14,10.62,2024-03-13 00:00:00
S100632,82.41,4.92,0.15,15.09,2024-01-16 00:00:00
S100633,77.12,2.4,0.38,10.62,2024-02-23 00:00:00
S100634,84.43,0.47,5.7,18.35,2024-02-22 00:00:00
S100635,70.6,2.46,1.68,9.18,2024-05-09 00:00:00
S100636,78.12,4.31,0.07,7.29,2024-04-08 00:00:00
S100637,79.49,2.12,0.35,34.02,2024-01-11 00:00:00
S100638,67.73,2.81,1.67,8.44,2024-01-26 00:00:00
S100639,85.16,2.47,1.22,20.57,2024-05-18 00:00:00
S100640,100.0,3.51,2.27,8.4,2024-02-12 00:00:00
S100641,96.53,3.42,2.49,4.21,2024-04-08 00:00:00
S100642,47.0,3.68,0.57,14.37,2024-02-23 00:00:00
S100643,83.76,1.69,2.35,5.61,2024-04-26 00:00:00
S100644,100.0,1.19,3.46,12.25,2024-01-20 00:00:00
S100645,79.83,1.66,0.46,9.43,2024-01-03 00:00:00
S100646,91.13,4.46,0.95,23.76,2024-05-16 00:46:35
S100647,69.67,1.74,1.59,4.21,2024-03-20 00:00:00
S100648,81.0,2.81,0.32,19.73,2024-01-29 00:00:00
S100649,80.87,1.86,0.08,17.0,2024-03-22 00:00:00
S100650,65.0,3.46,0.38,13.4,2024-04-20 00:00:00
S100651,84.81,0.0,4.24,9.69,2024-06-03 00:00:00
S100652,64.71,3.65,0.63,16.21,2024-05-21 00:00:00
S100653,54.0,2.88,3.29,16.58,2024-05-03 00:00:00
S100654,100.0,2.4,3.64,17.76,2024-04-29 00:00:00
S100655,80.03,4.84,8.0,13.12,2024-03-24 00:00:00
S100656,93.68,3.6,4.4,6.98,2024-05-03 00:00:00
S100657,97.38,0.84,2.92,21.15,2024-03-03 00:00:00
S100658,64.02,5.81,6.81,14.98,2024-03-02 00:00:00
S100659,70.36,2.56,0.41,10.71,2024-05-24 00:00:00
S100660,53.38,3.18,1.96,7.99,2024-02-29 00:00:00
S100661,61.75,3.07,1.24,21.46,2024-01-17 00:00:00
S100662,96.05,4.07,1.81,24.69,2024-11-05 00:00:00
S100663,100.0,1.48,0.84,19.03,2024-05-29 00:00:00
S100664,82.68,0.0,1.48,19.5,2024-01-31 00:00:00
S100665,88.08,2.52,0.64,23.21,2024-05-22 00:00:00
S100666,68.99,4.8,1.22,12.47,2024-02-26 00:00:00
S100667,69.77,2.98,0.38,29.94,2024-02-24 00:00:00
S100668,64.39,1.63,2.49,7.58,2024-02-25 00:00:00
S100669,92.09,1.28,2.23,13.3,2024-03-30 00:00:00
S100670,97.3,3.27,2.5,9.6,2024-03-02 00:00:00
S100671,76.0,3.23,3.61,15.45,2024-04-26 00:00:00
S100672,78.0,7.8,2.23,27.12,2024-02-27 00:00:00
S100673,74.18,3.62,0.62,13.33,2024-04-20 00:00:00
S100674,47.75,3.88,2.65,17.95,2024-05-24 00:00:00
S100675,94.41,2.7,2.41,0.0,2024-03-25 00:00:00
S100676,100.0,2.13,3.04,17.99,2024-05-02 00:00:00
S100677,77.46,3.99,1.52,21.99,2024-02-06 00:00:00
S100678,96.0,3.43,1.22,15.86,2024-01-23 00:00:00
S100679,80.0,2.85,3.43,7.54,2024-05-15 16:34:49
S100680,79.8,2.72,0.77,6.6,2024-07-02 00:00:00
S100681,75.53,4.6,0.48,11.12,2024-03-19 00:00:00
S100682,97.01,3.7,1.94,6.54,2024-02-24 00:00:00
S100683,66.1,3.84,5.5,26.03,2024-03-11 00:00:00
S100684,79.98,4.24,1.28,18.27,2024-03-20 00:00:00
S100685,87.95,2.06,3.27,25.11,2024-02-15 00:00:00
S100686,93.19,4.77,0.89,12.98,2024-02-16 00:00:00
S100687,75.91,4.39,1.74,9.65,2024-01-05 00:00:00
S100688,80.97,3.71,0.63,10.08,2024-05-13 00:00:00
S100689,72.3,5.52,1.83,11.76,2024-03-14 00:00:00
S100690,73.55,1.41,5.74,11.54,2024-04-24 00:00:00
S100691,82.0,4.61,2.39,23.55,2024-03-01 00:00:00
S100692,84.0,5.3,1.12,21.4,2024-03-05 00:02:19
S100693,88.86,3.63,0.56,16.9,2024-04-01 00:00:00
S100694,93.57,4.32,3.71,3.38,2024-05-12 00:00:00
S100695,77.79,5.13,1.39,17.07,2024-02-22 00:00:00
S100696,78.6,3.36,0.33,12.82,2024-02-08 00:00:00
S100697,100.0,1.49,0.06,24.84,2024-03-01 00:00:00
S100698,85.04,0.0,0.88,21.27,2024-04-15 00:00:00
S100699,82.17,0.62,1.17,16.0,2024-02-28 00:00:00
S100700,94.62,1.83,1.22,0.32,2024-05-04 00:00:00
S100701,60.17,3.79,4.93,14.05,2024-01-12 00:00:00
S100702,73.06,3.8,1.47,10.43,2024-04-23 00:00:00
S100703,78.25,1.14,4.08,17.84,2024-01-30 00:00:00
S100704,93.0,0.0,0.32,7.01,2024-03-08 00:00:00
S100705,82.8,0.09,2.3,16.84,2024-03-29 00:00:00
S100706,69.77,0.09,0.11,0.0,2024-05-18 00:00:00
S100707,53.0,3.36,0.12,5.3,2024-01-17 00:00:00
S100708,100.0,1.38,1.94,8.84,2024-01-02 00:00:00
S100709,78.81,3.84,1.22,11.18,2024-04-27 00:00:00
S100710,64.74,4.35,1.84,17.72,2024-12-04 00:00:00
S100711,62.9,4.74,1.22,3.41,2024-03-31 00:00:00
S100712,77.26,2.89,3.21,10.51,2024-04-23 00:00:00
S100713,74.43,1.17,0.05,10.69,2024-03-13 00:00:00
S100714,89.13,1.2,0.39,19.82,2024-03-22 00:00:00
S100715,65.79,0.0,0.85,13.66,2024-02-28 00:00:00
S100716,42.14,7.18,4.28,8.23,2024-05-05 00:00:00
S100717,85.34,3.76,0.5,7.45,2024-06-04 00:00:00
S100718,91.62,4.84,6.89,11.13,2024-03-03 00:00:00
S100719,84.42,3.86,2.16,3.46,2024-04-30 00:00:00
S100720,68.57,3.11,5.46,26.38,2024-02-24 00:00:00
S100721,90.48,3.73,0.86,14.97,2024-02-20 00:00:00
S100722,83.3,2.13,0.17,8.61,2024-05-26 00:00:00
S100723,73.68,5.94,2.38,7.62,2024-05-03 00:00:00
S100724,73.99,4.85,1.34,6.55,2024-05-13 00:00:00
S100725,77.45,1.76,0.51,17.6,2024-07-04 00:00:00
S100726,96.29,3.88,2.77,3.43,2024-01-20 00:00:00
S100727,79.7,3.87,0.28,13.75,2024-04-28 00:00:00
S100728,52.29,2.2,0.04,19.02,2024-05-16 16:04:46
S100729,67.4,2.17,1.58,10.9,2024-02-24 14:52:52
S100730,67.0,4.71,0.53,7.92,2024-04-28 00:00:00
S100731,73.32,3.33,0.23,20.86,2024-02-05 00:00:00
S100732,65.83,3.25,0.36,7.08,2024-05-09 00:00:00
S100733,72.69,3.26,0.44,13.06,2024-04-28 00:00:00
S100734,74.37,2.74,2.55,15.81,2024-04-08 00:00:00
S100735,83.15,4.53,1.62,10.77,2024-11-03 00:00:00
S100736,67.88,4.32,0.75,6.61,2024-02-21 00:00:00
S100737,78.78,5.78,1.15,11.09,2024-05-09 00:00:00
S100738,67.24,4.04,2.81,17.38,2024-02-12 00:00:00
S100739,66.19,4.78,0.71,9.9,2024-04-04 00:00:00
S100740,86.22,2.62,2.17,18.18,2024-05-16 23:18:55
S100741,62.55,4.37,0.61,13.21,2024-01-30 00:00:00
S100742,80.07,5.0,1.53,10.76,2024-11-05 00:00:00
S100743,82.21,3.96,0.5,9.92,2024-03-07 00:00:00
S100744,85.53,1.85,0.07,16.62,2024-05-18 00:00:00
S100745,94.7,3.42,0.7,22.89,2024-07-05 00:00:00
S100746,80.39,5.86,2.92,15.85,2024-05-03 00:00:00
S100747,85.3,4.2,4.4,8.25,2024-03-21 00:00:00
S100748,78.64,2.77,1.63,22.65,2024-05-23 00:00:00
S100749,85.0,1.56,1.72,8.8,2024-04-17 00:00:00
S100750,75.95,3.88,2.21,27.1,2024-03-20 00:00:00
S100751,62.92,4.43,2.5,13.87,2024-02-05 20:58:23
S100752,100.0,2.57,1.22,8.85,2024-04-14 00:00:00
S100753,72.14,2.88,0.17,18.91,2024-05-18 00:00:00
S100754,50.0,0.98,0.2,12.82,2024-04-11 00:00:00
S100755,88.17,5.39,3.12,18.1,2024-03-23 00:00:00
S100756,80.05,3.71,0.04,15.64,2024-04-24 00:00:00
S100757,86.0,1.66,0.05,5.35,2024-01-19 00:00:00
S100758,48.0,3.67,1.76,14.51,2024-02-11 06:24:54
S100759,100.0,2.3,1.96,18.51,2024-05-15 00:00:00
S100760,89.71,1.53,0.08,15.79,2024-03-30 00:00:00
S100761,56.83,4.73,0.7,23.79,2024-02-02 00:00:00
S100762,88.49,2.35,3.13,17.18,2024-04-19 00:00:00
S100763,59.78,2.88,7.91,13.31,2024-01-27 00:00:00
S100764,90.61,0.81,0.99,16.47,2024-04-03 00:00:00
S100765,85.47,2.83,0.0,11.55,2024-04-07 00:00:00
S100766,100.0,4.12,0.73,17.52,2024-03-29 00:00:00
S100767,65.96,2.05,0.71,17.51,2024-03-06 00:00:00
S100768,75.77,2.95,1.29,6.33,2024-04-29 00:00:00
S100769,63.22,3.15,1.02,20.41,2024-01-20 00:00:00
S100770,99.68,7.06,4.3,30.63,2024-05-09 01:12:58
S100771,55.64,3.43,5.02,18.82,2024-05-13 00:00:00
S100772,71.81,0.0,8.0,0.79,2024-02-17 00:00:00
S100773,63.76,4.64,0.3,12.01,2024-01-30 00:00:00
S100774,91.88,2.32,2.86,6.04,2024-05-23 00:00:00
S100775,72.0,3.5,0.78,12.96,2024-02-03 00:00:00
S100776,91.15,2.79,1.05,19.8,2024-07-03 00:00:00
S100777,97.45,3.4,0.93,9.97,2024-02-24 00:00:00
S100778,76.0,0.0,0.33,28.19,2024-05-04 00:00:00
S100779,93.99,2.73,0.45,0.0,2024-02-28 00:00:00
S100780,81.38,2.27,1.35,13.26,2024-05-02 00:00:00
S100781,100.0,5.01,1.27,17.65,2024-01-29 00:00:00
S100782,93.9,2.53,2.58,6.46,2024-05-20 00:00:00
S100783,65.97,5.14,0.92,7.39,2024-04-26 00:00:00
S100784,73.95,0.74,0.48,20.29,2024-05-28 00:00:00
S100785,100.0,2.3,1.6,28.5,2024-01-10 00:00:00
S100786,65.21,3.09,7.26,29.32,2024-04-26 00:00:00
S100787,71.3,2.56,3.75,12.57,2024-03-02 00:00:00
S100788,74.5,3.97,0.5,24.46,2024-03-22 00:00:00
S100789,70.36,2.29,0.64,14.52,2024-01-18 00:00:00
S100790,99.0,2.04,1.31,21.42,2024-01-13 00:00:00
S100791,100.0,1.98,0.98,13.53,2024-04-19 00:00:00
S100792,82.93,1.93,2.69,7.06,2024-05-07 00:00:00
S100793,90.08,1.15,7.13,26.21,2024-03-21 00:00:00
S100794,72.01,1.85,0.82,28.04,2024-01-18 00:00:00
S100795,88.57,1.42,0.87,12.05,2024-01-18 00:00:00
S100796,100.0,5.6,0.9,21.56,2024-04-25 00:00:00
S100797,45.57,1.28,1.68,13.98,2024-02-29 00:00:00
S100798,75.09,2.92,0.16,30.27,2024-01-24 15:07:52
S100799,93.45,4.67,1.62,4.55,2024-05-05 00:00:00
S100800,79.13,4.88,1.13,13.75,2024-03-30 00:00:00
S100801,87.29,2.75,0.71,4.87,2024-02-19 00:00:00
S100802,79.96,5.22,8.0,3.89,2024-01-15 00:00:00
S100803,76.1,5.21,0.23,14.19,2024-05-17 00:00:00
S100804,63.94,1.94,0.17,11.85,2024-04-03 00:00:00
S100805,89.77,3.35,1.12,7.92,2024-02-18 00:00:00
S100806,87.88,3.25,0.44,20.86,2024-03-29 00:00:00
S100807,80.69,6.11,3.58,24.09,2024-03-18 00:00:00
S100808,78.6,2.77,6.38,18.59,2024-01-16 00:00:00
S100809,90.34,1.77,5.9,1.86,2024-01-17 00:00:00
S100810,87.32,0.0,1.72,17.38,2024-05-08 00:00:00
S100811,73.0,5.6,0.91,17.31,2024-03-16 00:00:00
S100812,100.0,2.09,6.52,9.1,2024-03-24 00:00:00
S100813,88.95,5.08,2.99,17.42,2024-05-14 00:00:00
S100814,87.3,4.36,0.53,11.45,2024-06-02 00:00:00
S100815,79.49,0.58,1.21,9.26,2024-01-26 00:00:00
S100816,75.3,2.02,0.13,6.72,2024-03-18 00:00:00
S100817,82.83,5.13,1.06,20.84,2024-11-03 00:00:00
S100818,74.79,1.83,0.61,24.05,2024-01-17 00:00:00
S100819,85.84,4.53,1.23,14.01,2024-05-05 00:00:00
S100820,79.0,4.08,3.33,21.89,2024-09-02 00:00:00
S100821,46.04,1.29,1.1,25.69,2024-02-03 00:00:00
S100822,75.98,5.98,3.18,15.92,2024-03-31 00:00:00
S100823,82.54,5.01,3.78,14.46,2024-02-18 00:00:00
S100824,73.7,2.51,0.17,18.29,2024-03-25 00:00:00
S100825,83.96,6.42,0.48,9.14,2024-02-23 00:00:00
S100826,77.97,1.06,0.15,18.83,2024-02-26 23:50:47
S100827,83.5,2.95,0.12,16.06,2024-05-21 00:00:00
S100828,65.1,1.35,0.28,5.85,2024-10-01 00:00:00
S100829,72.45,2.82,1.45,5.94,2024-05-02 00:00:00
S100830,87.68,4.54,0.4,8.1,2024-05-24 00:00:00
S100831,62.04,2.73,0.4,18.59,2024-02-13 00:00:00
S100832,82.76,1.35,0.65,12.64,2024-05-13 00:00:00
S100833,60.23,4.04,0.02,14.82,2024-05-29 00:00:00
S100834,77.98,1.58,0.18,24.56,2024-01-19 11:12:48
S100835,86.07,3.95,0.53,18.1,2024-03-27 00:00:00
S100836,75.24,2.5,1.13,10.5,2024-05-04 00:00:00
S100837,96.21,4.67,2.63,8.09,2024-02-07 00:00:00
S100838,100.0,3.17,0.84,17.14,2024-05-18 00:00:00
S100839,74.0,5.74,7.4,8.2,2024-02-23 00:00:00
S100840,80.87,4.41,1.66,23.77,2024-01-21 00:00:00
S100841,72.26,0.0,3.26,16.72,2024-11-03 00:00:00
S100842,77.8,4.16,0.37,15.9,2024-04-17 00:00:00
