sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,study_hours_daily,self_learning_hours,motivation_level,adaptability_score,gym_frequency,family_income_lpa,resume_score,communication_skills,aptitude_score,mock_interview_score,hackathons_participated,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,wellness_score,screen_to_study_ratio,backlog_history,attendance_percentage,cgpa,at_risk_flag
5.13,4.56,1.53,5.56,74.54,2.74,6.75,6.55,57.4,2,1.3,58.69,81.38,91.28,56.98,1,1,3,3,6.3,32.31,36.93,1.66,0,77.23,7.66,0
4.59,9.95,1.01,5.38,33.21,4.9,0.85,7.25,31.41,1,5.9,51.74,71.02,51.95,69.66,4,3,4,4,7.21,42.09,51.23,2.03,0,54.59,8.12,1
6.64,8.08,0.29,4.01,10.6,3.09,0.34,6.26,77.61,3,7.0,58.24,58.98,32.24,62.83,2,3,0,6,5.66,41.79,68.1,2.61,0,78.0,8.98,0
8.73,5.79,1.77,4.35,38.73,4.21,0.98,6.64,67.13,1,1.0,48.85,70.61,53.41,19.47,1,6,1,8,3.45,54.93,66.37,1.38,0,62.12,6.31,0
7.75,6.88,0.07,8.06,9.74,3.49,0.81,1.35,89.6,0,6.9,70.59,81.87,56.03,41.39,1,0,1,2,7.21,53.44,66.5,1.97,0,57.08,6.6,0
3.87,3.48,0.23,3.75,78.56,2.52,0.47,7.86,45.21,3,1.9,87.59,47.02,46.58,19.52,0,2,0,9,2.95,70.72,34.63,1.38,0,87.33,7.12,0
6.93,8.08,2.17,5.94,56.15,5.24,2.81,7.36,18.29,2,5.9,100.0,100.0,55.18,55.28,2,1,1,4,5.37,43.55,41.76,1.54,0,80.43,6.58,0
8.31,11.11,0.62,6.08,35.94,0.13,0.48,3.28,61.22,0,2.0,77.19,79.88,69.33,55.47,1,2,0,1,6.0,61.18,58.28,44.44,0,60.78,5.75,1
7.39,6.2,0.49,8.23,44.26,4.66,0.96,5.04,52.54,2,3.4,64.93,68.58,68.05,44.09,1,0,0,3,4.88,79.84,47.09,1.33,0,76.95,7.26,1
5.66,5.76,1.58,6.05,37.49,1.95,1.66,5.75,35.1,0,29.0,52.14,83.81,59.25,37.62,0,1,0,0,5.67,77.44,54.36,2.96,0,89.02,9.26,1
6.95,0.92,0.09,6.94,20.22,6.14,0.88,3.68,53.48,1,9.5,34.51,79.61,65.4,77.43,0,0,2,9,5.51,32.69,69.85,0.15,1,73.41,8.24,0
7.61,8.08,2.85,7.92,56.24,1.57,0.5,6.87,50.22,2,1.0,53.81,73.65,43.92,54.54,2,4,0,3,7.58,62.18,52.44,5.14,0,93.96,5.71,0
5.54,9.62,5.89,8.78,27.19,2.49,1.69,9.2,56.6,2,2.0,49.84,51.64,37.59,38.28,4,5,1,6,4.36,33.25,48.26,3.86,0,41.02,6.83,1
7.22,7.9,0.04,3.54,22.75,2.49,0.33,5.96,68.78,1,2.5,46.5,96.56,56.49,73.95,2,3,0,3,7.51,41.7,69.03,3.18,0,58.48,8.84,0
6.99,4.26,1.58,7.37,68.67,3.47,0.34,1.0,61.95,1,8.8,32.81,33.58,75.07,61.24,1,0,0,2,6.22,47.75,37.63,1.22,0,66.6,9.71,1
5.06,3.95,0.72,3.56,29.36,3.1,5.22,5.97,80.01,2,2.0,65.81,72.75,43.8,61.63,1,3,0,3,4.7,61.14,62.14,1.27,0,70.3,6.21,0
6.92,5.85,1.4,2.93,47.08,2.96,4.63,4.15,23.6,1,1.0,69.56,76.42,61.36,18.68,0,1,1,1,3.74,51.04,62.74,1.98,0,62.0,6.49,0
8.34,6.84,1.03,4.55,52.91,3.28,4.13,1.9,34.42,1,1.0,40.93,68.15,43.09,40.16,0,1,2,4,5.68,29.7,55.64,2.09,0,93.54,7.41,1
5.76,5.01,1.06,6.43,73.48,3.51,0.37,5.42,95.32,0,2.1,46.17,70.64,85.59,23.45,3,4,1,5,6.56,35.48,42.66,1.43,0,86.65,7.83,0
8.4,8.03,0.04,8.13,25.75,3.97,1.03,5.13,53.04,2,4.1,37.84,64.63,37.37,77.07,3,2,0,1,8.44,72.45,66.31,2.02,1,70.34,6.54,0
7.53,11.71,0.73,3.87,50.65,6.26,0.0,8.13,47.08,0,1.0,36.43,69.58,62.96,32.69,1,2,1,9,2.89,39.46,61.05,1.87,2,69.11,7.42,0
3.64,5.2,3.24,8.62,52.27,2.31,7.41,8.21,63.59,1,1.2,51.25,64.07,43.13,68.87,1,3,1,7,6.77,37.51,34.72,2.26,0,61.88,7.59,1
5.46,3.73,1.95,6.16,30.41,3.72,1.22,6.21,43.95,1,7.5,48.98,62.01,72.93,65.93,1,3,1,4,4.83,32.89,60.72,1.01,2,82.27,8.21,0
7.11,9.33,0.34,5.0,40.38,5.41,1.72,3.63,60.43,6,8.6,26.24,38.39,83.14,69.18,1,6,1,2,6.57,50.13,60.42,1.72,1,69.8,6.86,1
8.6,5.21,0.32,1.0,26.67,3.51,0.03,7.03,53.52,2,4.1,67.34,72.62,48.49,71.28,0,1,1,3,2.86,30.36,76.69,1.48,2,71.22,6.53,0
4.96,8.61,5.05,5.23,45.43,2.36,2.35,4.29,25.72,1,13.6,30.4,57.57,41.21,54.74,2,2,1,5,7.42,57.73,49.03,3.65,0,82.38,5.27,1
5.82,7.54,3.54,4.88,46.11,3.43,5.52,6.57,66.06,2,9.9,60.1,63.05,42.84,31.59,0,1,2,6,1.97,40.48,54.85,2.2,0,91.04,3.5,0
6.69,1.63,0.63,4.96,93.55,3.74,0.91,7.24,64.22,2,5.8,38.78,81.07,62.51,54.94,1,0,0,7,5.86,59.39,35.26,0.44,0,76.95,7.23,0
8.52,4.1,1.14,4.57,21.14,1.09,0.14,6.46,70.97,3,11.7,48.49,58.14,55.01,31.81,0,5,0,4,5.29,41.41,76.08,3.75,0,71.02,7.86,1
6.88,7.24,0.3,10.0,71.32,4.55,1.0,4.29,61.81,0,4.9,63.93,52.62,56.0,89.83,2,1,0,4,5.62,24.13,27.07,1.59,1,83.17,7.94,1
6.41,7.24,1.11,8.43,44.37,2.41,0.67,9.22,44.77,1,11.1,51.52,29.82,74.11,70.91,0,6,1,4,4.99,65.6,49.53,3.0,0,84.7,4.07,1
4.23,5.83,0.11,4.53,73.13,0.15,1.61,3.82,68.56,2,8.8,17.18,49.61,60.61,40.56,0,2,1,5,5.83,37.74,36.81,23.34,1,68.18,6.81,1
5.85,8.59,0.71,4.15,73.06,3.27,0.85,7.59,81.12,1,1.1,55.31,61.93,65.33,49.14,3,0,4,2,7.56,67.31,46.33,2.63,1,83.8,7.36,0
8.17,5.07,0.19,6.8,13.49,4.64,1.39,4.87,71.34,2,1.9,27.05,67.64,63.29,57.59,2,2,1,3,6.68,72.02,64.41,1.09,1,63.92,10.0,0
3.0,6.88,1.76,9.15,13.1,5.03,0.63,4.7,84.53,1,1.0,28.58,97.53,38.93,56.89,4,1,1,4,2.87,45.53,50.61,1.37,1,67.58,7.78,1
6.72,5.2,1.35,6.76,65.11,3.52,5.55,6.03,44.47,1,31.5,54.39,55.76,75.87,46.53,2,3,1,4,6.77,65.8,44.19,1.48,0,78.18,5.85,0
5.82,6.88,3.74,2.8,47.23,4.16,0.02,7.98,61.84,3,3.2,55.19,49.99,46.72,40.26,5,2,0,5,8.93,40.52,61.97,1.65,1,55.9,6.74,1
6.21,3.91,0.12,5.54,49.73,3.85,1.22,8.32,100.0,1,10.6,61.66,67.1,17.7,47.48,2,3,1,1,5.43,67.72,48.92,1.02,0,68.6,5.77,0
7.31,7.52,7.37,1.0,46.93,3.93,1.7,4.42,90.93,2,11.9,34.19,57.95,65.34,18.45,2,0,1,4,4.24,39.56,73.15,1.91,1,78.87,7.87,0
6.56,8.65,4.19,1.59,41.56,5.87,2.06,6.8,29.92,1,3.9,55.82,56.2,54.78,51.55,3,2,0,3,2.85,59.81,64.48,1.47,1,79.11,6.48,1
7.18,8.26,0.35,4.73,71.93,4.73,0.7,2.06,36.0,1,10.1,62.13,65.15,56.22,16.1,1,2,0,3,7.69,44.25,52.0,1.75,2,56.83,9.36,1
6.7,9.81,0.21,5.56,58.92,1.82,1.91,4.4,15.5,2,7.7,32.86,91.17,67.28,74.08,0,4,1,3,4.95,40.33,50.33,5.38,0,61.0,8.39,1
10.0,6.52,0.94,7.64,72.92,4.01,0.6,6.29,91.82,3,3.7,69.74,49.55,57.95,64.75,0,1,1,1,2.82,77.52,49.99,1.63,1,42.73,6.47,1
6.64,6.2,0.09,5.5,59.99,3.82,0.53,8.61,31.46,1,5.5,59.77,62.48,49.39,56.43,0,1,2,3,2.5,45.22,48.12,1.62,0,64.88,6.99,1
6.71,5.6,0.05,7.6,82.18,3.06,7.8,6.02,49.75,2,1.0,39.33,44.42,64.96,55.94,0,3,1,2,1.22,67.64,31.63,1.83,1,87.89,7.77,0
6.04,6.61,1.59,5.85,79.04,3.28,0.67,5.65,60.33,2,3.8,55.64,92.83,57.03,45.64,2,3,1,5,2.95,32.15,36.09,2.01,0,94.41,5.23,1
9.77,6.42,0.21,6.97,51.35,2.8,3.97,7.03,50.81,1,1.0,68.37,50.66,46.26,43.18,0,2,0,7,3.68,42.97,44.92,2.29,1,100.0,4.34,1
8.58,7.04,0.41,8.53,47.09,2.3,3.79,5.53,0.98,0,5.7,46.47,42.17,82.81,80.83,2,2,1,6,5.52,39.64,43.19,3.06,1,65.82,7.95,1
5.8,8.6,2.11,7.99,15.63,0.3,1.02,5.83,34.7,1,2.7,75.22,74.05,66.59,33.26,1,4,1,2,6.9,3.2,58.99,28.88,1,75.06,5.7,1
7.81,8.22,0.07,8.58,62.44,3.58,0.1,4.49,66.74,1,9.9,71.07,24.84,75.82,75.28,2,4,1,4,1.78,58.62,46.38,2.3,0,71.32,7.23,1
4.26,8.09,0.35,4.77,59.32,1.19,0.06,6.74,69.7,1,4.2,61.57,45.56,54.02,78.12,1,4,2,5,2.46,76.39,44.25,6.82,0,68.17,6.48,1
8.33,6.53,2.31,3.25,39.63,4.4,2.52,8.97,45.68,1,1.8,49.3,39.3,37.19,47.33,1,2,0,7,8.99,52.27,68.1,1.48,0,67.36,6.7,0
5.14,4.52,1.73,6.74,32.86,2.02,0.42,5.12,77.76,2,2.9,70.5,87.13,74.59,45.41,1,4,1,4,7.14,40.74,49.84,2.24,1,67.0,6.02,1
6.21,5.19,5.65,6.7,33.02,4.76,1.88,7.91,52.48,2,1.0,39.77,40.74,26.82,79.4,1,4,2,2,10.0,12.08,53.97,1.09,1,72.0,8.37,1
7.31,4.78,0.44,6.19,14.03,2.85,0.64,7.78,73.56,1,15.1,61.37,62.36,42.71,54.99,2,3,0,8,10.0,75.58,69.07,1.68,0,76.02,7.2,1
6.94,3.0,0.46,5.98,47.58,6.16,0.92,4.1,46.69,3,2.9,52.6,56.91,46.19,58.15,0,6,3,2,5.84,85.09,51.15,0.49,2,72.63,6.87,0
5.46,3.34,1.76,9.43,24.71,3.56,4.12,5.47,59.47,2,8.9,39.51,42.71,53.92,66.61,2,0,0,2,9.62,90.6,49.4,0.94,0,98.5,8.47,0
7.19,6.18,0.97,7.07,45.89,0.0,2.68,5.33,66.47,3,13.3,60.37,43.41,47.34,44.49,1,3,0,3,9.93,54.33,51.05,24.7,1,88.53,5.73,1
7.15,8.23,0.79,5.52,0.0,2.61,0.22,1.88,39.77,1,4.1,37.39,82.47,60.78,38.72,0,1,2,3,1.49,30.92,76.74,3.16,2,57.18,7.08,1
7.72,6.57,1.1,6.37,41.81,3.43,0.44,3.8,60.38,3,6.3,61.79,62.96,54.18,13.9,1,2,0,3,7.2,59.86,57.98,1.92,1,60.33,4.79,1
5.98,8.52,0.48,4.65,26.55,1.55,0.0,4.92,71.47,4,1.0,55.06,88.02,38.29,65.78,2,2,0,3,6.05,41.48,61.14,5.5,1,74.17,8.48,1
6.68,3.64,1.07,8.94,70.31,1.34,0.49,5.57,88.6,0,10.3,39.84,64.3,56.51,31.76,1,2,2,3,7.8,80.47,34.13,2.71,1,91.29,6.76,1
6.76,4.57,0.5,5.9,52.46,2.83,0.4,5.29,47.3,1,5.7,55.36,40.03,50.36,72.26,0,0,0,4,3.37,59.58,59.84,1.62,0,63.04,7.24,0
4.71,8.54,0.54,5.04,57.82,2.74,2.19,2.89,40.92,3,14.6,81.91,80.15,56.85,41.9,2,4,1,4,7.57,58.05,50.45,3.12,1,83.13,5.42,1
5.51,11.48,0.62,6.43,63.49,4.8,3.75,1.86,39.78,1,3.1,92.87,65.15,66.49,87.25,1,3,0,4,6.01,61.81,37.74,2.39,0,93.18,8.27,1
5.7,3.9,1.05,8.9,38.79,4.91,0.07,3.04,34.48,0,1.0,17.6,51.41,62.31,32.8,3,3,0,3,5.1,55.56,41.89,0.79,0,65.16,4.2,1
8.53,3.58,3.28,6.38,45.65,4.83,2.55,7.96,54.11,1,3.9,23.44,68.64,65.94,66.19,1,0,0,9,6.36,26.12,63.9,0.74,0,61.19,4.62,0
7.42,10.15,1.38,7.44,55.17,2.15,5.61,6.51,69.04,3,6.4,45.98,77.05,71.18,20.79,0,5,1,3,6.6,73.26,49.31,4.72,0,77.52,7.94,0
4.6,4.6,0.72,7.49,53.91,1.78,0.23,6.5,27.24,5,1.0,68.92,72.19,54.7,37.67,1,3,1,4,10.0,83.09,39.03,2.59,0,85.41,6.27,1
4.96,9.42,0.15,6.19,30.97,1.86,0.77,7.37,70.05,0,1.7,81.94,79.75,57.66,53.62,0,3,0,4,8.67,40.74,57.38,5.07,0,66.42,6.05,1
6.51,8.65,3.67,6.35,26.52,0.0,1.01,1.0,73.36,1,4.1,80.51,68.53,49.38,62.45,0,1,0,3,9.03,45.87,59.62,34.61,0,73.73,7.69,1
4.69,3.04,0.82,9.81,27.94,4.76,0.29,5.37,63.26,2,2.9,39.62,39.38,34.42,65.98,0,5,0,2,0.71,77.61,44.81,0.64,0,72.57,4.89,1
4.94,8.29,0.38,7.03,35.05,3.63,0.02,8.93,64.06,1,7.5,44.9,60.02,87.92,47.16,1,4,1,6,3.66,56.52,49.85,2.28,1,84.84,6.69,1
3.53,4.0,1.4,5.99,20.38,2.86,0.87,1.78,60.9,0,2.6,62.99,87.01,59.58,68.87,2,0,0,6,7.1,12.79,56.51,1.4,0,84.0,6.28,1
5.96,9.5,2.35,4.68,36.51,4.98,1.22,7.76,67.53,1,5.8,30.04,50.03,27.37,42.97,2,8,0,1,4.32,57.65,57.37,1.91,1,88.88,5.25,0
6.73,10.66,0.93,4.24,71.3,3.06,8.0,5.11,71.04,1,3.8,57.48,58.34,64.73,62.05,0,1,0,3,5.91,37.09,45.34,3.48,0,59.74,7.8,0
7.46,6.09,0.49,6.48,38.53,5.69,0.93,9.57,74.63,1,1.2,65.95,60.97,78.65,75.49,2,1,1,6,4.3,25.03,54.53,1.07,2,67.37,5.64,1
5.36,3.67,5.4,5.33,10.69,1.22,0.85,6.4,99.34,0,1.0,50.77,89.63,42.34,53.5,1,1,0,2,9.3,50.87,69.2,3.02,0,50.24,4.66,1
7.71,6.64,0.12,6.81,73.02,1.49,0.16,5.09,69.55,4,5.2,40.8,54.94,60.39,37.61,1,1,1,9,2.35,79.19,47.28,4.46,1,90.21,6.62,1
7.24,2.77,1.37,4.59,60.31,0.46,1.45,6.95,66.86,2,11.7,65.75,42.91,58.77,27.78,4,4,1,5,4.05,1.55,48.74,6.05,0,68.5,5.41,1
6.86,4.17,8.0,6.64,27.35,1.58,1.39,6.63,59.33,1,1.0,54.72,87.29,73.53,44.62,1,3,0,5,6.07,47.56,55.91,2.64,0,78.5,5.58,1
4.74,9.41,1.76,4.45,18.92,4.89,0.44,8.79,51.44,0,1.0,5.1,68.91,61.5,63.17,2,1,1,4,6.9,66.97,62.83,1.92,0,85.78,9.04,0
4.56,6.9,0.97,4.32,39.44,1.76,0.51,1.65,75.99,1,21.7,48.76,67.06,53.15,88.93,0,6,0,0,6.09,34.64,62.44,3.91,0,77.45,7.5,1
4.54,5.14,0.13,10.0,77.93,3.87,1.3,8.36,75.33,0,15.9,40.83,58.68,46.67,53.86,1,2,1,4,5.72,76.99,24.94,1.33,0,73.0,6.95,1
4.6,7.68,1.68,6.69,60.52,1.65,0.45,2.94,65.97,1,1.0,79.88,39.05,27.82,45.49,2,1,0,5,2.22,32.67,34.9,4.65,0,59.57,6.07,1
7.69,6.41,0.74,3.89,59.55,1.18,0.58,5.83,77.02,7,1.0,65.03,70.96,45.05,31.27,3,2,1,5,2.78,69.93,55.93,5.42,1,73.57,6.29,0
8.36,8.04,2.22,4.76,23.69,0.31,6.3,4.96,74.08,1,4.6,78.52,63.02,85.86,62.8,0,1,0,4,6.88,45.99,70.03,26.14,0,80.0,9.43,1
5.13,8.65,0.38,7.0,21.76,4.84,1.72,4.33,34.7,1,1.0,0.0,44.53,35.5,39.92,0,4,0,3,4.3,58.47,53.37,1.79,2,81.76,5.75,0
7.22,7.47,2.48,6.61,37.66,4.85,0.17,5.76,65.53,2,1.0,66.61,73.84,70.95,54.59,1,1,0,4,3.3,38.81,56.9,1.54,0,49.0,5.54,1
6.68,7.15,0.65,4.97,27.42,2.8,3.61,5.21,70.2,0,1.5,43.43,57.86,40.57,46.17,1,2,0,2,9.35,41.09,67.76,2.55,0,73.0,8.39,0
5.16,8.44,2.09,3.37,58.55,1.24,0.08,6.54,76.32,3,1.0,70.57,46.14,91.92,20.68,0,7,0,6,3.29,38.57,51.88,6.81,1,62.5,6.12,1
5.87,6.88,0.28,7.02,43.6,2.96,0.15,6.06,60.66,0,22.3,76.64,63.07,57.63,60.95,1,0,1,5,0.77,64.2,48.98,2.32,0,75.92,5.2,1
3.78,3.62,1.66,5.12,25.43,4.08,0.75,7.74,57.32,3,1.0,34.29,50.87,74.28,39.58,1,1,1,1,8.71,59.45,46.47,0.89,0,83.87,7.45,0
5.23,4.71,0.44,5.72,38.36,1.91,2.42,4.91,100.0,4,11.7,62.37,72.66,24.95,49.57,2,4,0,2,6.54,49.21,51.47,2.46,0,69.1,8.13,1
6.03,2.86,0.02,7.51,80.0,2.36,0.35,4.28,46.05,0,3.1,74.49,62.9,37.99,58.79,2,2,1,3,1.15,34.17,31.14,1.21,1,100.0,6.1,1
5.94,5.18,1.31,3.54,44.19,1.77,0.52,3.21,74.11,4,3.1,62.5,52.42,77.25,43.45,0,1,2,1,6.54,31.03,60.47,2.93,0,58.0,6.43,1
7.6,5.93,0.82,7.42,4.85,3.15,2.8,4.04,57.75,2,1.4,39.76,61.14,56.36,36.34,1,2,1,5,3.31,36.6,62.6,1.88,0,71.78,8.08,1
6.46,5.91,0.32,7.09,64.87,2.75,3.94,4.46,95.47,1,15.6,41.52,36.03,30.26,53.88,1,2,1,6,5.67,54.84,50.37,2.15,0,93.75,9.49,0
6.97,5.85,2.33,10.0,16.61,3.24,0.4,4.91,55.66,1,9.4,46.4,44.42,77.13,49.3,1,1,0,0,2.6,61.17,49.95,1.8,0,76.85,6.99,1
7.61,4.98,1.48,2.61,45.98,0.0,0.73,5.83,42.4,4,11.0,48.78,82.19,61.07,59.66,2,4,2,8,4.85,37.45,63.28,19.92,0,93.0,7.75,0
5.08,3.68,0.66,7.3,30.33,4.81,1.25,3.56,73.76,1,1.5,60.2,57.48,73.63,82.35,0,2,1,4,7.09,61.08,50.38,0.76,0,100.0,6.79,1
3.15,6.89,1.4,4.24,51.77,2.94,0.79,6.13,45.37,2,10.8,74.03,81.29,42.53,37.61,4,4,1,3,8.03,38.74,45.12,2.34,0,72.48,8.75,1
4.58,5.47,0.99,3.95,31.25,3.91,0.94,2.59,57.89,2,1.0,75.29,82.36,44.62,37.58,1,0,0,2,6.1,72.9,61.4,1.4,0,78.15,7.26,1
6.48,7.99,0.87,5.41,30.0,3.93,2.89,3.79,70.85,2,1.0,14.55,44.02,95.46,75.99,0,5,0,7,2.11,68.19,56.59,2.03,1,58.8,7.02,0
6.23,4.97,0.94,9.42,39.77,3.63,5.1,10.0,54.95,4,4.3,78.22,40.21,52.68,77.24,0,4,0,2,7.43,42.3,40.44,1.37,1,95.78,8.31,1
4.26,2.71,2.27,4.43,80.96,5.0,1.14,6.35,62.22,0,49.0,47.58,61.98,35.56,51.2,0,3,1,5,7.1,48.82,37.03,0.54,0,66.74,7.22,1
4.49,6.505,0.75,3.5,59.67,2.46,2.53,3.78,100.0,1,1.0,58.08,57.17,60.92,61.76,2,4,1,5,4.87,84.1,49.69,2.97,0,64.4,7.52,1
6.73,2.79,1.26,6.83,75.74,2.36,0.04,9.02,72.6,0,2.3,55.64,36.04,92.1,44.01,2,2,0,8,7.71,46.02,39.65,1.18,0,91.09,7.19,1
8.68,5.73,1.01,10.0,48.14,5.28,2.93,4.61,62.44,2,1.2,55.31,46.56,55.05,51.36,2,2,1,3,6.16,30.18,39.1,1.08,0,86.61,6.86,1
7.84,5.96,1.51,9.84,61.77,3.96,0.43,4.07,78.92,2,2.3,83.46,43.91,61.01,68.28,1,0,2,4,4.3,86.85,42.14,1.5,0,73.84,6.08,0
5.8,7.84,1.83,5.77,56.89,2.16,0.56,7.28,75.17,0,14.3,18.25,88.57,52.94,71.29,1,3,0,8,0.0,69.38,48.81,3.63,2,65.81,7.87,1
6.25,9.58,0.25,6.73,57.43,5.76,0.33,6.05,79.03,2,8.4,39.66,89.67,73.95,41.19,1,3,1,2,8.11,53.67,48.91,1.66,1,76.6,7.11,0
6.47,4.66,5.97,5.89,38.97,3.83,1.3,3.29,91.98,2,11.5,66.8,33.39,65.7,58.17,1,3,0,1,5.99,28.03,61.62,1.22,1,65.17,8.94,1
4.67,3.56,0.17,5.79,34.16,2.22,3.92,2.54,68.68,1,1.7,58.4,77.58,64.74,54.49,0,3,1,3,7.09,58.7,48.01,1.6,0,71.17,7.93,1
7.08,7.77,1.61,10.0,54.88,4.17,0.67,2.88,63.0,2,5.7,33.33,84.24,66.29,62.54,3,1,0,2,7.04,68.98,41.52,1.86,1,79.53,4.08,1
6.18,4.6,1.08,3.64,47.09,2.18,0.14,4.77,65.82,5,5.4,76.29,60.21,66.14,28.63,1,0,0,2,7.79,15.25,55.6,2.11,0,64.0,8.34,0
7.1,5.53,0.38,6.64,7.6,2.62,0.07,4.58,64.17,0,1.7,58.22,81.39,65.5,22.33,3,2,2,5,3.34,48.71,71.27,2.11,0,76.4,7.93,0
6.75,8.53,1.31,4.44,61.68,1.27,0.53,4.64,78.21,1,4.4,67.2,57.7,26.75,10.8,1,1,1,1,7.52,58.52,54.4,6.7,3,87.37,6.73,0
5.45,4.41,1.29,4.43,35.94,1.41,1.0,2.68,21.57,1,15.1,13.38,54.73,74.82,68.62,1,1,1,4,4.11,47.48,63.68,3.13,0,94.25,8.62,0
5.44,6.18,0.23,6.25,35.18,2.75,0.89,7.94,64.61,2,12.3,62.54,38.0,89.0,84.06,1,0,1,3,2.77,24.09,54.83,2.25,0,66.0,3.5,0
6.1,3.48,0.56,1.85,78.81,5.09,5.79,4.43,47.93,1,2.0,11.54,51.06,40.35,48.0,3,4,1,3,5.88,77.65,45.81,0.68,0,91.9,3.5,0
8.9,6.505,0.34,4.95,45.4,2.46,0.69,8.71,64.16,2,20.2,56.56,57.74,54.84,66.23,1,5,2,3,7.55,26.17,68.56,3.9,1,77.21,6.16,0
5.35,8.13,0.15,5.12,44.45,2.62,1.63,7.23,49.85,0,4.1,53.0,87.6,66.84,54.99,0,3,0,7,6.63,14.39,53.05,3.11,0,76.24,6.39,0
5.97,6.97,1.39,1.37,41.71,5.94,4.43,6.41,26.37,4,14.1,23.79,89.76,48.71,41.16,1,1,0,6,0.0,66.82,65.8,1.17,0,60.06,6.93,0
6.79,5.85,0.93,5.91,53.83,5.28,1.39,4.83,55.79,3,1.4,41.53,21.28,50.49,48.05,0,3,0,2,0.0,87.7,49.88,1.11,1,60.0,5.52,1
6.09,8.98,2.84,3.05,66.35,4.74,2.23,4.96,53.94,3,2.0,50.51,46.34,78.37,31.47,0,4,0,4,6.67,54.41,50.27,1.9,0,84.92,7.6,0
5.4,5.65,0.26,6.07,19.84,4.71,1.06,6.06,72.35,2,4.3,74.81,61.39,55.46,45.82,0,5,4,4,3.69,61.08,58.49,1.2,2,80.0,5.17,0
7.55,8.22,0.56,4.36,19.35,1.78,0.31,5.96,71.59,0,3.2,43.19,66.04,61.46,70.06,1,2,1,4,7.44,70.35,71.99,4.62,1,76.49,7.98,0
5.7,11.39,1.95,7.06,44.98,2.44,1.22,1.64,24.03,5,10.7,47.45,48.24,79.31,47.83,0,1,0,5,7.9,66.57,54.87,4.67,0,73.44,6.81,1
6.13,5.22,0.27,7.44,54.85,6.0,0.01,8.9,77.09,3,3.1,84.19,55.42,76.66,51.34,0,2,0,6,3.19,40.08,41.96,0.87,1,89.86,5.97,0
5.3,6.79,0.51,5.17,71.43,2.68,1.79,4.57,82.69,2,5.2,53.59,50.65,63.24,67.18,1,6,3,2,3.32,57.05,39.83,2.54,0,49.61,5.03,1
7.39,3.67,1.51,6.01,46.38,1.6,4.77,4.4,66.79,4,2.4,80.97,24.1,66.62,62.81,0,2,2,1,1.23,34.94,55.1,2.29,1,93.0,8.58,1
7.46,6.23,0.07,5.3,13.27,2.75,2.53,3.85,69.25,1,2.3,51.58,48.73,81.98,83.2,4,3,1,3,4.55,54.07,78.84,2.27,1,63.05,6.86,0
4.66,7.5,1.61,3.73,46.34,3.28,7.15,5.43,68.55,1,3.6,46.5,55.43,36.27,45.91,1,2,0,5,10.0,52.98,53.73,2.29,0,80.02,8.58,0
6.65,3.5,0.23,2.81,5.19,2.72,0.84,4.05,44.06,1,10.5,44.14,37.53,63.31,60.94,0,2,1,2,4.3,17.68,76.51,1.29,0,83.0,8.03,0
6.2,7.72,2.42,1.65,18.18,3.4,0.93,6.0,76.32,0,2.2,62.24,72.37,45.72,47.88,1,2,1,6,2.28,56.0,69.39,2.27,1,97.45,6.7,0
7.1,4.46,0.21,7.67,55.9,0.8,3.09,6.32,58.93,1,11.0,51.07,42.96,37.19,53.27,1,1,1,3,5.75,57.23,46.45,5.58,0,74.75,5.77,1
6.17,6.505,0.09,8.97,55.41,2.79,1.22,6.34,44.53,1,9.7,71.05,77.47,58.79,59.13,1,1,1,3,3.47,74.67,40.68,3.69,0,58.25,5.76,1
3.91,7.77,2.41,5.35,59.67,1.13,0.51,1.0,70.18,5,4.1,43.67,61.44,53.81,61.12,1,2,2,8,3.35,42.12,39.61,6.9,0,86.63,5.74,1
3.84,4.59,1.27,8.99,53.53,2.05,0.02,7.31,50.09,2,2.4,29.57,53.89,67.46,55.95,3,2,0,3,2.85,69.12,36.45,2.23,2,78.36,8.16,1
7.94,7.95,3.1,8.91,41.59,2.55,0.04,1.0,68.8,0,1.0,28.44,45.34,47.17,47.58,0,0,0,4,4.88,43.28,53.93,3.12,2,91.98,7.27,1
4.19,10.47,0.38,7.09,11.75,3.05,0.26,3.22,67.58,2,4.7,62.35,46.71,52.43,42.33,3,2,2,2,3.95,8.3,54.89,3.43,0,57.76,10.0,0
5.73,3.98,1.0,4.3,67.48,4.63,1.85,7.24,78.83,1,12.7,30.89,25.24,69.37,86.6,2,1,0,10,6.37,17.27,47.21,0.86,0,73.58,7.78,1
6.52,5.2,0.4,6.02,54.12,4.06,3.27,5.4,24.06,1,13.6,57.26,74.11,62.08,55.85,3,7,0,1,2.5,58.12,45.66,1.28,0,88.2,6.2,0
3.56,5.98,0.6,4.83,82.42,3.76,0.74,6.93,38.05,2,1.8,57.98,9.73,29.63,52.42,1,3,1,4,7.8,47.25,30.87,1.59,0,83.87,5.0,1
6.37,10.11,1.25,3.82,92.34,1.7,1.17,4.09,41.02,2,11.2,50.8,46.91,49.52,62.91,1,0,1,3,3.39,61.85,42.99,5.96,0,68.81,7.12,1
