student_id,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,gym_frequency,wellness_score,screen_to_study_ratio,extracurricular_hours,survey_date
S100260,8.04,6.505,2.03,3.76,75.65,5.79,61.87,1,48.31,1.99,13.21,2024-04-13
S100261,7.44,6.39,3.5,1.0,32.73,3.83,57.57,2,72.65,3.58,8.98,2024-03-18
S100262,3.83,9.34,1.06,7.26,16.6,7.86,51.51,4,49.1,2.63,0.9,2024-02-25
S100263,6.83,9.74,2.24,10.0,45.62,4.24,39.45,1,41.37,3.03,2.95,2024-04-23
S100264,8.34,4.35,0.42,7.22,60.1,4.03,80.49,1,43.35,1.59,6.97,2024-03-13
S100265,6.39,6.14,3.23,7.11,30.28,5.53,70.45,1,64.4,1.32,9.43,2024-02-28
S100266,5.58,6.45,1.24,5.73,66.5,6.25,39.89,2,40.82,8.77,3.68,2024-04-22
S100267,6.73,1.73,0.24,10.0,96.01,5.39,56.41,1,17.61,0.42,1.52,2024-02-14
S100268,5.6,4.27,1.29,9.19,58.72,4.39,89.65,3,36.3,1.34,5.1,2024-04-08
S100269,7.19,9.69,1.77,4.71,63.75,7.61,80.73,3,51.52,2.84,1.11,2024-03-12
S100270,6.28,7.99,0.01,5.63,47.12,3.14,55.85,0,51.01,13.87,1.88,2024-02-01
S100271,8.25,6.71,1.04,3.5,34.99,3.65,61.66,0,70.83,1.82,4.24,2024-03-15
S100272,7.0,7.06,1.62,5.91,15.72,9.96,20.31,0,69.73,5.38,0.86,2024-03-07
S100273,5.29,8.92,0.9,2.27,39.35,6.56,51.91,4,62.19,2.59,4.65,2024-03-25
S100274,7.15,3.6,0.16,4.34,34.38,8.02,69.32,3,58.52,1.09,4.2,2024-04-16
S100275,7.61,10.23,2.33,5.79,30.85,5.7,70.72,0,65.94,6.09,5.43,2024-03-13
S100276,5.5,5.12,2.81,1.88,78.23,6.26,83.71,1,49.15,4.26,4.99,2024-02-07
S100277,5.7,5.59,0.1,4.18,67.88,3.19,70.82,1,42.45,4.52,3.02,2024-03-14
S100278,3.07,6.505,0.6,7.49,40.78,8.34,42.27,1,39.43,0.97,2.9,2024-02-04
S100279,7.56,7.3,0.39,7.8,37.19,4.75,85.12,1,53.32,28.62,9.4,2024-04-15
S100280,5.48,4.39,3.3,3.67,46.54,2.09,66.7,1,61.56,1.08,5.04,2024-04-19
S100281,3.33,6.3,0.53,5.24,44.77,2.78,71.4,0,48.53,1.41,7.42,2024-04-29
S100282,3.82,4.27,4.3,5.31,38.22,7.96,51.09,3,51.14,1.35,0.35,2024-03-07
S100283,5.99,9.36,0.08,5.47,45.23,7.22,65.58,1,50.79,2.47,0.64,2024-03-04
S100284,7.36,9.73,0.82,5.35,61.81,5.24,40.62,4,55.94,5.92,8.88,2024-02-06
S100285,6.18,4.6,1.08,3.64,47.09,4.77,65.82,5,55.6,2.11,1.51,2024-11-04
S100286,6.96,3.13,2.33,8.27,72.84,7.39,57.95,2,35.33,1.41,2.05,2024-04-23
S100287,4.76,3.28,0.58,5.84,52.85,7.29,61.02,4,46.73,0.6,6.38,2024-04-17
S100288,4.42,8.41,1.6,3.93,51.13,5.1,61.08,2,51.13,3.24,3.2,2024-02-13
S100289,7.54,3.2,1.37,6.17,39.62,8.14,62.79,2,53.77,0.77,6.68,2024-04-26
S100290,6.99,4.26,1.58,7.37,68.67,1.0,61.95,1,37.63,1.22,2.47,2024-03-25
S100291,6.26,6.24,2.41,7.0,58.99,4.7,53.02,2,38.13,7.3,2.05,2024-02-01
S100292,8.09,10.12,3.39,10.0,42.47,4.99,59.48,3,48.56,5.09,7.25,2024-08-03
S100293,4.97,6.6,0.4,3.69,31.86,6.78,85.5,0,59.81,1.65,6.06,2024-03-11
S100294,5.71,5.77,0.5,4.52,54.31,3.46,52.75,1,52.4,1.86,1.8,2024-04-19
S100295,7.74,8.15,0.05,3.51,33.32,9.02,52.39,0,66.16,2.83,9.94,2024-02-19
S100296,8.87,2.25,1.39,2.94,58.82,6.48,75.92,2,67.33,1.13,3.12,2024-03-24
S100297,6.31,3.76,4.61,8.37,46.74,10.0,95.23,1,43.75,0.66,3.51,2024-04-04
S100298,8.65,8.86,2.19,6.04,73.22,7.3,26.54,1,50.65,2.25,2.6,2024-02-20
S100299,5.46,9.19,3.71,5.57,27.86,6.02,63.61,1,52.42,2.21,10.51,2024-03-20
S100300,6.76,7.85,3.08,8.01,71.01,8.87,39.4,2,39.3,21.37,3.42,2024-04-26
S100301,6.06,7.47,2.36,4.89,27.79,4.83,44.2,3,67.05,3.02,2.24,2024-02-16
S100302,4.08,5.74,0.26,2.76,31.41,2.58,75.05,2,69.16,1.43,5.37,2024-04-07
S100303,6.66,5.89,2.62,5.45,75.35,10.0,73.91,3,42.73,1.69,0.43,2024-03-24
S100304,7.61,10.85,3.29,4.02,48.71,7.02,73.25,2,55.07,14.82,3.5,2024-02-11
S100305,6.09,4.02,0.53,2.81,49.52,7.21,22.86,3,63.68,1.16,7.3,2024-04-26
S100306,6.2,9.63,0.75,9.61,17.37,8.1,45.99,4,52.56,7.55,20.0,2024-03-09
S100307,8.25,6.505,0.2,6.48,34.85,10.0,35.24,0,60.01,1.32,0.85,2024-03-01
S100308,4.55,2.63,3.74,7.13,26.47,6.36,17.83,1,50.34,10.5,0.4,2024-04-17
S100309,4.2,7.87,3.17,9.46,43.85,10.0,75.46,2,36.45,2.38,0.63,2024-04-26
S100310,5.38,4.5,0.33,5.98,78.23,1.54,72.9,7,40.83,1.2,0.9,2024-04-15
S100311,4.62,7.49,3.6,7.31,41.46,7.16,33.24,0,48.51,3.15,17.03,2024-04-20
S100312,8.18,7.38,1.96,4.93,13.24,4.28,35.55,3,80.82,1.75,1.28,2024-04-11
S100313,6.73,12.24,1.2,1.72,37.6,1.03,51.62,1,70.24,2.15,4.43,2024-02-25
S100314,5.09,5.02,0.48,7.34,9.39,7.93,61.65,3,65.21,1.89,6.61,2024-10-03
S100315,5.44,1.6,0.85,8.68,73.14,10.0,58.33,2,32.95,1.52,0.94,2024-03-06
S100316,10.0,7.52,2.37,4.88,41.55,7.76,48.35,1,74.79,6.53,1.55,2024-03-26
S100317,5.45,8.1,0.12,5.34,42.71,4.55,24.95,0,50.47,1.52,0.1,2024-02-05
S100318,5.23,5.89,2.11,2.2,50.11,4.17,34.51,2,58.71,1.64,0.06,2024-04-20
S100319,6.73,4.66,0.65,3.32,88.41,3.49,78.8,0,46.12,1.63,7.49,2024-02-10
S100320,7.19,6.505,3.91,9.05,59.82,5.59,66.82,1,35.22,4.95,16.3,2024-04-17
S100321,6.61,8.23,0.36,4.65,38.78,6.84,79.3,2,54.06,1.66,3.78,2024-01-02
S100322,5.03,5.47,2.37,4.16,38.95,6.76,73.25,1,57.4,3.67,4.59,2024-04-21
S100323,4.68,8.57,0.67,5.29,36.25,5.26,2.42,2,55.92,9.86,1.52,2024-03-22
S100324,7.13,6.64,0.86,3.56,18.24,5.7,69.83,0,69.54,2.44,8.59,2024-04-29
S100325,6.22,6.32,0.0,3.18,11.02,7.19,78.06,1,70.0,1.46,5.05,2024-03-21
S100326,4.0,3.53,0.85,2.45,78.31,8.44,24.19,2,41.0,1.07,7.87,2024-12-02
S100327,7.94,4.87,0.79,6.1,58.05,7.99,38.58,2,55.03,5.1,1.78,2024-03-18
S100328,7.39,8.16,0.07,4.54,43.85,7.14,57.83,1,57.7,5.78,0.99,2024-04-19
S100329,5.96,9.61,3.2,4.72,50.1,4.42,56.4,4,55.66,3.03,0.31,2024-03-05
S100330,5.94,9.35,1.87,7.26,4.6,4.44,82.38,1,61.26,1.82,3.94,2024-04-16
S100331,6.62,6.29,0.13,9.97,29.84,5.52,45.02,1,53.15,2.33,0.66,2024-04-07
S100332,5.34,6.505,0.67,4.57,50.4,10.0,28.37,1,49.44,1.31,7.65,2024-04-29
S100333,4.41,4.39,1.49,3.01,50.81,6.12,57.79,5,50.93,3.32,0.4,2024-02-12
S100334,6.75,4.55,3.9,3.24,34.14,4.84,57.38,2,69.59,1.72,1.08,2024-03-14
S100335,4.29,6.505,0.93,7.97,42.65,4.49,72.72,2,41.59,1.21,1.81,2024-03-31
S100336,6.85,8.9,1.14,3.63,62.55,6.08,30.42,3,50.16,3.75,3.76,2024-09-04
S100337,4.28,9.45,3.63,6.76,80.66,3.65,94.97,1,24.82,3.31,0.51,2024-03-29
S100338,6.16,7.39,0.25,8.95,55.01,1.95,46.99,1,36.35,1.58,10.47,2024-03-28
S100339,6.11,7.91,2.49,5.7,78.77,4.35,56.22,1,42.11,3.22,0.47,2024-02-07
S100340,8.8,4.17,2.29,5.42,19.34,3.68,46.34,4,69.52,0.92,1.36,2024-04-25
S100341,4.81,6.05,1.84,6.65,36.23,6.91,45.66,2,52.65,4.63,4.2,2024-06-03
S100342,4.32,8.23,2.71,9.49,40.9,6.0,48.5,6,28.61,2.91,2.76,2024-02-14
S100343,5.4,6.65,0.97,4.48,22.31,5.27,48.11,2,64.42,2.35,3.12,2024-02-20
S100344,4.73,7.94,1.35,5.84,57.39,2.41,63.84,1,43.35,3.05,0.19,2024-04-05
S100345,5.47,3.28,7.79,4.76,28.68,5.14,58.38,0,64.02,1.3,2.27,2024-03-12
S100346,6.89,10.26,0.09,5.25,35.19,5.24,67.96,3,70.17,4.61,1.08,2024-02-14
S100347,7.38,5.73,1.07,3.35,36.19,3.25,46.02,2,70.58,4.43,1.09,2024-03-20
S100348,8.62,4.94,2.36,9.05,19.41,5.47,44.38,2,62.7,1.05,3.21,2024-02-22
S100349,5.27,6.76,1.62,7.22,81.35,3.91,24.47,4,30.61,1.86,5.93,2024-04-12
S100350,9.99,0.0,5.01,6.64,40.84,8.07,68.62,1,63.47,0.0,0.02,2024-02-03
S100351,9.08,5.68,0.7,7.61,59.82,9.4,57.82,1,45.7,1.9,1.88,2024-03-19
S100352,6.02,11.45,2.69,6.98,45.84,6.06,76.8,3,51.86,45.8,5.07,2024-02-06
S100353,3.09,5.06,0.2,8.53,29.77,5.39,50.65,0,42.45,1.14,0.97,2024-02-29
S100354,6.18,6.505,2.83,4.72,48.56,6.9,47.98,3,48.56,2.32,7.14,2024-02-21
S100355,6.4,2.33,0.38,5.45,37.15,2.52,43.41,3,60.58,1.15,0.51,2024-02-11
S100356,3.08,3.0,0.41,5.35,45.27,5.35,75.78,2,39.7,1.6,5.06,2024-02-23
S100357,6.4,2.54,0.48,6.26,82.68,7.79,36.72,2,42.62,0.59,3.85,2024-02-15
S100358,6.02,9.9,1.3,2.97,21.19,3.8,35.26,3,71.24,2.29,3.39,2024-02-15
S100359,5.2,1.79,1.98,10.0,0.0,7.8,42.56,0,60.71,2.37,1.7,2024-02-07
S100360,7.18,7.21,0.79,4.09,32.55,5.16,51.51,2,59.25,1.74,2.14,2024-04-07
S100361,7.71,4.44,0.24,5.65,37.97,9.5,53.42,1,65.95,0.92,5.35,2024-04-21
S100362,5.62,8.11,2.07,8.91,21.77,4.7,57.23,1,52.71,3.18,6.96,2024-04-22
S100363,6.62,3.81,0.36,5.07,38.59,7.28,68.54,3,58.2,1.62,0.16,2024-04-04
S100364,5.38,4.79,0.33,7.65,51.98,2.33,79.16,1,47.31,2.04,2.88,2024-03-17
S100365,5.2,7.42,0.64,8.42,37.23,5.76,56.29,1,40.7,4.0,3.44,2024-03-22
S100366,6.41,2.16,0.19,1.63,30.54,3.0,47.98,2,73.95,1.1,2.53,2024-03-25
S100367,7.03,1.42,0.1,3.85,52.36,5.75,48.39,0,61.03,0.36,0.4,2024-08-03
S100368,5.51,11.48,0.62,6.43,63.49,1.86,39.78,1,37.74,2.39,8.91,2024-04-11
S100369,3.2,6.69,0.96,3.48,73.32,4.91,54.55,4,38.28,1.86,3.96,2024-03-30
S100370,7.12,7.73,0.43,8.58,35.2,3.07,80.47,1,45.79,2.6,0.01,2024-04-09
S100371,4.06,6.51,0.88,8.54,43.79,1.62,70.3,2,37.04,1.72,6.12,2024-04-26
S100372,6.47,7.4,1.98,7.5,81.81,4.32,40.6,3,35.64,1.52,0.01,2024-04-15
S100373,8.79,6.52,0.36,4.64,53.78,10.0,89.72,1,51.64,1.56,0.37,2024-04-27
S100374,6.28,7.52,3.4,4.66,61.07,3.5,57.59,3,55.97,1.26,3.25,2024-03-21
S100375,4.63,3.41,0.24,7.18,34.3,4.33,77.55,0,45.48,1.61,1.68,2024-04-20
S100376,4.25,0.01,1.53,1.9,72.91,3.78,61.05,3,53.66,0.01,0.95,2024-03-20
S100377,7.94,4.84,2.04,3.94,18.41,1.54,31.3,4,75.87,1.14,5.58,2024-04-29
S100378,6.28,10.37,0.74,7.52,27.76,4.0,51.06,2,55.12,6.68,1.93,2024-03-21
S100379,7.06,4.88,1.16,5.97,66.57,3.11,74.22,5,46.08,1.64,7.03,2024-04-18
S100380,7.6,1.93,2.03,2.64,61.07,3.93,30.97,4,65.42,0.42,7.28,2024-04-15
S100381,6.23,10.31,0.36,6.71,54.72,7.09,36.94,2,44.19,2.96,1.78,2024-03-15
S100382,5.87,9.1,0.03,7.46,20.97,7.49,75.01,0,50.92,2.18,7.08,2024-02-16
S100383,4.97,5.04,0.68,4.77,62.72,4.99,52.23,2,51.58,1.21,0.92,2024-03-06
S100384,3.0,8.4,0.63,1.82,4.47,8.59,75.05,1,72.75,1.99,10.76,2024-05-04
S100385,4.17,7.85,3.29,3.44,43.96,8.57,64.2,1,49.68,1.99,2.82,2024-03-27
S100386,6.2,3.4,2.21,5.68,78.77,5.73,49.94,2,45.21,1.18,0.27,2024-03-03
S100387,6.05,9.54,0.41,5.11,60.07,5.63,72.61,1,44.03,2.22,2.79,2024-04-02
S100388,6.86,8.13,0.01,2.51,63.35,5.27,68.67,2,62.81,1.44,2.77,2024-04-05
S100389,6.12,7.66,0.44,4.37,36.19,5.82,59.23,2,61.0,2.96,0.71,2024-04-17
S100390,6.52,9.3,0.63,4.89,42.26,5.86,98.22,1,48.43,4.44,9.05,2024-04-11
S100391,7.4,1.72,0.31,6.84,55.85,6.56,60.13,0,49.95,0.38,3.38,2024-03-03
S100392,5.06,6.25,0.72,2.56,29.52,7.11,53.76,0,65.56,2.13,2.98,2024-04-21
S100393,5.9,10.41,0.85,3.6,56.59,5.43,75.31,2,57.83,5.99,11.04,2024-03-27
S100394,4.05,9.73,3.15,8.14,87.47,7.76,50.26,3,24.6,2.42,0.8,2024-03-13
S100395,7.66,2.88,1.2,2.55,70.37,5.94,31.91,7,64.41,1.67,1.69,2024-04-19
S100396,6.35,8.13,0.45,1.0,45.48,1.78,53.4,2,67.32,3.6,10.35,2024-04-12
S100397,6.99,4.92,6.55,2.61,85.21,4.46,62.29,0,44.72,1.14,0.35,2024-04-13
S100398,8.46,7.5,4.22,4.42,54.75,5.33,63.53,2,66.9,10.24,7.77,2024-03-06
S100399,7.81,4.64,0.12,3.91,55.37,9.65,63.76,4,57.65,1.6,1.23,2024-02-02
S100400,6.22,9.98,0.29,5.45,38.74,4.99,56.47,2,55.97,2.09,2.01,2024-04-29
S100401,7.4,11.82,2.03,5.11,54.34,4.2,49.35,2,52.48,5.37,3.31,2024-03-20
S100402,4.3,9.25,0.33,3.1,73.95,7.97,43.95,3,41.08,2.0,0.89,2024-03-17
S100403,6.91,9.32,1.73,7.55,77.05,8.39,78.53,0,37.92,2.08,1.79,2024-03-26
S100404,6.49,6.505,1.01,3.59,46.27,1.0,61.42,2,58.74,9.23,3.56,2024-02-09
S100405,4.03,6.21,0.87,7.99,47.69,5.06,77.15,2,41.22,2.19,9.22,2024-02-16
S100406,8.17,10.41,0.15,3.45,59.18,6.03,63.54,2,65.86,3.04,1.21,2024-02-18
S100407,5.31,8.83,2.87,5.42,41.05,5.01,28.82,1,53.82,1.86,2.51,2024-03-22
S100408,7.26,7.44,0.46,8.27,49.15,5.15,71.99,1,46.83,2.74,0.97,2024-03-30
S100409,5.71,5.12,1.27,4.77,41.75,10.0,63.22,2,53.7,1.55,2.71,2024-02-04
S100410,7.69,3.92,1.35,7.03,16.62,4.89,66.38,2,68.35,4.0,1.86,2024-04-05
S100411,8.14,8.88,0.04,8.06,47.8,1.22,46.56,3,56.77,4.15,10.6,2024-05-03
S100412,5.14,8.86,2.23,2.5,41.92,7.21,52.73,2,66.22,7.15,3.71,2024-04-22
S100413,4.16,6.74,1.2,3.52,74.45,3.53,53.59,4,42.02,4.13,2.94,2024-02-27
S100414,6.12,6.95,0.47,5.43,10.88,8.64,32.12,1,68.39,4.41,2.35,2024-03-22
S100415,7.49,3.13,0.41,2.51,53.27,5.43,56.85,1,68.84,0.56,0.33,2024-03-09
S100416,5.78,4.94,3.04,5.43,28.93,5.56,73.43,2,54.8,1.52,2.93,2024-02-08
S100417,5.44,4.29,1.27,6.31,34.27,5.08,36.59,2,54.65,0.93,0.82,2024-02-27
S100418,6.98,8.08,0.1,5.28,45.01,1.87,55.79,2,52.16,2.55,1.58,2024-03-04
S100419,3.0,6.22,1.72,4.27,48.18,8.42,66.2,1,46.68,2.03,1.59,2024-02-26
S100420,5.37,6.7,2.26,5.97,63.33,4.91,73.28,1,39.76,1.28,16.07,2024-10-02
S100421,4.36,4.87,0.91,4.69,45.81,3.39,63.46,0,57.66,1.92,1.98,2024-03-25
S100422,6.71,6.9,2.06,5.48,26.79,3.67,49.64,1,66.76,2.65,12.72,2024-04-09
S100423,5.27,2.57,2.46,3.93,39.22,5.59,54.47,2,61.86,2.08,1.13,2024-02-02
S100424,4.74,11.07,2.96,8.88,79.69,8.73,52.27,1,23.77,3.04,5.91,2024-03-22
S100425,5.8,6.79,1.29,8.63,80.72,6.6,43.25,1,23.09,2.01,0.09,2024-04-18
S100426,4.24,7.94,1.81,7.27,37.64,3.66,33.56,1,51.82,2.66,0.27,2024-03-18
S100427,6.28,7.81,3.24,5.4,5.04,5.64,79.42,0,73.78,2.2,11.67,2024-06-03
S100428,5.34,4.61,5.01,7.04,23.86,5.24,65.61,2,56.22,1.6,2.32,2024-02-08
S100429,5.77,10.13,1.79,6.45,16.88,2.44,67.15,1,61.33,4.54,2.0,2024-02-19
S100430,5.3,7.15,0.47,5.09,32.37,6.2,79.63,1,64.29,3.2,2.89,2024-04-10
S100431,7.58,6.35,0.12,8.35,68.2,5.48,67.93,2,41.34,1.02,1.02,2024-03-21
S100432,6.15,9.29,0.45,9.49,38.14,6.26,66.61,0,44.76,2.74,5.71,2024-02-25
S100433,7.03,4.48,1.18,1.0,29.81,7.08,64.09,2,75.19,0.89,1.46,2024-04-17
S100434,6.97,8.37,2.44,7.22,37.38,7.11,78.15,1,57.26,4.12,8.71,2024-02-26
S100435,5.17,11.14,0.07,6.33,42.98,9.55,73.82,2,47.06,4.55,3.4,2024-02-11
S100436,7.1,5.53,0.38,6.64,7.6,4.58,64.17,0,71.27,2.11,4.5,2024-02-22
S100437,6.79,7.87,0.57,4.31,35.95,6.85,76.69,6,63.25,4.5,3.04,2024-04-04
S100438,6.74,3.44,2.07,6.73,74.23,7.5,37.98,1,34.73,1.02,0.98,2024-04-09
S100439,5.74,7.36,1.26,4.97,71.32,8.14,66.52,0,36.55,2.7,2.23,2024-06-04
S100440,5.7,7.46,1.33,2.45,67.12,3.25,70.8,0,47.94,3.8,4.27,2024-02-19
S100441,7.4,2.68,3.43,5.28,46.02,6.1,51.8,5,54.99,1.91,1.23,2024-03-05
S100442,9.35,10.8,1.42,10.0,73.1,4.26,84.26,1,37.21,2.18,9.64,2024-03-27
S100443,5.14,11.85,0.82,5.54,31.64,7.93,69.5,1,57.14,4.0,0.98,2024-04-07
S100444,7.05,2.05,1.62,4.92,40.45,3.62,64.31,0,60.7,0.37,1.67,2024-03-30
S100445,5.79,7.81,0.0,3.3,24.52,5.59,71.56,1,68.69,5.03,0.07,2024-04-13
S100446,7.4,5.71,2.4,8.42,52.3,5.86,31.56,1,50.37,2.51,5.56,2024-04-22
S100447,6.91,6.11,1.55,6.78,43.86,6.53,46.73,3,60.1,2.33,4.67,2024-04-05
S100448,7.78,7.77,3.21,4.92,48.91,7.44,56.9,4,58.35,2.5,1.98,2024-04-05
S100449,3.0,6.88,1.76,9.15,13.1,4.7,84.53,1,50.61,1.37,1.95,2024-04-10
S100450,5.46,6.23,0.76,5.96,50.73,5.37,62.25,2,40.69,12.29,0.35,2024-03-12
S100451,4.92,7.44,2.52,7.1,53.24,2.17,32.48,1,39.4,7.36,1.35,2024-02-29
S100452,6.15,5.75,0.67,4.75,60.75,4.31,70.56,2,57.73,23.02,6.58,2024-04-15
S100453,5.29,7.28,1.19,9.62,40.7,7.25,52.23,1,31.3,2.37,0.69,2024-04-02
S100454,5.4,5.05,3.32,3.23,76.75,1.15,64.04,3,36.37,1.27,0.91,2024-03-15
S100455,7.25,8.93,2.75,8.21,68.39,3.56,60.96,3,37.52,4.03,0.12,2024-03-22
S100456,8.96,11.73,1.83,4.97,23.62,6.32,34.4,4,75.12,2.08,4.07,2024-04-25
S100457,3.0,6.79,2.26,3.22,45.57,3.74,74.66,0,48.38,27.18,0.65,2024-02-12
S100458,5.87,5.97,3.33,6.99,21.65,1.83,25.47,1,54.59,1.56,1.64,2024-03-08
S100459,6.74,10.1,1.14,3.65,68.41,4.44,22.68,0,51.13,2.33,2.99,2024-04-15
S100460,6.31,1.8,1.07,4.49,31.61,4.75,65.38,2,66.39,1.58,1.54,2024-02-26
S100461,5.82,6.27,1.19,7.0,2.17,5.86,51.35,1,61.47,2.2,2.17,2024-02-28
S100462,4.41,3.87,2.54,7.86,64.76,5.59,63.72,4,29.02,0.56,4.69,2024-08-02
S100463,4.98,5.32,0.05,9.96,51.37,6.92,70.27,0,28.54,1.69,0.7,2024-03-25
S100464,7.31,4.04,0.11,5.19,48.26,3.13,86.09,1,67.88,0.92,3.29,2024-04-02
S100465,7.81,5.97,1.46,6.2,27.93,3.62,54.83,0,58.01,1.28,0.52,2024-04-10
S100466,6.44,9.73,0.09,1.0,0.0,7.56,56.87,0,79.43,1.57,0.74,2024-02-07
S100467,5.13,4.56,1.53,5.56,74.54,6.55,57.4,2,36.93,1.66,2.23,2024-03-08
S100468,6.43,6.13,3.64,2.37,78.74,6.24,72.86,2,55.32,4.82,0.18,2024-02-15
S100469,5.96,9.5,2.35,4.68,36.51,7.76,67.53,1,57.37,1.91,2.21,2024-03-28
S100470,7.06,7.95,0.87,5.29,39.21,6.27,80.97,5,53.32,2.88,0.82,2024-02-19
S100471,6.47,8.51,3.02,6.65,2.66,1.61,80.83,3,64.28,3.98,3.0,2024-04-22
S100472,5.43,6.35,3.26,6.55,22.43,9.46,57.41,0,53.92,1.57,12.8,2024-03-21
S100473,6.57,5.36,1.99,7.15,100.0,5.07,66.66,1,23.5,1.85,1.56,2024-03-02
S100474,4.65,5.52,1.86,3.56,46.3,5.7,80.67,0,61.33,2.06,2.34,2024-02-18
S100475,7.45,5.68,3.98,1.03,52.14,5.73,66.75,1,64.97,1.93,3.88,2024-04-05
S100476,7.96,3.36,0.0,8.88,57.88,7.47,55.74,0,49.27,0.89,3.8,2024-03-25
S100477,4.65,0.76,2.43,5.22,61.16,4.35,60.68,3,46.94,0.46,2.66,2024-09-04
S100478,6.89,5.31,2.09,7.03,6.11,7.74,39.61,1,65.47,1.26,0.9,2024-04-18
S100479,4.91,7.16,3.13,3.94,23.51,6.37,66.87,3,53.23,1.96,3.34,2024-02-25
S100480,7.8,5.2,0.07,4.4,28.84,6.58,67.69,0,71.95,1.24,2.94,2024-02-11
S100481,7.57,9.32,0.71,4.65,2.68,8.89,57.41,0,79.56,2.22,1.78,2024-03-25
S100482,5.98,9.49,1.02,4.88,8.49,6.6,95.95,2,67.69,11.41,0.8,2024-02-13
S100483,7.69,6.8,1.81,6.78,19.05,5.37,34.5,0,58.12,20.77,1.08,2024-02-18
S100484,5.7,5.76,1.38,5.0,74.17,6.03,29.76,0,42.97,2.25,0.74,2024-02-02
S100485,5.4,7.7,1.58,5.04,0.0,5.59,63.47,0,65.24,1.82,5.2,2024-02-29
S100486,5.5,5.31,1.94,5.71,63.29,4.78,69.01,1,41.0,1.16,8.84,2024-03-21
S100487,6.1,6.04,0.2,5.26,38.34,4.65,62.15,2,52.71,2.63,2.87,2024-03-16
S100488,5.85,4.48,1.12,4.94,16.96,5.38,40.49,2,70.5,1.65,6.76,2024-04-03
S100489,6.52,6.505,0.01,8.5,42.1,7.52,68.24,3,49.74,9.88,3.22,2024-01-03
S100490,5.44,8.03,1.91,6.07,67.32,8.46,49.89,0,35.14,3.85,1.67,2024-04-17
S100491,7.37,5.56,1.16,10.0,24.93,7.66,85.93,2,46.96,2.41,0.69,2024-02-03
S100492,7.73,7.82,2.44,6.14,27.72,6.13,33.59,3,56.09,3.72,14.72,2024-03-01
S100493,5.61,6.59,0.85,3.83,47.67,4.25,33.2,3,62.53,3.56,12.12,2024-02-29
S100494,4.3,6.78,1.54,3.33,44.48,3.52,53.27,0,56.09,1.32,0.65,2024-03-27
S100495,7.31,7.42,0.14,5.6,44.87,6.41,83.09,4,57.87,1.73,5.57,2024-08-04
S100496,7.89,1.11,1.77,3.36,36.81,5.37,53.14,3,68.77,0.43,6.81,2024-03-18
S100497,6.07,5.53,3.64,4.85,39.06,6.61,72.6,3,58.74,3.3,7.19,2024-02-06
S100498,4.5,7.33,8.0,3.84,48.51,4.87,69.89,2,49.86,2.12,4.13,2024-02-21
S100499,6.67,10.21,0.81,8.36,32.57,2.85,53.32,2,49.06,6.37,4.35,2024-03-17
S100500,8.43,7.91,0.96,6.18,38.91,4.22,70.78,2,62.85,2.59,1.36,2024-04-08
S100501,3.67,12.95,0.48,5.3,25.82,8.33,63.13,3,58.2,5.09,5.63,2024-03-10
S100502,6.97,9.85,1.32,4.7,41.98,4.24,15.82,3,63.43,2.57,2.04,2024-03-04
S100503,5.86,6.98,0.28,3.67,24.9,6.56,66.9,1,69.36,2.04,5.88,2024-03-30
S100504,5.1,3.43,0.09,4.09,10.76,7.21,70.22,0,65.65,0.69,3.48,2024-04-29
S100505,7.0,5.88,1.34,5.44,50.04,7.67,81.69,4,54.12,3.88,2.87,2024-03-30
S100506,4.48,6.08,1.72,8.44,13.0,3.1,56.97,4,54.6,6.3,3.42,2024-02-18
S100507,6.72,6.85,1.96,6.88,64.03,6.04,63.18,1,45.25,1.51,8.45,2024-06-02
S100508,8.14,7.57,1.28,4.8,43.54,6.5,62.38,3,66.87,4.69,0.7,2024-06-02
S100509,6.55,3.33,1.01,5.9,92.69,5.18,62.17,2,37.96,1.85,8.9,2024-04-20
S100510,5.07,7.87,2.84,6.88,31.18,9.2,74.33,0,47.33,7.68,3.08,2024-03-31
S100511,3.81,5.91,1.19,2.76,34.73,4.79,53.09,1,54.66,4.48,2.43,2024-04-02
S100512,4.51,4.96,0.33,5.74,24.63,5.62,73.95,1,60.25,1.16,2.0,2024-02-06
S100513,3.72,3.41,0.93,3.93,47.41,6.83,89.39,2,52.11,2.41,6.02,2024-02-16
S100514,8.54,7.12,1.54,3.87,67.12,4.22,33.58,5,51.71,1.55,0.29,2024-02-10
S100515,5.95,5.32,2.23,7.2,8.8,3.19,78.89,1,58.29,1.97,4.32,2024-02-26
S100516,4.84,0.99,1.11,6.76,60.59,7.55,55.3,2,49.68,0.19,11.58,2024-03-11
S100517,4.48,6.75,0.49,7.19,43.04,5.1,11.44,1,39.09,4.16,3.68,2024-04-29
S100518,4.81,6.09,4.07,3.62,39.61,5.53,67.6,1,63.71,0.9,1.82,2024-03-28
S100519,5.83,2.45,1.02,5.99,50.7,6.31,63.37,3,51.28,0.53,7.77,2024-02-06
S100520,4.5,8.15,0.26,7.2,32.15,6.17,38.8,2,46.92,1.49,0.29,2024-02-16
S100521,8.65,6.505,3.07,3.97,44.12,5.34,50.87,4,62.97,6.27,6.96,2024-04-27
