student_id,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,next_semester_marks
S100462,38.51,71.28,80.15,47.05,75.23,25,58.78
S100463,40.15,82.61,75.94,59.22,72.61,111,72.48
S100464,20.62,69.16,96.67,50.64,47.32,5,35.37
S100465,27.17,85.27,76.29,58.01,79.42,31,52.06
S100466,35.64,39.31,74.62,53.91,56.66,195,45.57
S100467,33.85,67.91,78.62,53.24,66.69,39,54.31
S100468,39.16,38.7,79.74,23.58,84.81,51,56.04
S100469,33.87,72.42,88.27,52.4,76.41,112,43.64
S100470,45.12,66.46,51.89,48.5,100.0,4,44.14
S100471,32.43,90.41,58.72,40.98,68.04,96,22.82
S100472,27.14,69.83,92.76,48.19,73.83,5,46.41
S100473,26.49,62.11,33.66,59.0,82.43,64,51.38
S100474,40.88,63.91,63.64,83.87,79.44,76,72.38
S100475,35.24,75.71,67.39,39.05,95.71,12,34.12
S100476,40.07,61.41,62.17,29.01,89.6,152,58.0
S100477,39.9,69.51,90.3,59.34,100.0,67,64.66
S100478,18.84,89.75,72.62,56.05,55.76,13,62.01
S100479,25.88,57.56,58.8,66.04,91.79,158,56.91
S100480,26.83,63.28,54.85,62.18,65.28,139,55.44
S100481,28.47,65.39,69.51,63.97,86.67,89,68.11
S100482,31.64,100.0,83.66,33.74,76.34,42,47.83
S100483,42.99,79.12,67.21,43.39,69.67,55,61.68
S100484,44.59,86.98,62.85,74.61,97.61,97,59.86
S100485,32.66,81.52,53.88,49.79,54.84,29,40.64
S100486,32.99,82.53,70.98,39.2,100.0,72,60.74
S100487,29.36,77.1,70.1,61.19,89.47,78,53.99
S100488,35.71,75.48,53.41,24.93,82.54,20,45.87
S100489,36.62,48.24,81.42,42.58,77.77,11,62.59
S100490,41.45,75.37,92.3,50.33,74.44,14,65.04
S100491,41.39,68.37,65.78,23.37,87.03,2,53.46
S100492,16.58,78.18,69.83,56.08,59.09,111,50.64
S100493,33.78,68.94,47.32,41.87,33.9,133,32.44
S100494,46.07,81.45,76.8,44.36,81.29,129,45.42
S100495,31.5,84.1,72.43,55.38,68.81,213,60.92
S100496,44.11,26.32,59.78,48.51,66.26,7,44.04
S100497,32.55,63.49,53.1,54.12,56.37,214,32.34
S100498,36.4,42.14,94.56,49.82,98.06,56,40.48
S100499,25.9,73.58,71.12,71.28,100.0,40,0.0
S100500,26.21,65.49,50.32,59.46,79.22,12,50.38
S100501,40.8,90.34,78.69,31.47,77.67,53,86.73
S100502,42.05,73.11,68.67,51.03,86.35,92,40.16
S100503,35.21,62.72,65.94,36.02,85.45,7,36.77
S100504,25.18,84.08,80.66,72.45,72.2,305,50.3
S100505,35.35,65.23,23.2,44.57,98.19,199,66.52
S100506,45.06,62.53,36.09,48.3,96.99,175,54.62
S100507,48.94,75.9,87.07,59.54,91.14,42,65.78
S100508,32.47,94.19,62.94,26.58,100.0,155,71.16
S100509,21.72,82.8,58.17,42.71,91.61,11,24.07
S100510,41.72,78.5,43.6,53.06,70.16,193,46.63
S100511,32.79,100.0,68.1,53.43,81.19,154,44.12
S100512,42.54,59.01,70.08,33.97,94.1,71,52.45
S100513,37.25,58.68,88.05,58.58,64.23,87,32.2
S100514,27.93,72.18,70.96,69.33,75.91,35,51.0
S100515,35.47,92.73,60.16,69.73,56.25,238,62.71
S100516,45.47,55.87,71.49,50.61,100.0,6,66.71
S100517,33.81,96.32,82.75,67.05,86.11,177,50.65
S100518,26.72,48.41,79.26,59.5,88.95,24,34.77
S100519,22.29,68.18,74.94,29.68,57.37,131,61.23
S100520,28.82,72.6,69.39,83.97,96.68,4,30.61
S100521,31.72,56.76,55.7,47.01,84.67,22,45.05
S100522,41.56,60.68,48.48,66.52,53.02,18,58.04
S100523,26.03,81.95,45.94,56.57,86.85,306,57.0
S100524,47.43,91.62,71.3,67.04,65.33,19,56.1
S100525,24.3,38.28,72.97,36.81,80.85,37,20.69
S100526,50.0,72.7,82.51,65.18,91.29,28,50.41
S100527,48.8,68.3,73.99,55.61,82.92,341,54.99
S100528,36.13,71.61,81.81,38.2,52.34,77,65.94
S100529,21.82,65.25,62.91,73.26,83.97,36,48.27
S100530,34.56,50.64,77.33,39.2,92.78,191,57.23
S100531,31.91,93.13,48.98,65.14,76.99,98,47.24
S100532,24.81,87.39,64.04,26.1,87.74,97,35.69
S100533,37.33,68.44,35.7,26.98,87.99,53,43.17
S100534,28.41,62.68,65.51,26.68,49.68,55,24.78
S100535,29.28,60.86,84.6,51.12,98.76,105,59.12
S100536,33.37,31.22,66.12,76.01,71.61,1,39.6
S100537,30.4,75.31,76.55,54.01,69.13,46,46.06
S100538,50.0,81.7,69.37,49.96,69.58,318,71.78
S100539,30.71,72.07,55.87,61.46,98.46,85,40.66
S100540,38.53,68.7,62.01,38.55,100.0,38,51.15
S100541,36.16,72.0,83.87,35.26,87.09,15,51.38
S100542,37.82,69.83,76.47,45.53,72.78,36,57.99
S100543,38.43,62.51,55.12,43.14,100.0,52,60.36
S100544,42.05,67.51,42.8,58.59,79.73,80,26.62
S100545,37.13,80.45,68.31,65.26,70.21,327,75.09
S100546,36.8,90.68,55.69,47.26,95.37,55,68.26
S100547,35.47,66.56,62.16,32.64,78.18,36,46.0
S100548,33.89,54.33,41.73,44.82,100.0,23,51.55
S100549,27.71,70.53,81.65,48.04,67.3,116,59.0
S100550,34.51,100.0,63.45,69.22,77.29,50,40.83
S100551,36.93,55.63,65.87,39.19,100.0,103,51.03
S100552,38.22,83.29,51.67,4.32,87.32,27,40.8
S100553,36.44,90.04,60.56,26.64,75.56,37,52.89
S100554,33.14,64.6,66.96,69.26,66.16,249,59.71
S100555,34.54,59.49,55.19,45.27,62.96,21,23.05
S100556,30.57,78.62,61.55,33.2,60.58,31,35.92
S100557,37.51,69.83,87.18,62.93,94.58,57,44.99
S100558,33.23,80.42,37.0,13.01,91.78,60,27.0
S100559,36.44,100.0,67.95,41.42,87.82,6,36.7
S100560,43.01,72.51,52.43,29.27,63.42,285,65.09
S100561,29.33,52.12,86.38,41.77,75.63,29,60.51
S100562,39.77,71.0,62.11,58.82,84.89,4,79.94
S100563,35.27,73.62,48.25,56.8,98.91,24,69.68
S100564,50.0,89.01,61.55,56.79,85.42,41,70.54
S100565,33.27,67.05,70.59,43.81,81.98,21,43.64
S100566,40.56,63.86,100.0,46.6,66.08,13,39.5
S100567,35.12,49.43,31.24,27.36,93.53,57,31.74
S100568,23.89,78.21,45.81,47.47,75.82,127,21.86
S100569,30.83,100.0,85.88,60.34,58.85,98,72.18
S100570,42.04,66.66,40.86,56.27,66.73,44,57.9
S100571,31.54,76.78,65.15,59.79,90.25,11,59.59
S100572,17.24,61.78,57.27,50.2,90.74,248,26.81
S100573,34.75,50.78,54.75,68.47,39.78,33,44.58
S100574,26.26,76.51,62.24,62.55,78.63,9,75.03
S100575,36.05,70.42,59.68,33.08,60.61,33,15.83
S100576,47.41,34.22,81.91,42.85,85.94,96,60.24
S100577,41.16,94.15,86.25,32.91,88.83,23,62.7
S100578,47.29,76.24,71.82,62.66,63.89,16,40.55
S100579,30.51,69.83,61.22,63.23,80.15,24,79.02
S100580,33.85,63.67,69.14,25.83,92.54,64,70.37
S100581,26.64,76.08,77.88,31.02,95.35,166,56.71
S100582,29.53,76.77,81.03,53.15,67.32,11,50.5
S100583,27.58,76.02,70.92,36.35,96.18,12,56.07
S100584,24.55,86.02,89.44,31.63,83.87,45,71.13
S100585,45.93,89.43,55.14,67.22,72.6,11,61.7
S100586,18.26,100.0,83.24,37.17,78.64,310,33.88
S100587,45.96,57.45,76.27,70.88,92.0,169,74.63
S100588,44.97,61.4,55.24,42.79,91.75,5,57.19
S100589,39.0,75.42,68.72,44.67,93.61,190,54.88
S100590,26.08,58.31,69.82,49.13,69.91,27,40.18
S100591,22.34,60.73,62.73,40.86,83.36,31,32.45
S100592,30.61,77.13,62.55,61.76,76.4,33,56.58
S100593,40.0,83.51,40.6,58.84,83.18,6,54.78
S100594,35.02,89.14,53.97,33.59,72.4,121,54.75
S100595,26.65,67.11,61.19,76.13,100.0,16,69.85
S100596,44.19,76.95,55.84,62.55,79.73,19,45.61
S100597,48.48,73.64,51.31,52.64,77.91,117,28.59
S100598,33.19,70.26,81.98,41.3,86.66,5,43.9
S100599,35.87,57.76,63.34,60.75,96.64,33,72.9
S100600,22.93,55.85,99.67,60.23,80.68,66,39.34
S100601,31.68,80.0,68.56,45.79,75.32,10,44.28
S100602,39.08,57.51,81.64,33.57,93.35,44,74.94
S100603,37.84,43.35,61.67,28.6,100.0,35,58.24
S100604,30.94,69.52,54.41,41.04,100.0,31,39.06
S100605,32.81,91.83,69.21,53.64,65.24,25,58.78
S100606,31.42,28.08,85.73,50.32,91.59,33,43.15
S100607,32.77,65.68,63.57,38.49,78.95,40,42.57
S100608,38.39,80.13,72.15,42.26,99.11,11,51.89
S100609,19.26,42.65,69.12,47.41,100.0,19,51.02
S100610,34.41,66.8,63.43,47.48,44.4,193,63.21
S100611,37.8,52.91,64.25,78.09,80.2,231,46.77
S100612,30.44,69.83,49.02,43.39,73.15,393,53.04
S100613,31.17,63.96,64.82,52.39,69.34,52,39.47
S100614,31.4,53.15,75.45,58.49,66.15,12,69.68
S100615,31.17,51.91,69.73,61.2,73.3,92,55.73
S100616,35.05,69.11,67.95,28.3,75.66,221,52.02
S100617,36.03,100.0,76.6,49.59,74.74,3,50.21
S100618,18.2,81.37,68.12,34.65,49.67,2,5.66
S100619,40.22,85.16,65.22,56.91,81.92,76,56.9
S100620,32.68,81.96,76.76,14.48,95.83,3,42.18
S100621,50.0,59.54,67.19,69.46,71.63,40,49.54
S100622,25.47,74.66,61.21,60.04,55.37,38,51.47
S100623,28.06,86.47,72.49,33.18,81.43,8,67.49
S100624,33.38,82.43,64.44,59.41,95.91,110,72.71
S100625,38.31,72.92,60.5,44.45,82.35,9,39.92
S100626,19.39,77.8,67.49,45.71,69.09,26,44.65
S100627,28.37,100.0,67.67,40.56,64.26,104,43.84
S100628,39.73,82.59,47.34,64.79,90.59,77,57.55
S100629,27.42,65.27,70.33,54.48,76.52,51,72.41
S100630,45.96,68.89,94.54,56.47,72.21,4,28.62
S100631,31.37,54.19,49.33,33.84,70.89,115,62.64
S100632,27.81,100.0,56.96,47.94,83.3,56,55.06
S100633,39.88,94.06,100.0,37.07,81.75,9,50.44
S100634,47.86,71.25,51.85,39.41,80.81,343,64.31
S100635,38.33,100.0,85.58,26.49,65.53,34,45.86
S100636,45.08,79.49,61.34,34.52,64.62,44,35.86
S100637,48.41,63.54,65.96,45.02,70.24,43,57.82
S100638,27.63,83.6,62.9,55.24,84.35,80,23.89
S100639,42.51,75.98,71.81,78.64,88.24,68,59.66
S100640,22.81,82.57,39.72,65.42,100.0,66,50.11
S100641,38.4,49.46,67.98,54.91,67.45,122,62.9
S100642,34.43,57.85,58.55,28.07,90.88,210,52.55
S100643,44.94,92.33,35.19,62.18,54.2,138,34.2
S100644,44.38,95.4,82.93,31.04,85.25,102,53.83
S100645,39.56,91.23,31.28,72.04,57.31,4,51.53
S100646,37.39,100.0,99.38,34.88,61.62,23,47.28
S100647,39.07,78.66,74.87,68.01,91.29,9,50.13
S100648,35.49,77.61,43.22,40.7,82.29,154,47.46
S100649,34.51,56.3,86.41,32.88,75.24,84,55.01
S100650,46.54,61.29,52.99,29.86,59.09,3,51.44
S100651,47.5,40.18,53.72,50.2,85.54,103,52.12
S100652,33.87,65.18,36.18,62.09,81.3,33,41.21
S100653,36.9,39.12,51.18,48.36,90.85,63,51.23
S100654,35.65,86.21,53.06,29.03,53.95,69,81.36
S100655,22.11,75.83,78.09,43.1,89.3,14,60.96
S100656,32.31,39.61,83.68,59.19,71.87,41,44.67
S100657,47.8,67.15,45.15,44.76,84.37,44,34.57
S100658,29.0,99.51,69.33,55.45,79.06,76,61.02
S100659,50.0,68.12,35.56,60.62,67.23,176,46.14
S100660,44.38,55.02,69.39,23.53,73.82,76,38.82
S100661,38.21,43.22,99.59,33.63,66.84,92,51.86
S100662,39.49,43.67,36.52,59.62,72.12,87,45.99
S100663,27.66,78.03,48.77,76.41,66.36,7,33.02
S100664,32.88,63.49,76.64,66.65,86.02,29,61.26
S100665,46.53,64.74,78.52,58.32,67.1,41,68.15
S100666,30.08,63.55,49.94,68.01,88.37,47,51.06
S100667,43.49,67.9,88.58,45.25,100.0,148,84.91
S100668,23.98,51.59,51.95,40.87,76.15,60,3.56
S100669,25.41,74.74,91.78,29.67,56.27,135,62.99
S100670,50.0,48.66,72.5,49.25,100.0,190,73.49
S100671,34.91,58.66,85.34,37.36,85.24,95,28.98
S100672,30.69,85.16,70.93,78.35,78.05,10,67.1
S100673,45.9,75.64,75.51,41.19,74.38,18,42.18
S100674,44.97,69.83,76.36,34.68,64.23,141,42.98
S100675,42.37,100.0,83.32,58.57,74.92,66,37.31
S100676,30.44,69.11,64.47,48.91,68.3,58,40.19
S100677,32.7,70.32,50.6,49.25,68.44,277,67.1
S100678,37.49,66.04,63.74,62.43,88.79,37,64.25
S100679,40.56,63.35,54.32,29.22,94.57,3,58.05
S100680,30.93,54.84,55.37,40.68,76.61,24,37.57
S100681,36.37,71.26,91.48,12.84,87.53,27,40.0
S100682,37.14,75.33,74.96,50.54,100.0,57,60.59
S100683,45.29,76.16,74.23,43.14,67.39,1,64.44
S100684,41.04,70.97,82.16,25.42,55.49,356,59.65
S100685,22.95,83.89,74.88,49.83,92.49,5,58.55
S100686,33.29,70.44,94.87,16.7,68.99,21,49.38
S100687,27.57,63.86,31.49,55.53,72.09,89,32.34
S100688,39.54,56.1,49.04,61.26,81.85,304,60.34
S100689,42.39,46.77,53.79,48.65,98.59,57,51.02
S100690,35.81,91.91,42.99,44.46,81.97,33,56.44
S100691,32.85,59.51,66.81,56.64,48.21,14,45.43
S100692,35.55,56.11,67.56,38.12,85.37,187,40.23
S100693,36.67,63.74,96.61,45.42,83.47,4,50.61
S100694,29.88,65.82,79.46,71.93,67.1,6,54.1
S100695,25.25,94.58,56.88,48.8,54.47,5,36.88
S100696,18.6,65.08,72.91,63.0,74.27,50,67.89
S100697,45.14,100.0,35.77,43.23,45.45,214,57.67
S100698,38.97,70.96,67.28,53.8,53.2,65,72.64
S100699,37.9,100.0,66.42,35.26,59.74,35,48.11
S100700,45.12,83.41,50.57,54.09,61.21,22,37.23
S100701,24.96,75.42,61.78,59.59,93.19,58,67.27
S100702,21.11,93.67,53.92,30.57,77.74,47,24.89
S100703,38.07,86.83,50.08,76.76,85.23,8,50.42
S100704,37.35,79.52,75.79,39.1,83.12,1,24.39
S100705,21.15,100.0,81.54,58.05,56.92,72,71.14
S100706,37.88,69.83,73.16,49.41,71.55,156,46.39
S100707,31.8,55.08,57.99,42.64,76.58,75,62.32
S100708,28.54,59.86,54.4,64.79,78.01,32,23.4
S100709,32.33,96.28,58.49,34.17,87.19,13,53.41
S100710,15.47,91.76,61.48,45.83,93.88,107,67.15
S100711,30.27,62.12,51.05,57.32,85.55,97,32.06
S100712,29.37,34.68,81.86,75.83,100.0,150,51.34
S100713,39.46,66.91,61.76,53.68,86.58,325,66.07
S100714,33.73,54.8,77.24,82.21,71.98,10,52.96
S100715,40.11,62.59,42.6,43.54,99.26,25,67.46
S100716,14.6,54.18,53.99,47.26,61.71,34,16.9
S100717,28.29,45.86,78.75,55.07,88.01,62,53.05
S100718,39.45,98.25,78.98,42.62,77.75,4,40.83
S100719,32.53,59.74,45.76,19.75,67.13,26,42.9
S100720,41.76,91.19,69.85,29.89,83.14,126,85.51
S100721,20.56,66.68,70.27,42.65,75.72,4,11.61
S100722,40.85,53.04,53.67,64.8,52.31,136,31.77
S100723,29.89,77.64,70.71,64.71,82.76,16,62.84
S100724,29.11,64.13,39.71,24.95,64.52,29,33.02
S100725,42.93,66.89,50.17,55.65,81.84,101,53.34
S100726,44.3,72.17,74.58,34.24,78.09,116,38.21
S100727,43.28,57.82,65.47,57.43,86.46,19,53.17
S100728,50.0,69.83,66.3,41.46,45.91,42,54.42
S100729,45.13,69.23,62.2,73.22,65.14,22,21.0
S100730,28.64,84.46,73.59,36.8,81.61,58,38.91
S100731,36.13,56.48,74.36,53.52,100.0,85,53.08
S100732,32.12,72.31,77.66,52.64,82.08,25,54.87
S100733,50.0,92.58,67.01,38.58,73.4,50,35.84
S100734,43.84,68.65,58.79,69.83,93.1,61,83.87
S100735,33.49,71.29,56.09,44.69,71.16,43,57.53
S100736,42.02,70.83,48.09,30.4,86.49,58,43.2
S100737,25.14,59.76,58.56,29.62,80.78,12,51.02
S100738,37.0,55.1,55.3,70.73,96.08,3,65.95
S100739,27.5,55.16,90.63,39.6,89.92,5,44.43
S100740,21.49,75.52,48.25,50.9,72.81,288,34.52
S100741,41.28,81.37,81.6,40.4,57.47,6,32.25
S100742,42.27,82.08,60.72,50.37,63.96,39,43.74
S100743,38.66,64.32,61.7,41.52,84.45,125,61.22
S100744,33.54,86.4,71.42,60.0,79.22,152,82.0
S100745,24.87,74.61,42.3,44.96,80.41,25,57.34
S100746,25.71,71.06,52.2,37.53,83.81,82,36.64
S100747,27.25,19.91,45.14,46.83,67.72,103,32.02
S100748,33.13,57.74,58.92,66.94,78.43,198,65.93
S100749,43.61,47.18,50.45,50.21,79.85,176,25.98
S100750,43.48,79.41,86.07,42.37,58.43,46,52.72
S100751,21.81,71.43,55.67,54.27,70.82,62,28.14
S100752,29.45,53.92,26.94,53.64,85.87,129,31.59
S100753,29.24,74.57,59.65,34.01,90.48,73,65.06
S100754,14.75,48.65,77.92,58.18,67.88,35,17.62
S100755,39.53,54.34,91.08,35.8,87.49,240,69.16
S100756,33.03,59.35,61.33,51.7,70.78,487,68.68
S100757,34.09,78.1,56.73,58.12,66.81,216,38.3
S100758,45.77,90.99,64.77,43.68,100.0,56,58.52
S100759,35.71,61.21,71.64,44.45,73.77,22,59.49
S100760,31.55,89.84,46.94,29.13,57.88,54,37.07
S100761,39.58,70.71,61.09,72.43,73.43,123,44.83
S100762,43.47,73.54,64.21,55.95,76.01,25,80.94
S100763,37.37,69.04,65.73,26.55,93.69,42,62.82
S100764,40.51,67.04,62.69,76.57,74.62,13,63.22
S100765,33.84,76.59,50.03,61.01,85.68,97,55.93
S100766,34.35,81.1,70.42,44.41,95.94,107,55.65
S100767,35.9,56.73,64.29,52.69,71.25,55,72.28
S100768,28.98,67.16,64.25,42.76,84.36,107,34.62
S100769,30.46,95.04,47.68,49.86,79.06,83,65.92
S100770,46.02,72.66,75.24,35.94,83.38,212,78.42
S100771,50.0,74.3,49.83,47.37,81.51,71,54.86
S100772,47.74,87.51,90.86,66.03,82.19,35,55.83
S100773,24.41,62.48,46.13,20.66,75.72,105,41.2
S100774,23.64,69.49,77.2,22.24,80.38,5,54.75
S100775,25.47,82.25,34.47,48.06,75.91,52,42.66
S100776,36.08,88.58,28.87,34.88,100.0,270,40.06
S100777,12.53,34.52,56.12,80.73,89.08,98,36.89
S100778,30.29,58.95,28.84,38.74,80.03,500,43.52
S100779,46.26,55.02,76.68,28.19,74.93,40,48.89
S100780,42.86,68.14,64.65,68.45,94.68,40,74.67
S100781,30.93,56.16,87.42,34.35,67.77,5,28.66
S100782,31.53,79.96,62.32,34.65,60.75,36,54.3
S100783,39.54,72.59,68.89,46.35,59.62,12,66.9
S100784,42.48,83.34,60.71,60.61,99.46,40,74.6
S100785,30.73,84.3,51.02,50.75,98.68,0,58.15
S100786,33.13,80.19,58.49,74.09,82.4,46,82.55
S100787,30.47,64.96,45.74,22.46,71.6,224,49.48
S100788,24.35,71.56,71.2,27.7,71.76,115,59.88
S100789,33.24,63.09,60.07,67.95,100.0,22,24.89
S100790,32.63,49.53,63.4,23.22,78.64,25,51.94
S100791,24.91,84.31,100.0,37.21,85.15,30,56.77
S100792,40.17,68.74,58.55,69.0,73.4,8,50.89
S100793,38.87,47.46,70.02,33.79,81.36,386,69.04
S100794,40.57,78.05,64.13,54.48,85.67,88,55.59
S100795,28.86,66.64,83.52,54.96,100.0,107,63.02
S100796,19.13,39.1,68.82,54.61,78.7,95,24.88
S100797,38.74,49.39,60.66,17.45,87.75,50,51.61
S100798,29.69,59.49,100.0,63.82,74.64,136,73.52
S100799,27.87,73.16,51.25,36.37,82.79,56,32.79
S100800,24.94,81.82,61.9,41.7,85.13,39,33.69
S100801,32.8,81.31,79.66,50.15,76.93,32,39.37
S100802,47.62,69.83,51.91,21.42,83.55,244,44.87
S100803,30.96,69.48,77.25,28.66,69.36,3,22.33
S100804,26.28,95.83,57.33,73.68,87.54,6,52.01
S100805,40.22,80.5,81.05,10.41,80.83,250,50.93
S100806,36.38,73.33,80.63,60.8,71.71,93,60.58
S100807,18.05,78.5,63.56,42.52,78.24,81,46.51
S100808,40.3,64.01,48.99,58.79,99.61,137,79.5
S100809,50.0,69.14,58.74,26.86,78.43,199,34.03
S100810,14.2,38.77,64.76,40.61,86.41,181,23.82
S100811,25.11,64.2,79.21,63.95,86.37,176,64.74
S100812,12.21,96.4,70.13,41.25,88.7,146,62.85
S100813,34.4,72.23,73.61,45.81,63.43,10,61.41
S100814,42.92,71.6,70.59,52.08,64.47,81,62.3
S100815,35.84,84.98,78.54,83.14,68.78,54,50.68
S100816,46.14,75.37,61.79,74.23,89.1,121,72.51
S100817,41.64,58.2,67.64,57.75,83.93,248,79.0
S100818,48.62,70.35,65.45,57.44,83.18,36,69.5
S100819,44.28,52.97,57.99,50.68,78.19,112,62.54
S100820,31.78,69.83,81.19,36.14,60.13,19,60.05
S100821,35.53,57.43,80.85,38.12,70.99,44,72.61
S100822,28.05,83.92,84.29,81.48,83.17,103,91.09
S100823,33.15,62.35,52.78,73.66,77.44,7,36.22
S100824,35.49,57.63,70.61,43.44,82.68,158,66.35
S100825,34.32,68.31,82.48,18.67,56.64,199,43.73
S100826,45.74,75.48,89.05,71.53,79.8,164,91.58
S100827,32.36,51.89,40.86,71.22,48.69,0,27.0
S100828,27.54,62.18,64.95,29.65,60.44,130,31.54
S100829,28.04,71.58,61.97,53.92,65.43,182,36.31
S100830,40.24,90.08,90.45,13.76,52.36,330,42.5
S100831,23.77,32.07,29.65,58.33,67.98,3,39.68
S100832,33.39,79.23,48.24,28.97,84.15,66,31.59
S100833,45.62,64.25,87.93,59.55,97.49,171,57.44
S100834,37.34,62.58,57.48,42.18,71.97,105,53.29
S100835,34.4,59.78,44.18,28.14,70.15,154,46.07
S100836,34.71,64.54,89.19,67.91,78.2,96,80.21
S100837,26.76,79.31,42.09,38.2,75.98,2,17.31
S100838,28.14,61.95,81.35,32.65,64.81,168,68.59
S100839,33.44,94.88,40.04,93.33,88.12,77,58.64
S100840,37.17,79.36,41.92,57.98,75.59,23,62.95
S100841,42.59,72.97,68.2,33.09,70.11,91,69.41
S100842,35.74,67.51,51.43,60.4,71.47,58,57.38
S100843,45.82,87.85,69.36,15.35,100.0,101,51.83
S100844,47.84,90.04,93.83,45.09,91.62,51,84.32
S100845,41.36,52.58,62.52,28.87,74.91,9,43.55
S100846,44.8,59.47,91.04,65.53,43.46,195,56.31
S100847,27.07,79.52,70.19,56.27,54.44,92,60.16
S100848,25.81,84.05,80.29,26.44,81.3,100,48.59
S100849,39.14,65.49,27.35,81.49,75.64,117,39.81
S100850,24.27,58.86,75.18,69.53,62.72,57,41.97
S100851,32.68,71.18,72.72,35.1,78.02,100,42.39
S100852,41.17,92.15,59.24,44.51,68.83,19,35.0
S100853,46.31,70.62,95.33,46.58,70.38,51,59.93
S100854,32.97,51.04,57.11,50.24,77.4,94,51.58
S100855,29.8,71.64,39.26,24.41,64.76,131,41.89
S100856,37.56,81.74,77.51,27.54,59.21,276,38.29
S100857,26.41,68.48,42.22,36.34,59.68,158,12.49
S100858,33.61,88.87,66.23,48.74,73.92,3,39.78
S100859,34.94,82.99,86.44,32.89,56.25,16,59.08
S100860,34.78,69.07,72.98,42.57,100.0,91,80.84
S100861,35.71,70.65,61.04,76.92,94.0,7,42.84
S100862,28.32,42.37,59.38,22.17,90.8,429,76.54
S100863,29.18,88.15,85.25,30.48,66.72,51,59.2
S100864,29.02,65.06,45.48,31.89,67.28,93,44.45
S100865,22.04,64.0,77.4,29.32,58.76,4,52.37
S100866,37.73,61.75,100.0,56.12,100.0,45,77.19
S100867,42.16,76.85,73.69,28.71,100.0,22,49.74
S100868,41.37,53.07,61.19,56.44,90.08,9,80.04
S100869,32.9,55.24,62.44,55.2,78.18,89,72.03
S100870,28.51,69.21,57.31,66.4,74.18,301,63.29
S100871,40.95,60.6,54.58,58.1,87.59,29,38.82
S100872,40.11,75.03,66.88,54.86,100.0,211,50.88
S100873,36.74,61.15,75.87,42.89,89.64,0,18.84
S100874,48.95,93.93,90.77,38.53,63.31,87,82.36
S100875,34.79,80.4,33.7,37.28,68.5,61,55.09
S100876,32.94,80.21,25.98,47.57,87.02,37,28.07
S100877,31.8,60.93,91.08,11.36,67.04,43,52.16
S100878,22.51,100.0,65.91,47.62,72.94,73,48.39
S100879,40.29,63.41,66.75,70.18,100.0,65,66.66
S100880,34.16,59.29,73.02,34.72,75.29,57,70.69
S100881,39.08,80.6,62.01,35.26,56.37,326,49.95
S100882,49.74,72.93,96.6,8.35,100.0,117,46.02
S100883,31.87,57.72,72.87,56.33,96.32,16,49.08
S100884,16.3,100.0,57.84,49.83,79.05,199,67.07
S100885,38.85,84.63,59.27,44.28,79.89,54,69.0
S100886,36.33,70.06,62.7,56.93,48.1,1,56.14
S100887,29.14,100.0,52.57,58.27,74.11,123,46.08
S100888,38.18,82.16,92.03,45.61,68.84,35,52.01
S100889,41.29,69.82,66.98,54.54,81.47,500,82.13
S100890,27.43,100.0,46.27,35.4,100.0,63,57.09
S100891,32.59,79.88,71.48,54.07,86.6,25,61.03
S100892,46.81,79.23,88.02,40.61,100.0,112,66.29
S100893,29.23,64.2,81.97,42.03,59.06,26,55.7
S100894,35.53,70.74,52.84,45.01,56.87,2,42.54
S100895,14.0,63.84,47.25,43.06,98.63,8,32.32
S100896,23.15,91.6,87.84,63.35,81.56,86,72.41
S100897,36.26,45.86,39.01,49.26,87.01,19,50.72
S100898,44.82,90.49,70.93,36.1,79.6,22,73.0
S100899,24.1,56.84,55.9,25.62,82.93,13,17.6
S100900,35.6,69.13,86.02,39.54,90.32,24,42.32
S100901,31.99,65.57,48.12,42.24,83.79,114,37.61
S100902,42.62,62.2,52.26,27.45,71.43,58,24.91
S100903,25.26,80.35,74.87,38.36,100.0,19,62.63
S100904,38.44,69.92,77.73,39.65,81.42,23,52.18
S100905,29.77,59.98,86.75,45.1,77.01,38,72.95
S100906,36.78,72.31,72.57,43.65,74.82,449,49.76
S100907,35.55,59.56,70.59,31.26,85.11,15,66.83
S100908,32.99,61.93,81.79,26.73,76.36,130,60.32
S100909,38.82,47.54,43.07,64.79,49.56,161,69.08
S100910,35.35,63.25,50.93,33.27,76.19,249,41.62
S100911,33.94,77.41,44.41,27.31,63.75,74,35.83
S100912,32.15,70.56,22.03,65.67,84.01,8,59.08
S100913,35.62,97.23,78.47,48.12,79.55,2,70.7
S100914,36.78,100.0,87.87,24.37,70.04,47,50.17
S100915,27.09,63.04,73.9,40.95,94.12,35,57.04
S100916,32.2,57.5,71.08,13.94,78.94,159,63.17
S100917,26.56,86.95,66.36,51.97,74.35,73,49.55
S100918,34.68,75.03,65.88,59.51,74.57,148,56.63
S100919,30.26,87.04,92.12,51.2,74.23,68,61.37
S100920,41.17,69.83,89.79,37.61,87.6,21,76.51
S100921,40.38,67.08,55.64,31.4,68.31,18,25.51
S100922,27.62,67.17,82.74,47.82,81.05,40,47.63
S100923,34.98,76.49,84.67,12.99,72.44,2,26.75
S100924,40.11,66.83,75.41,48.41,70.35,55,67.99
S100925,33.6,88.29,71.2,39.9,87.09,25,38.87
