cgpa,backlogs,failed_subjects,family_income_lpa,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,wellness_score,screen_to_study_ratio,extracurricular_hours,next_semester_marks
6.95,0,0,7.0,5.61,53.79,76.21,1,53.63,28.74,70.2,70.54,44.18,60.32,106,61.2,1.41,0.85,15.11,3.0,8.01,2.42,8.24,41.16,9.48,81.1,36.15,5.66,8.17,48.23
9.01,1,0,7.9,6.22,56.51,51.13,4,66.82,36.81,80.15,66.91,27.22,100.0,56,64.0,0.33,0.14,17.51,5.27,5.36,2.49,2.85,58.68,4.9,64.81,45.4,16.31,4.74,29.32
5.19,1,0,1.8,7.23,64.37,56.0,2,48.3,38.99,60.15,100.0,22.56,81.01,4,85.1,3.6,0.48,6.94,6.32,7.44,2.34,6.14,58.47,6.02,37.05,44.59,2.06,1.77,37.84
7.09,0,1,12.6,5.89,62.0,63.09,3,92.82,50.0,69.83,42.67,57.91,69.69,43,88.93,4.66,1.22,23.71,8.21,8.02,0.35,4.97,55.62,6.89,68.01,56.56,1.72,4.52,42.76
5.97,2,0,3.8,6.87,67.29,81.16,2,51.63,35.12,68.7,59.41,51.65,72.08,46,63.41,2.79,1.62,10.25,6.87,7.65,0.71,3.1,42.41,8.06,46.86,64.54,2.74,2.03,40.14
6.03,1,1,4.5,7.83,72.24,66.04,1,49.36,26.34,47.3,66.6,31.13,68.15,11,100.0,3.04,0.49,14.43,7.58,10.92,2.61,7.1,61.33,7.49,77.05,51.01,3.59,1.48,38.51
4.48,0,0,3.6,5.6,52.94,75.85,0,59.25,35.94,90.39,55.52,47.92,77.56,130,76.9,3.1,1.19,17.93,5.77,8.9,2.63,6.07,18.24,6.28,48.96,65.0,2.87,2.11,51.6
6.58,0,0,22.1,5.39,45.2,82.77,2,81.16,44.06,43.15,86.89,67.0,73.38,43,99.3,1.43,0.54,20.02,4.62,4.65,1.15,4.31,56.58,7.21,43.95,46.32,3.25,6.72,52.03
9.65,0,0,9.7,5.97,59.92,80.2,0,60.05,42.78,73.51,68.37,51.39,100.0,27,70.69,4.67,0.71,14.18,5.42,9.85,2.41,2.85,73.49,5.16,58.79,49.98,2.11,2.99,62.49
7.55,0,0,1.1,7.64,74.0,71.39,2,57.06,39.88,87.93,47.06,41.65,85.33,19,93.48,3.57,3.89,20.76,4.92,5.7,1.31,7.92,36.09,5.68,69.15,47.44,1.59,2.96,54.64
5.55,1,0,1.0,7.68,80.76,65.28,1,91.27,41.94,62.27,48.62,57.94,65.94,54,78.53,1.92,2.97,20.53,9.06,8.01,1.98,4.69,34.33,5.04,46.69,68.45,4.16,1.98,61.91
7.77,0,0,6.2,5.67,47.09,65.65,0,67.15,31.98,48.95,61.27,39.06,82.18,62,100.0,4.21,0.69,5.91,5.16,6.29,0.18,4.05,5.17,3.31,57.26,73.32,1.49,4.91,29.46
7.87,1,0,16.8,6.7,61.27,59.07,2,76.57,40.68,67.41,58.6,40.27,100.0,4,90.02,3.4,0.75,13.29,5.64,8.58,1.44,4.73,50.67,3.93,69.86,51.11,2.52,9.52,47.84
7.78,1,1,1.7,5.96,57.73,76.08,2,73.49,20.43,69.96,84.14,58.68,61.86,4,76.1,2.59,0.42,8.55,7.97,11.09,0.15,5.84,30.22,1.8,65.35,66.56,4.29,5.04,26.31
6.89,1,0,2.8,7.98,83.47,66.85,1,78.22,27.18,59.27,100.0,49.8,95.57,3,77.0,6.09,1.64,11.88,8.17,6.01,0.58,4.33,33.2,5.89,64.03,58.9,0.99,3.12,52.06
8.44,0,0,4.1,6.7,55.29,81.53,2,91.37,34.6,40.87,72.09,73.53,91.46,139,73.72,1.45,1.62,12.57,5.97,5.61,6.34,5.68,50.64,3.2,99.85,45.15,3.86,12.52,46.7
8.68,0,0,1.0,5.22,59.5,60.92,2,74.99,27.57,82.71,76.61,40.94,66.07,38,78.48,1.48,1.35,20.97,7.17,10.34,0.95,5.56,84.38,6.91,41.33,46.66,6.99,1.53,35.5
6.36,0,1,1.0,8.42,89.82,76.28,4,88.44,35.66,64.92,42.78,66.13,88.63,170,87.78,5.82,0.79,11.2,6.15,6.23,3.76,5.47,59.8,4.2,39.58,48.02,1.07,8.72,57.58
8.3,0,1,1.7,6.91,60.97,100.0,0,50.65,36.46,68.97,58.27,67.37,92.0,96,73.23,5.02,1.03,20.32,5.39,8.88,1.42,3.99,44.39,5.88,46.08,58.37,1.77,3.19,48.06
4.83,0,0,9.1,8.48,75.0,75.61,1,59.26,45.61,70.05,45.06,41.89,78.2,137,97.58,4.26,0.36,0.29,9.15,6.99,1.47,3.98,26.91,8.65,57.93,73.55,1.64,0.44,46.72
5.85,0,0,15.9,5.68,43.53,70.8,3,79.69,34.95,53.99,55.54,54.62,60.96,2,73.49,2.33,1.11,17.19,8.73,7.56,1.22,3.06,77.23,6.67,63.02,56.88,3.25,4.77,30.45
7.82,1,0,12.2,5.03,53.5,51.46,3,53.25,22.59,68.14,47.22,22.51,81.56,182,78.0,1.13,1.22,18.4,9.2,8.32,0.02,4.84,14.7,5.18,49.2,83.93,7.38,2.09,11.56
7.22,0,0,3.7,5.53,51.97,75.69,1,59.56,30.91,80.82,72.0,50.41,93.91,62,87.43,4.09,2.78,17.9,5.68,7.68,0.3,6.42,68.63,6.85,54.31,35.59,1.88,10.86,60.13
9.02,2,0,1.0,6.78,66.39,60.79,1,68.16,30.11,70.41,57.98,40.7,56.07,57,73.72,3.0,2.73,16.63,7.74,5.47,1.58,4.78,73.32,7.77,57.04,53.33,1.82,6.65,35.61
6.4,0,0,2.0,6.72,62.96,56.9,3,52.21,36.05,66.85,68.78,25.23,83.82,37,61.5,3.33,5.73,17.18,3.0,8.13,0.02,5.55,33.12,8.2,61.61,41.28,2.44,0.29,50.32
6.61,1,0,3.0,6.16,58.69,68.71,2,63.28,26.32,52.21,78.31,42.25,47.93,13,72.62,1.21,2.15,0.08,6.21,3.27,0.02,3.85,44.24,1.21,43.4,55.08,2.71,8.9,23.14
6.78,0,0,5.3,8.09,71.25,55.03,2,75.56,38.53,68.7,62.01,38.55,100.0,38,80.0,3.56,0.5,15.77,5.59,10.42,1.55,1.0,45.55,8.63,58.46,69.65,2.93,1.47,51.15
7.64,1,0,1.0,7.89,77.45,51.48,0,57.96,47.9,79.92,79.52,18.18,92.09,27,69.3,3.25,4.32,1.36,8.77,6.56,0.19,3.54,39.04,7.07,43.3,70.94,2.02,7.68,65.5
5.74,0,0,7.5,7.1,61.61,46.4,2,70.31,34.54,28.8,51.64,21.56,100.0,61,81.6,2.15,2.72,16.39,5.8,11.86,0.36,5.74,46.43,5.77,84.73,62.85,5.52,2.81,46.14
7.59,0,0,13.4,5.54,45.89,63.23,1,89.81,47.14,63.14,71.76,56.43,77.01,123,81.15,1.28,2.72,11.32,6.6,5.67,0.55,3.47,51.42,5.68,59.02,62.75,4.42,4.15,44.62
6.63,0,1,1.6,5.77,52.45,69.46,3,79.45,14.75,48.65,77.92,58.18,67.88,35,50.0,0.98,0.2,12.82,4.89,9.05,0.27,5.57,58.09,5.42,65.64,42.07,9.22,4.29,17.62
6.94,1,0,4.6,8.43,80.6,88.18,0,61.96,36.18,56.32,63.79,60.29,94.24,75,72.65,3.88,3.33,17.93,4.33,8.87,5.07,4.58,38.11,4.93,68.64,61.96,2.29,5.26,75.02
7.64,0,0,9.0,5.82,60.73,48.52,0,62.33,45.06,63.06,57.03,20.99,71.82,76,100.0,0.56,2.26,14.8,3.36,4.03,0.9,5.1,39.29,2.52,72.31,46.44,7.16,2.48,47.7
6.2,0,0,7.6,7.65,73.91,55.01,0,64.97,37.0,61.73,54.72,35.41,75.71,8,83.07,4.13,0.35,20.94,5.08,5.1,0.52,5.39,9.86,3.28,68.99,61.07,1.23,3.57,58.27
8.59,1,0,1.2,6.47,61.7,53.37,3,67.53,31.92,78.36,78.03,27.53,76.25,6,77.55,1.44,0.11,9.31,3.23,6.87,1.92,6.73,50.9,3.32,54.9,39.76,4.76,2.92,23.59
7.41,1,0,1.5,8.36,72.83,59.92,2,63.34,27.55,83.66,60.27,34.59,100.0,136,86.93,2.59,1.8,20.32,8.24,5.95,2.95,6.65,30.62,1.65,76.84,63.37,2.3,8.71,63.87
7.45,0,0,1.2,5.44,52.81,87.59,1,71.81,32.05,82.74,64.75,69.06,74.26,121,61.39,1.86,2.97,16.08,6.21,9.93,2.12,10.0,57.55,2.8,23.25,33.6,5.33,5.3,42.79
6.49,0,0,5.2,4.15,42.8,77.06,2,59.01,35.12,79.86,90.04,55.0,88.34,12,71.0,1.67,1.06,27.2,4.31,5.15,0.25,1.99,43.2,5.26,42.31,60.25,3.08,8.69,58.07
6.8,2,0,3.0,6.81,63.71,69.94,3,52.13,28.8,69.83,70.5,38.25,74.78,3,88.0,1.11,2.81,12.63,5.34,3.9,1.58,9.5,55.46,4.65,58.19,39.3,3.5,0.24,37.61
7.13,2,1,6.2,7.04,67.45,78.54,1,82.86,29.46,90.97,50.98,70.35,80.38,1,64.55,4.54,1.72,16.27,5.92,7.76,1.59,5.09,71.5,5.24,73.66,46.38,1.71,0.0,39.36
4.48,0,0,1.0,7.92,74.98,73.53,3,86.82,27.19,100.0,56.64,65.71,55.88,9,66.06,2.04,2.82,15.82,6.64,4.99,1.12,8.64,37.28,6.23,54.72,49.88,2.45,0.37,42.15
5.99,0,0,1.4,5.28,56.0,85.66,1,63.7,35.23,75.4,100.0,65.01,93.17,228,71.71,0.0,0.92,8.9,7.59,4.77,4.9,7.68,45.83,4.08,42.46,55.13,19.08,11.58,53.04
9.48,0,0,1.0,7.24,72.67,57.73,1,48.18,37.85,71.99,67.3,23.7,65.65,136,91.8,0.8,0.73,17.9,6.91,6.12,0.16,6.64,45.23,1.74,67.18,49.74,7.66,1.49,56.88
7.46,0,0,5.0,8.6,78.04,51.91,2,92.16,18.53,89.43,71.23,42.31,83.98,277,87.46,0.0,0.18,2.75,4.62,9.37,1.15,7.18,32.6,5.39,32.3,50.59,37.48,1.56,47.13
7.81,1,0,2.3,8.08,76.91,68.08,2,69.71,36.07,74.91,70.26,44.42,50.99,8,80.0,3.71,0.39,17.77,7.07,6.13,0.46,9.39,0.45,3.01,64.56,68.64,1.65,1.3,48.52
6.3,0,0,7.7,7.96,78.36,96.21,1,47.9,33.74,64.98,54.35,61.21,59.57,75,86.95,3.8,1.47,13.74,5.47,8.7,1.99,2.25,38.24,7.06,71.03,67.84,2.29,1.36,66.4
9.46,1,0,14.6,5.8,52.45,65.21,0,67.58,31.68,80.0,68.56,45.79,75.32,10,72.04,3.47,0.06,22.43,4.7,6.85,0.65,7.68,79.71,5.4,45.54,27.74,1.98,4.78,44.28
7.89,0,0,1.0,4.82,54.34,71.51,1,59.34,37.47,64.7,79.84,49.24,71.62,24,86.74,5.45,1.4,22.23,4.77,9.45,0.36,3.48,49.59,5.58,68.02,52.48,1.74,0.9,48.86
6.27,1,0,4.1,8.07,72.83,96.91,0,62.62,38.22,47.98,42.89,70.39,87.55,56,57.7,5.79,2.65,19.86,7.49,6.45,3.72,8.85,49.47,3.99,42.54,41.24,1.11,8.75,70.79
4.96,0,1,2.7,5.15,46.31,83.67,1,62.81,30.64,55.44,75.83,54.9,85.31,85,85.0,3.24,4.75,11.8,6.74,8.33,2.62,3.85,61.93,7.51,88.55,63.41,2.57,0.1,39.57
7.01,0,0,2.3,6.32,63.1,75.56,0,65.54,39.03,61.14,22.4,49.9,71.29,22,57.97,1.71,0.28,6.58,4.62,9.54,1.65,4.83,30.12,10.0,82.05,57.71,5.57,4.0,43.06
5.47,1,0,13.7,6.65,64.8,58.63,2,67.09,34.53,73.46,70.77,33.84,78.45,53,63.61,5.2,4.14,2.94,6.52,3.39,1.39,4.91,66.9,4.35,24.52,50.81,0.65,5.49,39.29
9.99,1,0,1.7,7.98,66.68,74.35,2,82.78,27.35,80.65,69.77,59.35,82.85,12,70.34,1.79,1.38,12.9,8.16,8.75,0.54,9.48,61.56,4.95,66.31,38.08,4.9,9.54,63.19
5.12,3,0,3.7,6.78,64.35,35.66,2,65.97,25.64,59.21,71.14,13.2,74.74,80,69.55,4.93,0.25,12.29,4.21,6.46,0.53,8.29,45.82,2.9,68.83,43.71,1.31,7.41,18.45
4.65,0,0,5.3,7.31,64.5,63.89,2,61.44,37.54,83.56,65.03,36.51,78.09,286,81.25,4.03,6.92,14.61,6.32,7.25,0.68,4.39,30.21,3.91,27.22,64.12,1.8,5.66,63.27
6.83,1,0,2.6,5.96,48.53,66.68,2,69.37,43.06,83.19,50.7,52.31,84.35,108,65.25,3.71,1.86,7.49,5.53,8.36,1.78,7.38,86.44,4.13,72.74,32.29,2.26,0.91,33.25
6.39,0,1,8.6,5.25,42.38,79.22,1,60.33,38.33,66.71,77.66,52.96,84.99,15,71.38,3.1,6.02,12.88,4.92,6.81,1.06,6.2,67.97,5.2,78.08,39.47,2.2,7.31,44.28
8.97,0,0,5.3,5.74,59.69,42.11,0,84.78,23.96,88.02,61.41,24.87,86.81,108,81.89,3.54,0.56,15.06,4.63,5.9,1.83,4.87,55.98,6.14,87.45,45.07,1.67,0.05,33.72
7.6,0,0,2.0,7.81,69.0,75.78,3,77.46,23.28,59.98,66.37,59.74,74.19,200,77.19,3.05,1.42,19.67,5.63,7.07,3.06,3.26,45.76,5.75,46.22,67.01,2.32,1.87,56.87
6.76,1,0,5.0,6.33,63.04,55.72,1,84.41,32.1,55.8,58.3,42.81,64.8,49,78.85,3.22,0.25,4.34,6.44,5.03,0.88,5.48,33.54,7.67,100.0,62.72,1.56,1.69,39.79
5.51,0,0,7.7,7.23,62.89,56.96,1,68.92,41.24,79.21,60.96,31.23,66.43,210,73.04,5.3,0.45,3.15,7.73,4.16,0.58,4.14,56.12,3.56,98.24,45.54,0.79,5.93,59.2
8.91,0,0,21.0,9.37,89.28,68.17,1,51.98,29.25,68.21,52.08,34.32,76.11,6,52.58,2.29,4.34,8.34,6.03,7.1,0.38,5.81,45.94,3.73,61.36,59.09,3.09,1.74,46.86
6.9,0,0,4.1,7.86,79.13,76.72,1,94.81,35.21,69.83,53.38,70.42,65.36,56,79.57,1.78,1.96,3.53,4.99,6.78,0.42,8.32,38.59,6.37,47.6,39.42,3.8,3.36,49.28
8.18,2,1,5.5,6.49,72.0,63.66,2,78.03,28.19,86.51,77.93,38.55,87.13,177,82.65,0.46,0.36,20.24,5.73,8.17,2.44,6.69,42.99,4.28,87.65,50.98,17.85,11.12,44.28
8.65,0,3,6.1,7.63,77.57,41.0,3,91.26,18.2,81.37,68.12,34.65,49.67,2,96.6,3.65,0.49,11.67,7.18,7.13,0.13,4.23,42.93,4.28,53.95,50.85,1.95,4.48,5.66
5.11,1,0,9.1,7.68,68.46,89.84,1,73.0,35.97,90.67,64.86,68.07,86.56,12,69.07,2.75,1.19,8.42,4.38,6.43,4.6,8.3,35.29,6.53,31.89,40.13,2.34,0.75,50.75
3.87,1,2,4.5,6.8,66.85,58.67,1,86.22,42.17,71.47,57.81,49.55,59.67,44,72.2,2.14,0.36,10.51,3.0,4.25,0.72,6.1,60.15,5.42,67.42,36.57,1.99,2.67,30.9
5.37,0,0,7.6,6.76,56.82,72.97,0,51.87,38.24,68.52,100.0,42.45,75.57,59,75.15,3.35,1.43,15.71,6.5,5.38,2.54,6.84,56.48,5.96,80.89,38.07,1.61,5.06,53.57
7.41,1,0,1.0,5.21,50.12,78.07,0,54.93,40.31,36.8,82.34,51.01,73.32,64,83.75,3.66,0.33,15.57,6.56,7.7,0.4,4.29,46.86,5.74,72.32,57.11,2.1,0.04,34.88
8.45,1,1,2.0,10.0,95.13,67.48,2,90.45,29.38,41.95,58.55,54.38,45.18,244,90.46,1.02,0.57,9.57,3.0,7.77,3.69,2.58,24.75,7.03,85.84,60.82,7.61,5.29,62.81
7.06,0,0,4.3,8.63,82.5,50.79,4,46.43,37.57,72.54,67.4,16.84,80.19,173,43.75,3.94,1.27,11.38,7.41,8.35,0.19,9.89,35.32,4.72,56.63,53.47,2.12,3.7,50.35
6.64,1,0,1.0,6.59,58.81,70.96,4,85.81,23.78,76.07,90.04,57.46,64.87,7,78.0,6.68,2.65,18.81,6.72,4.92,2.42,5.05,50.76,6.17,90.27,53.19,0.74,1.54,33.95
7.51,1,1,10.8,7.76,77.53,66.58,0,81.42,34.55,46.03,73.09,56.72,84.58,166,65.0,2.51,0.38,19.64,3.81,9.61,0.93,8.06,65.15,3.82,2.67,30.02,3.82,10.39,52.12
7.39,1,0,2.8,4.01,37.9,62.61,2,79.53,33.98,59.39,59.85,51.64,100.0,116,74.26,6.24,1.35,11.61,5.72,7.62,2.16,6.63,14.13,6.18,43.39,69.6,1.22,2.55,26.95
7.38,0,0,4.1,6.03,55.29,42.59,1,89.14,39.16,77.77,70.7,36.88,92.48,40,86.0,3.31,1.17,18.17,4.31,4.01,4.66,5.77,54.18,6.77,50.15,44.86,1.21,2.07,53.93
7.52,0,0,1.2,8.46,81.11,73.15,1,87.53,45.95,79.31,71.92,64.25,89.85,64,67.58,3.05,1.22,5.03,6.49,4.51,1.13,5.57,57.34,5.8,59.58,49.13,1.48,3.82,76.64
6.39,0,0,3.2,6.43,61.7,67.24,3,69.71,35.8,49.52,78.15,45.63,84.04,17,62.94,2.28,0.69,16.84,5.18,4.27,1.68,7.83,57.22,7.59,74.5,38.81,1.87,20.0,40.6
5.39,0,0,3.2,8.19,75.94,57.68,0,79.37,35.92,60.49,72.25,51.6,71.98,69,75.57,3.08,0.51,5.34,6.8,6.91,0.26,5.84,44.0,8.12,76.87,56.93,2.24,2.28,68.81
9.19,1,0,1.0,5.66,51.8,81.47,1,93.5,46.33,63.94,63.79,74.35,80.64,49,60.3,0.0,1.23,22.63,8.5,5.55,0.14,9.97,70.08,7.86,56.93,37.45,22.21,11.7,41.85
7.58,1,0,9.9,4.56,40.35,50.87,5,84.54,43.98,83.75,73.7,42.21,88.92,16,99.3,2.1,0.42,6.98,6.25,10.01,1.41,5.75,37.21,4.79,41.06,58.14,4.78,0.49,31.07
6.43,0,0,6.8,8.04,69.99,73.2,0,67.42,35.06,77.62,36.19,44.3,76.66,50,76.2,2.21,1.54,27.57,7.16,5.65,3.81,6.73,38.11,3.88,48.45,60.98,2.55,3.1,79.85
8.75,1,1,7.3,7.13,61.46,88.5,0,86.34,43.43,88.22,94.84,80.05,100.0,1,78.59,3.79,0.57,8.42,4.76,5.95,0.84,5.26,47.96,3.44,40.27,46.24,1.57,0.7,62.9
7.83,1,0,5.9,8.34,78.17,78.38,0,69.68,29.95,35.82,53.02,63.01,74.05,12,93.0,4.93,0.64,21.46,6.42,7.37,0.03,4.94,73.47,9.85,49.96,43.13,1.49,2.89,57.65
4.15,0,0,6.5,6.78,66.72,55.66,1,63.8,42.14,70.4,64.5,38.56,86.59,26,72.16,2.82,0.11,11.77,6.0,6.46,1.2,2.51,56.3,3.77,32.28,59.9,2.29,0.88,54.89
4.2,1,0,2.6,6.72,63.73,66.51,1,61.15,40.31,57.76,70.97,42.56,77.32,98,94.26,2.47,0.17,30.58,5.94,10.53,0.74,9.74,36.74,5.92,69.36,42.66,4.26,1.41,50.86
10.0,0,0,1.7,7.39,67.57,74.54,1,66.68,50.0,59.43,81.29,54.57,67.53,52,95.28,1.68,8.0,12.89,7.91,3.42,0.47,4.34,34.09,1.0,44.84,67.4,2.04,15.36,62.36
8.14,0,0,4.5,8.09,80.46,59.35,3,88.44,39.89,92.04,66.57,52.99,100.0,10,85.0,1.71,0.16,10.09,8.74,8.27,3.03,7.61,28.37,5.11,57.77,64.41,4.85,5.37,62.43
5.78,0,0,6.1,7.9,76.04,71.97,4,59.71,47.78,64.32,66.28,43.07,89.63,47,63.82,3.66,1.04,11.19,5.81,9.56,2.2,4.73,38.59,7.82,21.03,61.99,2.61,4.93,64.75
7.67,0,0,1.0,5.25,49.2,100.0,2,67.5,40.63,81.12,74.49,75.61,100.0,38,80.0,0.0,0.16,21.29,6.08,4.41,0.12,5.21,79.52,5.96,50.53,36.13,17.63,4.72,55.67
8.24,1,1,16.3,5.95,59.4,75.15,4,69.23,23.64,70.52,87.32,53.83,78.6,14,78.0,1.6,0.23,13.15,7.39,2.24,2.84,7.95,27.94,1.57,94.56,53.11,1.4,0.48,26.63
8.15,0,0,1.0,8.15,81.76,59.85,4,64.62,40.44,61.9,71.44,35.96,91.98,175,73.91,3.32,1.7,20.16,5.3,5.49,4.64,6.85,60.47,5.62,84.88,49.03,1.66,7.75,53.78
4.75,0,0,7.3,8.0,76.32,73.92,1,73.9,33.27,67.2,76.89,58.23,65.52,136,59.69,3.77,0.97,8.79,6.45,5.45,1.38,9.48,48.59,9.01,53.24,39.01,1.45,0.41,71.75
8.89,2,1,4.3,7.39,66.16,76.84,0,79.42,36.27,86.79,55.97,60.28,66.27,40,81.87,4.48,3.09,16.3,5.12,5.22,0.18,1.61,51.23,4.78,66.43,66.12,1.17,5.34,63.14
8.94,1,0,1.4,7.58,70.34,78.58,2,83.2,36.9,65.53,75.53,65.78,69.7,287,71.0,3.52,1.26,15.37,6.79,4.7,1.36,3.27,74.16,5.16,93.64,51.66,1.33,6.13,65.8
9.5,1,0,1.9,8.22,85.63,54.17,4,68.56,39.77,59.49,82.16,30.94,59.56,2,68.21,2.73,1.98,11.1,5.41,7.98,0.27,4.35,38.03,4.13,49.18,55.89,2.92,7.02,48.57
5.66,1,0,1.0,9.21,84.87,72.11,2,60.65,36.27,77.17,69.14,47.98,66.87,33,79.86,4.05,0.72,20.08,7.34,7.98,0.01,5.79,0.0,3.69,77.2,82.83,1.97,5.8,71.72
8.08,1,0,1.0,8.35,78.89,90.45,1,68.46,30.27,73.59,89.11,65.01,95.91,70,82.0,2.0,1.24,16.02,6.79,11.78,0.06,3.16,60.13,7.16,56.27,65.23,5.89,3.15,74.7
6.19,0,1,5.5,6.91,66.2,81.04,1,81.82,30.45,67.92,70.43,70.09,58.96,0,84.0,2.05,0.02,13.13,7.34,7.11,1.09,5.24,75.31,4.45,69.94,47.95,3.48,8.24,58.44
7.83,1,0,8.6,5.96,57.04,89.93,3,79.42,31.33,79.68,71.26,79.43,71.78,128,82.38,3.42,1.22,11.95,6.93,8.24,0.4,7.83,21.13,4.8,57.49,57.55,2.41,1.72,42.94
3.5,0,0,6.0,6.98,71.32,61.26,2,71.45,27.09,69.83,37.74,43.07,83.87,206,61.73,3.71,0.47,15.34,6.04,5.31,2.93,6.84,48.19,1.54,66.37,50.69,1.43,3.46,53.83
6.1,0,0,11.7,7.7,66.87,76.14,1,88.9,43.51,60.93,58.51,67.33,79.92,119,78.8,4.08,5.22,15.07,9.15,10.71,2.73,8.46,62.81,3.41,68.22,46.0,2.63,12.06,64.46
5.44,0,1,5.9,4.84,45.4,73.97,0,70.62,37.89,52.48,70.44,53.34,100.0,153,66.64,3.03,2.49,21.87,7.04,3.67,1.79,7.7,25.0,3.9,43.57,54.88,1.21,0.1,47.45
6.99,0,0,8.1,7.5,76.4,51.97,3,92.19,33.02,63.37,78.15,45.32,89.27,26,87.36,1.65,0.19,19.45,5.89,1.17,3.84,9.58,26.42,4.01,47.98,46.52,0.71,4.87,62.38
7.99,0,0,4.1,6.92,63.49,60.13,3,54.36,40.17,84.36,77.93,26.61,80.16,39,85.62,4.59,0.95,21.44,5.8,4.96,1.35,10.0,48.11,5.47,40.5,35.08,1.08,3.23,56.05
6.67,0,0,1.0,6.61,70.4,79.6,1,76.61,40.4,64.27,55.36,59.96,70.32,17,76.5,3.02,2.91,9.6,5.39,11.03,0.39,3.82,24.72,8.14,93.64,68.87,3.66,0.73,55.23
4.27,0,0,4.7,7.58,77.06,85.98,2,54.1,26.22,44.48,69.83,61.7,74.75,165,95.44,4.69,0.56,1.89,5.6,5.16,0.67,3.84,25.69,4.28,44.28,64.35,1.1,12.76,38.84
7.09,0,0,8.6,6.39,56.0,85.8,4,51.58,39.19,66.55,80.16,56.82,72.18,11,88.71,2.69,0.18,28.61,8.06,6.36,1.36,6.82,49.69,5.53,62.46,54.86,2.36,2.65,52.87
8.49,1,0,24.3,8.74,80.96,74.98,0,51.48,40.46,73.38,39.53,42.31,75.68,484,100.0,0.17,1.22,26.36,6.59,8.12,2.74,9.16,29.88,4.83,57.32,50.22,32.48,2.44,63.35
7.77,0,0,5.3,6.65,58.69,52.36,0,80.57,35.46,52.1,74.31,36.84,67.19,56,59.78,5.57,1.46,5.86,6.74,4.97,2.55,6.97,49.96,3.62,53.94,46.54,0.89,13.85,36.29
6.06,1,1,3.7,8.91,88.42,53.83,3,68.38,38.15,51.61,79.6,32.04,71.96,77,67.93,6.42,0.28,26.55,6.22,7.73,5.27,5.85,35.84,3.61,43.99,54.24,1.2,6.03,70.22
7.78,1,0,5.5,6.98,66.21,66.56,0,94.55,41.41,76.72,70.04,60.94,100.0,131,64.88,2.78,0.85,11.7,4.85,6.51,5.06,7.61,59.28,5.86,92.05,36.27,2.35,1.64,74.27
5.49,1,0,8.2,5.98,56.29,60.92,1,67.8,37.16,53.16,76.92,46.36,73.9,106,74.02,1.24,1.31,13.14,4.89,9.24,1.62,6.35,56.89,10.0,50.07,40.72,7.45,3.54,44.37
6.21,0,1,17.9,6.78,60.15,64.31,4,100.0,50.0,70.91,73.59,59.09,95.59,43,90.4,5.31,0.97,7.21,8.58,8.24,1.46,2.31,47.68,4.95,76.52,78.2,1.55,0.21,38.84
10.0,0,1,1.0,6.51,62.0,54.71,0,87.88,37.25,57.37,55.41,47.66,85.87,90,87.75,3.86,8.0,14.06,6.48,4.77,3.13,6.38,44.31,2.73,51.51,64.07,1.24,2.6,45.99
7.21,1,0,1.0,8.62,78.37,71.13,0,72.4,50.0,75.83,54.02,60.99,72.1,36,58.44,2.13,1.7,5.14,7.92,3.5,0.57,4.76,42.06,5.88,53.9,62.42,1.64,1.56,61.87
5.68,2,3,12.2,6.25,62.32,66.76,0,62.61,39.1,83.15,36.63,41.7,88.63,112,69.98,3.85,0.71,10.51,7.47,7.87,0.51,3.71,60.14,7.23,66.53,51.9,2.04,0.78,23.24
7.75,0,1,9.7,6.06,58.09,76.26,1,74.11,42.59,71.62,42.59,66.04,89.6,3,73.79,2.27,4.17,19.0,3.78,6.53,5.43,7.26,23.23,4.38,72.02,49.63,2.88,10.1,44.0
8.48,1,0,16.6,6.58,68.7,61.82,1,71.09,38.63,77.43,63.86,45.51,89.18,9,80.02,0.96,1.02,17.6,6.14,2.25,0.43,4.49,38.74,4.12,62.53,61.58,2.33,3.51,47.47
7.09,0,0,5.9,6.21,51.37,74.05,0,88.52,33.13,57.74,58.92,66.94,78.43,198,78.64,2.77,1.63,22.65,5.78,3.29,1.16,4.84,38.73,6.06,61.47,52.37,1.19,6.39,65.93
5.78,0,1,3.2,6.41,61.6,59.15,0,49.62,40.37,50.7,89.96,26.47,96.38,10,87.65,3.89,2.52,19.61,7.58,7.44,0.55,7.89,52.64,5.11,80.0,40.88,1.91,4.56,55.06
7.63,1,1,1.0,8.16,76.79,59.1,3,62.8,39.22,96.78,54.55,38.67,71.34,39,79.9,1.22,6.43,21.57,5.75,7.53,0.16,4.59,52.07,5.67,96.3,54.52,6.16,8.15,60.06
6.44,0,0,2.8,5.95,48.77,53.47,0,80.68,33.86,87.83,62.17,39.07,99.54,97,75.56,3.54,1.39,15.75,5.31,5.75,0.41,2.8,50.44,7.06,66.22,60.26,1.62,1.91,54.21
