student_id,enrollment_date,family_income_lpa,cgpa,backlogs,failed_subjects,at_risk_flag,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,performance_band,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,next_semester_marks,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,last_sync_time,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,gym_frequency,wellness_score,screen_to_study_ratio,extracurricular_hours,survey_date,resume_score,communication_skills,aptitude_score,mock_interview_score,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,hackathons_participated,preferred_domain,career_goal,submitted_at
S100063,2022-09-22,17.7,5.29,0,0,0,5.44,58.85,84.35,3,100.0,At_Risk,39.48,79.3,33.46,79.1,84.89,6,42.63,76.2,4.82,1.0,12.75,2024-01-17 00:00:00,8.68,7.93,0.51,1.81,21.62,7.94,76.63,0,81.37,1.64,3.33,2024-04-12,53.51,61.46,55.47,69.59,4,1,7,4.27,32.57,2,Web Development,Job,2024-03-28 03:13:48
S100064,2023-02-20,23.3,7.29,0,0,0,8.06,71.1,40.96,1,65.23,At_Risk,21.16,76.26,61.59,17.62,89.71,93,46.21,79.45,3.1,1.71,16.61,2024-03-05 00:00:00,5.76,10.4,2.29,8.24,24.55,5.48,62.45,3,63.49,3.36,6.73,2024-03-18,76.06,77.05,66.77,24.73,1,0,5,5.49,38.51,1,AI/ML,Startup/Entrepreneurship,2024-03-20 00:00:00
S100065,2023-08-17,5.5,5.78,0,0,0,8.76,83.04,55.25,1,74.31,Average,20.99,73.82,50.91,33.59,100.0,50,54.11,71.06,2.4,0.64,7.5,2024-04-02 00:00:00,5.05,3.91,0.85,3.42,15.72,4.54,59.96,4,66.95,1.63,10.03,2024-02-22,55.64,52.75,66.49,42.26,3,3,3,2.12,43.79,1,AI/ML,Higher Studies,2023-11-12 00:00:00
S100066,2023-01-09,6.1,7.33,2,0,0,6.91,64.51,89.62,0,59.66,Average,40.07,86.61,73.76,64.95,85.89,15,63.24,83.0,2.85,2.11,13.05,2024-02-05 00:00:00,4.63,4.29,0.19,3.37,0.16,5.04,57.93,1,81.23,1.51,0.82,2024-02-09,56.3,67.53,59.4,56.16,1,0,7,3.4,32.49,1,Core Engineering,Job,2023-11-18 00:00:00
S100067,2023-03-01,1.4,7.99,2,0,0,8.3,80.63,72.54,3,76.61,Average,38.9,72.35,71.94,51.84,74.05,7,55.91,65.0,1.13,0.53,11.13,2024-03-20 00:00:00,4.83,7.54,4.68,5.08,28.89,4.63,57.0,0,55.07,6.67,1.16,2024-03-27,81.63,85.42,41.7,56.51,0,2,2,5.36,28.58,1,Cybersecurity,Job,2024-09-01 00:00:00
S100068,2022-04-01,4.6,7.13,1,0,1,7.47,71.83,66.61,3,66.83,Average,36.09,100.0,65.22,43.78,80.99,30,51.35,76.2,2.69,0.53,18.42,2024-01-16 00:00:00,5.88,4.96,0.52,8.37,24.6,7.29,57.72,3,54.17,1.84,0.13,2024-03-25,31.03,76.99,72.1,28.01,3,0,10,4.15,41.93,1,Data Science,Higher Studies,2024-03-30 00:00:00
S100069,2023-05-31,15.8,6.18,0,0,1,6.16,57.12,39.03,3,69.29,At_Risk,27.96,84.41,88.71,16.27,100.0,137,39.9,81.42,3.68,0.33,10.05,2024-01-21 00:00:00,4.65,4.84,0.27,5.43,100.0,8.28,42.11,4,30.17,1.31,1.6,2024-02-28,59.15,68.21,56.7,26.25,6,0,6,5.23,51.9,3,Product/Management,Higher Studies,2024-01-14 00:00:00
S100070,2021-11-25,4.1,6.54,1,0,0,7.47,69.2,51.16,2,52.5,At_Risk,40.95,52.91,64.9,21.29,82.45,82,38.63,70.34,3.97,1.03,9.14,2024-04-10 00:00:00,8.4,8.03,0.04,8.13,25.75,5.13,53.04,2,66.31,2.02,0.07,2024-03-06,37.84,64.63,37.37,77.07,2,0,1,8.44,72.45,3,Web Development,Job,2024-01-23 00:00:00
S100071,2023-01-15,4.2,8.51,2,0,0,9.0,81.03,79.5,1,65.35,Average,40.44,67.35,41.67,54.67,60.38,50,61.31,73.05,4.57,0.09,17.77,2024-04-22 00:00:00,5.9,6.5,1.97,7.09,50.75,4.3,57.6,3,48.23,1.42,2.58,2024-04-07,70.56,41.18,50.13,65.84,3,2,4,3.47,36.11,2,Product/Management,Job,2023-06-12 00:00:00
S100072,2022-11-22,5.0,8.38,2,0,1,6.95,70.01,61.91,7,95.42,At_Risk,35.68,75.96,61.42,48.65,74.25,149,37.52,86.79,2.72,0.67,14.63,2024-01-28 00:00:00,6.45,5.07,4.99,7.78,36.55,1.39,55.46,2,48.84,1.87,6.37,2024-03-25,82.09,64.86,69.37,46.73,2,0,2,10.0,57.19,3,Web Development,Job,2024-03-02 00:00:00
S100073,2022-09-17,2.1,4.61,0,0,0,9.03,87.66,75.08,0,95.49,Good,25.58,70.67,83.74,68.62,73.86,16,74.94,72.48,4.13,1.56,10.1,2024-05-18 00:00:00,8.31,9.21,4.83,4.02,45.66,6.01,80.82,1,63.57,2.23,2.09,2024-03-03,29.53,52.3,74.91,28.52,0,2,4,9.77,65.31,3,Core Engineering,Higher Studies,2024-03-08 19:20:28
S100074,2023-02-27,1.5,7.48,0,0,0,3.59,38.0,62.79,3,71.59,At_Risk,31.6,80.3,34.85,45.68,90.95,26,15.59,78.3,2.33,0.31,9.07,2024-03-14 00:00:00,8.4,6.21,3.59,2.69,71.55,6.38,33.17,2,58.13,2.66,4.78,2024-02-23,27.58,55.99,71.39,74.22,2,1,6,4.18,67.46,1,AI/ML,Job,2023-11-10 08:27:28
S100075,2023-01-25,2.8,4.71,1,1,0,8.07,75.41,96.37,2,52.24,At_Risk,41.7,81.96,63.5,71.74,61.67,65,37.76,82.48,3.41,0.53,10.09,2024-03-12 00:00:00,6.0,3.0,2.98,3.6,14.2,2.01,75.79,1,69.74,0.88,1.06,2024-02-14,73.82,48.56,43.78,62.62,1,0,9,3.74,34.85,2,Data Science,Job,2023-12-25 00:00:00
S100076,2023-07-02,9.3,5.81,0,0,1,7.11,64.95,67.43,0,78.88,Average,45.62,49.61,74.21,55.68,72.38,71,67.83,79.84,2.34,1.58,20.7,2024-02-06 00:00:00,6.76,5.97,0.06,9.85,76.37,1.0,65.7,1,31.03,2.55,1.36,2024-04-10,73.28,56.62,63.61,36.49,5,1,4,8.55,58.83,1,Cybersecurity,Job,2024-04-13 00:00:00
S100077,2022-06-09,1.0,6.21,1,0,1,6.61,58.49,48.63,0,49.22,Average,32.39,89.22,100.0,14.46,83.2,31,53.56,66.0,3.54,0.21,17.92,2024-04-21 00:00:00,7.33,6.48,1.08,3.28,95.65,4.94,14.43,1,46.2,1.83,5.47,2024-03-21,51.51,53.48,38.21,56.33,1,4,2,3.34,29.77,0,Data Science,Job,2024-02-06 00:00:00
S100078,2022-05-09,1.9,5.13,0,0,1,7.12,69.07,75.55,1,45.19,At_Risk,33.0,62.55,84.33,40.91,75.79,56,49.12,83.42,3.59,2.97,9.71,2024-04-18 00:00:00,6.03,4.77,5.88,9.2,28.5,1.99,90.72,2,44.73,1.33,2.46,2024-03-25,0.0,73.27,73.72,45.94,2,2,5,7.74,29.21,1,Product/Management,Job,2023-11-07 00:00:00
S100079,2023-02-15,6.3,7.29,1,0,1,4.42,37.79,68.97,2,72.63,At_Risk,33.71,61.06,67.12,50.3,81.36,10,26.59,74.44,2.31,0.79,9.99,2024-05-18 00:00:00,3.81,9.03,0.19,5.65,41.05,5.85,58.25,3,48.06,3.91,0.31,2024-04-17,54.65,64.76,64.66,56.82,2,1,0,6.47,70.04,1,Cybersecurity,Higher Studies,2024-03-05 00:00:00
S100080,2021-09-21,21.5,8.49,0,0,1,6.71,71.18,59.91,1,48.24,At_Risk,37.2,61.01,73.33,26.0,82.21,1,40.69,83.0,3.38,1.08,6.97,2024-03-26 00:00:00,7.22,7.19,3.28,3.38,82.1,5.74,34.95,0,53.3,2.13,0.24,2024-04-21,66.32,88.65,49.83,46.65,2,1,3,6.93,10.32,2,Cybersecurity,Job,2024-05-02 00:00:00
S100081,2021-08-22,3.2,7.98,1,0,0,7.46,65.68,70.61,1,64.14,At_Risk,30.35,82.13,34.64,43.28,83.22,188,49.48,76.49,1.78,0.31,12.25,2024-03-26 00:00:00,7.55,8.22,0.56,4.36,19.35,5.96,71.59,0,71.99,4.62,3.34,2024-02-19,43.19,66.04,61.46,70.06,2,1,4,7.44,70.35,1,Product/Management,Job,2023-11-18 00:00:00
S100082,2023-03-18,2.3,5.33,1,0,1,8.92,85.85,81.6,0,53.87,Average,11.85,65.99,48.2,56.91,66.1,47,51.1,88.43,0.37,0.19,15.86,2024-08-04 00:00:00,6.88,8.68,0.38,8.08,40.62,8.33,80.74,4,45.34,23.4,0.73,2024-07-04,75.91,67.17,52.74,76.22,3,2,6,5.97,28.76,3,Data Science,Job,2023-11-03 17:34:32
S100083,2023-03-23,6.9,7.52,0,0,0,6.33,66.37,64.89,1,57.78,At_Risk,44.54,60.05,75.42,37.11,91.96,21,46.57,77.76,3.98,3.39,8.85,2024-05-27 00:00:00,5.01,5.87,0.71,5.14,25.76,6.78,80.82,3,59.89,1.47,1.1,2024-04-06,55.64,42.84,64.32,87.53,3,2,3,4.95,52.69,2,Web Development,Higher Studies,2024-04-11 00:00:00
S100084,2022-10-24,1.0,5.25,1,0,0,5.95,58.91,55.59,1,63.86,Average,49.36,63.64,67.58,30.12,71.97,32,63.36,89.0,1.14,1.55,30.31,2024-04-10 00:00:00,6.03,5.98,2.3,4.4,67.85,4.61,70.1,0,47.84,5.24,8.89,2024-02-03,55.65,63.51,58.76,49.7,4,0,3,0.0,45.95,3,Product/Management,Startup/Entrepreneurship,2024-04-12 00:00:00
S100085,2022-12-22,7.5,4.75,0,0,1,6.35,61.01,70.69,1,42.47,Average,30.1,43.08,69.62,40.82,79.83,58,53.63,100.0,2.47,2.5,19.37,2024-03-07 00:00:00,5.47,6.79,0.38,8.06,42.41,8.07,35.03,2,48.13,2.75,4.96,2024-01-02,49.1,80.51,78.79,46.61,1,0,3,9.08,60.95,2,Product/Management,Higher Studies,2024-02-02 00:00:00
S100086,2023-03-17,1.0,5.46,1,0,0,8.19,73.93,59.65,1,86.34,Average,26.47,57.37,65.55,53.96,61.82,234,61.37,81.9,1.98,0.09,14.77,2024-05-19 00:00:00,5.88,6.505,3.98,4.75,8.87,6.45,88.66,3,67.37,2.84,0.23,2024-02-22,75.78,77.14,71.15,43.12,2,1,2,3.19,33.45,1,Core Engineering,Job,2024-04-06 00:00:00
S100087,2023-02-28,1.0,6.36,1,2,0,7.43,65.03,72.26,2,57.88,At_Risk,33.9,51.41,64.92,40.21,80.6,102,23.55,74.66,1.42,1.16,15.6,2024-05-27 00:00:00,8.12,10.12,1.11,4.78,57.86,8.03,80.9,0,61.68,7.15,2.58,2024-03-26,74.79,43.93,67.46,27.6,4,0,4,8.12,54.76,0,Web Development,Job,2024-03-19 00:00:00
S100088,2021-12-20,1.7,7.28,1,0,1,6.31,63.0,84.47,1,81.24,Average,33.5,65.96,66.65,72.2,82.85,237,56.58,70.27,1.65,0.93,5.26,2024-09-05 00:00:00,8.44,4.43,2.13,8.12,33.48,5.53,49.05,1,52.86,2.68,5.31,2024-03-27,47.27,66.32,58.5,100.0,0,1,10,2.8,74.53,0,AI/ML,Higher Studies,2023-11-19 00:00:00
S100089,2022-07-30,3.6,4.22,0,0,1,7.67,78.86,53.15,1,70.26,At_Risk,42.96,79.96,48.1,31.76,80.54,10,47.44,67.46,3.37,1.22,6.61,2024-04-24 00:00:00,7.24,3.29,0.12,7.55,63.81,9.58,42.6,3,41.56,0.98,3.15,2024-02-05,57.51,70.63,63.32,52.59,3,0,3,5.42,91.49,1,Core Engineering,Higher Studies,2024-03-15 00:00:00
S100090,2021-11-25,1.9,8.2,1,1,1,7.13,65.94,44.0,1,49.86,At_Risk,35.44,78.31,61.34,13.36,68.3,16,39.72,73.45,2.12,1.93,24.26,2024-07-05 00:00:00,7.07,7.96,4.55,6.25,44.79,2.38,53.12,1,55.58,3.76,1.56,2024-03-07,44.69,57.92,41.16,71.3,4,1,4,7.39,30.96,0,Web Development,Job,2023-12-29 00:00:00
S100091,2022-03-14,7.6,7.45,2,0,0,8.26,73.91,97.8,1,71.74,Average,28.66,88.85,45.09,82.83,96.92,36,62.09,100.0,4.06,0.02,26.45,2024-05-10 00:00:00,7.25,6.12,0.51,4.69,52.9,4.41,67.13,2,46.66,1.51,0.32,2024-03-19,21.24,74.38,29.44,34.19,0,2,6,1.71,54.28,2,AI/ML,Startup/Entrepreneurship,2023-11-03 00:00:00
S100092,2022-12-19,12.0,4.72,0,0,0,6.09,48.0,69.73,1,47.98,At_Risk,24.45,85.51,55.09,35.11,88.75,22,39.59,78.08,3.59,2.36,0.0,2024-05-11 00:00:00,6.28,3.12,0.63,4.72,48.15,4.06,48.41,4,53.55,0.87,6.78,2024-04-24,50.06,74.44,63.11,46.82,0,0,4,6.24,58.96,0,Data Science,Job,2023-11-21 00:00:00
S100093,2021-11-26,1.3,5.29,1,0,1,6.57,58.53,51.8,2,91.04,At_Risk,41.93,62.07,84.13,41.09,77.92,252,47.1,70.45,1.48,3.17,18.29,2024-05-02 00:00:00,6.19,8.4,0.98,10.0,81.81,3.91,69.54,0,19.93,5.68,1.71,2024-02-02,35.78,57.25,38.67,61.46,2,1,4,4.47,39.02,1,Product/Management,Job,2024-02-17 00:00:00
S100094,2022-04-28,8.1,5.46,0,0,1,6.49,61.2,54.98,2,80.85,At_Risk,39.8,70.29,62.11,43.66,77.78,15,47.21,80.0,3.28,1.12,24.67,2024-02-18 00:00:00,5.36,8.51,0.18,3.24,10.89,6.74,47.9,3,70.53,2.59,1.53,2024-04-26,56.4,40.53,54.31,56.06,2,1,2,5.69,66.09,1,Data Science,Higher Studies,2023-12-31 00:00:00
S100095,2022-09-30,5.2,5.8,0,0,0,5.1,54.82,61.83,0,69.41,Average,43.48,69.51,74.53,41.63,68.93,15,51.45,75.5,5.38,2.31,12.61,2024-02-27 00:00:00,6.22,4.53,3.54,1.54,24.54,10.0,34.82,1,70.49,0.84,2.74,2024-02-08,21.85,49.05,64.58,47.84,2,0,4,2.53,50.14,1,Cybersecurity,Job,2023-12-18 00:00:00
S100096,2021-09-30,3.3,6.49,0,0,0,7.38,72.85,71.93,0,90.94,Average,27.25,37.73,66.84,64.61,70.66,53,68.97,52.69,2.42,0.15,25.64,2024-02-19 00:00:00,9.46,3.73,0.27,5.92,41.56,4.38,34.52,2,67.02,1.54,1.05,2024-03-02,75.9,41.05,66.27,74.62,4,0,5,5.76,47.85,1,Core Engineering,Job,2024-02-26 00:00:00
S100097,2023-03-06,1.0,6.09,1,0,0,7.34,70.94,36.58,1,96.41,Average,49.71,51.74,58.84,31.1,100.0,95,61.14,65.08,4.18,2.56,20.37,2024-03-25 00:00:00,7.52,8.62,0.07,4.79,49.49,5.39,66.36,3,67.89,2.06,0.78,2024-04-05,59.56,78.25,73.58,79.91,4,1,6,0.12,37.38,0,Product/Management,Job,2023-11-24 00:00:00
S100098,2023-07-06,6.9,6.07,1,0,1,7.01,64.96,77.08,0,66.2,At_Risk,21.05,67.49,48.86,52.14,74.63,38,48.02,91.05,1.14,0.97,18.16,2024-05-16 00:00:00,5.82,8.39,1.65,7.88,22.28,8.64,94.52,2,51.26,7.37,0.81,2024-02-24,55.64,62.64,68.8,32.71,2,0,5,10.0,53.93,1,AI/ML,Job,2023-11-21 00:00:00
S100099,2021-07-09,16.8,7.87,1,0,0,6.7,61.27,59.07,2,76.57,At_Risk,40.68,67.41,58.6,40.27,100.0,4,47.84,90.02,3.4,0.75,13.29,2024-12-05 00:00:00,5.64,8.58,1.44,4.73,50.67,3.93,69.86,2,51.11,2.52,9.52,2024-03-11,53.1,68.05,55.05,44.07,2,1,5,3.82,2.09,3,AI/ML,Job,2024-03-08 00:00:00
S100100,2023-01-19,1.1,7.26,0,1,0,5.16,54.64,87.28,2,53.89,At_Risk,19.72,77.68,67.93,60.96,62.61,116,39.04,73.24,6.77,0.23,15.64,2024-05-03 00:00:00,5.09,5.88,3.97,7.1,31.01,10.0,63.6,1,59.34,0.87,3.35,2024-02-02,37.8,69.14,87.94,20.9,2,0,1,4.56,48.38,1,Web Development,Higher Studies,2023-11-07 15:42:09
S100101,2022-05-26,13.3,8.11,0,0,1,6.45,62.11,73.02,0,50.13,Average,28.68,76.95,74.28,39.35,85.53,233,53.6,62.66,1.87,0.79,11.87,2024-04-02 19:08:15,6.82,8.78,1.43,5.63,27.91,5.68,52.92,2,69.88,4.7,16.25,2024-04-02,72.78,50.84,52.87,80.86,2,0,2,7.7,30.76,0,Data Science,Higher Studies,2024-02-18 00:00:00
S100102,2021-01-10,1.0,4.91,2,0,1,6.55,53.86,79.63,1,49.37,At_Risk,47.49,43.44,66.96,46.34,83.39,133,48.41,73.3,3.73,0.29,17.08,2024-05-26 00:00:00,6.85,10.77,2.31,4.73,36.8,2.23,58.17,2,66.75,2.89,2.34,2024-03-03,63.0,65.1,65.33,51.28,3,0,3,4.33,46.24,1,Cybersecurity,Job,2024-03-02 00:00:00
S100103,2021-08-08,1.0,5.43,0,0,1,5.96,53.9,64.96,2,56.06,At_Risk,41.65,77.78,75.39,37.51,80.54,147,48.19,76.0,3.65,6.12,16.77,2024-05-18 00:00:00,4.28,8.51,7.21,6.44,56.95,9.81,68.3,2,49.14,2.33,0.36,2024-02-04,65.38,81.73,61.84,58.15,1,2,2,3.96,51.35,0,AI/ML,Job,2024-01-30 00:00:00
S100104,2022-08-31,4.4,7.57,1,0,0,6.79,61.08,71.19,4,70.13,At_Risk,30.63,72.68,40.68,53.25,56.12,151,41.46,91.46,6.59,0.74,11.96,2024-04-12 00:00:00,6.98,8.38,0.96,4.28,61.3,7.22,52.12,4,46.4,1.27,10.99,2024-03-24,31.27,76.51,35.07,65.99,1,2,3,5.73,47.38,1,Product/Management,Job,2024-02-15 15:54:12
S100105,2022-08-03,24.2,6.19,0,0,1,7.53,69.3,86.0,4,78.1,At_Risk,30.85,79.35,78.87,67.33,59.43,56,37.59,77.26,2.73,1.24,1.37,2024-02-20 00:00:00,5.5,9.54,0.05,10.0,73.16,2.51,86.02,3,32.12,3.5,1.98,2024-04-17,78.14,52.28,41.62,79.94,1,1,4,9.24,79.61,3,Data Science,Job,2023-12-28 00:00:00
S100106,2021-04-09,2.9,6.15,1,0,1,9.45,92.05,56.92,3,66.49,Average,35.8,86.0,46.95,38.07,82.93,131,53.15,61.86,3.2,0.52,13.64,2024-01-23 07:28:43,8.3,7.95,0.66,7.99,65.52,6.55,54.83,0,37.81,2.48,0.41,2024-04-07,30.64,60.7,52.41,51.62,4,2,5,2.3,42.88,0,Core Engineering,Higher Studies,2024-03-22 00:00:00
S100107,2023-06-13,28.1,5.32,0,0,1,7.23,68.23,73.75,1,43.79,Average,39.11,67.86,80.74,43.0,64.64,6,58.29,100.0,3.19,0.83,7.87,2024-04-15 00:00:00,6.52,6.78,1.8,6.52,40.07,5.99,50.59,2,56.03,2.13,3.42,2024-03-17,54.71,72.83,70.59,47.83,5,0,9,0.0,47.79,2,Data Science,Job,2023-12-04 00:00:00
S100108,2022-12-13,5.9,8.11,0,1,0,7.33,69.37,74.97,1,52.26,Average,45.01,88.68,73.04,45.47,98.14,4,51.75,77.54,4.51,2.52,7.15,2024-11-02 00:00:00,8.7,7.64,1.58,7.43,30.86,2.67,91.07,4,63.37,1.69,2.47,2024-02-08,55.85,37.12,52.57,51.03,1,3,3,4.0,66.64,0,Web Development,Higher Studies,2024-03-19 00:00:00
S100109,2022-01-22,1.0,7.44,1,1,0,6.9,71.0,85.71,2,54.27,At_Risk,31.35,56.66,35.08,59.54,76.64,6,35.62,60.6,4.56,5.4,10.17,2024-05-28 00:00:00,5.66,9.14,1.77,4.83,41.82,4.65,33.38,1,50.04,2.0,0.75,2024-04-14,57.88,84.08,65.82,44.56,1,0,4,10.0,100.0,1,Web Development,Higher Studies,2023-11-16 00:00:00
S100110,2022-09-01,15.0,8.89,0,1,0,4.51,40.02,59.67,2,67.15,At_Risk,22.11,55.81,76.79,35.08,83.83,72,31.93,64.37,5.93,7.23,20.79,2024-12-04 00:00:00,5.9,7.53,1.11,6.22,51.91,9.23,45.5,1,47.04,1.27,6.49,2024-02-24,44.14,48.85,56.45,56.36,2,0,2,5.61,64.4,0,Product/Management,Job,2024-01-27 00:00:00
S100111,2022-04-02,1.0,6.1,0,0,0,6.97,73.63,56.97,1,79.15,Average,36.26,76.43,80.92,43.58,79.39,22,52.7,78.5,3.63,0.65,7.22,2024-02-20 00:00:00,6.72,8.45,0.47,6.82,38.04,4.08,95.44,1,51.73,2.33,0.18,2024-02-17,50.8,45.28,79.37,41.89,5,0,2,1.26,30.93,0,AI/ML,Job,2024-01-29 00:00:00
S100112,2023-08-13,13.4,7.11,2,1,0,7.08,64.56,83.46,2,72.47,At_Risk,31.34,64.47,85.13,62.68,78.98,2,33.62,60.98,1.06,4.95,8.79,2024-01-19 00:00:00,7.78,5.8,2.55,8.3,0.0,3.89,48.43,3,64.83,5.45,3.54,2024-04-27,85.77,44.18,89.05,64.12,4,0,4,2.04,37.09,0,Cybersecurity,Job,2023-12-29 00:00:00
S100113,2022-11-12,5.3,5.86,1,0,1,10.0,95.36,65.07,0,73.68,Good,24.59,73.92,52.7,49.89,100.0,6,77.38,80.0,3.79,0.19,19.95,2024-03-23 00:00:00,7.09,6.54,4.79,6.99,74.5,4.54,52.07,4,39.52,1.73,1.14,2024-03-17,47.55,65.55,61.29,53.63,1,1,3,2.31,36.15,0,Cybersecurity,Startup/Entrepreneurship,2024-01-12 00:00:00
S100114,2022-03-24,2.6,6.04,1,0,1,6.75,63.0,56.31,3,62.02,At_Risk,37.38,99.89,67.87,33.99,96.27,6,43.98,83.59,4.86,1.36,9.64,2024-02-18 00:00:00,4.57,3.14,0.85,7.03,50.48,6.62,64.77,3,50.93,0.65,5.44,2024-02-08,32.39,90.04,51.09,65.73,4,2,1,7.4,48.67,0,AI/ML,Startup/Entrepreneurship,2023-12-26 00:00:00
S100115,2023-06-20,1.0,6.54,0,0,1,7.39,70.72,61.56,2,57.84,At_Risk,33.3,75.9,76.11,29.11,82.31,79,48.78,89.13,5.67,0.39,7.11,2024-04-07 00:00:00,6.56,8.94,2.93,9.7,20.77,5.54,36.11,3,55.09,1.58,3.45,2024-02-14,46.59,79.48,42.61,63.61,5,1,6,4.91,69.97,1,Product/Management,Higher Studies,2023-11-06 00:00:00
S100116,2022-03-12,9.4,8.33,2,0,1,6.95,67.85,49.99,3,68.6,At_Risk,37.45,73.18,76.78,28.42,90.12,12,41.91,97.15,3.0,0.31,20.66,2024-02-21 00:00:00,6.33,7.62,0.4,6.72,55.83,3.81,54.74,1,47.34,2.55,0.6,2024-04-13,55.52,43.66,74.09,65.68,4,2,7,4.81,56.97,1,Data Science,Job,2024-01-26 00:00:00
S100117,2022-08-27,4.1,4.94,1,0,1,5.48,53.8,67.64,3,47.27,At_Risk,27.84,56.96,71.55,32.71,97.6,150,24.03,66.76,0.0,0.32,14.09,2024-07-02 00:00:00,5.7,4.23,1.37,3.74,54.64,1.68,90.57,0,55.55,16.94,0.61,2024-04-28,47.74,49.42,50.18,77.81,1,0,3,3.75,73.26,0,Product/Management,Job,2024-03-28 00:00:00
S100118,2022-06-28,4.2,7.55,0,1,0,8.49,77.6,30.55,1,68.42,Average,38.89,44.5,58.17,10.57,71.03,393,56.43,80.59,5.92,0.4,15.46,2024-02-15 00:00:00,5.39,7.87,1.88,6.55,9.4,5.81,79.1,1,69.33,1.33,10.32,2024-04-10,68.5,78.51,50.13,25.64,6,1,3,4.81,31.58,3,Cybersecurity,Job,2024-06-04 00:00:00
S100119,2022-03-05,1.0,4.67,2,0,1,7.98,71.29,71.46,2,79.84,At_Risk,24.46,68.91,80.81,61.32,56.68,47,39.94,77.31,2.96,2.94,13.43,2024-02-12 00:00:00,8.75,4.8,2.94,6.15,52.09,8.67,48.98,2,56.45,1.62,8.01,2024-04-22,61.13,71.52,55.95,77.67,3,0,2,6.02,54.18,2,AI/ML,Higher Studies,2023-12-22 00:00:00
S100120,2022-03-29,28.4,5.02,1,0,1,8.03,86.28,47.96,3,46.2,Average,28.38,86.0,80.9,13.57,88.3,62,53.93,76.61,3.12,2.23,17.96,2024-04-25 00:00:00,5.75,8.0,0.59,7.91,53.16,8.28,46.85,1,43.0,2.56,3.73,2024-04-27,60.26,49.45,57.54,48.2,0,1,1,3.17,68.03,1,AI/ML,Higher Studies,2023-12-30 05:28:49
S100121,2023-06-16,15.0,4.97,0,0,1,5.82,53.33,84.49,0,86.35,Average,33.06,65.16,62.53,74.39,98.69,24,58.41,65.08,2.43,3.43,19.8,2024-02-01 00:00:00,5.12,11.46,1.83,1.91,60.69,8.98,64.36,2,63.85,4.71,12.82,2024-03-27,64.95,71.25,64.88,37.88,2,0,3,6.5,51.73,1,AI/ML,Higher Studies,2023-12-05 00:00:00
S100122,2022-08-22,6.4,6.39,1,0,1,8.82,86.62,58.83,1,74.47,Good,48.93,76.02,52.46,36.53,54.28,85,80.35,65.63,3.3,2.8,14.14,2024-03-22 00:00:00,7.19,7.08,4.65,8.88,35.19,5.3,74.54,0,51.79,2.14,1.21,2024-02-10,100.0,53.02,68.24,56.28,3,1,5,5.48,48.45,1,Data Science,Higher Studies,2023-11-24 00:00:00
S100123,2023-02-04,3.1,6.96,1,0,0,5.18,42.76,57.24,0,61.82,At_Risk,41.28,91.4,53.35,30.44,70.91,197,25.88,75.43,1.12,7.61,4.51,2024-01-04 00:00:00,6.48,4.95,1.42,3.26,44.16,5.81,59.96,2,60.87,4.43,0.77,2024-04-11,34.82,50.65,65.96,86.6,3,0,3,5.89,79.75,1,Web Development,Job,2024-01-22 00:00:00
S100124,2022-11-23,6.1,7.35,0,0,1,7.76,72.63,68.55,4,62.82,Average,43.62,91.02,86.84,49.02,76.38,16,64.21,63.59,0.09,5.51,17.08,2024-03-05 00:00:00,6.19,5.61,1.72,8.73,54.77,6.0,62.57,1,37.27,22.45,17.17,2024-04-29,51.9,53.34,81.75,61.15,1,0,1,4.77,62.57,2,Data Science,Higher Studies,2024-01-27 00:00:00
S100125,2022-08-16,1.0,8.29,0,0,0,9.85,93.04,73.11,1,91.48,Excellent,46.34,76.43,80.21,66.83,65.26,245,100.0,97.51,3.12,1.89,12.62,2024-01-14 00:00:00,7.39,7.33,0.07,7.32,50.8,6.88,20.35,1,49.69,2.35,5.55,2024-04-28,64.35,43.66,67.56,43.13,5,0,3,5.09,50.65,2,Core Engineering,Job,2024-02-28 00:00:00
S100126,2022-08-07,1.0,9.29,2,0,0,5.71,56.16,68.46,1,66.22,At_Risk,50.0,72.55,64.68,44.58,77.83,20,42.48,76.02,5.74,0.07,21.0,2024-03-21 00:00:00,6.98,5.67,0.03,4.05,22.66,7.34,40.52,1,66.65,0.99,0.3,2024-04-18,66.17,72.0,60.18,72.34,3,0,4,5.58,63.08,1,Web Development,Higher Studies,2024-02-03 00:00:00
S100127,2023-09-02,3.6,6.49,0,0,1,6.26,48.62,46.92,0,55.44,At_Risk,35.33,47.22,61.81,12.35,63.3,25,28.2,94.44,3.92,1.89,8.73,2024-01-29 05:03:47,6.81,8.31,1.56,4.65,22.02,5.4,76.7,1,69.59,2.12,2.52,2024-03-01,61.97,68.93,55.99,68.28,2,0,2,8.75,48.14,1,Cybersecurity,Startup/Entrepreneurship,2024-02-21 00:00:00
