student_id,sleep_hours,screen_time_hours,gaming_hours,study_hours_daily,stress_level,burnout_score,gym_frequency_per_week,motivation_level,physical_activity_hours_sehaj,stress_level_sehaj,lifestyle_risk_flag
STU00387,4.6,5.2,4.3,9.6,32,58,4,71,,,High Risk
STU00388,7.5,6.4,1.8,4.5,23,41,3,65,,,Normal
STU00389,6.0,5.1,6.6,4.7,89,68,2,100,,,High Risk
STU00390,6.2,5.6,3.5,7.6,60,43,1,81,,,Normal
STU00391,6.0,6.5,0.9,9.3,64,30,1,70,,,Normal
STU00392,5.6,6.5,4.6,7.1,97,31,1,75,,,High Risk
STU00393,7.1,9.0,3.9,7.7,35,47,3,49,,,Normal
STU00394,5.7,7.1,2.3,5.7,64,35,3,68,,,Normal
STU00395,7.3,10.0,0.0,7.3,61,29,4,81,,,Normal
STU00396,5.9,5.2,3.1,7.9,50,42,4,61,,,Normal
STU00397,6.1,3.9,2.3,8.0,23,18,5,80,,,Normal
STU00398,7.5,8.4,0.6,9.2,60,43,2,81,,,Normal
STU00399,7.9,5.7,1.5,8.4,60,23,5,45,,,Normal
STU00400,5.8,10.4,3.3,9.2,51,41,3,44,,,Normal
STU00401,6.7,9.4,3.5,9.4,84,22,3,81,,,High Risk
STU00402,6.7,5.7,3.8,10.6,42,32,0,72,,,Normal
STU00403,6.1,5.3,3.7,8.4,63,43,0,69,,,Normal
STU00404,7.3,9.2,3.8,8.7,66,44,4,89,,,Normal
STU00405,8.5,6.7,3.0,9.0,18,51,3,71,,,Normal
STU00406,6.5,5.7,1.3,6.9,79,57,3,63,,,High Risk
STU00407,4.8,7.1,1.2,3.9,38,45,6,73,,,High Risk
STU00408,5.6,6.6,4.3,9.1,75,36,6,84,,,Normal
STU00409,6.8,5.8,2.7,7.0,55,31,4,71,,,Normal
STU00410,7.5,8.7,1.2,6.6,28,20,4,56,,,Normal
STU00411,4.8,5.9,1.6,8.4,68,48,0,94,,,High Risk
STU00412,5.8,6.9,0.6,5.9,50,62,4,62,3.5,High,Normal
STU00413,4.4,7.4,0.6,8.8,79,50,6,76,,,High Risk
STU00414,6.6,6.9,3.4,6.7,73,33,6,74,2.2,High,Normal
STU00415,3.4,5.7,2.1,6.1,42,33,6,80,,,High Risk
STU00416,6.4,7.6,1.6,8.4,87,47,5,68,,,High Risk
STU00417,4.5,7.9,3.7,8.3,45,45,5,93,,,High Risk
STU00418,6.4,8.5,0.0,8.1,63,54,1,90,,,Normal
STU00419,6.6,10.1,5.2,9.1,36,50,6,89,,,Normal
STU00420,6.0,9.6,2.4,8.0,55,22,1,70,,,Normal
STU00421,7.6,7.6,2.1,9.9,65,46,1,81,,,Normal
STU00422,4.7,12.6,7.4,5.4,55,51,6,57,1.2,High,High Risk
STU00423,5.4,8.8,4.7,6.6,100,31,1,70,,,High Risk
STU00424,4.7,5.6,0.5,7.3,55,45,3,40,,,High Risk
STU00425,4.5,5.9,4.0,9.6,48,52,6,57,,,High Risk
STU00426,5.9,4.9,1.2,10.5,61,89,1,65,,,High Risk
STU00427,4.6,9.1,1.7,8.7,65,40,6,50,,,High Risk
STU00428,6.8,8.3,1.0,8.1,55,25,5,63,,,Normal
STU00429,5.7,7.9,1.5,12.0,53,59,1,47,,,Normal
STU00430,6.6,8.0,1.1,9.3,92,26,0,68,,,High Risk
STU00431,5.9,7.3,1.5,7.8,75,16,4,70,,,Normal
STU00432,3.9,7.9,2.5,8.1,19,59,2,92,,,High Risk
STU00433,8.4,7.7,4.7,6.2,28,27,4,62,,,Normal
STU00434,4.6,5.6,2.1,5.8,63,77,3,58,,,High Risk
STU00435,5.1,9.4,2.0,6.9,48,42,1,60,,,Normal
STU00436,6.9,7.8,3.6,6.9,71,39,3,68,,,Normal
STU00437,7.2,7.2,2.5,5.9,60,59,5,49,,,Normal
STU00438,6.2,6.2,3.7,5.2,68,38,6,41,,,Normal
STU00439,8.2,8.3,2.0,8.3,66,44,0,72,,,Normal
STU00440,7.8,14.6,3.2,7.4,42,48,2,52,,,Normal
STU00441,5.2,3.8,0.0,9.4,65,65,2,76,,,Normal
STU00442,6.8,4.7,2.0,8.0,55,58,6,72,,,Normal
STU00443,5.7,5.4,2.1,8.3,37,40,1,100,,,Normal
STU00444,7.2,9.6,4.7,8.4,65,52,2,71,,,Normal
STU00445,6.3,7.7,2.0,6.2,32,57,6,62,,,Normal
STU00446,7.4,7.4,0.7,6.1,48,26,5,53,,,Normal
STU00447,3.8,9.1,2.8,9.0,53,62,4,59,,,High Risk
STU00448,6.0,5.8,2.6,11.2,38,52,1,64,,,Normal
STU00449,6.5,8.6,0.0,11.1,98,48,3,84,,,High Risk
STU00450,5.3,5.0,1.1,8.6,74,62,4,70,,,Normal
STU00451,6.4,6.1,4.8,8.8,91,12,3,64,,,High Risk
STU00452,5.3,3.6,3.1,4.9,78,30,0,58,,,High Risk
STU00453,4.2,6.2,5.8,7.3,44,34,6,91,,,High Risk
STU00454,4.7,6.2,3.0,9.5,24,14,6,84,,,High Risk
STU00455,5.6,5.7,2.4,5.7,52,38,3,73,,,Normal
STU00456,7.1,5.5,1.6,7.9,44,61,6,71,,,Normal
STU00457,5.7,4.8,3.7,8.4,49,46,4,48,,,Normal
STU00458,7.0,7.1,4.3,8.6,59,39,1,76,,,Normal
STU00459,5.6,6.7,4.8,8.0,50,58,5,31,,,Normal
STU00460,8.0,7.2,2.2,8.9,90,18,3,40,,,High Risk
STU00461,5.6,5.7,2.1,5.6,63,49,2,34,,,Normal
STU00462,4.8,5.9,0.0,6.8,55,49,6,77,,,High Risk
STU00463,6.6,8.2,0.0,7.6,48,49,2,79,,,Normal
STU00464,4.5,7.3,1.2,8.0,41,48,4,86,,,High Risk
STU00465,4.9,7.0,1.6,7.4,85,43,4,68,,,High Risk
STU00466,7.4,5.2,3.4,9.0,37,30,6,71,3.3,Moderate,Normal
STU00467,6.2,3.9,2.2,6.8,76,54,6,93,,,High Risk
STU00468,7.4,5.2,0.0,6.6,84,51,4,70,,,High Risk
STU00469,5.6,7.6,2.8,6.3,66,43,6,64,,,Normal
STU00470,7.0,6.6,3.3,7.3,55,16,4,62,,,Normal
STU00471,6.4,7.7,4.4,6.9,62,41,4,53,,,Normal
STU00472,5.8,4.9,1.8,7.9,64,54,1,67,,,Normal
STU00473,6.0,7.9,2.1,9.4,49,25,3,63,,,Normal
STU00474,6.8,8.2,4.3,9.5,67,49,1,88,,,Normal
STU00475,5.0,5.7,0.5,7.8,42,48,1,67,,,Normal
STU00476,7.7,5.7,6.3,5.3,60,48,0,80,,,Normal
STU00477,7.2,3.2,2.2,7.1,48,19,4,72,6.5,Low,Normal
STU00478,5.9,6.1,2.4,8.8,66,30,5,80,,,Normal
STU00479,5.7,7.3,0.7,9.1,54,33,0,76,,,Normal
STU00480,6.1,4.7,2.3,8.8,33,57,5,76,,,Normal
STU00481,6.1,10.9,5.1,9.5,64,47,2,89,,,Normal
STU00482,5.6,5.1,2.8,7.3,62,56,0,83,,,Normal
STU00483,7.6,8.3,1.9,7.6,18,34,6,84,,,Normal
STU00484,6.1,3.2,1.6,7.9,59,64,0,62,,,Normal
STU00485,5.3,6.2,2.7,6.5,58,58,3,59,,,Normal
STU00486,6.8,4.5,3.5,7.0,43,35,4,81,0.4,High,Normal
STU00487,6.5,7.8,2.9,2.5,64,89,6,50,,,High Risk
STU00488,5.6,6.8,2.2,5.4,32,48,1,71,,,Normal
STU00489,6.5,4.4,3.0,9.7,84,37,2,41,,,High Risk
STU00490,6.1,5.4,3.8,10.8,67,36,2,91,,,Normal
STU00491,5.1,8.9,1.0,8.5,62,58,2,80,,,Normal
STU00492,7.0,5.6,0.0,8.0,40,44,0,72,,,Normal
STU00493,5.4,4.1,1.5,9.0,60,20,0,62,,,Normal
STU00494,8.0,5.7,4.5,6.4,39,42,0,49,,,Normal
STU00495,7.6,7.6,1.0,8.9,46,56,6,79,,,Normal
STU00496,6.3,6.1,0.7,10.2,60,64,3,56,,,Normal
STU00497,5.2,7.0,0.9,7.9,31,57,0,57,,,Normal
STU00498,6.2,3.8,5.0,6.2,43,25,1,61,,,Normal
STU00499,5.6,5.1,3.8,6.7,26,26,4,84,,,Normal
STU00500,7.1,7.6,0.2,6.3,75,15,5,71,,,Normal
STU00501,5.6,8.7,3.8,9.9,77,56,3,54,,,High Risk
STU00502,6.4,7.8,3.1,8.5,76,66,3,45,,,High Risk
STU00503,5.1,8.6,1.3,10.8,91,58,4,67,,,High Risk
STU00504,5.4,7.1,2.5,7.5,58,31,1,60,,,Normal
STU00505,4.6,7.6,3.3,4.6,81,61,5,73,,,High Risk
STU00506,5.4,11.7,3.9,9.7,51,36,0,70,,,Normal
STU00507,4.7,8.8,2.4,5.7,37,65,6,56,,,High Risk
STU00508,4.2,4.1,2.4,6.3,60,83,0,63,6.5,High,High Risk
STU00509,5.0,9.1,0.3,5.6,67,67,1,86,,,Normal
STU00510,6.7,5.9,3.4,7.1,46,22,6,81,,,Normal
STU00511,6.9,8.3,1.3,7.1,49,51,5,80,,,Normal
STU00512,5.4,10.7,1.4,7.9,55,42,5,68,,,Normal
STU00513,6.8,7.7,0.1,9.6,71,22,6,67,,,Normal
STU00514,6.9,6.5,0.0,7.2,30,64,1,65,,,Normal
STU00515,6.9,6.3,3.5,3.7,52,25,3,74,6.5,Low,Normal
STU00516,7.4,6.6,3.4,8.5,32,43,2,53,,,Normal
STU00517,6.2,9.0,1.2,6.0,37,32,1,77,,,Normal
STU00518,6.1,7.2,5.0,3.8,56,46,5,50,6.2,Low,Normal
STU00519,5.7,6.9,0.7,8.6,37,85,5,77,,,High Risk
STU00520,5.4,2.1,3.2,8.5,0,40,6,81,,,Normal
STU00521,5.7,6.7,2.6,8.0,67,51,3,43,,,Normal
STU00522,7.4,8.9,0.7,5.4,52,37,0,70,,,Normal
STU00523,5.0,8.9,3.2,7.1,44,60,3,71,,,Normal
STU00524,6.6,8.0,3.4,5.4,53,79,3,100,,,High Risk
STU00525,8.5,8.5,1.5,6.7,80,15,1,44,,,High Risk
STU00526,8.2,8.3,4.3,7.5,54,31,5,83,,,Normal
STU00527,4.5,6.9,5.7,7.0,45,67,1,87,,,High Risk
STU00528,6.1,6.9,4.3,7.4,57,84,6,69,,,High Risk
STU00529,4.5,6.4,2.1,9.4,80,70,1,65,,,High Risk
STU00530,6.2,6.0,2.2,8.1,80,30,0,81,,,High Risk
STU00531,7.0,6.5,2.0,7.3,65,0,5,86,,,Normal
STU00532,7.6,5.7,5.4,9.6,50,56,6,49,,,Normal
STU00533,4.5,7.5,4.9,7.4,30,38,3,57,6.5,High,High Risk
STU00534,6.2,3.1,2.4,6.0,13,36,1,53,,,Normal
STU00535,6.3,8.2,2.4,8.8,69,32,3,75,,,Normal
STU00536,6.8,6.4,4.2,8.0,59,16,2,78,,,Normal
STU00537,4.4,6.8,1.4,7.0,60,49,1,74,,,High Risk
STU00538,6.7,7.8,2.2,6.4,48,22,6,43,0.3,High,Normal
STU00539,6.0,9.1,4.6,8.2,56,16,2,100,,,Normal
STU00540,4.9,7.9,2.1,7.0,39,34,3,57,,,High Risk
STU00541,6.3,4.6,3.8,7.2,86,45,2,91,,,High Risk
STU00542,5.2,5.3,7.2,7.4,60,64,3,93,,,Normal
STU00543,5.0,7.4,4.2,5.9,61,69,5,61,,,Normal
STU00544,8.3,9.8,0.0,8.1,60,37,6,58,4.5,Low,Normal
STU00545,6.4,9.4,0.2,7.0,80,56,3,52,,,High Risk
STU00546,4.7,9.8,5.1,9.4,60,82,6,95,,,High Risk
STU00547,8.2,5.6,1.7,7.1,47,42,3,65,,,Normal
STU00548,6.1,7.4,1.4,9.4,61,34,2,100,,,Normal
STU00549,5.4,7.1,2.3,6.9,71,41,4,46,,,Normal
STU00550,5.9,6.0,5.4,5.1,63,30,6,46,,,Normal
STU00551,5.7,6.4,0.0,5.2,41,26,3,69,,,Normal
STU00552,7.2,4.6,0.6,8.1,56,49,1,63,,,Normal
STU00553,7.1,7.4,3.2,8.9,70,39,3,65,,,Normal
STU00554,6.1,7.5,1.0,7.2,78,48,3,79,2.7,Moderate,High Risk
STU00555,6.2,8.3,2.2,9.5,60,24,0,92,,,Normal
STU00556,6.7,6.8,1.4,5.2,85,22,1,79,,,High Risk
STU00557,3.0,5.1,4.4,7.7,21,32,2,79,,,High Risk
STU00558,5.3,10.7,2.8,8.7,65,23,6,65,1.5,High,Normal
STU00559,4.9,4.1,2.6,5.1,62,52,1,60,,,High Risk
STU00560,6.0,4.0,3.1,6.5,56,54,3,80,,,Normal
STU00561,6.3,8.3,1.5,8.2,34,33,1,66,,,Normal
STU00562,6.9,6.7,4.2,8.3,62,47,6,68,,,Normal
STU00563,7.1,4.5,0.0,8.3,61,41,6,77,,,Normal
STU00564,5.9,4.1,4.6,9.1,33,32,2,74,,,Normal
STU00565,4.9,8.7,3.4,6.3,20,59,6,82,,,High Risk
STU00566,5.8,3.5,0.4,6.2,44,40,2,71,,,Normal
STU00567,5.6,3.8,4.2,8.4,68,25,5,41,,,Normal
STU00568,5.9,5.1,3.8,7.1,52,57,3,80,,,Normal
STU00569,6.5,9.1,1.9,9.9,32,65,1,64,,,Normal
STU00570,7.0,6.9,5.2,7.0,28,29,5,71,,,Normal
STU00571,6.0,10.8,2.5,8.8,42,25,5,78,,,Normal
STU00572,5.6,6.5,0.8,9.4,89,45,6,42,,,High Risk
STU00573,6.4,7.2,0.0,6.5,68,70,3,86,,,Normal
STU00574,6.8,7.3,2.1,8.0,66,23,2,100,,,Normal
STU00575,6.2,9.1,5.0,6.7,52,35,2,73,,,Normal
STU00576,5.8,7.9,3.0,6.8,65,38,1,63,,,Normal
STU00577,7.0,7.0,2.0,7.0,50,48,2,73,,,Normal
STU00578,5.6,6.0,0.6,8.2,40,58,2,89,,,Normal
STU00579,7.0,5.7,2.0,7.1,58,62,3,77,,,Normal
STU00580,6.7,8.1,2.0,7.2,90,36,4,76,3.0,High,High Risk
STU00581,6.0,5.1,2.6,8.5,18,32,6,93,,,Normal
STU00582,6.0,3.1,1.9,8.1,61,37,6,66,6.9,High,Normal
STU00583,6.0,9.0,2.6,7.4,84,65,3,91,,,High Risk
STU00584,6.3,4.0,4.8,7.3,36,52,2,69,,,Normal
STU00585,7.2,4.7,3.1,9.6,90,44,5,86,,,High Risk
STU00586,4.7,7.1,3.2,9.5,42,25,5,75,,,High Risk
STU00587,4.3,4.8,0.0,6.4,65,73,3,73,,,High Risk
STU00588,6.3,7.1,6.0,6.6,50,87,1,48,,,High Risk
STU00589,7.1,5.7,2.9,8.2,33,65,1,55,,,Normal
STU00590,6.7,8.6,0.3,5.8,48,33,5,56,,,Normal
STU00591,4.3,8.3,4.8,9.5,68,56,5,81,,,High Risk
STU00592,5.1,9.4,3.3,10.0,77,20,3,83,,,High Risk
STU00593,6.4,4.4,2.6,10.0,53,70,0,91,,,Normal
STU00594,6.8,7.2,4.4,6.7,80,28,3,79,,,High Risk
STU00595,6.2,9.0,2.6,5.6,47,55,6,81,,,Normal
STU00596,7.1,3.0,4.7,6.1,78,60,4,74,,,High Risk
STU00597,4.7,8.0,1.2,5.6,91,65,6,82,,,High Risk
STU00598,5.4,7.4,0.6,9.5,61,40,1,60,,,Normal
STU00599,4.5,5.6,0.0,5.5,39,54,5,68,,,High Risk
STU00600,5.7,6.2,0.0,7.2,46,70,0,61,,,Normal
STU00601,6.4,8.4,4.7,7.5,64,41,4,80,,,Normal
STU00602,5.8,4.9,3.7,7.8,35,31,1,72,,,Normal
STU00603,4.0,6.5,0.9,5.9,58,28,5,75,,,High Risk
STU00604,5.3,8.3,3.9,9.6,60,52,0,88,,,Normal
STU00605,5.2,6.4,4.3,8.4,100,67,0,60,,,High Risk
STU00606,5.0,10.1,1.4,7.7,54,77,5,63,,,High Risk
STU00607,7.6,11.7,0.8,4.9,61,13,1,88,,,Normal
STU00608,6.7,7.1,2.9,7.9,40,44,4,48,,,Normal
STU00609,4.4,9.0,1.0,5.4,56,72,1,72,0.5,High,High Risk
STU00610,6.3,6.0,3.4,8.0,52,35,2,63,,,Normal
STU00611,5.5,6.0,2.4,8.6,43,53,2,88,,,Normal
STU00612,5.1,4.6,1.7,9.9,80,46,3,58,,,High Risk
STU00613,5.9,7.7,1.9,9.3,50,45,4,75,,,Normal
STU00614,4.2,4.8,2.3,9.8,81,41,0,59,,,High Risk
STU00615,6.1,4.9,5.6,7.6,56,35,3,79,,,Normal
STU00616,5.2,5.1,4.0,7.2,60,30,5,64,,,Normal
STU00617,5.9,6.9,1.7,7.4,59,62,4,81,,,Normal
STU00618,5.2,8.7,3.0,8.7,47,91,4,76,,,High Risk
STU00619,4.5,5.5,3.0,7.8,20,68,3,75,,,High Risk
STU00620,6.3,4.2,5.2,7.3,75,47,1,72,,,Normal
STU00621,4.3,7.5,2.7,10.0,59,40,1,48,,,High Risk
STU00622,5.8,4.2,2.9,9.1,38,71,1,49,,,Normal
STU00623,5.8,2.6,0.2,6.6,32,60,2,82,,,Normal
STU00624,5.1,8.3,0.3,8.1,87,56,5,84,,,High Risk
STU00625,6.2,5.7,2.5,8.0,64,38,1,71,,,Normal
STU00626,5.3,7.4,1.8,6.6,67,54,1,81,,,Normal
STU00627,5.2,6.4,3.1,9.1,82,45,1,70,,,High Risk
STU00628,7.4,7.5,0.0,7.4,47,42,4,55,,,Normal
STU00629,5.2,8.4,0.7,9.6,74,49,1,91,,,Normal
STU00630,5.8,5.5,0.0,7.7,52,45,4,73,,,Normal
STU00631,4.8,5.1,5.0,6.8,32,36,0,58,,,High Risk
STU00632,7.8,9.5,2.9,9.1,43,46,6,82,,,Normal
STU00633,4.0,6.6,5.4,6.9,26,64,5,76,1.4,Moderate,High Risk
STU00634,4.2,7.1,4.6,7.5,49,78,4,47,,,High Risk
STU00635,5.2,9.7,4.6,6.6,100,46,6,41,,,High Risk
STU00636,6.1,8.7,3.5,8.8,45,40,4,60,,,Normal
STU00637,5.3,7.6,2.4,6.5,76,18,5,93,,,High Risk
STU00638,6.7,3.4,3.2,9.9,79,9,0,82,7.7,High,High Risk
STU00639,5.6,8.7,3.8,7.1,78,52,2,60,3.4,High,High Risk
STU00640,7.1,7.9,3.5,11.1,36,12,6,76,,,Normal
STU00641,5.1,8.3,1.9,8.3,27,24,5,79,,,Normal
STU00642,4.7,9.6,2.8,4.3,30,67,2,85,,,High Risk
STU00643,4.8,7.5,3.8,8.1,91,40,3,61,,,High Risk
STU00644,7.6,8.5,0.0,9.5,35,53,4,86,,,Normal
STU00645,5.0,8.6,3.6,7.7,59,48,0,78,,,Normal
STU00646,7.3,2.1,3.2,10.1,39,28,4,79,,,Normal
STU00647,6.6,7.3,6.4,6.3,46,66,4,72,,,Normal
STU00648,6.5,5.7,0.5,8.2,58,38,2,85,,,Normal
STU00649,6.6,6.0,0.0,7.5,34,50,1,55,,,Normal
STU00650,4.6,2.8,3.5,6.6,61,63,5,60,,,High Risk
STU00651,6.0,6.6,0.0,7.4,50,40,5,73,,,Normal
STU00652,8.1,8.9,2.0,7.8,56,27,1,78,,,Normal
STU00653,5.7,9.5,3.8,7.4,68,7,4,73,,,Normal
STU00654,7.4,8.8,2.4,10.1,48,46,2,73,,,Normal
STU00655,5.5,2.7,4.2,7.8,62,27,1,69,,,Normal
STU00656,6.8,10.3,5.0,7.9,45,61,2,86,,,Normal
STU00657,6.9,4.9,0.8,9.0,19,39,0,56,,,Normal
STU00658,5.3,6.6,3.2,10.1,47,25,5,81,,,Normal
STU00659,6.6,6.6,3.4,7.9,52,47,2,76,,,Normal
STU00660,6.6,4.6,3.4,10.2,28,76,0,69,,,High Risk
STU00661,6.3,10.9,3.0,6.9,64,46,5,66,,,Normal
STU00662,6.2,7.2,0.0,8.1,33,22,1,51,,,Normal
STU00663,5.4,10.3,2.4,8.5,51,36,3,61,,,Normal
STU00664,5.6,6.7,2.9,7.2,68,41,2,80,,,Normal
STU00665,7.9,5.9,2.5,9.1,90,41,6,95,,,High Risk
STU00666,6.2,4.3,4.6,4.5,56,42,2,89,,,Normal
STU00667,5.4,3.1,1.3,8.2,62,63,2,94,,,Normal
STU00668,7.3,8.4,0.0,9.6,54,24,3,82,,,Normal
STU00669,5.2,10.0,2.3,8.8,76,38,1,71,,,High Risk
STU00670,7.6,6.7,1.6,8.5,50,45,1,57,,,Normal
STU00671,5.8,4.9,3.4,10.9,43,45,6,52,,,Normal
STU00672,5.4,6.7,3.3,8.8,70,44,0,67,,,Normal
STU00673,8.6,6.5,3.6,7.4,71,15,2,46,,,Normal
STU00674,6.3,5.7,1.0,8.0,44,33,4,80,,,Normal
STU00675,5.2,5.1,0.0,7.2,33,57,3,81,,,Normal
STU00676,6.8,5.6,2.9,10.0,92,36,0,56,,,High Risk
STU00677,5.7,7.1,3.9,9.0,86,59,1,80,,,High Risk
STU00678,6.1,5.0,5.6,8.7,38,43,2,63,,,Normal
STU00679,7.0,6.0,2.5,6.6,41,33,4,67,,,Normal
STU00680,6.8,7.6,2.2,9.7,47,59,2,58,,,Normal
STU00681,8.2,8.0,0.9,9.4,87,29,3,82,,,High Risk
STU00682,5.2,6.9,1.8,7.7,67,26,3,78,,,Normal
STU00683,5.9,8.6,4.3,7.5,48,48,0,59,,,Normal
STU00684,6.1,3.9,5.9,8.7,35,35,5,88,,,Normal
STU00685,5.2,7.1,2.3,7.0,42,73,0,46,,,Normal
STU00686,6.6,4.3,0.7,7.7,38,40,3,53,,,Normal
STU00687,7.3,8.8,0.0,8.9,74,35,6,46,,,Normal
STU00688,5.5,10.7,1.5,9.3,67,27,6,61,,,Normal
STU00689,7.1,6.8,1.3,8.7,84,46,5,69,,,High Risk
STU00690,5.6,5.5,5.6,6.3,59,55,4,84,,,Normal
STU00691,6.0,5.8,3.2,8.5,80,75,1,52,,,High Risk
STU00692,7.6,6.5,2.5,8.4,53,35,5,58,,,Normal
STU00693,8.0,9.0,0.0,9.1,35,39,6,57,2.8,Low,Normal
STU00694,6.6,4.0,0.9,7.1,39,64,6,47,,,Normal
STU00695,5.2,6.6,2.3,6.9,79,74,1,86,,,High Risk
STU00696,6.2,5.4,3.2,7.1,60,64,6,78,,,Normal
STU00697,6.6,6.1,1.6,9.0,66,32,1,53,,,Normal
STU00698,7.0,8.9,3.5,8.5,37,45,2,77,,,Normal
STU00699,5.5,4.6,4.4,7.3,0,80,2,69,,,High Risk
STU00700,6.1,8.3,2.3,9.8,56,43,3,59,,,Normal
STU00701,6.2,6.5,4.2,9.4,41,17,2,55,,,Normal
STU00702,6.9,6.4,0.0,7.8,56,32,6,33,,,Normal
STU00703,5.7,4.6,1.5,9.9,54,85,6,61,,,High Risk
STU00704,6.4,9.3,2.3,8.5,70,31,5,55,,,Normal
STU00705,4.9,8.6,3.4,7.2,52,58,2,79,,,High Risk
STU00706,6.3,7.4,1.7,7.2,31,53,0,69,,,Normal
STU00707,4.1,6.4,2.6,11.0,36,57,1,50,0.7,Moderate,High Risk
STU00708,6.8,7.9,0.0,5.9,55,13,4,44,,,Normal
STU00709,8.7,7.1,3.9,8.7,52,50,6,59,,,Normal
STU00710,6.5,7.6,3.9,8.9,60,36,5,50,,,Normal
STU00711,5.3,5.8,3.4,7.4,16,64,2,50,,,Normal
STU00712,7.9,9.4,1.5,5.0,65,46,1,39,,,Normal
STU00713,7.1,8.0,2.5,7.5,55,34,5,56,,,Normal
STU00714,7.3,10.3,1.7,6.9,73,40,5,60,,,Normal
STU00715,6.0,7.7,0.8,6.3,68,35,0,79,,,Normal
STU00716,6.7,8.6,4.4,9.7,66,43,6,56,,,Normal
STU00717,6.1,8.1,3.9,5.3,100,34,0,79,,,High Risk
STU00718,5.0,4.0,3.8,8.8,52,49,6,100,,,Normal
STU00719,6.0,6.7,4.0,5.7,21,63,5,53,,,Normal
STU00720,6.1,6.7,3.0,6.8,39,35,5,66,,,Normal
STU00721,5.2,7.9,6.0,4.9,31,79,2,91,,,High Risk
STU00722,5.2,6.1,0.0,6.4,37,52,6,60,,,Normal
STU00723,5.5,5.6,0.9,8.1,74,38,6,67,,,Normal
STU00724,5.4,4.4,1.5,7.4,37,44,0,72,,,Normal
STU00725,7.3,6.1,0.9,3.3,90,36,3,100,,,High Risk
STU00726,6.9,8.9,3.7,6.9,42,28,0,44,,,Normal
STU00727,6.9,4.4,3.8,10.7,73,18,4,46,,,Normal
STU00728,6.6,8.2,0.0,9.3,51,24,6,62,,,Normal
STU00729,4.7,7.0,3.3,5.3,55,65,3,50,,,High Risk
STU00730,8.3,5.3,4.3,10.5,94,49,0,71,6.0,Moderate,High Risk
STU00731,7.7,7.5,4.7,7.7,53,29,5,67,4.0,High,Normal
STU00732,6.9,9.2,4.0,10.3,40,28,2,47,,,Normal
STU00733,8.1,6.3,1.4,7.3,78,36,3,78,,,High Risk
STU00734,6.4,7.9,3.7,8.0,70,44,6,48,,,Normal
STU00735,8.2,10.6,4.9,5.8,68,50,6,96,,,Normal
STU00736,6.3,6.9,5.6,8.2,31,58,5,90,2.0,High,Normal
STU00737,6.5,8.4,2.4,5.5,57,41,3,72,,,Normal
STU00738,6.8,6.4,4.8,7.6,26,42,5,87,,,Normal
STU00739,6.2,9.3,1.3,6.4,81,39,4,94,,,High Risk
STU00740,6.4,3.2,0.7,7.6,47,33,5,65,,,Normal
STU00741,7.3,6.6,3.4,9.1,59,40,1,61,,,Normal
STU00742,5.0,6.6,1.4,5.7,44,37,3,69,,,Normal
STU00743,6.5,5.7,2.9,6.5,62,46,1,75,3.5,High,Normal
STU00744,5.8,5.9,0.2,6.8,64,35,4,59,,,Normal
STU00745,4.4,8.3,2.1,6.5,34,52,2,88,,,High Risk
STU00746,4.2,5.6,3.0,11.2,60,80,2,95,,,High Risk
STU00747,5.1,5.8,4.2,10.1,38,38,4,56,,,Normal
STU00748,4.5,7.3,4.7,5.1,56,35,4,76,,,High Risk
STU00749,6.0,8.2,4.6,7.5,72,72,4,64,,,Normal
STU00750,6.4,8.2,0.0,8.8,56,60,5,100,5.1,Moderate,Normal
STU00751,6.1,5.0,0.4,8.8,45,13,4,56,,,Normal
STU00752,6.5,8.7,1.1,7.2,58,17,0,62,,,Normal
STU00753,6.1,6.8,5.0,9.9,59,82,2,54,4.3,High,High Risk
STU00754,7.3,7.3,1.7,8.6,76,32,4,79,,,High Risk
STU00755,7.3,8.1,4.4,10.4,35,48,4,67,4.7,High,Normal
STU00756,4.2,6.1,5.2,6.1,63,65,4,55,,,High Risk
STU00757,4.7,5.0,4.2,7.9,42,47,2,58,,,High Risk
STU00758,5.5,7.1,3.2,7.6,68,50,1,64,,,Normal
STU00759,5.7,2.6,3.5,8.7,38,65,2,76,,,Normal
STU00760,5.9,6.0,1.9,7.5,42,40,5,67,,,Normal
STU00761,5.8,3.8,1.6,7.7,76,37,0,53,,,High Risk
STU00762,6.2,7.0,3.5,5.6,17,19,2,61,,,Normal
STU00763,5.6,7.4,3.0,6.4,83,53,2,100,,,High Risk
STU00764,8.2,7.3,1.9,7.8,44,42,0,51,,,Normal
STU00765,6.2,4.2,0.0,8.8,38,53,1,73,,,Normal
STU00766,5.1,3.3,6.8,8.9,17,69,3,80,,,Normal
STU00767,6.8,7.6,0.6,9.4,68,53,2,71,,,Normal
STU00768,4.9,9.4,1.3,11.8,43,43,0,85,,,High Risk
STU00769,6.0,5.2,2.4,10.2,40,22,0,57,,,Normal
STU00770,5.3,7.1,1.8,8.9,37,48,3,74,,,Normal
STU00771,4.4,7.4,0.1,8.5,45,41,4,68,,,High Risk
STU00772,7.2,8.9,2.1,11.6,42,31,2,69,,,Normal
STU00773,5.5,7.6,2.6,7.4,60,40,1,92,,,Normal
STU00774,5.7,6.6,4.5,6.4,100,46,6,69,,,High Risk
STU00775,7.7,7.6,2.4,8.8,60,32,3,75,,,Normal
